,BoroCode,OfnsDesc,CrimeCount
80,2,FRAUDS,85
81,2,THEFT OF SERVICES,23
82,2,DISORDERLY CONDUCT,5
83,2,MOVING INFRACTIONS,5
84,2,OTHER STATE LAWS (NON PENAL LAW),4
85,2,OFFENSES AGAINST PUBLIC SAFETY,34
86,2,ANTICIPATORY OFFENSES,37
87,2,JOSTLING,4
88,2,FRAUDULENT ACCOSTING,8
89,2,OTHER STATE LAWS (NON PENAL LA,57
90,2,OFFENSES RELATED TO CHILDREN,6
91,2,THEFT-FRAUD,17
92,2,ASSAULT 3 & RELATED OFFENSES,7079
93,2,PROSTITUTION & RELATED OFFENSES,248
94,2,INTOXICATED & IMPAIRED DRIVING,376
95,2,MURDER & NON-NEGL. MANSLAUGHTE,398
96,2,OFFENSES INVOLVING FRAUD,407
97,2,SEX CRIMES,585
98,2,GRAND LARCENY OF MOTOR VEHICLE,238
99,2,OFF. AGNST PUB ORD SENSBLTY &,832
100,2,BURGLARY,834
101,2,GRAND LARCENY,937
102,2,VEHICLE AND TRAFFIC LAWS,1022
103,2,MISCELLANEOUS PENAL LAW,1129
104,2,OFFENSES AGAINST PUBLIC ADMINI,1598
105,2,DANGEROUS WEAPONS,1642
106,2,PETIT LARCENY,1717
107,2,CRIMINAL MISCHIEF & RELATED OF,1810
108,2,ROBBERY,2066
109,2,DANGEROUS DRUGS,3263
110,2,FELONY ASSAULT,3563
111,2,POSSESSION OF STOLEN PROPERTY,367
112,2,FOR OTHER AUTHORITIES,359
113,2,OTHER TRAFFIC INFRACTION,100
114,2,FORGERY,326
115,3,RAPE,157
116,3,DISORDERLY CONDUCT,10
117,3,OFFENSES AGAINST PUBLIC SAFETY,14
118,3,OFFENSES AGAINST PUBLIC ADMINI,865
119,3,HARRASSMENT 2,17
120,3,THEFT OF SERVICES,18
121,3,KIDNAPPING & RELATED OFFENSES,18
122,3,ANTICIPATORY OFFENSES,20
123,3,OFF. AGNST PUB ORD SENSBLTY &,784
124,3,OFFENSES AGAINST THE PERSON,176
125,3,THEFT-FRAUD,25
126,3,ARSON,30
127,3,FORGERY,740
128,3,SEX CRIMES,724
129,3,INTOXICATED & IMPAIRED DRIVING,604
130,3,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,9
131,3,VEHICLE AND TRAFFIC LAWS,1211
132,3,OFFENSES RELATED TO CHILDREN,8
133,3,GRAND LARCENY,1441
134,3,JOSTLING,1
135,3,ASSAULT 3 & RELATED OFFENSES,5745
136,3,"HOMICIDE-NEGLIGENT,UNCLASSIFIE",1
137,3,FELONY ASSAULT,3898
138,3,MISCELLANEOUS PENAL LAW,3164
139,3,PETIT LARCENY,2858
140,3,DANGEROUS DRUGS,2766
141,3,OTHER OFFENSES RELATED TO THEF,318
142,3,CHILD ABANDONMENT/NON SUPPORT,3
143,3,ROBBERY,2241
144,3,MOVING INFRACTIONS,5
145,3,CRIMINAL MISCHIEF & RELATED OF,1989
146,3,MURDER & NON-NEGL. MANSLAUGHTE,272
147,3,ENDAN WELFARE INCOMP,6
148,3,FOR OTHER AUTHORITIES,225
149,3,BURGLARY,1540
150,3,DANGEROUS WEAPONS,2584
151,3,POSSESSION OF STOLEN PROPERTY,462
152,3,OFFENSES INVOLVING FRAUD,313
153,3,ADMINISTRATIVE CODE,65
154,3,PROSTITUTION & RELATED OFFENSES,66
155,3,GAMBLING,109
156,3,KIDNAPPING,1
157,3,GRAND LARCENY OF MOTOR VEHICLE,417
158,3,NYS LAWS-UNCLASSIFIED FELONY,167
159,3,BURGLAR'S TOOLS,163
160,3,ALCOHOLIC BEVERAGE CONTROL LAW,98
161,3,OTHER STATE LAWS,150
162,3,UNAUTHORIZED USE OF A VEHICLE,156
163,3,INTOXICATED/IMPAIRED DRIVING,98
164,3,CRIMINAL TRESPASS,435
165,3,OTHER STATE LAWS (NON PENAL LA,111
166,3,OTHER TRAFFIC INFRACTION,342
167,3,FRAUDS,71
168,4,FRAUDS,103
169,4,FRAUDULENT ACCOSTING,7
170,4,CHILD ABANDONMENT/NON SUPPORT,6
171,4,HARRASSMENT 2,7
172,4,KIDNAPPING & RELATED OFFENSES,9
173,4,ROBBERY,1468
174,4,PROSTITUTION & RELATED OFFENSES,100
175,4,GRAND LARCENY,1289
176,4,DISORDERLY CONDUCT,9
177,4,ENDAN WELFARE INCOMP,9
178,4,DANGEROUS WEAPONS,1202
179,4,OTHER OFFENSES RELATED TO THEF,97
180,4,FORGERY,386
181,4,DANGEROUS DRUGS,1767
182,4,PETIT LARCENY,2186
183,4,MURDER & NON-NEGL. MANSLAUGHTE,217
184,4,KIDNAPPING,1
185,4,OTHER STATE LAWS (NON PENAL LAW),1
186,4,OFFENSES INVOLVING FRAUD,157
187,4,ASSAULT 3 & RELATED OFFENSES,5536
188,4,CRIMINAL TRESPASS,255
189,4,ESCAPE 3,1
190,4,OTHER TRAFFIC INFRACTION,366
191,4,CRIMINAL MISCHIEF & RELATED OF,1779
192,4,FELONY ASSAULT,3060
193,4,MISCELLANEOUS PENAL LAW,2843
194,4,"HOMICIDE-NEGLIGENT,UNCLASSIFIE",3
195,4,HOMICIDE-NEGLIGENT-VEHICLE,3
196,4,FOR OTHER AUTHORITIES,133
197,4,OFFENSES AGAINST THE PERSON,126
198,4,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,3
199,4,INTOXICATED/IMPAIRED DRIVING,119
200,4,RAPE,136
201,4,VEHICLE AND TRAFFIC LAWS,1052
202,4,ARSON,23
203,4,NYS LAWS-UNCLASSIFIED FELONY,80
204,4,GAMBLING,25
205,4,MOVING INFRACTIONS,12
206,4,ALCOHOLIC BEVERAGE CONTROL LAW,49
207,4,OTHER STATE LAWS,41
208,4,POSSESSION OF STOLEN PROPERTY,431
209,4,OFF. AGNST PUB ORD SENSBLTY &,558
210,4,OFFENSES AGAINST PUBLIC ADMINI,819
211,4,SEX CRIMES,826
212,4,INTOXICATED & IMPAIRED DRIVING,750
213,4,OTHER STATE LAWS (NON PENAL LA,307
214,4,UNAUTHORIZED USE OF A VEHICLE,161
215,4,BURGLARY,839
216,4,BURGLAR'S TOOLS,89
217,4,THEFT OF SERVICES,27
218,4,ADMINISTRATIVE CODE,30
219,4,OFFENSES AGAINST PUBLIC SAFETY,14
220,4,OFFENSES RELATED TO CHILDREN,14
221,4,THEFT-FRAUD,54
222,4,GRAND LARCENY OF MOTOR VEHICLE,386
223,5,INTOXICATED/IMPAIRED DRIVING,43
224,5,CRIMINAL TRESPASS,46
225,5,OFFENSES AGAINST THE PERSON,43
226,5,GRAND LARCENY,232
227,5,BURGLAR'S TOOLS,2
228,5,OFFENSES AGAINST PUBLIC ADMINI,210
229,5,ALCOHOLIC BEVERAGE CONTROL LAW,2
230,5,ENDAN WELFARE INCOMP,2
231,5,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,1
232,5,GRAND LARCENY OF MOTOR VEHICLE,47
233,5,OTHER STATE LAWS,1
234,5,PETIT LARCENY,553
235,5,NYS LAWS-UNCLASSIFIED FELONY,53
236,5,DANGEROUS DRUGS,506
237,5,MURDER & NON-NEGL. MANSLAUGHTE,54
238,5,FELONY ASSAULT,497
239,5,HOMICIDE-NEGLIGENT-VEHICLE,2
240,5,OFFENSES AGAINST PUBLIC SAFETY,3
241,5,BURGLARY,117
242,5,FORGERY,66
243,5,SEX CRIMES,93
244,5,THEFT-FRAUD,10
245,5,OTHER TRAFFIC INFRACTION,61
246,5,VEHICLE AND TRAFFIC LAWS,305
247,5,ASSAULT 3 & RELATED OFFENSES,888
248,5,OTHER OFFENSES RELATED TO THEF,20
249,5,DANGEROUS WEAPONS,223
250,5,ROBBERY,225
251,5,FOR OTHER AUTHORITIES,22
252,5,KIDNAPPING & RELATED OFFENSES,3
253,5,OFF. AGNST PUB ORD SENSBLTY &,164
254,5,ARSON,6
255,5,FRAUDS,22
256,5,PROSTITUTION & RELATED OFFENSES,6
257,5,MISCELLANEOUS PENAL LAW,772
258,5,INTOXICATED & IMPAIRED DRIVING,228
259,5,POSSESSION OF STOLEN PROPERTY,76
260,5,OTHER STATE LAWS (NON PENAL LA,26
261,5,OFFENSES INVOLVING FRAUD,72
262,5,UNAUTHORIZED USE OF A VEHICLE,33
263,5,RAPE,22
264,5,CRIMINAL MISCHIEF & RELATED OF,437
