,SchoolDist,AgeGroup,PerpSex,CrimeCount
0,1,<18,F,89
1,1,65+,F,9
2,1,25-44,M,2629
3,1,45-64,F,158
4,1,18-24,F,281
5,1,18-24,M,1474
6,1,65+,M,63
7,1,45-64,M,917
8,1,25-44,F,457
9,1,925,M,1
10,1,<18,M,419
11,2,<18,M,1913
12,2,212,M,1
13,2,65+,F,46
14,2,<18,F,902
15,2,18-24,F,2766
16,2,45-64,F,1397
17,2,936,M,1
18,2,935,M,1
19,2,931,M,1
20,2,928,M,1
21,2,922,M,1
22,2,895,F,1
23,2,65+,M,323
24,2,25-44,M,19655
25,2,25-44,F,4106
26,2,18-24,M,8694
27,2,45-64,M,8322
28,3,18-24,M,1846
29,3,65+,M,101
30,3,18-24,F,332
31,3,941,M,1
32,3,45-64,M,2589
33,3,<18,F,144
34,3,45-64,F,379
35,3,65+,F,15
36,3,25-44,F,784
37,3,940,M,1
38,3,<18,M,816
39,3,25-44,M,4253
40,4,25-44,F,586
41,4,<18,F,142
42,4,45-64,F,266
43,4,18-24,M,2118
44,4,929,M,1
45,4,18-24,F,310
46,4,65+,M,79
47,4,45-64,M,1602
48,4,25-44,M,3827
49,4,65+,F,6
50,4,<18,M,677
51,5,45-64,M,3428
52,5,45-64,F,560
53,5,65+,M,137
54,5,<18,F,193
55,5,65+,F,15
56,5,<18,M,857
57,5,18-24,F,510
58,5,18-24,M,2772
59,5,25-44,M,6783
60,5,25-44,F,1259
61,5,942,F,1
62,6,25-44,M,7223
63,6,18-24,F,549
64,6,25-44,F,902
65,6,<18,F,162
66,6,45-64,F,321
67,6,<18,M,1522
68,6,18-24,M,5623
69,6,45-64,M,2046
70,6,65+,M,90
71,6,65+,F,14
72,7,45-64,M,1943
73,7,895,M,1
74,7,924,F,1
75,7,640,M,1
76,7,812,M,1
77,7,25-44,M,4967
78,7,955,M,1
79,7,945,M,1
80,7,18-24,F,414
81,7,45-64,F,333
82,7,65+,F,10
83,7,18-24,M,2437
84,7,<18,F,213
85,7,928,M,1
86,7,<18,M,975
87,7,65+,M,76
88,7,25-44,F,993
89,7,954,M,1
90,8,930,M,1
91,8,896,F,1
92,8,45-64,M,1839
93,8,25-44,M,5323
94,8,18-24,M,3285
95,8,18-24,F,712
96,8,925,M,1
97,8,65+,M,107
98,8,45-64,F,360
99,8,65+,F,8
100,8,<18,M,1331
101,8,<18,F,299
102,8,25-44,F,1364
103,8,927,M,1
104,9,65+,F,5
105,9,45-64,F,661
106,9,65+,M,115
107,9,<18,F,299
108,9,923,M,1
109,9,931,M,1
110,9,18-24,F,659
111,9,895,F,1
112,9,25-44,F,1732
113,9,18-24,M,4564
114,9,45-64,M,3139
115,9,<18,M,1782
116,9,25-44,M,7742
117,10,65+,F,15
118,10,18-24,M,5681
119,10,18-24,F,810
120,10,45-64,F,586
121,10,949,M,1
122,10,65+,M,87
123,10,<18,M,2094
124,10,45-64,M,2963
125,10,<18,F,355
126,10,25-44,F,1766
127,10,895,M,2
128,10,25-44,M,9253
129,11,18-24,F,469
130,11,<18,F,223
131,11,<18,M,1282
132,11,932,M,1
133,11,45-64,F,270
134,11,45-64,M,1234
135,11,65+,F,11
136,11,25-44,M,4180
137,11,65+,M,48
138,11,18-24,M,3320
139,11,25-44,F,859
140,11,924,M,1
141,12,25-44,M,4789
142,12,18-24,F,400
143,12,45-64,M,1892
144,12,45-64,F,378
145,12,<18,F,168
146,12,65+,M,86
147,12,25-44,F,1117
148,12,937,F,1
149,12,65+,F,7
150,12,18-24,M,2670
151,12,895,M,1
152,12,<18,M,943
153,12,709,M,1
154,13,65+,F,17
155,13,65+,M,83
156,13,18-24,M,2190
157,13,45-64,F,432
158,13,45-64,M,2186
159,13,909,M,1
160,13,25-44,M,4644
161,13,<18,M,873
162,13,25-44,F,1066
163,13,<18,F,219
164,13,18-24,F,469
165,14,65+,F,2
166,14,45-64,F,194
167,14,18-24,M,1666
168,14,18-24,F,231
169,14,25-44,F,498
170,14,45-64,M,1168
171,14,<18,F,82
172,14,65+,M,44
173,14,25-44,M,3063
174,14,<18,M,666
175,14,945,M,1
176,15,927,M,1
177,15,18-24,F,333
178,15,25-44,F,787
179,15,65+,F,3
180,15,25-44,M,3693
181,15,895,M,1
182,15,943,M,1
183,15,948,M,1
184,15,<18,M,729
185,15,924,M,1
186,15,45-64,F,214
187,15,65+,M,39
188,15,18-24,M,1868
189,15,45-64,M,1310
190,15,<18,F,136
191,16,18-24,M,1483
192,16,<18,M,527
193,16,25-44,F,528
194,16,18-24,F,248
195,16,45-64,F,244
196,16,808,M,1
197,16,45-64,M,1177
198,16,<18,F,101
199,16,65+,F,4
200,16,25-44,M,2562
