,Precinct,OfnsDesc,CrimeCount
0,1,CRIMINAL MISCHIEF & RELATED OFFENSES,263
1,1,ROBBERY,46
2,1,LOITERING,2
3,1,HARRASSMENT 2,4
4,1,FORCIBLE TOUCHING,13
5,1,OFF. AGNST PUB ORD SENSBLTY &,13
6,1,ASSAULT 3 & RELATED OFFENSES,214
7,1,PETIT LARCENY,584
8,1,THEFT-FRAUD,16
9,1,DANGEROUS WEAPONS,35
10,1,PROSTITUTION & RELATED OFFENSES,7
11,1,OTHER OFFENSES RELATED TO THEFT,307
12,1,ARSON,1
13,1,DISORDERLY CONDUCT,101
14,1,MURDER & NON-NEGL. MANSLAUGHTER,22
15,1,INTOXICATED & IMPAIRED DRIVING,43
16,1,BURGLAR'S TOOLS,25
17,1,ADMINISTRATIVE CODE,7
18,1,DANGEROUS DRUGS,191
19,1,VEHICLE AND TRAFFIC LAWS,153
20,1,OTHER STATE LAWS (NON PENAL LAW),157
21,1,RAPE,3
22,1,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,20
23,1,POSSESSION OF STOLEN PROPERTY,19
24,1,CRIMINAL TRESPASS,51
25,1,F.C.A. P.I.N.O.S.,12
26,1,OFFENSES INVOLVING FRAUD,63
27,1,FORGERY,51
28,1,OTHER STATE LAWS,32
29,1,FRAUDULENT ACCOSTING,3
30,1,GRAND LARCENY OF MOTOR VEHICLE,3
31,1,OFFENSES AGAINST PUBLIC ADMINISTRATION,66
32,1,BURGLARY,32
33,1,FELONY ASSAULT,65
34,1,INTOXICATED/IMPAIRED DRIVING,1
35,1,SEX CRIMES,20
36,1,OTHER TRAFFIC INFRACTION,39
37,1,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),5
38,1,MOVING INFRACTIONS,1
39,1,FRAUDS,24
40,1,GRAND LARCENY,288
41,1,JOSTLING,6
42,1,OFFENSES AGAINST THE PERSON,6
43,1,POSSESSION OF STOLEN PROPERTY 5,15
44,1,MISCELLANEOUS PENAL LAW,42
45,5,KIDNAPPING & RELATED OFFENSES,3
46,5,F.C.A. P.I.N.O.S.,535
47,5,ANTICIPATORY OFFENSES,5
48,5,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,33
49,5,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),2
50,5,CRIMINAL TRESPASS,121
51,5,POSSESSION OF STOLEN PROPERTY,26
52,5,FELONY ASSAULT,190
53,5,ADMINISTRATIVE CODE,5
54,5,OFFENSES INVOLVING FRAUD,125
55,5,THEFT-FRAUD,66
