,Precinct,AgeGroup,PerpSex,CrimeCount
356,61,65+,M,20
357,62,65+,M,5
358,62,25-44,F,140
359,62,45-64,F,57
360,62,18-24,M,714
361,62,45-64,M,228
362,62,<18,F,66
363,62,25-44,M,893
364,62,<18,M,281
365,62,65+,F,2
366,62,18-24,F,90
367,63,18-24,M,662
368,63,45-64,M,226
369,63,25-44,M,869
370,63,65+,M,5
371,63,65+,F,5
372,63,<18,M,241
373,63,45-64,F,72
374,63,25-44,F,191
375,63,<18,F,64
376,63,18-24,F,156
377,66,<18,M,110
378,66,65+,M,8
379,66,25-44,F,118
380,66,45-64,M,246
381,66,25-44,M,743
382,66,65+,F,5
383,66,18-24,M,411
384,66,45-64,F,37
385,66,<18,F,31
386,66,18-24,F,60
387,67,45-64,F,173
388,67,65+,F,4
389,67,18-24,M,1664
390,67,<18,M,497
391,67,<18,F,111
392,67,25-44,M,2966
393,67,25-44,F,509
394,67,18-24,F,278
395,67,45-64,M,1091
396,67,65+,M,33
397,68,<18,M,151
398,68,25-44,F,150
399,68,45-64,F,65
400,68,65+,M,8
401,68,18-24,F,106
402,68,45-64,M,252
403,68,25-44,M,704
404,68,<18,F,22
405,68,18-24,M,603
406,68,65+,F,6
407,69,18-24,M,859
408,69,18-24,F,167
409,69,65+,M,16
410,69,<18,M,351
411,69,45-64,M,350
412,69,25-44,M,1109
413,69,25-44,F,224
414,69,65+,F,5
415,69,45-64,F,70
416,69,<18,F,86
417,70,18-24,M,1395
418,70,65+,F,7
419,70,18-24,F,236
420,70,<18,F,98
421,70,65+,M,24
422,70,45-64,M,600
423,70,45-64,F,124
424,70,<18,M,438
425,70,25-44,M,1818
426,70,25-44,F,368
427,71,65+,M,31
428,71,65+,F,7
429,71,25-44,F,272
430,71,<18,F,112
431,71,18-24,F,167
432,71,25-44,M,1831
433,71,45-64,M,697
434,71,45-64,F,123
435,71,18-24,M,1270
436,71,<18,M,502
437,72,25-44,M,1425
438,72,25-44,F,220
439,72,45-64,F,77
440,72,18-24,M,942
441,72,65+,M,22
442,72,<18,F,26
443,72,45-64,M,439
444,72,18-24,F,121
445,72,<18,M,283
446,73,25-44,M,4387
447,73,18-24,M,2749
448,73,45-64,M,2147
449,73,<18,F,261
450,73,65+,F,15
451,73,65+,M,81
452,73,<18,M,1048
453,73,45-64,F,455
454,73,25-44,F,940
455,73,18-24,F,663
456,75,65+,F,11
457,75,65+,M,82
458,75,25-44,M,5224
459,75,45-64,F,514
460,75,45-64,M,2270
461,75,<18,M,1198
462,75,<18,F,275
463,75,18-24,M,3540
464,75,18-24,F,853
465,75,25-44,F,1250
466,76,<18,M,161
467,76,25-44,M,831
468,76,45-64,F,64
469,76,65+,F,2
470,76,65+,M,16
471,76,25-44,F,151
472,76,45-64,M,396
473,76,18-24,F,88
474,76,<18,F,53
475,76,18-24,M,465
476,77,45-64,F,258
477,77,18-24,F,243
478,77,25-44,M,2220
479,77,<18,F,112
480,77,65+,M,47
481,77,65+,F,6
482,77,45-64,M,1236
483,77,25-44,F,378
484,77,18-24,M,1334
485,77,<18,M,398
486,78,18-24,M,304
487,78,<18,F,42
488,78,18-24,F,67
489,78,45-64,F,60
490,78,45-64,M,374
491,78,25-44,F,180
492,78,65+,M,14
493,78,65+,F,1
494,78,25-44,M,626
495,78,<18,M,135
496,79,18-24,M,1740
497,79,65+,F,2
498,79,45-64,F,276
499,79,25-44,F,549
500,79,45-64,M,1576
501,79,<18,M,486
502,79,<18,F,122
503,79,65+,M,68
504,79,18-24,F,342
505,79,25-44,M,2634
506,81,25-44,M,2037
507,81,<18,M,400
508,81,45-64,M,1130
509,81,45-64,F,243
510,81,18-24,M,1155
511,81,65+,M,40
512,81,65+,F,1
513,81,25-44,F,392
514,81,<18,F,101
515,81,18-24,F,276
516,83,18-24,F,274
517,83,45-64,M,1159
518,83,<18,F,86
519,83,25-44,M,2828
520,83,18-24,M,1648
521,83,45-64,F,198
522,83,25-44,F,490
523,83,65+,F,4
524,83,65+,M,44
525,83,<18,M,482
526,84,18-24,F,234
527,84,18-24,M,880
528,84,<18,M,281
529,84,25-44,M,1491
530,84,25-44,F,401
531,84,<18,F,92
532,84,45-64,M,826
533,84,65+,M,28
534,84,65+,F,4
535,84,45-64,F,191
536,88,18-24,F,209
537,88,25-44,F,340
538,88,65+,M,35
539,88,25-44,M,1052
540,88,18-24,M,640
541,88,<18,M,267
542,88,<18,F,93
543,88,45-64,M,580
544,88,45-64,F,177
545,88,65+,F,6
546,90,65+,F,1
547,90,45-64,F,89
548,90,25-44,M,1477
549,90,<18,M,379
550,90,25-44,F,268
551,90,18-24,F,173
552,90,65+,M,14
553,90,18-24,M,1075
554,90,<18,F,55
555,90,45-64,M,613
556,94,<18,F,28
557,94,18-24,F,54
558,94,18-24,M,395
559,94,65+,M,16
560,94,25-44,M,807
561,94,45-64,F,32
562,94,65+,F,1
563,94,25-44,F,105
564,94,<18,M,102
565,94,45-64,M,276
566,100,18-24,M,481
567,100,65+,F,3
568,100,45-64,F,53
569,100,18-24,F,97
570,100,25-44,M,609
571,100,<18,F,46
572,100,<18,M,196
573,100,25-44,F,132
574,100,45-64,M,251
575,100,65+,M,7
576,101,45-64,F,64
577,101,18-24,M,993
578,101,18-24,F,131
579,101,45-64,M,388
580,101,65+,M,12
581,101,25-44,F,179
582,101,<18,F,57
583,101,<18,M,312
584,101,25-44,M,1170
585,102,65+,M,17
586,102,<18,F,49
587,102,25-44,M,1484
588,102,18-24,M,1112
589,102,<18,M,317
590,102,65+,F,2
591,102,25-44,F,265
592,102,45-64,F,99
593,102,45-64,M,453
594,102,18-24,F,128
595,103,65+,M,34
596,103,25-44,F,554
597,103,45-64,M,1267
598,103,18-24,M,2234
599,103,<18,M,572
600,103,18-24,F,400
601,103,25-44,M,3173
602,103,<18,F,169
603,103,45-64,F,202
604,103,65+,F,2
605,104,25-44,M,1724
606,104,45-64,F,114
607,104,65+,M,21
608,104,25-44,F,309
609,104,<18,M,474
610,104,65+,F,5
611,104,45-64,M,507
612,104,18-24,M,1117
613,104,18-24,F,191
614,104,<18,F,84
615,105,65+,M,16
616,105,45-64,M,505
617,105,18-24,F,226
618,105,<18,M,348
619,105,45-64,F,111
620,105,65+,F,5
621,105,18-24,M,1196
622,105,25-44,F,296
623,105,25-44,M,1683
624,105,<18,F,82
625,106,<18,F,49
626,106,18-24,F,152
627,106,25-44,M,1429
628,106,65+,F,2
629,106,65+,M,23
630,106,45-64,F,87
631,106,<18,M,315
632,106,25-44,F,207
633,106,18-24,M,1085
634,106,45-64,M,589
635,107,18-24,M,828
636,107,65+,F,6
637,107,45-64,F,63
638,107,45-64,M,305
639,107,65+,M,20
640,107,25-44,M,1079
641,107,<18,F,53
642,107,25-44,F,181
643,107,<18,M,409
644,107,18-24,F,125
645,108,25-44,M,890
646,108,<18,F,28
647,108,45-64,F,39
648,108,45-64,M,285
649,108,25-44,F,149
650,108,18-24,F,90
651,108,<18,M,168
652,108,65+,F,4
653,108,65+,M,10
654,108,18-24,M,601
655,109,18-24,M,1178
656,109,25-44,M,1813
657,109,65+,F,18
658,109,<18,M,473
659,109,45-64,M,739
660,109,25-44,F,436
661,109,18-24,F,229
662,109,45-64,F,231
663,109,65+,M,66
664,109,<18,F,77
665,110,65+,M,19
666,110,25-44,F,430
667,110,25-44,M,2212
668,110,<18,M,394
669,110,18-24,F,310
670,110,45-64,M,587
671,110,65+,F,23
672,110,<18,F,169
673,110,18-24,M,1350
674,110,45-64,F,142
675,111,18-24,F,83
676,111,25-44,M,530
677,111,<18,F,34
678,111,45-64,F,55
679,111,65+,F,3
680,111,18-24,M,416
681,111,<18,M,157
682,111,25-44,F,141
683,111,45-64,M,189
684,111,65+,M,9
685,112,65+,F,8
686,112,<18,F,48
687,112,45-64,M,378
688,112,25-44,F,215
689,112,18-24,M,537
690,112,25-44,M,969
691,112,65+,M,29
692,112,<18,M,196
693,112,18-24,F,138
694,112,45-64,F,106
695,113,<18,F,101
696,113,45-64,F,204
697,113,18-24,M,1578
698,113,<18,M,324
699,113,25-44,M,3107
700,113,65+,M,70
701,113,45-64,M,1344
702,113,18-24,F,345
703,113,25-44,F,490
704,113,65+,F,7
705,114,25-44,F,375
706,114,45-64,M,683
707,114,65+,M,28
708,114,25-44,M,1993
709,114,<18,M,421
710,114,65+,F,8
711,114,<18,F,95
712,114,18-24,F,283
713,114,45-64,F,146
714,114,18-24,M,1369
715,115,45-64,M,726
716,115,18-24,F,273
717,115,45-64,F,112
718,115,65+,F,2
719,115,18-24,M,1832
720,115,<18,M,325
721,115,25-44,M,2896
722,115,65+,M,38
723,115,25-44,F,367
724,115,<18,F,49
725,120,65+,F,8
726,120,45-64,F,177
727,120,65+,M,36
728,120,<18,F,171
729,120,25-44,M,3014
730,120,18-24,M,1891
731,120,45-64,M,854
732,120,18-24,F,395
733,120,<18,M,683
734,120,25-44,F,621
735,122,25-44,F,383
736,122,45-64,F,139
737,122,65+,F,2
738,122,<18,F,108
739,122,25-44,M,1248
740,122,18-24,M,963
741,122,65+,M,20
742,122,<18,M,259
743,122,18-24,F,288
744,122,45-64,M,395
745,123,25-44,F,124
746,123,18-24,F,79
747,123,45-64,F,52
748,123,65+,M,7
749,123,18-24,M,320
750,123,<18,M,88
751,123,<18,F,19
752,123,45-64,M,182
753,123,25-44,M,493
