,Precinct,OfnsDesc,CrimeCount
0,1,OFFENSES AGAINST THE PERSON,19
1,1,OFFENSES AGAINST PUBLIC SAFETY,1
2,1,GAMBLING,26
3,1,OFFENSES AGAINST PUBLIC ADMINISTRATION,86
4,1,RAPE,1
5,1,OFFENSES INVOLVING FRAUD,293
6,1,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,101
7,1,MOVING INFRACTIONS,5
8,1,OTHER STATE LAWS (NON PENAL LAW),1009
9,1,BURGLARY,48
10,1,DISORDERLY CONDUCT,49
11,1,PROSTITUTION & RELATED OFFENSES,18
12,1,OTHER STATE LAWS,486
13,1,HOMICIDE-NEGLIGENT-VEHICLE,1
14,1,LOITERING FOR DRUG PURPOSES,1
15,1,HARASSMENT,4
16,1,POSSESSION OF STOLEN PROPERTY,24
17,1,DANGEROUS DRUGS,105
18,1,CRIMINAL TRESPASS,24
19,1,PETIT LARCENY,161
20,1,POSSESSION OF STOLEN PROPERTY 5,698
21,1,BURGLAR'S TOOLS,2
22,1,VEHICLE AND TRAFFIC LAWS,77
23,1,ARSON,1
24,1,FRAUDULENT ACCOSTING,2
25,1,INTOXICATED & IMPAIRED DRIVING,167
26,1,ASSAULT 3 & RELATED OFFENSES,176
27,1,HARRASSMENT 2,2
28,1,OTHER TRAFFIC INFRACTION,416
29,1,CRIMINAL MISCHIEF & RELATED OFFENSES,193
30,1,FORCIBLE TOUCHING,5
31,1,ALCOHOLIC BEVERAGE CONTROL LAW,4
32,1,INTOXICATED/IMPAIRED DRIVING,6
33,1,FORGERY,203
34,1,GRAND LARCENY OF MOTOR VEHICLE,3
35,1,GRAND LARCENY,197
36,1,MISCELLANEOUS PENAL LAW,59
37,1,SEX CRIMES,7
38,1,FELONY ASSAULT,59
39,1,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),3
40,1,THEFT-FRAUD,21
41,1,ROBBERY,40
42,1,OTHER OFFENSES RELATED TO THEFT,127
43,1,DANGEROUS WEAPONS,59
44,1,F.C.A. P.I.N.O.S.,7
45,1,FRAUDS,11
46,5,MISCELLANEOUS PENAL LAW,218
47,5,MURDER & NON-NEGL. MANSLAUGHTER,36
48,5,OTHER OFFENSES RELATED TO THEFT,166
49,5,FRAUDULENT ACCOSTING,4
50,5,FRAUDS,20
51,5,INTOXICATED & IMPAIRED DRIVING,41
52,5,ROBBERY,228
53,5,OTHER STATE LAWS (NON PENAL LAW),622
54,5,OFFENSES AGAINST PUBLIC ADMINISTRATION,183
55,5,ANTICIPATORY OFFENSES,5
56,5,DISORDERLY CONDUCT,93
57,5,DANGEROUS WEAPONS,90
58,5,VEHICLE AND TRAFFIC LAWS,46
59,5,OTHER STATE LAWS,482
60,5,FORGERY,205
61,5,INTOXICATED/IMPAIRED DRIVING,5
62,5,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),1
63,5,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,75
64,5,OFFENSES RELATED TO CHILDREN,1
65,5,SEX CRIMES,18
66,5,ALCOHOLIC BEVERAGE CONTROL LAW,1
67,5,KIDNAPPING & RELATED OFFENSES,1
68,5,ARSON,1
69,5,GRAND LARCENY OF MOTOR VEHICLE,1
70,5,THEFT-FRAUD,69
71,5,OFFENSES INVOLVING FRAUD,557
72,5,ASSAULT 3 & RELATED OFFENSES,217
73,5,DANGEROUS DRUGS,420
74,5,BURGLAR'S TOOLS,4
75,5,FELONY ASSAULT,143
76,5,OFFENSES AGAINST THE PERSON,14
77,5,MOVING INFRACTIONS,4
78,5,POSSESSION OF STOLEN PROPERTY,15
79,5,BURGLARY,62
80,5,OTHER TRAFFIC INFRACTION,119
81,5,HARASSMENT,14
82,5,GRAND LARCENY,302
83,5,CRIMINAL TRESPASS,115
84,5,HARRASSMENT 2,4
85,5,PETIT LARCENY,112
86,5,JOSTLING,2
87,5,GAMBLING,32
88,5,FORCIBLE TOUCHING,16
89,5,F.C.A. P.I.N.O.S.,120
90,5,PROSTITUTION & RELATED OFFENSES,60
91,5,POSSESSION OF STOLEN PROPERTY 5,240
92,5,RAPE,10
93,5,CRIMINAL MISCHIEF & RELATED OFFENSES,139
94,6,BURGLARY,47
95,6,POSSESSION OF STOLEN PROPERTY,19
96,6,POSSESSION OF STOLEN PROPERTY 5,500
97,6,OFFENSES AGAINST PUBLIC ADMINISTRATION,102
98,6,FELONY ASSAULT,89
99,6,CRIMINAL MISCHIEF & RELATED OFFENSES,101
100,6,VEHICLE AND TRAFFIC LAWS,15
101,6,GAMBLING,4
102,6,F.C.A. P.I.N.O.S.,1
103,6,JOSTLING,2
104,6,ADMINISTRATIVE CODE,1
105,6,DANGEROUS DRUGS,1396
106,6,OTHER TRAFFIC INFRACTION,94
107,6,INTOXICATED/IMPAIRED DRIVING,6
108,6,DISORDERLY CONDUCT,31
109,6,FRAUDS,6
110,6,FORGERY,42
111,6,GRAND LARCENY,133
112,6,INTOXICATED & IMPAIRED DRIVING,133
113,6,MISCELLANEOUS PENAL LAW,57
114,6,SEX CRIMES,13
115,6,PETIT LARCENY,75
116,6,FORCIBLE TOUCHING,7
117,6,ASSAULT 3 & RELATED OFFENSES,178
118,6,DANGEROUS WEAPONS,45
119,6,THEFT-FRAUD,7
120,6,MOVING INFRACTIONS,10
121,6,RAPE,3
122,6,OFFENSES INVOLVING FRAUD,13
123,6,PROSTITUTION & RELATED OFFENSES,286
124,6,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),6
125,6,OTHER STATE LAWS,309
126,6,OFFENSES AGAINST THE PERSON,8
127,6,BURGLAR'S TOOLS,2
128,6,FRAUDULENT ACCOSTING,3
129,6,KIDNAPPING & RELATED OFFENSES,2
130,6,OTHER STATE LAWS (NON PENAL LAW),40
131,6,CRIMINAL TRESPASS,76
132,6,HARASSMENT,2
133,6,OTHER OFFENSES RELATED TO THEFT,227
134,6,ROBBERY,158
135,6,GRAND LARCENY OF MOTOR VEHICLE,1
136,6,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,103
137,6,HARRASSMENT 2,2
138,7,OFFENSES RELATED TO CHILDREN,1
139,7,FELONY ASSAULT,92
140,7,SEX CRIMES,11
141,7,GRAND LARCENY,66
142,7,DISORDERLY CONDUCT,22
143,7,BURGLAR'S TOOLS,5
144,7,GRAND LARCENY OF MOTOR VEHICLE,17
145,7,DANGEROUS WEAPONS,105
146,7,OTHER STATE LAWS (NON PENAL LAW),86
147,7,MISCELLANEOUS PENAL LAW,106
148,7,PETIT LARCENY,74
149,7,OTHER TRAFFIC INFRACTION,198
150,7,ASSAULT 3 & RELATED OFFENSES,284
151,7,CRIMINAL MISCHIEF & RELATED OFFENSES,132
152,7,DANGEROUS DRUGS,794
153,7,INTOXICATED & IMPAIRED DRIVING,71
154,7,GAMBLING,17
155,7,OFFENSES AGAINST PUBLIC ADMINISTRATION,95
156,7,CRIMINAL TRESPASS,281
157,7,BURGLARY,30
158,7,OFFENSES AGAINST THE PERSON,16
159,7,MOVING INFRACTIONS,17
160,7,FORGERY,48
161,7,PROSTITUTION & RELATED OFFENSES,16
162,7,POSSESSION OF STOLEN PROPERTY 5,164
163,7,JOSTLING,1
164,7,ROBBERY,89
165,7,OTHER STATE LAWS,77
166,7,FORCIBLE TOUCHING,4
167,7,INTOXICATED/IMPAIRED DRIVING,5
168,7,HARASSMENT,5
