,Precinct,OfnsDesc,CrimeCount
0,1,ADMINISTRATIVE CODE,1
1,1,F.C.A. P.I.N.O.S.,22
2,1,POSSESSION OF STOLEN PROPERTY 5,19
3,1,GRAND LARCENY,302
4,1,OTHER STATE LAWS (NON PENAL LAW),12
5,1,RAPE,11
6,1,JOSTLING,10
7,1,OTHER STATE LAWS,10
8,1,OFFENSES INVOLVING FRAUD,23
9,1,POSSESSION OF STOLEN PROPERTY,10
10,1,CRIMINAL MISCHIEF & RELATED OF,8
11,1,OFFENSES AGAINST THE PERSON,7
12,1,FRAUDS,6
13,1,PROSTITUTION & RELATED OFFENSES,5
14,1,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),5
15,1,INTOXICATED/IMPAIRED DRIVING,4
16,1,FRAUDULENT ACCOSTING,3
17,1,FORCIBLE TOUCHING,9
18,1,SEX CRIMES,23
19,1,DISORDERLY CONDUCT,25
20,1,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,30
21,1,VEHICLE AND TRAFFIC LAWS,144
22,1,CRIMINAL MISCHIEF & RELATED OFFENSES,196
23,1,OTHER OFFENSES RELATED TO THEFT,117
24,1,DANGEROUS DRUGS,67
25,1,CRIMINAL TRESPASS,63
26,1,OFFENSES AGAINST PUBLIC ADMINISTRATION,60
27,1,FORGERY,53
28,1,BURGLARY,52
29,1,FELONY ASSAULT,48
30,1,ASSAULT 3 & RELATED OFFENSES,230
31,1,ROBBERY,44
32,1,OTHER TRAFFIC INFRACTION,41
33,1,MISCELLANEOUS PENAL LAW,39
34,1,INTOXICATED & IMPAIRED DRIVING,37
35,1,THEFT-FRAUD,37
36,1,BURGLAR'S TOOLS,34
37,1,DANGEROUS WEAPONS,31
38,1,ESCAPE 3,2
39,1,OTHER STATE LAWS (NON PENAL LA,2
40,1,OFF. AGNST PUB ORD SENSBLTY &,15
41,1,OFFENSES AGAINST PUBLIC SAFETY,1
42,1,MURDER & NON-NEGL. MANSLAUGHTER,1
43,1,HARRASSMENT 2,1
44,1,GRAND LARCENY OF MOTOR VEHICLE,1
45,1,ALCOHOLIC BEVERAGE CONTROL LAW,1
46,1,PETIT LARCENY,903
47,5,FELONY ASSAULT,182
48,5,INTOXICATED & IMPAIRED DRIVING,41
49,5,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),4
50,5,PROSTITUTION & RELATED OFFENSES,36
51,5,CRIMINAL MISCHIEF & RELATED OF,4
52,5,FRAUDS,34
53,5,RAPE,6
54,5,DANGEROUS DRUGS,305
55,5,ASSAULT 3 & RELATED OFFENSES,305
56,5,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,28
57,5,MURDER & NON-NEGL. MANSLAUGHTER,27
58,5,ESCAPE 3,1
59,5,MISCELLANEOUS PENAL LAW,258
60,5,OTHER STATE LAWS (NON PENAL LAW),24
61,5,FRAUDULENT ACCOSTING,1
62,5,INTOXICATED/IMPAIRED DRIVING,1
63,5,MOVING INFRACTIONS,1
64,5,POSSESSION OF STOLEN PROPERTY 5,21
