,Precinct,AgeGroup,PerpSex,CrimeCount
0,1,45-64,M,1206
1,1,<18,F,121
2,1,18-24,F,301
3,1,65+,M,52
4,1,45-64,F,167
5,1,25-44,M,2138
6,1,25-44,F,452
7,1,<18,M,173
8,1,18-24,M,760
9,1,65+,F,1
10,5,18-24,M,879
11,5,65+,M,75
12,5,65+,F,12
13,5,45-64,M,1093
14,5,<18,M,258
15,5,25-44,F,542
16,5,18-24,F,256
17,5,45-64,F,305
18,5,25-44,M,2135
19,5,<18,F,80
20,6,18-24,F,345
21,6,65+,F,3
22,6,25-44,M,1849
23,6,<18,F,114
24,6,45-64,F,82
25,6,45-64,M,766
26,6,<18,M,218
27,6,65+,M,19
28,6,18-24,M,980
29,6,25-44,F,289
30,7,45-64,F,79
31,7,<18,M,236
32,7,45-64,M,436
33,7,25-44,M,1476
34,7,<18,F,62
35,7,25-44,F,255
36,7,18-24,F,154
37,7,18-24,M,729
38,7,65+,M,25
39,7,65+,F,3
40,9,18-24,F,247
41,9,<18,F,96
42,9,45-64,F,95
43,9,18-24,M,947
44,9,45-64,M,757
45,9,25-44,M,1668
46,9,<18,M,283
47,9,65+,M,30
48,9,65+,F,3
49,9,25-44,F,259
50,10,45-64,M,561
51,10,25-44,M,1697
52,10,45-64,F,61
53,10,18-24,M,679
54,10,65+,M,26
55,10,25-44,F,219
56,10,18-24,F,134
57,10,<18,M,84
58,10,<18,F,31
59,13,<18,F,70
60,13,65+,F,7
61,13,18-24,M,763
62,13,25-44,M,1791
63,13,25-44,F,309
64,13,45-64,M,1071
65,13,18-24,F,215
66,13,65+,M,79
67,13,<18,M,167
68,13,45-64,F,153
69,14,45-64,M,2989
70,14,18-24,F,1087
71,14,25-44,F,1186
72,14,45-64,F,534
73,14,65+,M,133
74,14,65+,F,23
75,14,25-44,M,5247
76,14,<18,M,599
77,14,18-24,M,2625
78,14,<18,F,581
79,17,<18,M,36
80,17,25-44,M,811
81,17,65+,F,4
82,17,45-64,F,63
83,17,18-24,F,99
84,17,65+,M,15
85,17,<18,F,3
86,17,18-24,M,321
87,17,25-44,F,142
88,17,45-64,M,372
89,18,45-64,M,981
90,18,<18,M,220
91,18,65+,M,36
