,SchoolDist,AgeGroup,PerpSex,CrimeCount
184,19,45-64,M,1263
185,19,65+,M,59
186,19,65+,F,8
187,19,<18,F,105
188,19,18-24,M,1732
189,19,45-64,F,290
190,20,65+,F,7
191,20,18-24,M,1343
192,20,45-64,M,854
193,20,18-24,F,182
194,20,<18,F,44
195,20,25-44,F,587
196,20,45-64,F,204
197,20,65+,M,50
198,20,<18,M,331
199,20,25-44,M,2995
200,21,65+,F,7
201,21,<18,F,87
202,21,45-64,M,938
203,21,45-64,F,169
204,21,<18,M,373
205,21,18-24,F,252
206,21,18-24,M,1281
207,21,65+,M,44
208,21,25-44,F,471
209,21,25-44,M,2817
210,22,45-64,F,208
211,22,18-24,F,317
212,22,18-24,M,1509
213,22,45-64,M,791
214,22,65+,F,14
215,22,25-44,M,2874
216,22,25-44,F,554
217,22,65+,M,52
218,22,<18,F,101
219,22,<18,M,401
220,23,65+,F,6
221,23,18-24,M,1073
222,23,45-64,M,1051
223,23,18-24,F,223
224,23,25-44,M,2213
225,23,25-44,F,470
226,23,45-64,F,211
227,23,<18,M,316
228,23,<18,F,87
229,23,65+,M,47
230,24,25-44,M,3551
231,24,18-24,M,1913
232,24,45-64,F,222
233,24,65+,F,14
234,24,<18,F,139
235,24,45-64,M,1005
236,24,<18,M,424
237,24,25-44,F,636
238,24,18-24,F,336
239,24,65+,M,62
240,25,65+,F,30
241,25,65+,M,77
242,25,<18,M,378
243,25,25-44,M,2216
244,25,<18,F,110
245,25,18-24,M,1166
246,25,25-44,F,597
247,25,45-64,M,853
248,25,45-64,F,247
249,25,18-24,F,246
250,26,25-44,F,198
251,26,45-64,M,250
252,26,18-24,F,73
253,26,45-64,F,76
254,26,18-24,M,432
255,26,25-44,M,761
256,26,65+,M,24
257,26,<18,M,153
258,26,65+,F,8
259,26,<18,F,12
260,27,65+,M,101
261,27,65+,F,22
262,27,25-44,F,904
263,27,18-24,M,2471
264,27,18-24,F,445
265,27,<18,M,626
266,27,45-64,M,1621
267,27,<18,F,117
268,27,25-44,M,4551
269,27,45-64,F,327
270,28,18-24,M,2122
271,28,<18,F,90
272,28,18-24,F,422
273,28,65+,F,16
274,28,<18,M,428
275,28,45-64,M,1725
276,28,65+,M,136
277,28,45-64,F,277
278,28,25-44,F,845
279,28,25-44,M,4181
280,29,45-64,M,985
281,29,25-44,F,647
282,29,18-24,F,368
283,29,65+,M,51
284,29,65+,F,7
285,29,<18,F,69
286,29,25-44,M,3074
287,29,<18,M,313
288,29,45-64,F,211
289,29,18-24,M,1631
290,30,45-64,M,1514
291,30,25-44,M,4990
292,30,65+,M,87
293,30,<18,M,389
294,30,18-24,M,2145
295,30,65+,F,21
296,30,<18,F,65
297,30,45-64,F,266
298,30,18-24,F,413
299,30,25-44,F,861
300,31,45-64,M,1640
301,31,25-44,M,4458
302,31,18-24,M,2146
303,31,65+,M,103
304,31,25-44,F,1223
305,31,65+,F,15
306,31,<18,M,597
307,31,18-24,F,573
308,31,45-64,F,441
309,31,<18,F,182
310,32,<18,F,19
311,32,65+,M,32
312,32,18-24,M,677
313,32,45-64,M,608
314,32,25-44,F,370
315,32,18-24,F,163
316,32,<18,M,151
317,32,45-64,F,110
318,32,25-44,M,1604
319,32,65+,F,4
