,SchoolDist,AgeGroup,PerpSex,CrimeCount
136,14,<18,F,91
137,14,25-44,M,2848
138,14,18-24,M,1418
139,14,65+,F,4
140,15,45-64,F,238
141,15,<18,M,339
142,15,18-24,F,282
143,15,18-24,M,1510
144,15,65+,F,9
145,15,<18,F,83
146,15,65+,M,50
147,15,25-44,F,581
148,15,25-44,M,3037
149,15,45-64,M,1186
150,16,65+,F,3
151,16,25-44,F,413
152,16,45-64,F,173
153,16,18-24,F,250
154,16,<18,M,344
155,16,<18,F,84
156,16,25-44,M,1983
157,16,65+,M,36
158,16,18-24,M,1189
159,16,45-64,M,917
160,17,45-64,M,2026
161,17,65+,F,22
162,17,45-64,F,352
163,17,18-24,M,2324
164,17,25-44,F,841
165,17,25-44,M,4737
166,17,18-24,F,516
167,17,65+,M,102
168,17,<18,M,712
169,17,<18,F,152
170,18,45-64,M,910
171,18,65+,M,34
172,18,25-44,F,444
173,18,25-44,M,2358
174,18,18-24,F,253
175,18,<18,F,96
176,18,<18,M,317
177,18,65+,F,4
178,18,45-64,F,156
179,18,18-24,M,1209
180,19,18-24,M,2624
181,19,65+,F,18
182,19,18-24,F,556
183,19,45-64,M,1928
184,19,<18,M,726
185,19,65+,M,74
186,19,25-44,M,4476
187,19,45-64,F,411
188,19,<18,F,182
189,19,25-44,F,1073
190,20,<18,F,44
191,20,18-24,F,189
192,20,65+,M,57
193,20,45-64,F,175
194,20,65+,F,7
195,20,25-44,M,2555
196,20,45-64,M,801
197,20,25-44,F,492
198,20,18-24,M,1324
199,20,<18,M,345
200,21,65+,M,55
201,21,45-64,M,1029
202,21,25-44,M,3120
203,21,45-64,F,254
204,21,<18,F,112
205,21,65+,F,17
206,21,<18,M,520
207,21,18-24,M,1642
208,21,18-24,F,277
209,21,25-44,F,577
210,22,65+,M,54
211,22,<18,M,588
212,22,18-24,M,1801
213,22,45-64,F,199
214,22,25-44,F,582
215,22,45-64,M,946
216,22,18-24,F,314
217,22,65+,F,11
218,22,25-44,M,2968
219,22,<18,F,145
220,23,65+,F,5
221,23,25-44,F,625
222,23,<18,F,135
223,23,18-24,F,300
224,23,25-44,M,3032
225,23,65+,M,58
226,23,45-64,M,1521
227,23,45-64,F,262
228,23,18-24,M,1627
229,23,<18,M,531
230,24,65+,M,86
231,24,25-44,F,822
232,24,45-64,M,1152
233,24,65+,F,24
234,24,18-24,M,2645
235,24,25-44,M,4374
236,24,<18,M,636
237,24,<18,F,205
238,24,18-24,F,484
239,24,45-64,F,334
240,25,45-64,M,952
241,25,18-24,M,1338
242,25,25-44,M,2298
243,25,<18,M,419
244,25,45-64,F,264
245,25,65+,F,16
246,25,18-24,F,250
247,25,25-44,F,629
248,25,<18,F,102
249,25,65+,M,62
250,26,65+,F,8
251,26,25-44,F,218
252,26,<18,F,22
253,26,18-24,F,95
254,26,<18,M,148
255,26,45-64,F,111
256,26,65+,M,18
257,26,18-24,M,458
258,26,25-44,M,707
259,26,45-64,M,259
260,27,18-24,M,2875
261,27,25-44,M,4789
262,27,<18,M,791
263,27,45-64,M,1824
264,27,18-24,F,510
265,27,25-44,F,992
266,27,45-64,F,377
267,27,65+,F,13
268,27,65+,M,81
269,27,<18,F,155
270,28,25-44,F,1061
271,28,45-64,F,446
272,28,18-24,M,3115
273,28,65+,F,13
274,28,18-24,F,674
275,28,45-64,M,2496
276,28,<18,F,165
277,28,65+,M,130
278,28,25-44,M,5763
279,28,<18,M,697
280,29,18-24,M,1789
281,29,45-64,F,282
282,29,45-64,M,1267
283,29,<18,M,322
284,29,25-44,F,696
285,29,65+,F,7
286,29,25-44,M,3399
287,29,<18,F,71
288,29,65+,M,73
289,29,18-24,F,434
290,30,18-24,M,2704
291,30,45-64,F,266
292,30,<18,M,455
293,30,65+,F,14
294,30,25-44,M,5080
295,30,25-44,F,834
296,30,45-64,M,1454
297,30,65+,M,73
298,30,18-24,F,384
299,30,<18,F,90
300,31,<18,M,728
301,31,45-64,M,1523
302,31,65+,M,92
303,31,18-24,M,2190
304,31,<18,F,177
305,31,25-44,M,4317
306,31,65+,F,25
307,31,45-64,F,353
308,31,18-24,F,551
309,31,25-44,F,1162
310,32,25-44,M,1858
311,32,<18,F,42
312,32,45-64,F,114
313,32,<18,M,167
314,32,18-24,F,168
315,32,25-44,F,318
316,32,45-64,M,787
317,32,18-24,M,947
318,32,65+,M,16
319,32,65+,F,1
