,SchoolDist,OfnsDesc,CrimeCount
101,2,ASSAULT 3 & RELATED OFFENSES,2096
102,2,ADMINISTRATIVE CODE,36
103,2,GRAND LARCENY,2232
104,2,SEX CRIMES,118
105,2,MURDER & NON-NEGL. MANSLAUGHTER,44
106,2,MISCELLANEOUS PENAL LAW,1172
107,2,PETIT LARCENY,1552
108,3,MISCELLANEOUS PENAL LAW,316
109,3,PROSTITUTION & RELATED OFFENSES,9
110,3,OTHER TRAFFIC INFRACTION,702
111,3,F.C.A. P.I.N.O.S.,8
112,3,GAMBLING,28
113,3,POSSESSION OF STOLEN PROPERTY 5,587
114,3,MOVING INFRACTIONS,22
115,3,FELONY ASSAULT,300
116,3,BURGLAR'S TOOLS,14
117,3,RAPE,5
118,3,DANGEROUS WEAPONS,294
119,3,KIDNAPPING & RELATED OFFENSES,5
120,3,MURDER & NON-NEGL. MANSLAUGHTER,10
121,3,FRAUDULENT ACCOSTING,6
122,3,INTOXICATED/IMPAIRED DRIVING,14
123,3,POSSESSION OF STOLEN PROPERTY,41
124,3,CRIMINAL MISCHIEF & RELATED OFFENSES,266
125,3,FRAUDS,31
126,3,OFFENSES AGAINST THE PERSON,44
127,3,GRAND LARCENY OF MOTOR VEHICLE,13
128,3,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),13
129,3,FORCIBLE TOUCHING,22
130,3,BURGLARY,111
131,3,SEX CRIMES,19
132,3,CRIMINAL TRESPASS,981
133,3,LOITERING FOR DRUG PURPOSES,2
134,3,OFFENSES RELATED TO CHILDREN,2
135,3,CHILD ABANDONMENT/NON SUPPORT 1,1
136,3,ESCAPE 3,1
137,3,OFFENSES INVOLVING FRAUD,24
138,3,HOMICIDE-NEGLIGENT-VEHICLE,2
139,3,ROBBERY,209
140,3,HARASSMENT,19
141,3,ALCOHOLIC BEVERAGE CONTROL LAW,2
142,3,OTHER OFFENSES RELATED TO THEFT,743
143,3,ARSON,2
144,3,DISORDERLY CONDUCT,132
145,3,VEHICLE AND TRAFFIC LAWS,126
146,3,DANGEROUS DRUGS,2609
147,3,GRAND LARCENY,354
148,3,LOITERING,1
149,3,OTHER STATE LAWS,891
150,3,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,164
151,3,JOSTLING,1
152,3,OFFENSES AGAINST PUBLIC ADMINISTRATION,411
153,3,ASSAULT 3 & RELATED OFFENSES,753
154,3,OTHER STATE LAWS (NON PENAL LAW),372
155,3,INTOXICATED & IMPAIRED DRIVING,165
156,3,THEFT-FRAUD,22
157,3,PETIT LARCENY,238
158,3,HARRASSMENT 2,13
159,3,FORGERY,168
160,4,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,141
161,4,BURGLAR'S TOOLS,1
162,4,PETIT LARCENY,161
163,4,OFFENSES AGAINST THE PERSON,42
164,4,BURGLARY,34
165,4,INTOXICATED/IMPAIRED DRIVING,22
166,4,OTHER STATE LAWS,556
167,4,CRIMINAL MISCHIEF & RELATED OFFENSES,156
168,4,OFFENSES AGAINST PUBLIC SAFETY,1
169,4,LOITERING FOR DRUG PURPOSES,1
170,4,GRAND LARCENY OF MOTOR VEHICLE,10
171,4,ANTICIPATORY OFFENSES,1
172,4,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),12
173,4,OTHER TRAFFIC INFRACTION,508
174,4,FELONY ASSAULT,294
175,4,ESCAPE 3,1
176,4,DANGEROUS DRUGS,2500
177,4,MOVING INFRACTIONS,21
178,4,ALCOHOLIC BEVERAGE CONTROL LAW,13
179,4,OTHER STATE LAWS (NON PENAL LAW),153
180,4,OTHER OFFENSES RELATED TO THEFT,742
181,4,HARRASSMENT 2,8
182,4,VEHICLE AND TRAFFIC LAWS,275
183,4,FORCIBLE TOUCHING,23
184,4,MURDER & NON-NEGL. MANSLAUGHTER,15
185,4,THEFT-FRAUD,6
186,4,F.C.A. P.I.N.O.S.,5
187,4,ARSON,3
188,4,OFFENSES AGAINST PUBLIC ADMINISTRATION,409
189,4,ROBBERY,225
190,4,OFFENSES RELATED TO CHILDREN,3
191,4,POSSESSION OF STOLEN PROPERTY 5,90
192,4,RAPE,77
193,4,PROSTITUTION & RELATED OFFENSES,4
194,4,POSSESSION OF STOLEN PROPERTY,25
195,4,ASSAULT 3 & RELATED OFFENSES,724
196,4,MISCELLANEOUS PENAL LAW,339
197,4,GRAND LARCENY,92
198,4,CRIMINAL TRESPASS,1092
199,4,KIDNAPPING & RELATED OFFENSES,6
200,4,DANGEROUS WEAPONS,453
201,4,FRAUDS,58
202,4,HARASSMENT,19
203,4,FORGERY,126
204,4,DISORDERLY CONDUCT,122
205,4,SEX CRIMES,111
206,4,OFFENSES INVOLVING FRAUD,42
207,4,GAMBLING,64
208,4,INTOXICATED & IMPAIRED DRIVING,217
209,5,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),23
210,5,GRAND LARCENY OF MOTOR VEHICLE,15
211,5,"LOITERING/GAMBLING (CARDS, DICE, ETC)",20
212,5,THEFT-FRAUD,13
213,5,MURDER & NON-NEGL. MANSLAUGHTER,24
214,5,ROBBERY,367
215,5,HARRASSMENT 2,14
216,5,DISORDERLY CONDUCT,350
217,5,INTOXICATED/IMPAIRED DRIVING,26
218,5,PROSTITUTION & RELATED OFFENSES,38
219,5,ALCOHOLIC BEVERAGE CONTROL LAW,14
220,5,FELONY ASSAULT,368
221,5,HOMICIDE-NEGLIGENT-VEHICLE,1
222,5,MISCELLANEOUS PENAL LAW,695
223,5,ESCAPE 3,1
224,5,OFFENSES RELATED TO CHILDREN,2
225,5,LOITERING,2
226,5,FORGERY,257
227,5,OFFENSES AGAINST THE PERSON,78
228,5,POSSESSION OF STOLEN PROPERTY 5,714
229,5,OFFENSES INVOLVING FRAUD,42
230,5,DANGEROUS WEAPONS,745
231,5,BURGLAR'S TOOLS,5
232,5,VEHICLE AND TRAFFIC LAWS,246
233,5,OFFENSES AGAINST PUBLIC SAFETY,4
234,5,CHILD ABANDONMENT/NON SUPPORT 1,3
235,5,BURGLARY,100
236,5,OTHER STATE LAWS,1256
237,5,FRAUDULENT ACCOSTING,3
238,5,OTHER TRAFFIC INFRACTION,1213
239,5,ASSAULT 3 & RELATED OFFENSES,1204
240,5,ARSON,2
241,5,CRIMINAL TRESPASS,1263
242,5,LOITERING FOR DRUG PURPOSES,2
243,5,OFFENSES AGAINST PUBLIC ADMINISTRATION,645
244,5,INTOXICATED & IMPAIRED DRIVING,160
245,5,F.C.A. P.I.N.O.S.,12
246,5,FORCIBLE TOUCHING,11
247,5,OTHER STATE LAWS (NON PENAL LAW),527
248,5,DANGEROUS DRUGS,4752
249,5,MOVING INFRACTIONS,46
250,5,RAPE,9
251,5,GRAND LARCENY,185
252,5,SEX CRIMES,49
253,5,ADMINISTRATIVE CODE,1
254,5,FRAUDS,169
255,5,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,279
256,5,KIDNAPPING & RELATED OFFENSES,7
257,5,HARASSMENT,61
258,5,GAMBLING,62
259,5,JOSTLING,1
260,5,CRIMINAL MISCHIEF & RELATED OFFENSES,264
261,5,PETIT LARCENY,642
262,5,POSSESSION OF STOLEN PROPERTY,53
263,5,OTHER OFFENSES RELATED TO THEFT,1194
264,6,GRAND LARCENY,165
265,6,PETIT LARCENY,170
266,6,DISORDERLY CONDUCT,151
267,6,OFFENSES INVOLVING FRAUD,42
268,6,BURGLARY,110
269,6,POSSESSION OF STOLEN PROPERTY,45
270,6,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),47
271,6,INTOXICATED & IMPAIRED DRIVING,315
272,6,MOVING INFRACTIONS,35
273,6,F.C.A. P.I.N.O.S.,60
274,6,SEX CRIMES,64
275,6,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,263
276,6,MURDER & NON-NEGL. MANSLAUGHTER,29
277,6,THEFT-FRAUD,66
278,6,FRAUDS,68
279,6,VEHICLE AND TRAFFIC LAWS,328
280,6,INTOXICATED/IMPAIRED DRIVING,28
281,6,HARASSMENT,82
282,6,FORGERY,233
283,6,OFFENSES AGAINST THE PERSON,109
284,6,POSSESSION OF STOLEN PROPERTY 5,116
285,6,GAMBLING,79
286,6,OTHER STATE LAWS (NON PENAL LAW),181
287,6,ASSAULT 3 & RELATED OFFENSES,1135
288,6,LOITERING FOR DRUG PURPOSES,3
289,6,OTHER OFFENSES RELATED TO THEFT,800
290,6,OTHER STATE LAWS,871
291,6,CRIMINAL TRESPASS,881
292,6,PROSTITUTION & RELATED OFFENSES,15
293,6,JOSTLING,2
294,6,DANGEROUS WEAPONS,760
295,6,FRAUDULENT ACCOSTING,2
296,6,ARSON,5
297,6,KIDNAPPING & RELATED OFFENSES,15
298,6,OFFENSES AGAINST PUBLIC SAFETY,13
299,6,BURGLAR'S TOOLS,7
300,6,LOITERING,3
301,6,OTHER TRAFFIC INFRACTION,1366
302,6,FORCIBLE TOUCHING,17
303,6,UNLAWFUL POSS. WEAP. ON SCHOOL GROUNDS,1
304,6,DANGEROUS DRUGS,6909
305,6,HARRASSMENT 2,10
306,6,ROBBERY,385
307,6,OFFENSES AGAINST PUBLIC ADMINISTRATION,644
308,6,CRIMINAL MISCHIEF & RELATED OFFENSES,394
309,6,MISCELLANEOUS PENAL LAW,468
310,6,GRAND LARCENY OF MOTOR VEHICLE,18
311,6,ANTICIPATORY OFFENSES,1
312,6,CHILD ABANDONMENT/NON SUPPORT 1,1
313,6,FELONY ASSAULT,490
314,6,OFFENSES RELATED TO CHILDREN,9
315,6,RAPE,19
316,6,HOMICIDE-NEGLIGENT-VEHICLE,1
317,6,ALCOHOLIC BEVERAGE CONTROL LAW,11
318,7,KIDNAPPING & RELATED OFFENSES,7
319,7,OFFENSES RELATED TO CHILDREN,7
320,7,F.C.A. P.I.N.O.S.,63
321,7,HARRASSMENT 2,8
322,7,CRIMINAL MISCHIEF & RELATED OFFENSES,275
323,7,MISCELLANEOUS PENAL LAW,277
324,7,HARASSMENT,53
325,7,FRAUDS,53
326,7,SEX CRIMES,51
327,7,GRAND LARCENY OF MOTOR VEHICLE,9
328,7,THEFT-FRAUD,10
329,7,FORGERY,61
330,7,MURDER & NON-NEGL. MANSLAUGHTER,68
331,7,BURGLARY,93
332,7,ALCOHOLIC BEVERAGE CONTROL LAW,5
333,7,DANGEROUS DRUGS,4061
334,7,PETIT LARCENY,187
335,7,HOMICIDE-NEGLIGENT-VEHICLE,1
336,7,CRIMINAL TRESPASS,1705
337,7,OTHER OFFENSES RELATED TO THEFT,1448
338,7,CHILD ABANDONMENT/NON SUPPORT 1,2
339,7,GRAND LARCENY,121
340,7,ASSAULT 3 & RELATED OFFENSES,1139
341,7,INTOXICATED & IMPAIRED DRIVING,112
342,7,OTHER STATE LAWS (NON PENAL LAW),222
343,7,ANTICIPATORY OFFENSES,2
344,7,VEHICLE AND TRAFFIC LAWS,103
345,7,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,236
346,7,ESCAPE 3,4
347,7,POSSESSION OF STOLEN PROPERTY 5,256
348,7,BURGLAR'S TOOLS,5
349,7,OTHER TRAFFIC INFRACTION,258
350,7,ARSON,5
351,7,DANGEROUS WEAPONS,498
352,7,INTOXICATED/IMPAIRED DRIVING,16
353,7,GAMBLING,27
354,7,OTHER STATE LAWS,419
355,7,ROBBERY,335
356,7,POSSESSION OF STOLEN PROPERTY,16
357,7,PROSTITUTION & RELATED OFFENSES,16
358,7,DISORDERLY CONDUCT,13
359,7,MOVING INFRACTIONS,14
360,7,FORCIBLE TOUCHING,27
361,7,FELONY ASSAULT,439
362,7,OFFENSES AGAINST THE PERSON,41
363,7,OFFENSES AGAINST PUBLIC ADMINISTRATION,493
364,7,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),13
365,7,RAPE,23
366,7,OFFENSES INVOLVING FRAUD,36
367,8,INTOXICATED & IMPAIRED DRIVING,326
368,8,OFFENSES AGAINST THE PERSON,84
369,8,FORGERY,78
370,8,CHILD ABANDONMENT/NON SUPPORT 1,3
371,8,HARASSMENT,88
372,8,VEHICLE AND TRAFFIC LAWS,255
373,8,CRIMINAL MISCHIEF & RELATED OFFENSES,496
374,8,MISCELLANEOUS PENAL LAW,444
375,8,DISORDERLY CONDUCT,14
376,8,PROSTITUTION & RELATED OFFENSES,419
377,8,LOITERING FOR DRUG PURPOSES,14
378,8,OTHER STATE LAWS,231
379,8,OTHER OFFENSES RELATED TO THEFT,497
380,8,MOVING INFRACTIONS,33
381,8,GRAND LARCENY,183
382,8,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",1
383,8,DANGEROUS DRUGS,4169
384,8,FORCIBLE TOUCHING,20
385,8,ESCAPE 3,1
386,8,ANTICIPATORY OFFENSES,1
387,8,SEX CRIMES,160
388,8,GAMBLING,23
389,8,ASSAULT 3 & RELATED OFFENSES,1640
390,8,OFFENSES INVOLVING FRAUD,24
391,8,BURGLARY,137
392,8,CRIMINAL TRESPASS,1422
393,8,PETIT LARCENY,208
394,8,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),18
395,8,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,345
396,8,OTHER STATE LAWS (NON PENAL LAW),115
397,8,FRAUDS,26
398,8,THEFT-FRAUD,16
399,8,RAPE,111
400,8,OFFENSES AGAINST PUBLIC ADMINISTRATION,958
401,8,F.C.A. P.I.N.O.S.,33
402,8,ROBBERY,370
403,8,FELONY ASSAULT,560
404,8,KIDNAPPING & RELATED OFFENSES,9
405,8,ALCOHOLIC BEVERAGE CONTROL LAW,8
406,8,OTHER TRAFFIC INFRACTION,480
407,8,GRAND LARCENY OF MOTOR VEHICLE,41
408,8,MURDER & NON-NEGL. MANSLAUGHTER,45
409,8,ARSON,10
410,8,INTOXICATED/IMPAIRED DRIVING,22
411,8,DANGEROUS WEAPONS,581
412,8,BURGLAR'S TOOLS,8
413,8,OFFENSES RELATED TO CHILDREN,7
414,8,POSSESSION OF STOLEN PROPERTY,34
415,8,OFFENSES AGAINST PUBLIC SAFETY,6
416,8,HARRASSMENT 2,8
417,8,POSSESSION OF STOLEN PROPERTY 5,296
418,9,POSSESSION OF STOLEN PROPERTY,40
419,9,DANGEROUS WEAPONS,1181
420,9,OTHER OFFENSES RELATED TO THEFT,1190
421,9,GRAND LARCENY OF MOTOR VEHICLE,33
422,9,MISCELLANEOUS PENAL LAW,403
423,9,UNLAWFUL POSS. WEAP. ON SCHOOL GROUNDS,2
424,9,ALCOHOLIC BEVERAGE CONTROL LAW,25
425,9,FORCIBLE TOUCHING,26
426,9,HARRASSMENT 2,6
427,9,KIDNAPPING & RELATED OFFENSES,8
428,9,GRAND LARCENY,210
429,9,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),17
430,9,BURGLARY,146
431,9,INTOXICATED/IMPAIRED DRIVING,24
432,9,DANGEROUS DRUGS,7683
433,9,POSSESSION OF STOLEN PROPERTY 5,175
434,9,MOVING INFRACTIONS,21
435,9,CRIMINAL MISCHIEF & RELATED OFFENSES,493
436,9,OTHER STATE LAWS,165
437,9,INTOXICATED & IMPAIRED DRIVING,189
438,9,ROBBERY,557
439,9,OFFENSES AGAINST THE PERSON,190
440,9,VEHICLE AND TRAFFIC LAWS,193
441,9,CRIMINAL TRESPASS,2688
442,9,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",1
443,9,ASSAULT 3 & RELATED OFFENSES,1771
444,9,HARASSMENT,53
445,9,OFFENSES RELATED TO CHILDREN,48
446,9,ESCAPE 3,1
447,9,FORGERY,222
448,9,PROSTITUTION & RELATED OFFENSES,37
449,9,"LOITERING/GAMBLING (CARDS, DICE, ETC)",3
450,9,THEFT-FRAUD,35
451,9,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,599
452,9,ARSON,4
453,9,PETIT LARCENY,243
454,9,CHILD ABANDONMENT/NON SUPPORT 1,3
455,9,FRAUDS,58
456,9,BURGLAR'S TOOLS,4
457,9,ANTICIPATORY OFFENSES,4
458,9,FELONY ASSAULT,623
459,9,RAPE,29
460,9,F.C.A. P.I.N.O.S.,55
461,9,OFFENSES AGAINST PUBLIC ADMINISTRATION,762
462,9,SEX CRIMES,102
463,9,OTHER STATE LAWS (NON PENAL LAW),569
464,9,DISORDERLY CONDUCT,55
465,9,OFFENSES INVOLVING FRAUD,107
466,9,MURDER & NON-NEGL. MANSLAUGHTER,65
467,9,OFFENSES AGAINST PUBLIC SAFETY,5
468,9,OTHER TRAFFIC INFRACTION,886
469,9,GAMBLING,71
470,10,ALCOHOLIC BEVERAGE CONTROL LAW,43
471,10,F.C.A. P.I.N.O.S.,41
472,10,SEX CRIMES,70
473,10,PROSTITUTION & RELATED OFFENSES,161
474,10,DISORDERLY CONDUCT,33
475,10,OFFENSES RELATED TO CHILDREN,11
476,10,MOVING INFRACTIONS,34
477,10,HARRASSMENT 2,7
478,10,ANTICIPATORY OFFENSES,1
479,10,FRAUDULENT ACCOSTING,4
480,10,THEFT-FRAUD,20
481,10,ARSON,16
482,10,ESCAPE 3,1
483,10,CHILD ABANDONMENT/NON SUPPORT 1,2
484,10,JOSTLING,2
485,10,MURDER & NON-NEGL. MANSLAUGHTER,39
486,10,OFFENSES INVOLVING FRAUD,107
487,10,OFFENSES AGAINST PUBLIC SAFETY,8
488,10,OFFENSES AGAINST THE PERSON,122
489,10,FRAUDS,55
490,10,KIDNAPPING & RELATED OFFENSES,14
491,10,GAMBLING,132
492,10,BURGLAR'S TOOLS,3
493,10,HARASSMENT,97
494,10,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),29
495,10,FORCIBLE TOUCHING,19
496,10,INTOXICATED/IMPAIRED DRIVING,26
497,10,RAPE,20
498,10,HOMICIDE-NEGLIGENT-VEHICLE,1
499,10,GRAND LARCENY OF MOTOR VEHICLE,50
500,10,POSSESSION OF STOLEN PROPERTY,45
501,10,DANGEROUS DRUGS,8084
502,10,FORGERY,267
503,10,BURGLARY,203
504,10,FELONY ASSAULT,745
505,10,VEHICLE AND TRAFFIC LAWS,321
506,10,ROBBERY,647
507,10,CRIMINAL MISCHIEF & RELATED OFFENSES,569
508,10,OTHER TRAFFIC INFRACTION,1057
509,10,PETIT LARCENY,569
510,10,DANGEROUS WEAPONS,1255
511,10,OTHER STATE LAWS (NON PENAL LAW),257
512,10,MISCELLANEOUS PENAL LAW,493
513,10,INTOXICATED & IMPAIRED DRIVING,250
514,10,OFFENSES AGAINST PUBLIC ADMINISTRATION,778
515,10,GRAND LARCENY,245
516,10,POSSESSION OF STOLEN PROPERTY 5,425
517,10,ASSAULT 3 & RELATED OFFENSES,2101
518,10,OTHER OFFENSES RELATED TO THEFT,2045
519,10,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,432
520,10,OTHER STATE LAWS,459
521,10,CRIMINAL TRESPASS,1895
522,11,FELONY ASSAULT,515
523,11,ANTICIPATORY OFFENSES,3
524,11,ESCAPE 3,1
525,11,PROSTITUTION & RELATED OFFENSES,211
526,11,ALCOHOLIC BEVERAGE CONTROL LAW,33
527,11,F.C.A. P.I.N.O.S.,35
528,11,SEX CRIMES,36
529,11,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",1
530,11,POSSESSION OF STOLEN PROPERTY,38
531,11,CRIMINAL MISCHIEF & RELATED OFFENSES,304
532,11,OTHER STATE LAWS (NON PENAL LAW),81
533,11,HARASSMENT,46
534,11,OFFENSES AGAINST THE PERSON,51
535,11,PETIT LARCENY,237
536,11,MISCELLANEOUS PENAL LAW,277
537,11,VEHICLE AND TRAFFIC LAWS,274
538,11,ASSAULT 3 & RELATED OFFENSES,1227
539,11,GRAND LARCENY,128
540,11,MURDER & NON-NEGL. MANSLAUGHTER,63
541,11,KIDNAPPING & RELATED OFFENSES,7
542,11,OFFENSES RELATED TO CHILDREN,9
543,11,FORGERY,126
544,11,OTHER STATE LAWS,309
545,11,HARRASSMENT 2,6
546,11,THEFT-FRAUD,8
547,11,OFFENSES AGAINST PUBLIC SAFETY,4
548,11,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,188
549,11,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),19
550,11,FORCIBLE TOUCHING,19
551,11,POSSESSION OF STOLEN PROPERTY 5,399
552,11,ROBBERY,496
553,11,OTHER TRAFFIC INFRACTION,704
554,11,RAPE,13
555,11,INTOXICATED & IMPAIRED DRIVING,185
556,11,GAMBLING,16
557,11,ARSON,6
558,11,BURGLARY,166
559,11,DISORDERLY CONDUCT,21
560,11,BURGLAR'S TOOLS,6
561,11,OTHER OFFENSES RELATED TO THEFT,690
562,11,FRAUDS,22
563,11,GRAND LARCENY OF MOTOR VEHICLE,26
564,11,OFFENSES AGAINST PUBLIC ADMINISTRATION,461
565,11,OFFENSES INVOLVING FRAUD,26
566,11,DANGEROUS WEAPONS,675
567,11,DANGEROUS DRUGS,3761
568,11,MOVING INFRACTIONS,23
569,11,INTOXICATED/IMPAIRED DRIVING,23
570,11,CRIMINAL TRESPASS,590
571,12,INTOXICATED/IMPAIRED DRIVING,6
572,12,HARASSMENT,18
573,12,CRIMINAL TRESPASS,1362
574,12,MURDER & NON-NEGL. MANSLAUGHTER,17
575,12,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,107
576,12,OTHER TRAFFIC INFRACTION,241
577,12,LOITERING FOR DRUG PURPOSES,15
578,12,INTOXICATED & IMPAIRED DRIVING,95
579,12,F.C.A. P.I.N.O.S.,14
580,12,FORGERY,106
581,12,GRAND LARCENY,96
582,12,POSSESSION OF STOLEN PROPERTY 5,236
583,12,VEHICLE AND TRAFFIC LAWS,95
584,12,DISORDERLY CONDUCT,29
585,12,OFFENSES AGAINST PUBLIC ADMINISTRATION,342
586,12,POSSESSION OF STOLEN PROPERTY,29
587,12,DANGEROUS WEAPONS,645
588,12,ALCOHOLIC BEVERAGE CONTROL LAW,7
589,12,OFFENSES INVOLVING FRAUD,33
590,12,KIDNAPPING & RELATED OFFENSES,4
591,12,ASSAULT 3 & RELATED OFFENSES,846
592,12,PETIT LARCENY,312
593,12,GRAND LARCENY OF MOTOR VEHICLE,22
594,12,FRAUDS,22
595,12,OFFENSES AGAINST THE PERSON,55
596,12,ROBBERY,308
597,12,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),21
598,12,CRIMINAL MISCHIEF & RELATED OFFENSES,296
599,12,BURGLARY,45
600,12,MOVING INFRACTIONS,21
601,12,FELONY ASSAULT,288
602,12,HARRASSMENT 2,2
603,12,OTHER STATE LAWS,285
604,12,BURGLAR'S TOOLS,2
605,12,ANTICIPATORY OFFENSES,2
606,12,OFFENSES RELATED TO CHILDREN,12
607,12,GAMBLING,32
608,12,OTHER OFFENSES RELATED TO THEFT,980
609,12,OTHER STATE LAWS (NON PENAL LAW),155
610,12,OFFENSES AGAINST PUBLIC SAFETY,1
611,12,CHILD ABANDONMENT/NON SUPPORT 1,1
612,12,UNLAWFUL POSS. WEAP. ON SCHOOL GROUNDS,1
613,12,THEFT-FRAUD,8
614,12,PROSTITUTION & RELATED OFFENSES,122
615,12,DANGEROUS DRUGS,4731
616,12,MISCELLANEOUS PENAL LAW,180
617,13,HARASSMENT,28
