,Precinct,AgeGroup,PerpSex,CrimeCount
0,1,25-44,M,2013
1,1,45-64,M,1074
2,1,65+,F,11
3,1,<18,F,124
4,1,25-44,F,522
5,1,18-24,M,1027
6,1,45-64,F,178
7,1,65+,M,35
8,1,18-24,F,398
9,1,<18,M,200
10,5,65+,M,80
11,5,18-24,M,873
12,5,25-44,M,2017
13,5,45-64,F,256
14,5,<18,F,201
15,5,18-24,F,290
16,5,<18,M,349
17,5,65+,F,25
18,5,45-64,M,1171
19,5,25-44,F,529
20,6,18-24,F,272
21,6,25-44,M,1799
22,6,25-44,F,273
23,6,45-64,F,98
24,6,<18,M,166
25,6,65+,F,9
26,6,18-24,M,1204
27,6,45-64,M,742
28,6,65+,M,24
29,6,<18,F,56
30,7,65+,F,4
31,7,<18,F,55
32,7,65+,M,50
33,7,25-44,F,244
34,7,25-44,M,1580
35,7,45-64,M,699
36,7,<18,M,152
37,7,18-24,F,194
38,7,18-24,M,843
39,7,45-64,F,96
40,9,45-64,F,94
41,9,45-64,M,763
42,9,65+,M,36
43,9,18-24,F,268
44,9,<18,M,185
45,9,25-44,F,273
46,9,18-24,M,949
47,9,65+,F,4
48,9,25-44,M,1693
49,9,<18,F,99
50,10,<18,M,96
51,10,45-64,F,65
52,10,25-44,M,1338
53,10,25-44,F,183
54,10,18-24,M,610
55,10,45-64,M,607
56,10,65+,M,15
57,10,18-24,F,120
58,10,<18,F,34
59,10,65+,F,4
60,13,65+,F,9
61,13,18-24,M,1218
62,13,45-64,F,164
63,13,25-44,F,357
64,13,45-64,M,1435
65,13,65+,M,102
66,13,<18,M,220
67,13,18-24,F,300
68,13,<18,F,110
69,13,25-44,M,2091
70,14,65+,F,18
71,14,45-64,M,2799
72,14,45-64,F,591
73,14,18-24,F,964
74,14,<18,M,367
75,14,<18,F,333
76,14,65+,M,91
77,14,25-44,M,4795
78,14,18-24,M,2397
79,14,25-44,F,1327
80,17,45-64,F,58
81,17,45-64,M,416
82,17,<18,F,13
83,17,<18,M,44
84,17,25-44,M,845
85,17,65+,M,22
86,17,18-24,M,361
87,17,18-24,F,84
88,17,25-44,F,155
89,17,65+,F,1
90,18,18-24,F,314
91,18,25-44,M,1995
92,18,65+,F,12
93,18,25-44,F,475
94,18,45-64,M,1151
95,18,65+,M,47
96,18,18-24,M,1181
97,18,<18,M,225
98,18,45-64,F,187
99,18,<18,F,100
100,19,65+,F,8
101,19,45-64,M,589
