,Precinct,AgeGroup,PerpSex,CrimeCount
142,24,<18,M,97
143,24,45-64,M,418
144,24,65+,M,26
145,24,25-44,F,187
146,24,<18,F,20
147,24,45-64,F,61
148,25,65+,F,9
149,25,18-24,F,266
150,25,<18,M,232
151,25,45-64,F,175
152,25,65+,M,43
153,25,<18,F,62
154,25,25-44,M,2789
155,25,18-24,M,1134
156,25,45-64,M,1236
157,25,25-44,F,518
158,26,25-44,F,134
159,26,18-24,F,91
160,26,45-64,M,292
161,26,65+,F,5
162,26,18-24,M,427
163,26,<18,M,90
164,26,<18,F,17
165,26,65+,M,16
166,26,25-44,M,855
167,26,45-64,F,44
168,28,65+,F,6
169,28,18-24,M,397
170,28,25-44,M,1233
171,28,<18,M,65
172,28,65+,M,23
173,28,<18,F,24
174,28,25-44,F,337
175,28,45-64,F,178
176,28,18-24,F,126
177,28,45-64,M,837
178,30,25-44,M,850
179,30,45-64,F,47
180,30,65+,M,13
181,30,25-44,F,160
182,30,<18,M,83
183,30,45-64,M,345
184,30,18-24,M,368
185,30,65+,F,4
186,30,18-24,F,102
187,30,<18,F,25
188,32,25-44,M,1568
189,32,65+,M,50
190,32,45-64,F,132
191,32,45-64,M,625
192,32,18-24,M,731
193,32,<18,M,128
194,32,<18,F,41
195,32,18-24,F,207
196,32,25-44,F,372
197,32,65+,F,5
198,33,<18,F,12
199,33,25-44,F,242
200,33,18-24,M,697
201,33,65+,M,38
202,33,45-64,M,574
203,33,25-44,M,1637
204,33,65+,F,3
205,33,45-64,F,81
206,33,<18,M,98
207,33,18-24,F,115
208,34,<18,F,28
209,34,18-24,M,1088
210,34,25-44,M,1859
211,34,<18,M,154
212,34,18-24,F,160
213,34,45-64,F,67
214,34,65+,F,1
215,34,45-64,M,462
216,34,65+,M,25
217,34,25-44,F,273
218,40,25-44,M,3650
219,40,65+,M,42
220,40,45-64,F,171
221,40,65+,F,7
222,40,45-64,M,1247
223,40,<18,M,406
224,40,18-24,F,406
225,40,25-44,F,624
226,40,18-24,M,1691
227,40,<18,F,113
228,41,65+,M,21
229,41,45-64,F,102
230,41,<18,F,61
231,41,<18,M,226
232,41,65+,F,1
233,41,45-64,M,657
234,41,18-24,M,1236
235,41,25-44,F,399
236,41,25-44,M,1945
237,41,18-24,F,276
238,42,25-44,F,464
239,42,<18,M,252
240,42,18-24,M,1071
241,42,65+,M,39
242,42,25-44,M,2134
243,42,<18,F,76
244,42,45-64,F,177
245,42,65+,F,8
246,42,18-24,F,248
247,42,45-64,M,858
248,43,25-44,F,653
249,43,65+,F,11
250,43,65+,M,30
251,43,18-24,F,338
252,43,<18,F,103
253,43,45-64,F,202
254,43,45-64,M,818
255,43,18-24,M,1239
256,43,25-44,M,2315
257,43,<18,M,296
258,44,25-44,M,3076
259,44,18-24,M,1650
260,44,<18,M,326
261,44,25-44,F,646
262,44,45-64,M,1013
263,44,65+,M,43
264,44,18-24,F,342
265,44,45-64,F,178
266,44,65+,F,4
267,44,<18,F,93
268,45,65+,M,25
269,45,<18,M,126
270,45,<18,F,59
271,45,45-64,F,86
272,45,65+,F,4
273,45,18-24,F,156
274,45,25-44,M,973
275,45,25-44,F,280
276,45,18-24,M,437
277,45,45-64,M,393
278,46,<18,M,279
279,46,25-44,F,507
280,46,65+,M,30
281,46,25-44,M,2130
282,46,18-24,F,197
283,46,45-64,M,921
284,46,18-24,M,1102
285,46,65+,F,2
286,46,<18,F,106
287,46,45-64,F,158
288,47,18-24,F,243
289,47,<18,F,57
290,47,65+,F,6
291,47,<18,M,295
292,47,45-64,F,165
293,47,65+,M,39
294,47,25-44,F,491
295,47,25-44,M,2286
296,47,18-24,M,1178
297,47,45-64,M,798
298,48,18-24,F,200
299,48,65+,M,39
300,48,18-24,M,1033
301,48,25-44,M,2031
302,48,<18,F,86
303,48,<18,M,255
304,48,65+,F,3
305,48,25-44,F,450
306,48,45-64,F,143
307,48,45-64,M,769
308,49,<18,M,200
309,49,<18,F,44
310,49,25-44,F,335
311,49,45-64,M,504
312,49,65+,M,34
313,49,45-64,F,104
314,49,18-24,F,193
315,49,18-24,M,837
316,49,25-44,M,1504
317,49,65+,F,2
318,50,25-44,F,150
319,50,18-24,F,75
320,50,65+,M,9
321,50,<18,F,15
322,50,45-64,F,42
323,50,<18,M,87
324,50,25-44,M,665
325,50,65+,F,2
326,50,45-64,M,208
327,50,18-24,M,371
328,52,65+,M,33
329,52,45-64,F,156
330,52,25-44,M,2829
331,52,18-24,F,314
332,52,45-64,M,916
333,52,65+,F,4
334,52,25-44,F,589
335,52,18-24,M,1616
336,52,<18,M,362
337,52,<18,F,79
338,60,65+,F,2
339,60,45-64,F,98
340,60,25-44,F,289
341,60,<18,M,251
342,60,<18,F,68
343,60,18-24,F,187
344,60,45-64,M,603
345,60,25-44,M,1756
346,60,65+,M,23
347,60,18-24,M,856
348,61,<18,F,23
349,61,65+,M,27
350,61,<18,M,133
351,61,25-44,M,1156
352,61,45-64,M,366
353,61,25-44,F,236
354,61,18-24,F,95
355,61,45-64,F,95
356,61,18-24,M,495
357,61,65+,F,9
358,62,45-64,F,90
359,62,18-24,F,69
360,62,<18,M,140
361,62,<18,F,11
362,62,18-24,M,444
363,62,65+,F,2
364,62,65+,M,19
365,62,25-44,M,1023
366,62,25-44,F,292
367,62,45-64,M,304
368,63,<18,M,92
369,63,45-64,M,253
370,63,18-24,M,394
371,63,25-44,F,182
372,63,<18,F,29
373,63,45-64,F,65
374,63,65+,M,18
375,63,25-44,M,864
376,63,65+,F,3
377,63,18-24,F,96
378,66,65+,M,15
379,66,45-64,F,39
380,66,25-44,F,113
381,66,65+,F,3
382,66,<18,F,8
383,66,25-44,M,767
384,66,18-24,F,30
385,66,<18,M,68
386,66,18-24,M,308
387,66,45-64,M,217
388,67,<18,M,247
389,67,25-44,F,396
390,67,45-64,M,735
391,67,18-24,M,1056
392,67,65+,M,46
393,67,<18,F,65
394,67,25-44,M,2159
395,67,18-24,F,203
396,67,65+,F,6
397,67,45-64,F,161
398,68,18-24,M,655
399,68,18-24,F,89
400,68,25-44,F,178
401,68,65+,M,20
402,68,65+,F,3
403,68,45-64,F,68
404,68,45-64,M,369
405,68,25-44,M,1348
406,68,<18,M,145
407,68,<18,F,23
408,69,18-24,M,696
409,69,65+,F,4
410,69,18-24,F,107
411,69,65+,M,14
412,69,<18,F,35
413,69,25-44,M,1185
414,69,<18,M,152
415,69,25-44,F,228
416,69,45-64,F,71
417,69,45-64,M,359
418,70,18-24,M,892
419,70,18-24,F,189
420,70,65+,M,22
421,70,<18,M,246
422,70,25-44,F,292
423,70,65+,F,7
424,70,45-64,M,486
425,70,25-44,M,1724
426,70,45-64,F,134
427,70,<18,F,53
428,71,25-44,M,1558
429,71,45-64,M,732
430,71,65+,M,37
431,71,<18,M,225
432,71,65+,F,8
433,71,25-44,F,275
434,71,18-24,M,666
435,71,45-64,F,125
436,71,<18,F,47
437,71,18-24,F,126
438,72,18-24,F,106
439,72,65+,F,5
440,72,<18,F,20
441,72,25-44,M,1744
442,72,45-64,F,120
443,72,25-44,F,292
444,72,65+,M,23
445,72,18-24,M,695
446,72,<18,M,159
447,72,45-64,M,584
448,73,25-44,F,500
449,73,<18,M,343
450,73,45-64,F,221
451,73,65+,F,6
452,73,18-24,F,248
453,73,<18,F,92
454,73,25-44,M,2454
455,73,18-24,M,1164
456,73,65+,M,44
457,73,45-64,M,1132
458,75,45-64,F,282
459,75,25-44,M,3155
460,75,18-24,F,375
461,75,<18,M,467
462,75,<18,F,101
463,75,25-44,F,804
464,75,65+,M,58
465,75,65+,F,8
466,75,18-24,M,1671
467,75,45-64,M,1223
468,76,65+,M,30
469,76,25-44,M,1029
470,76,<18,M,72
471,76,45-64,F,75
472,76,65+,F,3
473,76,18-24,M,386
474,76,25-44,F,193
475,76,45-64,M,492
476,76,<18,F,30
477,76,18-24,F,94
478,77,<18,F,60
479,77,18-24,M,794
480,77,65+,F,5
481,77,45-64,M,816
482,77,25-44,M,1835
483,77,<18,M,202
484,77,65+,M,43
485,77,45-64,F,103
486,77,18-24,F,125
487,77,25-44,F,327
488,78,25-44,F,244
489,78,<18,M,76
490,78,25-44,M,816
491,78,18-24,M,354
492,78,18-24,F,120
493,78,65+,M,18
494,78,45-64,F,121
495,78,45-64,M,424
496,78,<18,F,38
497,78,65+,F,1
498,79,25-44,F,321
499,79,45-64,M,888
500,79,<18,F,27
501,79,45-64,F,133
502,79,18-24,F,130
503,79,65+,M,48
504,79,18-24,M,704
505,79,65+,F,9
506,79,<18,M,171
507,79,25-44,M,1689
508,81,18-24,F,123
509,81,18-24,M,519
510,81,25-44,F,260
511,81,25-44,M,1223
512,81,<18,F,39
513,81,65+,F,7
514,81,45-64,M,534
515,81,45-64,F,98
516,81,65+,M,22
517,81,<18,M,123
518,83,<18,F,17
519,83,65+,M,33
520,83,18-24,M,606
521,83,25-44,F,361
522,83,45-64,M,565
523,83,18-24,F,158
524,83,<18,M,137
525,83,65+,F,3
526,83,45-64,F,118
527,83,25-44,M,1494
528,84,65+,F,9
529,84,<18,F,88
530,84,25-44,M,1638
531,84,45-64,M,743
532,84,18-24,M,766
533,84,<18,M,189
534,84,25-44,F,434
535,84,65+,M,34
536,84,45-64,F,156
537,84,18-24,F,247
538,88,25-44,F,196
539,88,18-24,M,333
540,88,25-44,M,740
541,88,45-64,M,328
542,88,65+,M,18
543,88,45-64,F,84
544,88,65+,F,5
545,88,<18,M,66
546,88,<18,F,15
547,88,18-24,F,73
548,90,<18,F,34
549,90,18-24,M,647
550,90,65+,F,5
551,90,65+,M,22
552,90,45-64,F,64
553,90,<18,M,133
554,90,25-44,M,1418
555,90,25-44,F,249
556,90,18-24,F,140
557,90,45-64,M,559
558,94,65+,M,15
559,94,18-24,F,45
560,94,45-64,F,29
561,94,<18,M,45
562,94,25-44,F,137
563,94,65+,F,1
564,94,18-24,M,295
565,94,45-64,M,288
566,94,<18,F,14
567,94,25-44,M,807
568,100,65+,F,2
569,100,<18,F,30
570,100,25-44,F,191
571,100,45-64,M,322
572,100,65+,M,23
573,100,18-24,M,307
574,100,<18,M,116
575,100,18-24,F,91
576,100,45-64,F,73
577,100,25-44,M,701
578,101,45-64,F,94
579,101,65+,F,3
580,101,65+,M,19
581,101,18-24,F,137
582,101,<18,F,45
583,101,<18,M,145
584,101,45-64,M,320
585,101,25-44,M,1112
586,101,18-24,M,587
587,101,25-44,F,252
588,102,<18,F,29
589,102,65+,M,31
590,102,65+,F,6
591,102,45-64,F,76
592,102,45-64,M,517
593,102,25-44,M,1754
594,102,<18,M,235
595,102,25-44,F,271
596,102,18-24,F,122
597,102,18-24,M,1187
598,103,<18,M,193
599,103,18-24,M,1061
600,103,45-64,M,763
601,103,25-44,F,390
602,103,65+,F,3
603,103,18-24,F,183
604,103,45-64,F,133
605,103,65+,M,38
606,103,<18,F,61
607,103,25-44,M,2117
608,104,18-24,F,106
609,104,25-44,M,1272
610,104,<18,F,35
611,104,45-64,M,411
612,104,25-44,F,242
613,104,18-24,M,678
614,104,65+,M,21
615,104,45-64,F,69
616,104,65+,F,4
617,104,<18,M,155
618,105,65+,M,24
619,105,65+,F,4
620,105,25-44,M,1635
621,105,<18,F,28
622,105,25-44,F,377
623,105,18-24,M,850
624,105,45-64,M,478
625,105,<18,M,165
626,105,45-64,F,127
627,105,18-24,F,209
628,106,65+,F,13
629,106,45-64,F,74
630,106,65+,M,25
631,106,<18,M,176
632,106,18-24,M,656
633,106,18-24,F,93
634,106,<18,F,16
635,106,45-64,M,484
636,106,25-44,F,177
637,106,25-44,M,1196
638,107,45-64,F,68
639,107,18-24,M,832
640,107,<18,F,39
641,107,65+,F,7
642,107,25-44,M,1225
643,107,65+,M,28
644,107,45-64,M,364
645,107,<18,M,223
646,107,25-44,F,223
647,107,18-24,F,133
648,108,45-64,F,33
649,108,<18,F,16
650,108,25-44,F,147
651,108,45-64,M,282
652,108,18-24,M,493
653,108,18-24,F,79
654,108,65+,M,21
655,108,<18,M,86
656,108,25-44,M,1030
657,108,65+,F,4
658,109,<18,F,78
659,109,25-44,F,462
660,109,<18,M,260
661,109,18-24,F,158
662,109,45-64,M,594
663,109,18-24,M,711
664,109,25-44,M,1506
665,109,65+,F,29
666,109,65+,M,56
667,109,45-64,F,202
668,110,18-24,M,803
669,110,<18,M,188
670,110,65+,F,6
671,110,45-64,M,475
672,110,18-24,F,185
673,110,45-64,F,111
674,110,<18,F,90
675,110,25-44,F,300
676,110,25-44,M,1533
677,110,65+,M,29
678,111,<18,M,114
679,111,65+,F,4
680,111,18-24,M,283
681,111,18-24,F,56
682,111,65+,M,20
683,111,<18,F,7
684,111,25-44,F,150
685,111,25-44,M,527
686,111,45-64,M,183
687,111,45-64,F,53
688,112,<18,M,111
689,112,18-24,M,256
690,112,65+,M,24
691,112,25-44,F,157
692,112,65+,F,5
693,112,45-64,M,213
694,112,45-64,F,57
695,112,18-24,F,62
696,112,<18,F,16
697,112,25-44,M,636
698,113,18-24,M,1156
699,113,<18,F,52
700,113,65+,F,7
701,113,18-24,F,309
702,113,25-44,M,2387
703,113,65+,M,98
704,113,25-44,F,541
705,113,45-64,F,181
706,113,<18,M,187
707,113,45-64,M,1153
708,114,45-64,F,127
709,114,25-44,F,457
710,114,18-24,F,209
711,114,<18,M,206
712,114,18-24,M,1023
713,114,65+,M,52
714,114,65+,F,6
715,114,25-44,M,2391
716,114,<18,F,45
717,114,45-64,M,748
718,115,<18,F,19
719,115,18-24,F,168
720,115,<18,M,152
721,115,25-44,F,350
722,115,25-44,M,2306
723,115,18-24,M,1005
724,115,45-64,F,147
725,115,45-64,M,647
726,115,65+,M,30
727,115,65+,F,15
728,120,18-24,M,955
729,120,45-64,F,151
730,120,<18,M,266
731,120,45-64,M,691
732,120,<18,F,58
733,120,25-44,M,1875
734,120,18-24,F,175
735,120,25-44,F,531
736,120,65+,M,35
737,120,65+,F,5
738,121,<18,M,111
739,121,45-64,M,399
740,121,<18,F,73
741,121,25-44,M,1194
742,121,25-44,F,341
743,121,45-64,F,108
744,121,18-24,M,546
745,121,18-24,F,244
746,121,65+,F,4
747,121,65+,M,18
748,122,45-64,F,118
749,122,18-24,F,90
750,122,25-44,M,731
751,122,65+,M,31
752,122,<18,M,128
753,122,<18,F,31
754,122,45-64,M,341
755,122,25-44,F,207
756,122,18-24,M,315
757,122,65+,F,4
758,123,45-64,F,64
759,123,65+,F,2
760,123,<18,M,92
761,123,18-24,M,330
762,123,45-64,M,209
763,123,25-44,M,658
764,123,18-24,F,64
765,123,65+,M,19
766,123,25-44,F,144
767,123,<18,F,20
