,BoroCode,OfnsDesc,CrimeCount
113,2,POSSESSION OF STOLEN PROPERTY 5,1978
114,2,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,2097
115,2,JOSTLING,2
116,2,DISORDERLY CONDUCT,127
117,3,MURDER & NON-NEGL. MANSLAUGHTER,243
118,3,CRIMINAL MISCHIEF & RELATED OF,16
119,3,HARRASSMENT 2,61
120,3,RAPE,254
121,3,ARSON,64
122,3,LOITERING,14
123,3,ALCOHOLIC BEVERAGE CONTROL LAW,92
124,3,MOVING INFRACTIONS,87
125,3,OFFENSES AGAINST PUBLIC SAFETY,32
126,3,LOITERING FOR DRUG PURPOSES,30
127,3,BURGLAR'S TOOLS,94
128,3,OFFENSES RELATED TO CHILDREN,117
129,3,FORCIBLE TOUCHING,176
130,3,"LOITERING/GAMBLING (CARDS, DICE, ETC)",13
131,3,INTOXICATED/IMPAIRED DRIVING,144
132,3,OTHER STATE LAWS (NON PENAL LA,174
133,3,F.C.A. P.I.N.O.S.,149
134,3,THEFT-FRAUD,157
135,3,ANTICIPATORY OFFENSES,18
136,3,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),274
137,3,DANGEROUS DRUGS,33535
138,3,BURGLARY,1621
139,3,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",2
140,3,JOSTLING,12
141,3,GRAND LARCENY,1665
142,3,PETIT LARCENY,1764
143,3,ADMINISTRATIVE CODE,2
144,3,VEHICLE AND TRAFFIC LAWS,1941
145,3,DISRUPTION OF A RELIGIOUS SERVICE,2
146,3,CHILD ABANDONMENT/NON SUPPORT,1
147,3,OFFENSES AGAINST PUBLIC ADMINISTRATION,2967
148,3,HOMICIDE-NEGLIGENT-VEHICLE,1
149,3,INTOXICATED & IMPAIRED DRIVING,1430
150,3,"UNDER THE INFLUENCE, DRUGS",1
151,3,ROBBERY,3857
152,3,CRIMINAL TRESPASS,4002
153,3,MISCELLANEOUS PENAL LAW,4495
154,3,FELONY ASSAULT,4558
155,3,DANGEROUS WEAPONS,4662
156,3,POSSESSION OF STOLEN PROPERTY 5,4692
157,3,OTHER TRAFFIC INFRACTION,5342
158,3,OTHER OFFENSES RELATED TO THEFT,6636
159,3,OTHER STATE LAWS,9267
160,3,ASSAULT 3 & RELATED OFFENSES,10667
161,3,CRIMINAL MISCHIEF & RELATED OFFENSES,3517
162,3,FORGERY,1332
163,3,KIDNAPPING & RELATED OFFENSES,55
164,3,OFFENSES AGAINST THE PERSON,418
165,3,ESCAPE 3,8
166,3,CHILD ABANDONMENT/NON SUPPORT 1,8
167,3,SEX CRIMES,515
168,3,HARASSMENT,407
169,3,DISORDERLY CONDUCT,655
170,3,POSSESSION OF STOLEN PROPERTY,357
171,3,GAMBLING,344
172,3,OFFENSES INVOLVING FRAUD,313
173,3,PARKING OFFENSES,4
174,3,OTHER STATE LAWS (NON PENAL LAW),980
175,3,FRAUDULENT ACCOSTING,11
176,3,FRAUDS,413
177,3,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1151
178,3,GRAND LARCENY OF MOTOR VEHICLE,313
179,3,PROSTITUTION & RELATED OFFENSES,1253
180,4,ARSON,19
181,4,LOITERING,8
182,4,DISRUPTION OF A RELIGIOUS SERVICE,1
183,4,KIDNAPPING & RELATED OFFENSES,42
184,4,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",1
185,4,ADMINISTRATIVE CODE,2
186,4,HARRASSMENT 2,32
187,4,CHILD ABANDONMENT/NON SUPPORT,1
188,4,JOSTLING,1
189,4,OFFENSES AGAINST PUBLIC SAFETY,24
190,4,CRIMINAL MISCHIEF & RELATED OF,5
191,4,"LOITERING/GAMBLING (CARDS, DICE, ETC)",2
192,4,PARKING OFFENSES,5
193,4,CHILD ABANDONMENT/NON SUPPORT 1,4
194,4,ESCAPE 3,3
195,4,UNLAWFUL POSS. WEAP. ON SCHOOL GROUNDS,2
196,4,HOMICIDE-NEGLIGENT-VEHICLE,1
197,4,ANTICIPATORY OFFENSES,11
198,4,THEFT-FRAUD,216
199,4,FRAUDULENT ACCOSTING,1
200,4,VEHICLE AND TRAFFIC LAWS,1857
201,4,PROSTITUTION & RELATED OFFENSES,1552
202,4,PETIT LARCENY,1536
203,4,INTOXICATED/IMPAIRED DRIVING,209
204,4,FORGERY,1221
205,4,OFFENSES INVOLVING FRAUD,220
206,4,FRAUDS,233
207,4,OFFENSES AGAINST THE PERSON,233
208,4,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),242
209,4,INTOXICATED & IMPAIRED DRIVING,2100
210,4,GRAND LARCENY,1210
211,4,POSSESSION OF STOLEN PROPERTY,262
212,4,F.C.A. P.I.N.O.S.,277
213,4,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,870
214,4,HARASSMENT,283
215,4,MOVING INFRACTIONS,312
216,4,DISORDERLY CONDUCT,836
217,4,OTHER STATE LAWS (NON PENAL LAW),816
218,4,GRAND LARCENY OF MOTOR VEHICLE,431
219,4,SEX CRIMES,456
220,4,BURGLARY,1021
221,4,FORCIBLE TOUCHING,192
222,4,RAPE,198
223,4,MURDER & NON-NEGL. MANSLAUGHTER,158
224,4,OTHER STATE LAWS,4233
225,4,BURGLAR'S TOOLS,76
226,4,OTHER TRAFFIC INFRACTION,3865
227,4,POSSESSION OF STOLEN PROPERTY 5,3619
228,4,DANGEROUS WEAPONS,3226
229,4,ROBBERY,2280
230,4,CRIMINAL MISCHIEF & RELATED OFFENSES,3153
231,4,ASSAULT 3 & RELATED OFFENSES,7587
232,4,ALCOHOLIC BEVERAGE CONTROL LAW,73
233,4,MISCELLANEOUS PENAL LAW,2937
234,4,GAMBLING,89
235,4,FELONY ASSAULT,2740
236,4,OTHER STATE LAWS (NON PENAL LA,92
237,4,OFFENSES AGAINST PUBLIC ADMINISTRATION,2645
238,4,OTHER OFFENSES RELATED TO THEFT,2540
239,4,DANGEROUS DRUGS,13510
240,4,CRIMINAL TRESPASS,2309
241,4,OFFENSES RELATED TO CHILDREN,85
242,5,CRIMINAL MISCHIEF & RELATED OFFENSES,752
243,5,DANGEROUS WEAPONS,680
244,5,OFFENSES AGAINST PUBLIC ADMINISTRATION,652
245,5,DANGEROUS DRUGS,4106
246,5,ESCAPE 3,1
247,5,POSSESSION OF STOLEN PROPERTY 5,863
248,5,CHILD ABANDONMENT/NON SUPPORT 1,1
249,5,OFFENSES RELATED TO CHILDREN,2
250,5,ASSAULT 3 & RELATED OFFENSES,1557
251,5,OTHER TRAFFIC INFRACTION,574
252,5,ANTICIPATORY OFFENSES,2
253,5,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",3
254,5,KIDNAPPING & RELATED OFFENSES,5
255,5,HARASSMENT,48
256,5,ARSON,6
257,5,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),134
258,5,OTHER STATE LAWS,93
259,5,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,93
260,5,MURDER & NON-NEGL. MANSLAUGHTER,31
261,5,FORCIBLE TOUCHING,33
262,5,RAPE,34
263,5,OFFENSES INVOLVING FRAUD,35
264,5,PROSTITUTION & RELATED OFFENSES,36
265,5,FRAUDS,84
266,5,SEX CRIMES,81
267,5,OFFENSES AGAINST THE PERSON,80
268,5,POSSESSION OF STOLEN PROPERTY,43
269,5,GRAND LARCENY OF MOTOR VEHICLE,43
270,5,F.C.A. P.I.N.O.S.,65
271,5,OTHER STATE LAWS (NON PENAL LA,45
272,5,FORGERY,182
273,5,OFFENSES AGAINST PUBLIC SAFETY,24
274,5,ALCOHOLIC BEVERAGE CONTROL LAW,24
275,5,OTHER OFFENSES RELATED TO THEFT,23
276,5,FELONY ASSAULT,502
277,5,VEHICLE AND TRAFFIC LAWS,487
278,5,INTOXICATED & IMPAIRED DRIVING,475
279,5,ROBBERY,352
280,5,CRIMINAL TRESPASS,340
281,5,OTHER STATE LAWS (NON PENAL LAW),49
282,5,THEFT-FRAUD,9
283,5,MISCELLANEOUS PENAL LAW,547
284,5,GRAND LARCENY,283
285,5,BURGLARY,248
286,5,MOVING INFRACTIONS,16
287,5,DISORDERLY CONDUCT,17
288,5,LOITERING FOR DRUG PURPOSES,1
289,5,INTOXICATED/IMPAIRED DRIVING,20
290,5,GAMBLING,22
291,5,PETIT LARCENY,198
292,5,BURGLAR'S TOOLS,12
293,5,HARRASSMENT 2,9
