,SchoolDist,OfnsDesc,CrimeCount
134,3,OTHER STATE LAWS (NON PENAL LA,2
135,3,THEFT OF SERVICES,3
136,3,UNAUTHORIZED USE OF A VEHICLE,4
137,3,FOR OTHER AUTHORITIES,13
138,3,GRAND LARCENY,170
139,4,CRIMINAL MISCHIEF & RELATED OF,215
140,4,PETIT LARCENY,192
141,4,OTHER STATE LAWS (NON PENAL LA,7
142,4,UNAUTHORIZED USE OF A VEHICLE,7
143,4,OFFENSES AGAINST THE PERSON,12
144,4,GRAND LARCENY OF MOTOR VEHICLE,12
145,4,"LOITERING/GAMBLING (CARDS, DIC",12
146,4,ROBBERY,167
147,4,FOR OTHER AUTHORITIES,13
148,4,DANGEROUS WEAPONS,206
149,4,FORGERY,34
150,4,GRAND LARCENY,106
151,4,NYS LAWS-UNCLASSIFIED FELONY,10
152,4,CRIMINAL TRESPASS,39
153,4,INTOXICATED & IMPAIRED DRIVING,30
154,4,OFFENSES INVOLVING FRAUD,45
155,4,OTHER TRAFFIC INFRACTION,9
156,4,BURGLAR'S TOOLS,8
157,4,GAMBLING,8
158,4,MURDER & NON-NEGL. MANSLAUGHTE,54
159,4,POSSESSION OF STOLEN PROPERTY,23
160,4,NEW YORK CITY HEALTH CODE,1
161,4,VEHICLE AND TRAFFIC LAWS,70
162,4,ARSON,1
163,4,CHILD ABANDONMENT/NON SUPPORT,1
164,4,HOMICIDE-NEGLIGENT-VEHICLE,1
165,4,KIDNAPPING & RELATED OFFENSES,1
166,4,SEX CRIMES,79
167,4,OFFENSES AGAINST PUBLIC SAFETY,1
168,4,THEFT-FRAUD,1
169,4,THEFT OF SERVICES,1
170,4,OFFENSES RELATED TO CHILDREN,1
171,4,OFF. AGNST PUB ORD SENSBLTY &,103
172,4,INTOXICATED/IMPAIRED DRIVING,4
173,4,RAPE,16
174,4,BURGLARY,126
175,4,MISCELLANEOUS PENAL LAW,145
176,4,OFFENSES AGAINST PUBLIC ADMINI,235
177,4,FRAUDS,11
178,4,DANGEROUS DRUGS,273
179,4,FELONY ASSAULT,329
180,4,OTHER OFFENSES RELATED TO THEF,6
181,4,ASSAULT 3 & RELATED OFFENSES,564
182,5,MISCELLANEOUS PENAL LAW,237
183,5,FELONY ASSAULT,378
184,5,THEFT OF SERVICES,5
185,5,FORGERY,46
186,5,MURDER & NON-NEGL. MANSLAUGHTE,49
187,5,OFFENSES INVOLVING FRAUD,51
188,5,RAPE,8
189,5,SEX CRIMES,57
190,5,INTOXICATED/IMPAIRED DRIVING,5
191,5,INTOXICATED & IMPAIRED DRIVING,69
192,5,PROSTITUTION & RELATED OFFENSES,1
193,5,OTHER STATE LAWS,1
194,5,PETIT LARCENY,312
195,5,CRIMINAL TRESPASS,97
196,5,OFF. AGNST PUB ORD SENSBLTY &,102
197,5,THEFT-FRAUD,7
198,5,ARSON,7
199,5,DANGEROUS WEAPONS,259
200,5,GRAND LARCENY,178
201,5,"HOMICIDE-NEGLIGENT,UNCLASSIFIE",1
202,5,OFFENSES AGAINST PUBLIC SAFETY,2
203,5,MOVING INFRACTIONS,2
204,5,KIDNAPPING & RELATED OFFENSES,2
205,5,FRAUDS,13
206,5,DANGEROUS DRUGS,1073
207,5,ASSAULT 3 & RELATED OFFENSES,722
208,5,GAMBLING,15
209,5,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,4
210,5,OTHER TRAFFIC INFRACTION,16
211,5,UNAUTHORIZED USE OF A VEHICLE,16
212,5,OTHER STATE LAWS (NON PENAL LA,3
213,5,OFFENSES AGAINST THE PERSON,19
214,5,NYS LAWS-UNCLASSIFIED FELONY,19
215,5,OTHER OFFENSES RELATED TO THEF,19
216,5,GRAND LARCENY OF MOTOR VEHICLE,22
217,5,FOR OTHER AUTHORITIES,24
218,5,DISORDERLY CONDUCT,1
219,5,ENDAN WELFARE INCOMP,1
220,5,ALCOHOLIC BEVERAGE CONTROL LAW,2
221,5,ESCAPE 3,1
222,5,CHILD ABANDONMENT/NON SUPPORT,2
223,5,HARRASSMENT 2,2
224,5,BURGLAR'S TOOLS,9
225,5,ADMINISTRATIVE CODE,2
226,5,BURGLARY,186
227,5,VEHICLE AND TRAFFIC LAWS,186
228,5,POSSESSION OF STOLEN PROPERTY,46
229,5,OFFENSES AGAINST PUBLIC ADMINI,204
230,5,ROBBERY,234
231,5,CRIMINAL MISCHIEF & RELATED OF,231
232,6,INTOXICATED/IMPAIRED DRIVING,5
233,6,HARRASSMENT 2,1
234,6,NYS LAWS-UNCLASSIFIED FELONY,21
235,6,OFF. AGNST PUB ORD SENSBLTY &,91
236,6,PETIT LARCENY,230
237,6,UNAUTHORIZED USE OF A VEHICLE,18
238,6,ADMINISTRATIVE CODE,3
239,6,FRAUDS,10
240,6,ASSAULT 3 & RELATED OFFENSES,673
241,6,ALCOHOLIC BEVERAGE CONTROL LAW,15
242,6,KIDNAPPING & RELATED OFFENSES,1
243,6,GRAND LARCENY,137
244,6,BURGLAR'S TOOLS,7
245,6,MISCELLANEOUS PENAL LAW,152
246,6,OFFENSES AGAINST PUBLIC SAFETY,12
247,6,OTHER OFFENSES RELATED TO THEF,12
248,6,ARSON,1
249,6,OTHER TRAFFIC INFRACTION,24
250,6,"HOMICIDE-NEGLIGENT,UNCLASSIFIE",1
251,6,FELONY ASSAULT,345
252,6,MURDER & NON-NEGL. MANSLAUGHTE,48
253,6,HOMICIDE-NEGLIGENT-VEHICLE,1
254,6,SEX CRIMES,50
255,6,POSSESSION OF STOLEN PROPERTY,44
256,6,RAPE,8
257,6,THEFT-FRAUD,2
258,6,PROSTITUTION & RELATED OFFENSES,2
259,6,OFFENSES AGAINST THE PERSON,40
260,6,OTHER STATE LAWS,2
261,6,MOVING INFRACTIONS,2
262,6,GAMBLING,9
263,6,FOR OTHER AUTHORITIES,35
264,6,CRIMINAL TRESPASS,31
265,6,GRAND LARCENY OF MOTOR VEHICLE,30
266,6,OFFENSES INVOLVING FRAUD,64
267,6,DANGEROUS DRUGS,472
268,6,INTOXICATED & IMPAIRED DRIVING,68
269,6,ROBBERY,267
270,6,OFFENSES AGAINST PUBLIC ADMINI,158
271,6,FORGERY,47
272,6,DANGEROUS WEAPONS,165
273,6,VEHICLE AND TRAFFIC LAWS,188
274,6,BURGLARY,256
275,6,OTHER STATE LAWS (NON PENAL LA,7
276,6,CRIMINAL MISCHIEF & RELATED OF,197
277,7,HARRASSMENT 2,1
278,7,THEFT OF SERVICES,4
279,7,DANGEROUS DRUGS,698
280,7,OFF. AGNST PUB ORD SENSBLTY &,231
281,7,BURGLAR'S TOOLS,12
282,7,POSSESSION OF STOLEN PROPERTY,52
283,7,JOSTLING,1
284,7,FRAUDS,23
285,7,FOR OTHER AUTHORITIES,52
286,7,OFFENSES AGAINST PUBLIC ADMINI,295
287,7,MISCELLANEOUS PENAL LAW,185
288,7,BURGLARY,131
289,7,RAPE,15
290,7,FORGERY,55
291,7,INTOXICATED/IMPAIRED DRIVING,6
292,7,DISORDERLY CONDUCT,2
293,7,"HOMICIDE-NEGLIGENT,UNCLASSIFIE",5
294,7,DANGEROUS WEAPONS,307
295,7,GRAND LARCENY OF MOTOR VEHICLE,33
296,7,ROBBERY,307
297,7,OTHER STATE LAWS,3
298,7,OFFENSES AGAINST THE PERSON,20
299,7,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,3
300,7,NYS LAWS-UNCLASSIFIED FELONY,19
301,7,OTHER OFFENSES RELATED TO THEF,35
302,7,CRIMINAL MISCHIEF & RELATED OF,301
303,7,INTOXICATED & IMPAIRED DRIVING,55
304,7,VEHICLE AND TRAFFIC LAWS,113
305,7,GAMBLING,5
306,7,SEX CRIMES,91
307,7,CRIMINAL TRESPASS,18
308,7,FELONY ASSAULT,594
309,7,OTHER TRAFFIC INFRACTION,14
310,7,MURDER & NON-NEGL. MANSLAUGHTE,83
311,7,ARSON,4
312,7,OFFENSES INVOLVING FRAUD,27
313,7,PETIT LARCENY,211
314,7,OTHER STATE LAWS (NON PENAL LA,8
315,7,ANTICIPATORY OFFENSES,7
316,7,GRAND LARCENY,174
317,7,ASSAULT 3 & RELATED OFFENSES,1132
318,7,OFFENSES AGAINST PUBLIC SAFETY,4
319,7,UNAUTHORIZED USE OF A VEHICLE,11
320,7,ADMINISTRATIVE CODE,4
321,7,ENDAN WELFARE INCOMP,2
322,7,PROSTITUTION & RELATED OFFENSES,13
323,8,OTHER OFFENSES RELATED TO THEF,13
324,8,ALCOHOLIC BEVERAGE CONTROL LAW,3
325,8,INTOXICATED/IMPAIRED DRIVING,11
326,8,ESCAPE 3,1
327,8,ASSAULT 3 & RELATED OFFENSES,1055
328,8,DANGEROUS DRUGS,357
329,8,OFFENSES AGAINST PUBLIC ADMINI,301
330,8,PETIT LARCENY,274
331,8,INTOXICATED & IMPAIRED DRIVING,58
332,8,VEHICLE AND TRAFFIC LAWS,171
333,8,FORGERY,45
334,8,ADMINISTRATIVE CODE,3
335,8,BURGLAR'S TOOLS,19
336,8,OTHER TRAFFIC INFRACTION,19
337,8,ROBBERY,341
338,8,CRIMINAL TRESPASS,33
339,8,FRAUDS,8
340,8,RAPE,99
341,8,OTHER STATE LAWS,2
342,8,CRIMINAL MISCHIEF & RELATED OF,276
343,8,OFFENSES INVOLVING FRAUD,36
344,8,OFFENSES AGAINST THE PERSON,20
345,8,MURDER & NON-NEGL. MANSLAUGHTE,54
346,8,PROSTITUTION & RELATED OFFENSES,203
347,8,ANTICIPATORY OFFENSES,4
348,8,DANGEROUS WEAPONS,221
349,8,"HOMICIDE-NEGLIGENT,UNCLASSIFIE",1
350,8,ARSON,2
351,8,UNAUTHORIZED USE OF A VEHICLE,19
352,8,OFF. AGNST PUB ORD SENSBLTY &,132
353,8,POSSESSION OF STOLEN PROPERTY,65
354,8,THEFT OF SERVICES,1
355,8,OFFENSES AGAINST PUBLIC SAFETY,11
356,8,NYS LAWS-UNCLASSIFIED FELONY,11
357,8,GRAND LARCENY OF MOTOR VEHICLE,49
358,8,FELONY ASSAULT,561
359,8,MISCELLANEOUS PENAL LAW,192
360,8,SEX CRIMES,161
361,8,GRAND LARCENY,140
362,8,GAMBLING,17
363,8,FOR OTHER AUTHORITIES,53
364,8,CHILD ABANDONMENT/NON SUPPORT,1
365,8,OTHER STATE LAWS (NON PENAL LA,11
366,8,BURGLARY,130
367,9,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,2
368,9,FRAUDS,26
369,9,UNAUTHORIZED USE OF A VEHICLE,12
370,9,OTHER STATE LAWS,2
371,9,GAMBLING,20
372,9,OFFENSES AGAINST PUBLIC SAFETY,2
373,9,POSSESSION OF STOLEN PROPERTY,81
374,9,ALCOHOLIC BEVERAGE CONTROL LAW,23
375,9,MURDER & NON-NEGL. MANSLAUGHTE,88
376,9,NYS LAWS-UNCLASSIFIED FELONY,32
377,9,FORGERY,58
378,9,CRIMINAL TRESPASS,27
379,9,KIDNAPPING & RELATED OFFENSES,2
380,9,PROSTITUTION & RELATED OFFENSES,7
381,9,INTOXICATED/IMPAIRED DRIVING,6
382,9,HARRASSMENT 2,2
383,9,OTHER STATE LAWS (NON PENAL LA,14
384,9,FELONY ASSAULT,712
385,9,VEHICLE AND TRAFFIC LAWS,280
386,9,MISCELLANEOUS PENAL LAW,234
387,9,ROBBERY,369
388,9,RAPE,19
389,9,THEFT-FRAUD,1
390,9,ARSON,6
391,9,GRAND LARCENY,122
392,9,OFFENSES AGAINST THE PERSON,53
393,9,CRIMINAL MISCHIEF & RELATED OF,388
394,9,GRAND LARCENY OF MOTOR VEHICLE,45
395,9,OTHER TRAFFIC INFRACTION,15
396,9,ADMINISTRATIVE CODE,4
397,9,CHILD ABANDONMENT/NON SUPPORT,1
398,9,BURGLAR'S TOOLS,14
399,9,PETIT LARCENY,253
400,9,THEFT OF SERVICES,17
401,9,BURGLARY,161
402,9,SEX CRIMES,102
403,9,ANTICIPATORY OFFENSES,12
404,9,OTHER STATE LAWS (NON PENAL LAW),3
405,9,MOVING INFRACTIONS,1
406,9,DANGEROUS DRUGS,650
407,9,DANGEROUS WEAPONS,353
408,9,INTOXICATED & IMPAIRED DRIVING,56
409,9,ASSAULT 3 & RELATED OFFENSES,1413
410,9,ENDAN WELFARE INCOMP,1
411,9,OTHER OFFENSES RELATED TO THEF,36
412,9,OFFENSES AGAINST PUBLIC ADMINI,353
413,9,OFF. AGNST PUB ORD SENSBLTY &,115
414,9,FOR OTHER AUTHORITIES,54
415,9,"HOMICIDE-NEGLIGENT,UNCLASSIFIE",6
416,9,OFFENSES INVOLVING FRAUD,165
417,10,ANTICIPATORY OFFENSES,9
418,10,PROSTITUTION & RELATED OFFENSES,4
419,10,ROBBERY,481
420,10,OTHER OFFENSES RELATED TO THEF,45
421,10,GAMBLING,49
422,10,RAPE,26
423,10,CRIMINAL TRESPASS,52
424,10,GRAND LARCENY OF MOTOR VEHICLE,67
425,10,OFF. AGNST PUB ORD SENSBLTY &,190
426,10,FORGERY,52
427,10,OFFENSES AGAINST THE PERSON,52
428,10,HARRASSMENT 2,2
429,10,VEHICLE AND TRAFFIC LAWS,186
430,10,ADMINISTRATIVE CODE,5
431,10,NYS LAWS-UNCLASSIFIED FELONY,29
432,10,CRIMINAL MISCHIEF & RELATED OF,421
433,10,DANGEROUS WEAPONS,352
434,10,ALCOHOLIC BEVERAGE CONTROL LAW,26
435,10,BURGLARY,214
436,10,GRAND LARCENY,213
437,10,FRAUDULENT ACCOSTING,8
438,10,DISORDERLY CONDUCT,1
439,10,INTOXICATED & IMPAIRED DRIVING,95
440,10,FOR OTHER AUTHORITIES,87
441,10,JOSTLING,3
442,10,ARSON,3
443,10,UNAUTHORIZED USE OF A VEHICLE,21
444,10,OFFENSES AGAINST PUBLIC ADMINI,310
445,10,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,1
446,10,PETIT LARCENY,568
447,10,OFFENSES AGAINST PUBLIC SAFETY,12
448,10,POSSESSION OF STOLEN PROPERTY,70
449,10,OTHER TRAFFIC INFRACTION,22
450,10,THEFT-FRAUD,9
451,10,BURGLAR'S TOOLS,22
452,10,FELONY ASSAULT,803
453,10,MISCELLANEOUS PENAL LAW,232
454,10,DANGEROUS DRUGS,923
455,10,CHILD ABANDONMENT/NON SUPPORT,3
456,10,MOVING INFRACTIONS,2
457,10,OTHER STATE LAWS (NON PENAL LA,14
458,10,MURDER & NON-NEGL. MANSLAUGHTE,102
459,10,OTHER STATE LAWS,10
460,10,ENDAN WELFARE INCOMP,1
461,10,INTOXICATED/IMPAIRED DRIVING,10
462,10,OFFENSES RELATED TO CHILDREN,2
463,10,SEX CRIMES,126
464,10,ASSAULT 3 & RELATED OFFENSES,1578
465,10,FRAUDS,14
466,10,KIDNAPPING & RELATED OFFENSES,2
467,10,OFFENSES INVOLVING FRAUD,82
468,10,THEFT OF SERVICES,1
469,11,OFFENSES RELATED TO CHILDREN,4
470,11,GRAND LARCENY,170
471,11,FRAUDS,9
472,11,FELONY ASSAULT,650
473,11,OTHER TRAFFIC INFRACTION,17
474,11,INTOXICATED/IMPAIRED DRIVING,25
475,11,DANGEROUS DRUGS,295
476,11,ROBBERY,294
477,11,VEHICLE AND TRAFFIC LAWS,189
478,11,CRIMINAL TRESPASS,41
479,11,KIDNAPPING & RELATED OFFENSES,3
480,11,ADMINISTRATIVE CODE,3
481,11,PETIT LARCENY,353
482,11,CRIMINAL MISCHIEF & RELATED OF,290
483,11,BURGLAR'S TOOLS,10
484,11,RAPE,15
485,11,OFFENSES AGAINST THE PERSON,42
486,11,POSSESSION OF STOLEN PROPERTY,51
487,11,MOVING INFRACTIONS,1
488,11,PROSTITUTION & RELATED OFFENSES,18
489,11,ENDAN WELFARE INCOMP,1
490,11,SEX CRIMES,105
491,11,OFFENSES INVOLVING FRAUD,73
492,11,FORGERY,73
493,11,ASSAULT 3 & RELATED OFFENSES,1319
494,11,OFFENSES AGAINST PUBLIC ADMINI,261
495,11,GRAND LARCENY OF MOTOR VEHICLE,24
496,11,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,2
497,11,OTHER OFFENSES RELATED TO THEF,6
498,11,GAMBLING,6
499,11,OFFENSES AGAINST PUBLIC SAFETY,4
500,11,ALCOHOLIC BEVERAGE CONTROL LAW,29
501,11,ARSON,1
502,11,HARRASSMENT 2,1
503,11,INTOXICATED & IMPAIRED DRIVING,87
504,11,MURDER & NON-NEGL. MANSLAUGHTE,57
505,11,FOR OTHER AUTHORITIES,99
506,11,NYS LAWS-UNCLASSIFIED FELONY,14
507,11,UNAUTHORIZED USE OF A VEHICLE,19
508,11,CHILD ABANDONMENT/NON SUPPORT,2
509,11,THEFT-FRAUD,6
510,11,DANGEROUS WEAPONS,217
511,11,OFF. AGNST PUB ORD SENSBLTY &,135
512,11,BURGLARY,140
513,11,OTHER STATE LAWS (NON PENAL LA,10
514,11,ANTICIPATORY OFFENSES,3
515,11,MISCELLANEOUS PENAL LAW,216
516,12,OFFENSES AGAINST THE PERSON,13
517,12,CRIMINAL TRESPASS,13
518,12,MURDER & NON-NEGL. MANSLAUGHTE,14
519,12,OTHER STATE LAWS,2
520,12,OTHER TRAFFIC INFRACTION,13
521,12,NYS LAWS-UNCLASSIFIED FELONY,18
522,12,THEFT-FRAUD,1
523,12,INTOXICATED & IMPAIRED DRIVING,25
524,12,GAMBLING,4
525,12,OFFENSES INVOLVING FRAUD,24
526,12,OTHER STATE LAWS (NON PENAL LA,1
527,12,BURGLAR'S TOOLS,9
528,12,OTHER STATE LAWS (NON PENAL LAW),1
529,12,OFF. AGNST PUB ORD SENSBLTY &,30
530,12,FORGERY,43
531,12,ASSAULT 3 & RELATED OFFENSES,611
532,12,UNAUTHORIZED USE OF A VEHICLE,6
533,12,KIDNAPPING & RELATED OFFENSES,1
534,12,OTHER OFFENSES RELATED TO THEF,9
535,12,PROSTITUTION & RELATED OFFENSES,3
536,12,FRAUDS,5
537,12,FOR OTHER AUTHORITIES,18
538,12,HARRASSMENT 2,1
539,12,GRAND LARCENY OF MOTOR VEHICLE,20
540,12,OFFENSES AGAINST PUBLIC SAFETY,1
541,12,DANGEROUS WEAPONS,193
542,12,VEHICLE AND TRAFFIC LAWS,87
543,12,MOVING INFRACTIONS,1
544,12,OFFENSES AGAINST PUBLIC ADMINI,82
545,12,"HOMICIDE-NEGLIGENT,UNCLASSIFIE",1
546,12,GRAND LARCENY,124
547,12,MISCELLANEOUS PENAL LAW,70
548,12,ENDAN WELFARE INCOMP,1
549,12,INTOXICATED/IMPAIRED DRIVING,5
550,12,ARSON,2
551,12,ANTICIPATORY OFFENSES,2
552,12,BURGLARY,61
553,12,CRIMINAL MISCHIEF & RELATED OF,139
554,12,ROBBERY,277
555,12,DANGEROUS DRUGS,353
556,12,PETIT LARCENY,166
557,12,ALCOHOLIC BEVERAGE CONTROL LAW,8
558,12,DISORDERLY CONDUCT,2
559,12,POSSESSION OF STOLEN PROPERTY,48
560,12,FELONY ASSAULT,253
561,13,GRAND LARCENY,324
562,13,INTOXICATED/IMPAIRED DRIVING,9
563,13,RAPE,14
564,13,OFFENSES AGAINST THE PERSON,13
565,13,JOSTLING,1
566,13,BURGLARY,288
567,13,ANTICIPATORY OFFENSES,1
568,13,CRIMINAL MISCHIEF & RELATED OF,196
569,13,ALCOHOLIC BEVERAGE CONTROL LAW,4
570,13,OTHER OFFENSES RELATED TO THEF,64
571,13,MOVING INFRACTIONS,2
572,13,"HOMICIDE-NEGLIGENT,UNCLASSIFIE",1
573,13,GRAND LARCENY OF MOTOR VEHICLE,30
574,13,VEHICLE AND TRAFFIC LAWS,99
575,13,FORGERY,87
576,13,GAMBLING,21
577,13,OFFENSES INVOLVING FRAUD,5
578,13,UNAUTHORIZED USE OF A VEHICLE,14
579,13,HARRASSMENT 2,1
580,13,KIDNAPPING & RELATED OFFENSES,3
581,13,DANGEROUS WEAPONS,284
582,13,DANGEROUS DRUGS,300
583,13,POSSESSION OF STOLEN PROPERTY,47
584,13,DISORDERLY CONDUCT,1
585,13,SEX CRIMES,130
586,13,MISCELLANEOUS PENAL LAW,385
587,13,ASSAULT 3 & RELATED OFFENSES,544
588,13,MURDER & NON-NEGL. MANSLAUGHTE,40
589,13,THEFT OF SERVICES,1
590,13,OFF. AGNST PUB ORD SENSBLTY &,92
591,13,FOR OTHER AUTHORITIES,115
592,13,PROSTITUTION & RELATED OFFENSES,6
593,13,THEFT-FRAUD,4
594,13,OTHER STATE LAWS (NON PENAL LA,11
595,13,OFFENSES AGAINST PUBLIC ADMINI,124
596,13,FRAUDS,12
597,13,INTOXICATED & IMPAIRED DRIVING,52
598,13,ADMINISTRATIVE CODE,10
599,13,BURGLAR'S TOOLS,23
600,13,OTHER STATE LAWS,17
601,13,NYS LAWS-UNCLASSIFIED FELONY,15
602,13,CRIMINAL TRESPASS,91
603,13,PETIT LARCENY,490
604,13,FELONY ASSAULT,383
605,13,OTHER TRAFFIC INFRACTION,24
606,13,ROBBERY,370
607,14,HARRASSMENT 2,5
608,14,ALCOHOLIC BEVERAGE CONTROL LAW,3
609,14,DANGEROUS DRUGS,251
610,14,CRIMINAL MISCHIEF & RELATED OF,138
611,14,FORGERY,31
612,14,GRAND LARCENY OF MOTOR VEHICLE,17
613,14,GRAND LARCENY,63
614,14,OTHER STATE LAWS,2
615,14,THEFT OF SERVICES,1
616,14,OFFENSES AGAINST PUBLIC ADMINI,64
617,14,PROSTITUTION & RELATED OFFENSES,1
618,14,SEX CRIMES,29
619,14,DANGEROUS WEAPONS,134
620,14,ASSAULT 3 & RELATED OFFENSES,290
621,14,INTOXICATED/IMPAIRED DRIVING,5
622,14,OFF. AGNST PUB ORD SENSBLTY &,28
623,14,ROBBERY,69
624,14,MOVING INFRACTIONS,1
625,14,FOR OTHER AUTHORITIES,10
626,14,GAMBLING,2
627,14,OTHER STATE LAWS (NON PENAL LA,9
628,14,BURGLAR'S TOOLS,39
629,14,PETIT LARCENY,210
