,BoroCode,OfnsDesc,CrimeCount
0,1,LOITERING,19
1,1,JOSTLING,33
2,1,OFFENSES INVOLVING FRAUD,523
3,1,HARRASSMENT 2,30
4,1,OTHER STATE LAWS,554
5,1,SEX CRIMES,609
6,1,OTHER TRAFFIC INFRACTION,613
7,1,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,785
8,1,F.C.A. P.I.N.O.S.,790
9,1,OFF. AGNST PUB ORD SENSBLTY &,458
10,1,THEFT-FRAUD,190
11,1,ARSON,17
12,1,BURGLARY,1162
13,1,OTHER STATE LAWS (NON PENAL LAW),1191
14,1,ENDAN WELFARE INCOMP,17
15,1,KIDNAPPING & RELATED OFFENSES,16
16,1,INTOXICATED & IMPAIRED DRIVING,1327
17,1,FORGERY,1529
18,1,MISCELLANEOUS PENAL LAW,1783
19,1,OFFENSES AGAINST PUBLIC SAFETY,17
20,1,ROBBERY,1895
21,1,MOVING INFRACTIONS,34
22,1,DISORDERLY CONDUCT,396
23,1,GRAND LARCENY OF MOTOR VEHICLE,154
24,1,MURDER & NON-NEGL. MANSLAUGHTER,219
25,1,GAMBLING,221
26,1,ADMINISTRATIVE CODE,151
27,1,FORCIBLE TOUCHING,244
28,1,FRAUDS,264
29,1,OTHER STATE LAWS (NON PENAL LA,116
30,1,ALCOHOLIC BEVERAGE CONTROL LAW,115
31,1,CRIMINAL MISCHIEF & RELATED OF,35
32,1,POSSESSION OF STOLEN PROPERTY 5,299
33,1,OFFENSES AGAINST THE PERSON,329
34,1,BURGLAR'S TOOLS,336
35,1,POSSESSION OF STOLEN PROPERTY,338
36,1,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),100
37,1,INTOXICATED/IMPAIRED DRIVING,98
38,1,FRAUDULENT ACCOSTING,84
39,1,ANTICIPATORY OFFENSES,51
40,1,PROSTITUTION & RELATED OFFENSES,394
41,1,RAPE,102
42,1,"LOITERING/GAMBLING (CARDS, DICE, ETC)",6
43,1,HOMICIDE-NEGLIGENT-VEHICLE,1
44,1,ASSAULT 3 & RELATED OFFENSES,6480
45,1,FELONY ASSAULT,2764
46,1,VEHICLE AND TRAFFIC LAWS,5317
47,1,ESCAPE 3,1
48,1,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",4
49,1,OFFENSES AGAINST PUBLIC ADMINISTRATION,2186
50,1,CRIMINAL TRESPASS,2151
51,1,CRIMINAL MISCHIEF & RELATED OFFENSES,2495
52,1,PETIT LARCENY,8753
53,1,LOITERING FOR DRUG PURPOSES,4
54,1,OTHER OFFENSES RELATED TO THEFT,8862
55,1,DANGEROUS WEAPONS,2146
56,1,CHILD ABANDONMENT/NON SUPPORT 1,4
57,1,NEW YORK CITY HEALTH CODE,3
58,1,GRAND LARCENY,4103
59,1,DANGEROUS DRUGS,12995
60,1,UNLAWFUL POSS. WEAP. ON SCHOOL GROUNDS,1
61,1,ADMINISTRATIVE CODES,1
62,1,OFFENSES RELATED TO CHILDREN,4
63,2,PETIT LARCENY,4168
64,2,PROSTITUTION & RELATED OFFENSES,355
65,2,VEHICLE AND TRAFFIC LAWS,4786
66,2,BURGLAR'S TOOLS,79
67,2,CHILD ABANDONMENT/NON SUPPORT,2
68,2,ADMINISTRATIVE CODES,1
69,2,"LOITERING/GAMBLING (CARDS, DICE, ETC)",1
70,2,CRIMINAL MISCHIEF & RELATED OF,47
71,2,FORCIBLE TOUCHING,102
72,2,F.C.A. P.I.N.O.S.,315
73,2,THEFT-FRAUD,58
74,2,OTHER STATE LAWS (NON PENAL LA,85
75,2,ESCAPE 3,5
76,2,FRAUDS,308
77,2,OTHER STATE LAWS,178
78,2,POSSESSION OF STOLEN PROPERTY,205
79,2,RAPE,174
80,2,DANGEROUS DRUGS,12063
81,2,ASSAULT 3 & RELATED OFFENSES,9315
82,2,OTHER STATE LAWS (NON PENAL LAW),234
83,2,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),137
84,2,MURDER & NON-NEGL. MANSLAUGHTER,310
85,2,GRAND LARCENY OF MOTOR VEHICLE,259
86,2,GAMBLING,121
87,2,POSSESSION OF STOLEN PROPERTY 5,271
88,2,OFFENSES INVOLVING FRAUD,279
89,2,ALCOHOLIC BEVERAGE CONTROL LAW,115
90,2,OFFENSES AGAINST THE PERSON,286
91,2,FELONY ASSAULT,4028
92,2,OTHER TRAFFIC INFRACTION,307
93,2,INTOXICATED/IMPAIRED DRIVING,129
94,2,OTHER OFFENSES RELATED TO THEFT,3961
95,2,HOMICIDE-NEGLIGENT-VEHICLE,2
96,2,OFF. AGNST PUB ORD SENSBLTY &,466
97,2,CRIMINAL MISCHIEF & RELATED OFFENSES,2412
98,2,CRIMINAL TRESPASS,1121
99,2,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1102
100,2,ROBBERY,2478
101,2,INTOXICATED & IMPAIRED DRIVING,973
102,2,JOSTLING,5
103,2,ADMINISTRATIVE CODE,19
104,2,BURGLARY,865
105,2,FORGERY,857
106,2,DISORDERLY CONDUCT,12
107,2,DANGEROUS WEAPONS,2814
108,2,ENDAN WELFARE INCOMP,19
109,2,KIDNAPPING & RELATED OFFENSES,20
110,2,OFFENSES AGAINST PUBLIC SAFETY,13
111,2,HARRASSMENT 2,21
112,2,GRAND LARCENY,1339
113,2,ANTICIPATORY OFFENSES,11
114,2,SEX CRIMES,614
115,2,OFFENSES AGAINST PUBLIC ADMINISTRATION,2907
116,2,OFFENSES RELATED TO CHILDREN,28
117,2,CHILD ABANDONMENT/NON SUPPORT 1,4
118,2,ARSON,28
119,2,FRAUDULENT ACCOSTING,26
120,2,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",6
121,2,MISCELLANEOUS PENAL LAW,1695
122,2,MOVING INFRACTIONS,7
123,3,FORCIBLE TOUCHING,135
124,3,BURGLAR'S TOOLS,183
125,3,CHILD ABANDONMENT/NON SUPPORT 1,11
126,3,ADMINISTRATIVE CODES,8
127,3,"LOITERING/GAMBLING (CARDS, DICE, ETC)",11
128,3,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",4
129,3,DISORDERLY CONDUCT,136
130,3,FRAUDULENT ACCOSTING,7
131,3,HARRASSMENT 2,18
132,3,PARKING OFFENSES,4
133,3,ESCAPE 3,1
134,3,MOVING INFRACTIONS,111
135,3,NEW YORK CITY HEALTH CODE,19
136,3,ENDAN WELFARE INCOMP,25
137,3,ARSON,28
138,3,OTHER STATE LAWS (NON PENAL LA,95
139,3,HOMICIDE-NEGLIGENT-VEHICLE,2
140,3,CRIMINAL MISCHIEF & RELATED OF,59
141,3,ANTICIPATORY OFFENSES,2
142,3,KIDNAPPING & RELATED OFFENSES,29
143,3,OFFENSES RELATED TO CHILDREN,30
144,3,THEFT-FRAUD,50
145,3,JOSTLING,3
146,3,OFFENSES AGAINST PUBLIC SAFETY,16
147,3,DANGEROUS DRUGS,14029
148,3,LOITERING FOR DRUG PURPOSES,1
149,3,SEX CRIMES,704
150,3,OTHER STATE LAWS (NON PENAL LAW),370
151,3,GRAND LARCENY OF MOTOR VEHICLE,379
152,3,OFFENSES AGAINST THE PERSON,386
153,3,DANGEROUS WEAPONS,3195
154,3,ROBBERY,2915
155,3,F.C.A. P.I.N.O.S.,185
156,3,FORGERY,2127
157,3,GAMBLING,389
158,3,OTHER TRAFFIC INFRACTION,2116
159,3,GRAND LARCENY,2110
160,3,POSSESSION OF STOLEN PROPERTY 5,393
161,3,POSSESSION OF STOLEN PROPERTY,412
162,3,CRIMINAL TRESPASS,1655
163,3,OFF. AGNST PUB ORD SENSBLTY &,431
164,3,ADMINISTRATIVE CODE,1621
165,3,OTHER STATE LAWS,1496
166,3,OFFENSES AGAINST PUBLIC ADMINISTRATION,1464
167,3,INTOXICATED & IMPAIRED DRIVING,1440
168,3,BURGLARY,1268
169,3,PROSTITUTION & RELATED OFFENSES,561
170,3,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,758
171,3,FRAUDS,342
172,3,OFFENSES INVOLVING FRAUD,325
173,3,CRIMINAL MISCHIEF & RELATED OFFENSES,2833
174,3,OTHER OFFENSES RELATED TO THEFT,5128
175,3,ALCOHOLIC BEVERAGE CONTROL LAW,213
176,3,MURDER & NON-NEGL. MANSLAUGHTER,209
177,3,MISCELLANEOUS PENAL LAW,4878
178,3,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),264
179,3,VEHICLE AND TRAFFIC LAWS,4846
180,3,RAPE,203
181,3,INTOXICATED/IMPAIRED DRIVING,276
182,3,PETIT LARCENY,5319
183,3,FELONY ASSAULT,4540
184,3,ASSAULT 3 & RELATED OFFENSES,9206
185,4,OFFENSES AGAINST PUBLIC SAFETY,17
186,4,PARKING OFFENSES,1
187,4,DANGEROUS DRUGS,7401
188,4,FRAUDULENT ACCOSTING,11
189,4,ENDAN WELFARE INCOMP,20
190,4,HARRASSMENT 2,12
191,4,BURGLARY,820
192,4,SEX CRIMES,829
193,4,OFFENSES AGAINST PUBLIC ADMINISTRATION,1427
194,4,FORGERY,935
195,4,ADMINISTRATIVE CODES,14
196,4,ABORTION,1
197,4,ASSAULT 3 & RELATED OFFENSES,7557
198,4,CRIMINAL TRESPASS,944
199,4,OTHER TRAFFIC INFRACTION,1314
200,4,CHILD ABANDONMENT/NON SUPPORT 1,2
201,4,INTOXICATED & IMPAIRED DRIVING,1688
202,4,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",2
203,4,ANTICIPATORY OFFENSES,2
204,4,MISCELLANEOUS PENAL LAW,3765
205,4,JOSTLING,3
206,4,PETIT LARCENY,3649
207,4,VEHICLE AND TRAFFIC LAWS,4785
208,4,HOMICIDE-NEGLIGENT-VEHICLE,2
209,4,FELONY ASSAULT,3116
210,4,"LOITERING/GAMBLING (CARDS, DICE, ETC)",8
211,4,LOITERING FOR DRUG PURPOSES,2
212,4,DANGEROUS WEAPONS,2233
213,4,NEW YORK CITY HEALTH CODE,2
214,4,ROBBERY,2006
215,4,OTHER OFFENSES RELATED TO THEFT,1870
216,4,CHILD ABANDONMENT/NON SUPPORT,1
217,4,GRAND LARCENY,1847
218,4,LOITERING,7
219,4,DISRUPTION OF A RELIGIOUS SERVICE,2
220,4,CRIMINAL MISCHIEF & RELATED OFFENSES,2318
221,4,KIDNAPPING & RELATED OFFENSES,21
222,4,MURDER & NON-NEGL. MANSLAUGHTER,188
223,4,OFF. AGNST PUB ORD SENSBLTY &,447
224,4,THEFT-FRAUD,105
225,4,POSSESSION OF STOLEN PROPERTY 5,292
226,4,OTHER STATE LAWS (NON PENAL LA,57
