,Precinct,OfnsDesc,CrimeCount
0,1,OFFENSES AGAINST THE PERSON,11
1,1,OFFENSES AGAINST PUBLIC SAFETY,10
2,1,THEFT-FRAUD,18
3,1,HARRASSMENT 2,1
4,1,FORGERY,84
5,1,OTHER STATE LAWS (NON PENAL LAW),505
6,1,POSSESSION OF STOLEN PROPERTY,13
7,1,GAMBLING,20
8,1,BURGLAR'S TOOLS,10
9,1,INTOXICATED/IMPAIRED DRIVING,2
10,1,POSSESSION OF STOLEN PROPERTY 5,903
11,1,HARASSMENT,22
12,1,ALCOHOLIC BEVERAGE CONTROL LAW,4
13,1,RAPE,2
14,1,GRAND LARCENY,133
15,1,MOVING INFRACTIONS,3
16,1,CRIMINAL TRESPASS,70
17,1,OFFENSES AGAINST PUBLIC ADMINISTRATION,281
18,1,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,51
19,1,CRIMINAL MISCHIEF & RELATED OF,8
20,1,DISORDERLY CONDUCT,271
21,1,OTHER STATE LAWS (NON PENAL LA,14
22,1,PROSTITUTION & RELATED OFFENSES,3
23,1,DANGEROUS WEAPONS,82
24,1,SEX CRIMES,6
25,1,ROBBERY,43
26,1,F.C.A. P.I.N.O.S.,7
27,1,OTHER OFFENSES RELATED TO THEFT,577
28,1,JOSTLING,3
29,1,FORCIBLE TOUCHING,8
30,1,OFFENSES INVOLVING FRAUD,280
31,1,CRIMINAL MISCHIEF & RELATED OFFENSES,187
32,1,DISRUPTION OF A RELIGIOUS SERVICE,1
33,1,FRAUDULENT ACCOSTING,7
34,1,VEHICLE AND TRAFFIC LAWS,326
35,1,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),1
36,1,BURGLARY,54
37,1,OTHER STATE LAWS,642
38,1,FELONY ASSAULT,74
39,1,PETIT LARCENY,162
40,1,ANTICIPATORY OFFENSES,1
41,1,DANGEROUS DRUGS,104
42,1,MURDER & NON-NEGL. MANSLAUGHTER,1
43,1,ASSAULT 3 & RELATED OFFENSES,163
44,1,LOITERING,6
45,1,KIDNAPPING & RELATED OFFENSES,3
46,1,OTHER TRAFFIC INFRACTION,97
47,1,MISCELLANEOUS PENAL LAW,69
48,1,INTOXICATED & IMPAIRED DRIVING,82
49,1,FRAUDS,17
50,5,PETIT LARCENY,135
51,5,BURGLARY,102
52,5,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),4
53,5,KIDNAPPING & RELATED OFFENSES,5
54,5,MISCELLANEOUS PENAL LAW,321
55,5,SEX CRIMES,14
56,5,GAMBLING,43
57,5,HARRASSMENT 2,4
58,5,FORCIBLE TOUCHING,7
59,5,MURDER & NON-NEGL. MANSLAUGHTER,19
60,5,OFFENSES INVOLVING FRAUD,270
61,5,OFFENSES AGAINST THE PERSON,12
62,5,CRIMINAL MISCHIEF & RELATED OF,4
63,5,CRIMINAL MISCHIEF & RELATED OFFENSES,152
64,5,ROBBERY,203
65,5,PROSTITUTION & RELATED OFFENSES,23
66,5,FORGERY,182
67,5,DISORDERLY CONDUCT,32
68,5,INTOXICATED & IMPAIRED DRIVING,25
69,5,OTHER STATE LAWS (NON PENAL LA,14
70,5,OTHER TRAFFIC INFRACTION,42
71,5,OTHER STATE LAWS (NON PENAL LAW),791
72,5,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,47
73,5,ARSON,3
74,5,OTHER STATE LAWS,697
75,5,MOVING INFRACTIONS,1
76,5,F.C.A. P.I.N.O.S.,167
77,5,POSSESSION OF STOLEN PROPERTY 5,507
78,5,RAPE,10
79,5,VEHICLE AND TRAFFIC LAWS,106
80,5,THEFT-FRAUD,118
81,5,HARASSMENT,16
82,5,BURGLAR'S TOOLS,3
83,5,INTOXICATED/IMPAIRED DRIVING,5
84,5,CRIMINAL TRESPASS,106
85,5,OTHER OFFENSES RELATED TO THEFT,235
86,5,POSSESSION OF STOLEN PROPERTY,27
87,5,FELONY ASSAULT,143
88,5,GRAND LARCENY,358
89,5,DANGEROUS DRUGS,415
90,5,OFFENSES AGAINST PUBLIC ADMINISTRATION,189
91,5,FRAUDULENT ACCOSTING,13
92,5,ANTICIPATORY OFFENSES,16
93,5,FRAUDS,29
94,5,GRAND LARCENY OF MOTOR VEHICLE,6
95,5,ASSAULT 3 & RELATED OFFENSES,243
96,5,DANGEROUS WEAPONS,64
97,6,OFFENSES INVOLVING FRAUD,30
98,6,BURGLARY,55
99,6,DISORDERLY CONDUCT,81
100,6,FRAUDS,18
101,6,OTHER TRAFFIC INFRACTION,27
102,6,OFFENSES AGAINST THE PERSON,15
103,6,INTOXICATED & IMPAIRED DRIVING,288
104,6,SEX CRIMES,21
105,6,PETIT LARCENY,73
106,6,OTHER OFFENSES RELATED TO THEFT,466
