,Precinct,AgeGroup,PerpSex,CrimeCount
0,1,<18,F,98
1,1,25-44,F,438
2,1,45-64,M,975
3,1,<18,M,131
4,1,25-44,M,1793
5,1,18-24,F,296
6,1,18-24,M,807
7,1,65+,M,62
8,1,65+,F,14
9,1,45-64,F,163
10,5,25-44,M,2359
11,5,45-64,M,1197
12,5,65+,F,18
13,5,<18,F,118
14,5,25-44,F,499
15,5,<18,M,195
16,5,18-24,M,1096
17,5,18-24,F,285
18,5,45-64,F,278
19,5,65+,M,76
20,6,25-44,M,1941
21,6,45-64,M,883
22,6,45-64,F,79
23,6,65+,M,42
24,6,<18,F,36
25,6,18-24,M,899
26,6,<18,M,136
27,6,18-24,F,192
28,6,65+,F,2
29,6,25-44,F,289
30,7,45-64,F,97
31,7,45-64,M,611
32,7,65+,M,34
33,7,18-24,F,183
34,7,65+,F,6
35,7,<18,M,232
36,7,18-24,M,835
37,7,<18,F,57
38,7,25-44,F,240
39,7,25-44,M,1523
40,9,65+,M,36
41,9,<18,F,64
42,9,25-44,M,1617
43,9,45-64,M,727
44,9,45-64,F,100
45,9,<18,M,166
46,9,65+,F,2
47,9,18-24,F,221
48,9,25-44,F,251
49,9,18-24,M,853
50,10,45-64,M,838
51,10,45-64,F,86
52,10,<18,M,101
53,10,18-24,F,145
54,10,65+,M,30
55,10,<18,F,18
56,10,25-44,M,1564
57,10,18-24,M,625
58,10,25-44,F,226
59,10,65+,F,1
60,13,<18,M,164
61,13,45-64,M,1282
62,13,65+,F,5
63,13,45-64,F,176
64,13,18-24,M,1155
65,13,25-44,M,2189
66,13,25-44,F,377
67,13,65+,M,93
68,13,18-24,F,242
69,13,<18,F,79
70,14,45-64,M,3153
71,14,18-24,M,2740
72,14,<18,M,306
73,14,25-44,F,1239
74,14,45-64,F,588
75,14,18-24,F,890
76,14,25-44,M,5093
77,14,<18,F,221
78,14,65+,F,38
79,14,65+,M,109
80,17,25-44,F,171
81,17,<18,M,34
82,17,65+,F,3
83,17,65+,M,19
84,17,25-44,M,878
85,17,18-24,M,366
86,17,18-24,F,100
87,17,45-64,F,66
88,17,45-64,M,454
89,17,<18,F,1
90,18,<18,M,233
91,18,18-24,M,1111
92,18,45-64,M,1126
93,18,65+,F,14
94,18,45-64,F,148
95,18,25-44,M,2123
96,18,<18,F,59
97,18,65+,M,56
98,18,25-44,F,459
99,18,18-24,F,290
100,19,<18,M,120
101,19,65+,M,51
102,19,25-44,F,289
103,19,25-44,M,1256
104,19,18-24,M,502
105,19,45-64,F,120
106,19,65+,F,12
107,19,45-64,M,568
108,19,<18,F,58
109,19,18-24,F,178
110,20,25-44,F,188
111,20,18-24,M,370
112,20,45-64,M,429
113,20,<18,M,83
114,20,45-64,F,100
115,20,25-44,M,750
116,20,18-24,F,93
117,20,<18,F,43
118,20,65+,M,39
119,20,65+,F,14
120,22,45-64,F,4
121,22,<18,F,4
122,22,25-44,F,15
123,22,45-64,M,101
124,22,18-24,M,123
125,22,65+,M,11
126,22,25-44,M,164
127,22,18-24,F,10
128,22,<18,M,31
129,23,<18,M,352
130,23,65+,F,10
131,23,65+,M,57
132,23,18-24,M,1246
133,23,<18,F,75
134,23,25-44,M,2013
135,23,18-24,F,286
136,23,25-44,F,351
137,23,45-64,M,1144
138,23,45-64,F,166
139,24,65+,M,43
140,24,65+,F,7
141,24,25-44,M,993
142,24,18-24,M,551
143,24,25-44,F,230
144,24,<18,M,151
145,24,45-64,F,169
146,24,<18,F,24
147,24,18-24,F,146
148,24,45-64,M,660
149,25,45-64,M,2446
150,25,<18,F,64
151,25,45-64,F,318
152,25,65+,F,16
153,25,25-44,F,574
154,25,18-24,F,275
155,25,18-24,M,1620
156,25,<18,M,299
157,25,65+,M,102
158,25,25-44,M,4108
159,26,65+,F,11
160,26,18-24,F,196
161,26,<18,M,234
162,26,65+,M,26
163,26,25-44,F,195
164,26,<18,F,62
165,26,45-64,F,83
166,26,45-64,M,578
167,26,18-24,M,886
168,26,25-44,M,1339
169,28,45-64,M,1791
170,28,18-24,F,242
171,28,65+,F,19
172,28,<18,F,90
173,28,65+,M,88
174,28,25-44,F,459
175,28,45-64,F,331
176,28,<18,M,158
177,28,25-44,M,1846
178,28,18-24,M,867
179,30,<18,F,40
180,30,18-24,M,1167
181,30,65+,F,14
182,30,25-44,M,1799
183,30,65+,M,56
184,30,45-64,M,848
185,30,18-24,F,190
186,30,<18,M,234
187,30,45-64,F,140
188,30,25-44,F,311
189,32,<18,F,99
190,32,<18,M,313
191,32,25-44,F,420
192,32,45-64,F,226
193,32,18-24,F,270
194,32,25-44,M,1970
195,32,65+,M,58
196,32,45-64,M,1059
197,32,65+,F,9
198,32,18-24,M,1156
199,33,45-64,F,109
200,33,<18,M,259
201,33,25-44,F,320
202,33,65+,M,40
203,33,45-64,M,840
204,33,25-44,M,2312
205,33,18-24,M,1339
206,33,65+,F,2
207,33,18-24,F,193
208,33,<18,F,36
209,34,18-24,F,207
210,34,25-44,M,2280
211,34,<18,F,38
212,34,65+,F,3
213,34,45-64,F,111
214,34,<18,M,298
215,34,65+,M,42
216,34,18-24,M,1493
217,34,45-64,M,641
218,34,25-44,F,279
219,40,45-64,F,347
220,40,25-44,F,722
221,40,25-44,M,4393
222,40,65+,M,63
223,40,18-24,M,2620
224,40,<18,M,713
225,40,<18,F,198
226,40,45-64,M,1735
227,40,65+,F,4
228,40,18-24,F,501
229,41,45-64,M,1030
230,41,18-24,F,379
231,41,<18,M,466
232,41,18-24,M,1666
233,41,<18,F,147
234,41,45-64,F,228
235,41,65+,M,50
236,41,25-44,F,699
237,41,65+,F,2
238,41,25-44,M,2557
239,42,25-44,M,2061
240,42,25-44,F,601
241,42,65+,M,39
242,42,18-24,M,1449
243,42,45-64,M,947
244,42,<18,M,494
245,42,65+,F,5
246,42,<18,F,146
247,42,45-64,F,236
248,42,18-24,F,344
249,43,<18,F,164
250,43,25-44,M,2899
251,43,18-24,F,411
252,43,65+,M,42
253,43,<18,M,610
254,43,65+,F,5
255,43,45-64,M,1073
256,43,18-24,M,1959
257,43,25-44,F,698
258,43,45-64,F,266
259,44,25-44,F,987
260,44,65+,F,14
261,44,45-64,M,1960
262,44,25-44,M,4449
263,44,<18,F,238
264,44,45-64,F,393
265,44,<18,M,910
266,44,18-24,F,635
267,44,18-24,M,2836
268,44,65+,M,72
269,45,<18,M,205
270,45,65+,F,2
271,45,25-44,F,304
272,45,25-44,M,994
273,45,18-24,M,565
274,45,45-64,F,109
275,45,65+,M,16
276,45,<18,F,52
277,45,18-24,F,147
278,45,45-64,M,430
279,46,<18,M,510
280,46,25-44,F,577
281,46,45-64,F,240
282,46,65+,M,27
283,46,<18,F,104
284,46,65+,F,7
285,46,18-24,F,334
286,46,45-64,M,1310
287,46,18-24,M,1766
288,46,25-44,M,2978
289,47,45-64,M,817
290,47,65+,M,25
291,47,45-64,F,159
292,47,<18,F,121
293,47,18-24,F,303
294,47,18-24,M,1818
295,47,25-44,F,428
296,47,25-44,M,2464
297,47,<18,M,509
298,47,65+,F,4
299,48,65+,M,53
300,48,<18,F,111
301,48,25-44,M,2628
302,48,18-24,F,310
303,48,65+,F,8
304,48,<18,M,435
305,48,45-64,F,318
306,48,18-24,M,1406
307,48,25-44,F,631
308,48,45-64,M,1275
309,49,25-44,M,1672
310,49,45-64,M,606
311,49,18-24,F,166
312,49,<18,F,81
313,49,65+,F,3
314,49,18-24,M,1101
315,49,<18,M,349
316,49,25-44,F,314
317,49,45-64,F,124
318,49,65+,M,32
319,50,25-44,M,775
320,50,45-64,M,259
321,50,18-24,M,488
322,50,<18,F,41
323,50,<18,M,121
324,50,18-24,F,109
325,50,45-64,F,59
326,50,25-44,F,193
327,50,65+,F,3
328,50,65+,M,21
329,52,45-64,F,291
