,SchoolDist,AgeGroup,PerpSex,CrimeCount
0,1,25-44,F,405
1,1,<18,M,394
2,1,45-64,F,130
3,1,25-44,M,2749
4,1,45-64,M,1068
5,1,18-24,M,1404
6,1,65+,M,61
7,1,65+,F,6
8,1,18-24,F,262
9,1,<18,F,81
10,2,18-24,F,3160
11,2,65+,F,67
12,2,<18,M,2002
13,2,25-44,M,19162
14,2,45-64,F,1677
15,2,<18,F,1281
16,2,18-24,M,8781
17,2,45-64,M,9659
18,2,25-44,F,4028
19,2,65+,M,452
20,3,18-24,M,2025
21,3,65+,M,108
22,3,<18,F,207
23,3,25-44,F,772
24,3,65+,F,20
25,3,<18,M,674
26,3,45-64,M,2575
27,3,25-44,M,4081
28,3,18-24,F,421
29,3,45-64,F,405
30,4,65+,M,101
31,4,45-64,F,281
32,4,45-64,M,1738
33,4,18-24,M,2165
34,4,<18,M,769
35,4,18-24,F,339
36,4,<18,F,171
37,4,25-44,M,3823
38,4,65+,F,8
39,4,25-44,F,624
40,5,65+,M,175
41,5,45-64,F,718
42,5,25-44,F,1308
43,5,18-24,F,681
44,5,<18,M,1115
45,5,<18,F,293
46,5,65+,F,12
47,5,25-44,M,6614
48,5,45-64,M,3828
49,5,18-24,M,3515
50,6,45-64,M,2330
51,6,45-64,F,320
52,6,65+,M,112
53,6,<18,F,186
54,6,65+,F,7
55,6,18-24,M,5045
56,6,18-24,F,631
57,6,25-44,F,889
58,6,<18,M,1252
59,6,25-44,M,7272
60,7,65+,M,76
61,7,25-44,F,822
62,7,65+,F,5
63,7,45-64,M,2048
64,7,<18,F,318
65,7,25-44,M,4960
66,7,<18,M,1173
67,7,18-24,F,539
68,7,45-64,F,372
69,7,18-24,M,3037
70,8,65+,F,8
71,8,25-44,F,1259
72,8,65+,M,88
73,8,<18,F,389
74,8,45-64,M,1926
75,8,45-64,F,420
76,8,18-24,F,806
77,8,25-44,M,5275
78,8,<18,M,1341
79,8,18-24,M,3576
80,9,25-44,M,7567
81,9,25-44,F,1541
82,9,45-64,F,633
83,9,<18,F,492
84,9,45-64,M,3286
85,9,65+,F,9
86,9,<18,M,2291
87,9,18-24,F,792
88,9,65+,M,136
89,9,18-24,M,5360
90,10,25-44,F,1753
91,10,<18,M,2264
92,10,<18,F,475
93,10,18-24,F,970
94,10,18-24,M,5893
95,10,45-64,F,696
96,10,65+,F,7
97,10,65+,M,117
98,10,45-64,M,3285
99,10,25-44,M,8890
100,11,45-64,F,352
101,11,18-24,F,662
102,11,25-44,F,934
103,11,<18,F,291
104,11,45-64,M,1440
105,11,65+,F,10
106,11,65+,M,44
107,11,<18,M,1306
108,11,18-24,M,3058
109,11,25-44,M,4477
110,12,18-24,M,2783
111,12,25-44,M,4260
112,12,45-64,F,419
113,12,18-24,F,483
114,12,65+,M,79
115,12,45-64,M,1850
116,12,65+,F,7
117,12,<18,M,1072
118,12,<18,F,273
119,12,25-44,F,1030
120,13,45-64,M,2668
121,13,65+,M,86
122,13,45-64,F,478
123,13,18-24,M,2308
124,13,<18,F,213
125,13,25-44,M,4785
126,13,25-44,F,1044
127,13,18-24,F,512
128,13,<18,M,923
129,13,65+,F,8
130,14,25-44,M,3355
131,14,65+,F,10
132,14,25-44,F,535
133,14,65+,M,38
134,14,<18,M,746
135,14,45-64,M,1374
136,14,45-64,F,212
137,14,<18,F,107
138,14,18-24,M,2043
139,14,18-24,F,305
140,15,45-64,F,251
141,15,65+,F,6
142,15,25-44,M,3220
143,15,65+,M,30
144,15,<18,F,158
145,15,18-24,F,321
146,15,<18,M,713
147,15,25-44,F,715
148,15,45-64,M,1234
