,SchoolDist,AgeGroup,PerpSex,CrimeCount
149,15,18-24,M,1937
150,16,65+,M,52
151,16,45-64,M,1307
152,16,65+,F,8
153,16,<18,F,103
154,16,<18,M,587
155,16,18-24,F,280
156,16,25-44,M,2908
157,16,45-64,F,344
158,16,25-44,F,653
159,16,18-24,M,1691
160,17,65+,F,6
161,17,<18,M,1263
162,17,25-44,M,5695
163,17,45-64,M,2379
164,17,65+,M,88
165,17,25-44,F,969
166,17,18-24,F,585
167,17,18-24,M,3592
168,17,45-64,F,415
169,17,<18,F,313
170,18,45-64,F,114
171,18,18-24,F,227
172,18,<18,M,436
173,18,65+,M,31
174,18,25-44,F,349
175,18,<18,F,97
176,18,65+,F,2
177,18,45-64,M,666
178,18,18-24,M,1521
179,18,25-44,M,2153
180,19,65+,M,52
181,19,45-64,F,376
182,19,<18,M,1249
183,19,25-44,F,1280
184,19,25-44,M,5840
185,19,45-64,M,1957
186,19,18-24,F,674
187,19,65+,F,8
188,19,18-24,M,3834
189,19,<18,F,284
190,20,65+,M,25
191,20,18-24,F,276
192,20,18-24,M,1742
193,20,<18,F,130
194,20,45-64,F,140
195,20,25-44,M,2327
196,20,<18,M,687
197,20,25-44,F,466
198,20,65+,F,11
199,20,45-64,M,599
200,21,18-24,M,2050
201,21,45-64,F,217
202,21,25-44,F,512
203,21,45-64,M,923
204,21,65+,F,6
205,21,65+,M,53
206,21,18-24,F,302
207,21,<18,F,186
208,21,25-44,M,2857
209,21,<18,M,767
210,22,18-24,M,2409
211,22,45-64,F,207
212,22,18-24,F,443
213,22,65+,M,41
214,22,<18,M,982
215,22,65+,F,6
216,22,<18,F,275
217,22,25-44,M,2937
218,22,45-64,M,844
219,22,25-44,F,626
220,23,45-64,M,1922
221,23,25-44,F,905
222,23,65+,M,62
223,23,18-24,M,2417
224,23,65+,F,4
225,23,25-44,M,4138
226,23,<18,F,229
227,23,<18,M,872
228,23,18-24,F,450
229,23,45-64,F,340
230,24,<18,M,1240
231,24,65+,F,13
232,24,25-44,M,5951
233,24,18-24,M,3630
234,24,45-64,M,1386
235,24,65+,M,49
236,24,18-24,F,590
237,24,45-64,F,322
238,24,<18,F,301
239,24,25-44,F,892
240,25,65+,M,49
241,25,18-24,F,272
242,25,65+,F,27
243,25,<18,M,584
244,25,18-24,M,1467
245,25,<18,F,115
246,25,45-64,F,260
247,25,25-44,M,2552
248,25,25-44,F,503
249,25,45-64,M,964
250,26,18-24,M,780
251,26,18-24,F,118
252,26,<18,F,44
253,26,45-64,M,291
254,26,25-44,M,826
255,26,65+,M,13
256,26,65+,F,3
257,26,<18,M,289
258,26,25-44,F,158
259,26,45-64,F,84
260,27,45-64,F,281
261,27,<18,F,226
262,27,18-24,F,528
263,27,65+,M,56
264,27,45-64,M,1749
265,27,18-24,M,4020
266,27,<18,M,1336
267,27,65+,F,4
268,27,25-44,M,5507
269,27,25-44,F,906
270,28,45-64,F,348
271,28,18-24,M,3422
272,28,18-24,F,677
273,28,25-44,M,5202
274,28,65+,M,74
275,28,25-44,F,901
276,28,45-64,M,1963
277,28,65+,F,9
278,28,<18,M,973
279,28,<18,F,235
280,29,25-44,F,572
281,29,<18,M,569
282,29,65+,F,7
283,29,18-24,F,422
284,29,25-44,M,3485
285,29,<18,F,120
286,29,18-24,M,2478
287,29,45-64,M,1070
288,29,45-64,F,173
289,29,65+,M,49
290,30,18-24,M,3835
291,30,65+,F,6
292,30,18-24,F,489
293,30,25-44,M,6179
294,30,<18,F,174
295,30,45-64,F,255
296,30,45-64,M,1716
297,30,<18,M,1035
298,30,25-44,F,784
299,30,65+,M,79
300,31,18-24,M,3549
301,31,25-44,F,1177
302,31,65+,M,50
303,31,45-64,M,1458
304,31,45-64,F,384
305,31,18-24,F,812
306,31,<18,F,431
307,31,25-44,M,4853
308,31,65+,F,13
309,31,<18,M,1246
310,32,65+,F,4
311,32,25-44,M,2787
312,32,45-64,M,942
313,32,<18,F,115
314,32,18-24,F,252
315,32,65+,M,31
316,32,18-24,M,1697
317,32,<18,M,729
318,32,25-44,F,566
319,32,45-64,F,189
