,Precinct,AgeGroup,PerpSex,CrimeCount
244,41,45-64,F,223
245,41,<18,M,502
246,41,25-44,M,2588
247,41,25-44,F,755
248,41,<18,F,133
249,41,18-24,F,414
250,42,18-24,M,1232
251,42,65+,F,3
252,42,18-24,F,234
253,42,65+,M,48
254,42,45-64,M,1003
255,42,25-44,M,2095
256,42,45-64,F,292
257,42,25-44,F,579
258,42,<18,M,702
259,42,<18,F,215
260,43,25-44,M,3965
261,43,927,F,1
262,43,65+,M,54
263,43,18-24,M,2676
264,43,<18,F,262
265,43,45-64,M,1412
266,43,45-64,F,297
267,43,65+,F,9
268,43,18-24,F,450
269,43,<18,M,1085
270,43,25-44,F,895
271,44,<18,F,197
272,44,18-24,M,3133
273,44,18-24,F,447
274,44,1018,M,1
275,44,65+,F,7
276,44,25-44,F,1105
277,44,45-64,M,2184
278,44,65+,M,89
279,44,45-64,F,510
280,44,25-44,M,4943
281,44,937,M,1
282,44,<18,M,1189
283,45,65+,F,4
284,45,<18,F,98
285,45,18-24,F,142
286,45,<18,M,456
287,45,25-44,M,1108
288,45,25-44,F,286
289,45,45-64,M,433
290,45,65+,M,22
291,45,45-64,F,110
292,45,18-24,M,679
293,46,18-24,F,511
294,46,65+,M,51
295,46,45-64,M,1856
296,46,25-44,F,966
297,46,45-64,F,433
298,46,18-24,M,3344
299,46,937,M,1
300,46,25-44,M,4879
301,46,<18,F,266
302,46,65+,F,5
303,46,<18,M,1336
304,47,18-24,F,327
305,47,25-44,F,540
306,47,25-44,M,2643
307,47,45-64,F,204
308,47,65+,M,19
309,47,2007,M,2
310,47,45-64,M,864
311,47,18-24,M,2119
312,47,<18,F,142
313,47,935,M,1
314,47,1916,M,2
315,47,<18,M,753
316,48,45-64,F,217
317,48,<18,M,588
318,48,25-44,M,2599
319,48,18-24,F,265
320,48,25-44,F,652
321,48,65+,M,33
322,48,65+,F,6
323,48,<18,F,116
324,48,45-64,M,1100
325,48,18-24,M,1455
326,48,937,M,1
327,49,<18,M,422
328,49,65+,F,3
329,49,65+,M,9
330,49,25-44,M,1014
331,49,45-64,F,62
332,49,25-44,F,199
333,49,45-64,M,338
334,49,18-24,F,123
335,49,18-24,M,760
336,49,<18,F,86
337,50,18-24,M,572
338,50,25-44,M,911
339,50,65+,M,15
340,50,25-44,F,163
341,50,45-64,F,53
342,50,<18,F,75
343,50,65+,F,2
344,50,18-24,F,86
345,50,<18,M,338
346,50,45-64,M,315
347,52,45-64,F,231
348,52,<18,F,131
349,52,45-64,M,1092
350,52,25-44,F,750
351,52,25-44,M,3620
352,52,<18,M,717
353,52,18-24,F,371
354,52,18-24,M,2092
355,52,65+,M,50
356,52,65+,F,2
357,60,25-44,F,401
358,60,18-24,F,196
359,60,45-64,F,150
360,60,<18,M,486
361,60,18-24,M,1142
362,60,25-44,M,1688
363,60,65+,M,38
364,60,45-64,M,599
365,60,<18,F,98
366,60,65+,F,9
367,61,65+,F,4
368,61,18-24,M,1028
369,61,65+,M,15
370,61,25-44,F,163
371,61,18-24,F,99
372,61,45-64,F,83
373,61,<18,M,439
374,61,25-44,M,1092
375,61,<18,F,76
376,61,45-64,M,339
377,62,25-44,M,960
378,62,<18,F,95
379,62,65+,M,15
380,62,18-24,M,736
381,62,65+,F,1
382,62,18-24,F,123
383,62,<18,M,400
384,62,45-64,M,267
385,62,45-64,F,66
386,62,25-44,F,252
387,63,18-24,M,560
388,63,45-64,M,260
389,63,25-44,F,202
390,63,45-64,F,54
391,63,18-24,F,155
392,63,<18,F,69
393,63,25-44,M,835
394,63,<18,M,233
395,63,65+,F,2
396,63,65+,M,6
397,66,65+,M,11
398,66,18-24,F,69
399,66,25-44,M,661
400,66,<18,F,56
401,66,45-64,M,196
402,66,65+,F,3
403,66,18-24,M,423
404,66,<18,M,245
405,66,25-44,F,111
406,66,45-64,F,49
407,67,<18,F,100
408,67,65+,M,35
409,67,25-44,F,414
410,67,<18,M,484
411,67,18-24,F,253
412,67,18-24,M,1641
413,67,25-44,M,2416
414,67,45-64,F,144
415,67,65+,F,7
416,67,45-64,M,813
417,68,18-24,F,104
418,68,65+,F,6
419,68,25-44,F,178
420,68,<18,M,267
421,68,45-64,F,54
422,68,<18,F,46
423,68,25-44,M,772
424,68,65+,M,17
425,68,18-24,M,551
426,68,45-64,M,211
427,69,18-24,M,764
428,69,45-64,M,267
429,69,<18,M,294
430,69,18-24,F,140
431,69,25-44,F,237
432,69,65+,M,12
433,69,45-64,F,76
434,69,25-44,M,968
435,69,<18,F,89
436,70,18-24,F,257
437,70,<18,F,116
438,70,<18,M,621
439,70,45-64,M,625
440,70,65+,M,17
441,70,18-24,M,1491
442,70,45-64,F,135
443,70,25-44,M,2076
444,70,25-44,F,409
445,70,65+,F,3
446,71,25-44,M,1780
447,71,45-64,M,649
448,71,18-24,F,185
449,71,25-44,F,349
450,71,18-24,M,1118
451,71,65+,M,35
452,71,65+,F,1
453,71,<18,M,531
454,71,<18,F,157
455,71,45-64,F,111
456,72,45-64,F,96
457,72,25-44,F,308
458,72,<18,F,58
459,72,18-24,F,125
460,72,25-44,M,1703
461,72,18-24,M,921
462,72,65+,M,24
463,72,<18,M,360
464,72,65+,F,4
465,72,45-64,M,437
466,73,25-44,M,4139
467,73,<18,M,972
468,73,<18,F,169
469,73,18-24,M,2482
470,73,1024,M,1
471,73,18-24,F,413
472,73,65+,M,55
473,73,65+,F,5
474,73,45-64,F,378
475,73,45-64,M,1774
476,73,25-44,F,901
477,75,65+,F,5
478,75,65+,M,52
479,75,25-44,M,5000
480,75,18-24,M,3239
481,75,<18,M,1197
482,75,45-64,F,344
483,75,45-64,M,1710
484,75,<18,F,235
485,75,25-44,F,1232
486,75,18-24,F,655
487,76,45-64,M,407
488,76,25-44,F,230
489,76,<18,M,200
490,76,25-44,M,774
491,76,45-64,F,92
492,76,65+,M,13
493,76,<18,F,43
494,76,18-24,F,54
495,76,65+,F,2
496,76,18-24,M,385
497,77,65+,F,3
498,77,<18,F,88
499,77,18-24,M,1274
500,77,45-64,F,272
501,77,25-44,F,566
502,77,18-24,F,189
503,77,45-64,M,1246
504,77,65+,M,65
505,77,<18,M,513
506,77,25-44,M,2323
507,78,45-64,F,44
508,78,1048,M,1
509,78,45-64,M,303
510,78,25-44,F,133
511,78,65+,M,14
512,78,<18,M,129
513,78,<18,F,35
514,78,18-24,M,301
515,78,25-44,M,665
516,78,18-24,F,48
517,78,65+,F,1
518,79,18-24,M,1357
519,79,25-44,F,605
520,79,45-64,M,1646
521,79,<18,F,100
522,79,65+,M,67
523,79,18-24,F,237
524,79,<18,M,447
525,79,25-44,M,2712
526,79,45-64,F,306
527,79,65+,F,6
528,81,45-64,M,827
529,81,<18,F,74
530,81,65+,M,29
531,81,45-64,F,217
532,81,25-44,F,447
533,81,<18,M,413
534,81,18-24,F,160
535,81,25-44,M,1786
536,81,65+,F,2
537,81,18-24,M,1073
538,83,18-24,M,1596
539,83,45-64,F,186
540,83,25-44,F,598
541,83,65+,M,22
542,83,18-24,F,308
543,83,<18,F,143
544,83,25-44,M,2790
545,83,<18,M,603
546,83,45-64,M,868
547,83,65+,F,2
548,84,45-64,M,667
549,84,65+,F,4
550,84,18-24,M,802
551,84,<18,M,341
552,84,18-24,F,231
553,84,25-44,F,405
554,84,<18,F,90
555,84,25-44,M,1604
556,84,65+,M,23
557,84,45-64,F,172
558,88,18-24,M,497
559,88,25-44,M,938
560,88,25-44,F,271
561,88,<18,M,270
562,88,65+,F,4
563,88,45-64,M,464
564,88,45-64,F,125
565,88,65+,M,9
566,88,18-24,F,129
567,88,<18,F,60
568,90,65+,M,24
569,90,18-24,F,144
570,90,25-44,M,1663
571,90,65+,F,1
572,90,<18,M,490
573,90,45-64,M,551
574,90,<18,F,73
575,90,45-64,F,67
576,90,18-24,M,1006
577,90,25-44,F,234
578,94,18-24,M,293
579,94,<18,F,25
580,94,<18,M,156
581,94,45-64,M,209
582,94,18-24,F,35
583,94,25-44,F,65
584,94,45-64,F,19
585,94,65+,M,6
586,94,25-44,M,603
587,100,18-24,M,499
588,100,25-44,M,587
589,100,<18,M,242
590,100,65+,M,9
591,100,25-44,F,137
592,100,45-64,F,63
593,100,45-64,M,250
594,100,<18,F,62
595,100,18-24,F,55
596,101,45-64,M,378
597,101,<18,F,68
598,101,<18,M,423
599,101,45-64,F,57
600,101,65+,M,8
601,101,18-24,F,147
602,101,65+,F,1
603,101,25-44,M,1334
604,101,25-44,F,173
605,101,18-24,M,1269
606,102,18-24,F,179
607,102,25-44,M,1968
608,102,65+,F,2
609,102,25-44,F,356
610,102,45-64,F,83
611,102,<18,F,79
612,102,45-64,M,437
613,102,65+,M,13
614,102,18-24,M,1241
615,102,<18,M,406
616,103,18-24,M,1991
617,103,<18,F,146
618,103,25-44,M,3025
619,103,25-44,F,488
620,103,1922,M,1
621,103,45-64,F,221
622,103,65+,M,43
623,103,45-64,M,1094
624,103,65+,F,4
625,103,<18,M,628
626,103,18-24,F,350
627,104,65+,F,1
628,104,25-44,M,1521
629,104,18-24,M,914
630,104,1947,M,1
631,104,65+,M,12
632,104,18-24,F,132
633,104,45-64,F,91
634,104,45-64,M,385
635,104,25-44,F,245
636,104,<18,M,410
637,104,<18,F,64
638,105,<18,M,316
639,105,25-44,M,1478
640,105,18-24,F,221
641,105,25-44,F,285
642,105,45-64,M,403
643,105,65+,F,1
644,105,45-64,F,64
645,105,<18,F,68
646,105,18-24,M,1072
647,105,65+,M,18
648,106,45-64,M,368
649,106,<18,M,318
650,106,65+,M,10
651,106,25-44,M,1346
652,106,18-24,M,993
653,106,45-64,F,48
654,106,938,F,1
655,106,65+,F,1
656,106,18-24,F,127
657,106,25-44,F,171
658,106,1928,F,1
659,106,<18,F,53
660,106,1937,M,1
661,107,<18,F,75
662,107,65+,M,14
663,107,65+,F,5
664,107,25-44,F,191
665,107,18-24,M,807
666,107,45-64,M,306
667,107,<18,M,361
668,107,18-24,F,161
669,107,25-44,M,1113
670,107,45-64,F,63
671,108,45-64,F,50
672,108,25-44,F,157
673,108,<18,F,59
674,108,65+,F,2
675,108,<18,M,284
676,108,45-64,M,371
677,108,25-44,M,1291
678,108,65+,M,14
679,108,18-24,F,93
680,108,18-24,M,676
681,109,45-64,M,673
682,109,<18,M,372
683,109,65+,F,10
684,109,18-24,F,209
685,109,45-64,F,194
686,109,25-44,M,1715
687,109,<18,F,100
688,109,65+,M,34
689,109,25-44,F,416
690,109,18-24,M,940
691,110,<18,F,231
692,110,18-24,M,1703
693,110,45-64,F,160
694,110,25-44,M,2510
695,110,65+,F,6
696,110,25-44,F,427
697,110,65+,M,18
698,110,<18,M,543
699,110,45-64,M,600
700,110,18-24,F,334
701,111,25-44,M,591
702,111,18-24,M,530
703,111,65+,F,1
704,111,<18,F,45
705,111,25-44,F,81
706,111,65+,M,10
707,111,18-24,F,67
708,111,<18,M,284
709,111,45-64,F,52
710,111,45-64,M,191
711,112,45-64,M,290
712,112,25-44,F,188
713,112,<18,M,195
714,112,<18,F,39
715,112,25-44,M,917
716,112,18-24,M,523
717,112,45-64,F,84
718,112,65+,F,5
719,112,18-24,F,83
720,112,65+,M,19
721,113,18-24,F,402
722,113,65+,F,6
723,113,18-24,M,1267
724,113,45-64,F,160
725,113,65+,M,50
726,113,45-64,M,1170
727,113,<18,M,276
728,113,25-44,F,443
729,113,25-44,M,2473
730,113,<18,F,131
731,114,18-24,F,246
732,114,65+,F,2
733,114,<18,M,504
734,114,45-64,M,705
735,114,25-44,M,2444
736,114,25-44,F,422
737,114,18-24,M,1603
738,114,45-64,F,126
739,114,<18,F,133
740,114,65+,M,29
741,115,25-44,M,3891
742,115,65+,M,41
743,115,25-44,F,387
744,115,65+,F,6
745,115,18-24,F,220
746,115,<18,F,70
747,115,45-64,M,902
748,115,18-24,M,2323
749,115,<18,M,452
750,115,45-64,F,123
751,120,25-44,M,3192
752,120,18-24,F,436
753,120,18-24,M,2270
754,120,45-64,F,285
755,120,<18,M,827
756,120,25-44,F,845
757,120,45-64,M,1039
758,120,65+,F,11
759,120,<18,F,224
760,120,65+,M,47
761,122,1953,M,1
762,122,45-64,F,127
763,122,18-24,F,296
764,122,65+,F,5
765,122,18-24,M,1148
766,122,<18,F,137
767,122,45-64,M,396
768,122,25-44,F,362
769,122,65+,M,13
770,122,<18,M,530
771,122,929,M,1
772,122,25-44,M,1379
773,123,<18,M,203
774,123,25-44,M,482
775,123,<18,F,36
776,123,65+,M,9
777,123,18-24,F,58
778,123,65+,F,2
779,123,18-24,M,390
780,123,45-64,F,44
781,123,45-64,M,129
782,123,25-44,F,80
