,Precinct,AgeGroup,PerpSex,CrimeCount
92,18,45-64,M,981
93,18,18-24,F,267
94,18,25-44,F,494
95,18,65+,M,60
96,18,18-24,M,1112
97,18,<18,M,177
98,18,45-64,F,167
99,18,<18,F,38
100,19,25-44,F,265
101,19,45-64,F,104
102,19,25-44,M,1154
103,19,65+,F,7
104,19,45-64,M,525
105,19,65+,M,34
106,19,<18,M,99
107,19,<18,F,48
108,19,18-24,F,161
109,19,18-24,M,433
110,20,18-24,F,109
111,20,65+,F,5
112,20,25-44,F,175
113,20,<18,F,31
114,20,65+,M,28
115,20,18-24,M,281
116,20,45-64,M,380
117,20,25-44,M,685
118,20,<18,M,106
119,20,45-64,F,76
120,22,25-44,M,147
121,22,25-44,F,23
122,22,<18,M,21
123,22,45-64,F,8
124,22,45-64,M,114
125,22,65+,M,9
126,22,18-24,F,8
127,22,<18,F,3
128,22,65+,F,1
129,22,18-24,M,85
130,23,25-44,F,361
131,23,65+,F,4
132,23,25-44,M,1986
133,23,18-24,F,240
134,23,<18,M,271
135,23,65+,M,49
136,23,45-64,M,1005
137,23,18-24,M,1025
138,23,45-64,F,151
139,23,<18,F,49
140,24,25-44,M,993
141,24,45-64,F,97
142,24,65+,F,7
143,24,<18,M,141
144,24,65+,M,33
145,24,45-64,M,562
146,24,25-44,F,213
147,24,18-24,F,121
148,24,<18,F,31
149,24,18-24,M,532
150,25,25-44,F,444
151,25,<18,M,262
152,25,18-24,F,231
153,25,65+,F,4
154,25,45-64,F,213
155,25,18-24,M,1288
156,25,45-64,M,1650
157,25,<18,F,51
158,25,25-44,M,3209
159,25,65+,M,55
160,26,25-44,F,153
161,26,18-24,M,502
162,26,45-64,M,482
163,26,<18,M,151
164,26,18-24,F,104
165,26,65+,M,13
166,26,45-64,F,56
167,26,<18,F,45
168,26,25-44,M,945
169,26,65+,F,2
170,28,<18,M,161
171,28,25-44,M,1421
172,28,65+,M,49
173,28,45-64,M,1150
174,28,18-24,M,628
175,28,65+,F,7
176,28,45-64,F,239
177,28,<18,F,52
178,28,18-24,F,179
179,28,25-44,F,359
180,30,45-64,F,113
181,30,25-44,M,1457
182,30,<18,M,200
183,30,65+,F,3
184,30,65+,M,35
185,30,25-44,F,239
186,30,18-24,M,841
187,30,18-24,F,143
188,30,45-64,M,627
189,30,<18,F,51
190,32,<18,M,271
191,32,18-24,F,264
192,32,45-64,F,229
193,32,18-24,M,961
194,32,<18,F,80
195,32,45-64,M,929
196,32,25-44,F,421
197,32,65+,F,12
198,32,25-44,M,1858
199,32,65+,M,71
200,33,45-64,M,659
201,33,<18,F,17
202,33,25-44,F,211
203,33,25-44,M,1815
204,33,65+,M,45
205,33,18-24,M,979
206,33,<18,M,201
207,33,18-24,F,143
208,33,65+,F,2
209,33,45-64,F,103
210,34,45-64,M,584
211,34,25-44,F,298
212,34,65+,M,35
213,34,<18,F,36
214,34,25-44,M,1897
215,34,65+,F,2
216,34,18-24,M,1183
217,34,18-24,F,162
218,34,45-64,F,97
219,34,<18,M,234
220,40,18-24,M,2554
221,40,<18,F,160
222,40,25-44,F,886
223,40,65+,F,5
224,40,45-64,F,343
225,40,18-24,F,525
226,40,25-44,M,4749
227,40,65+,M,33
228,40,<18,M,707
229,40,45-64,M,2154
230,41,65+,F,4
231,41,18-24,M,1675
232,41,18-24,F,348
233,41,45-64,F,197
234,41,65+,M,28
235,41,<18,F,74
236,41,45-64,M,880
237,41,25-44,F,522
238,41,25-44,M,2322
239,41,<18,M,481
240,42,45-64,M,934
241,42,25-44,F,467
242,42,45-64,F,188
243,42,65+,F,6
244,42,18-24,F,271
245,42,18-24,M,1220
246,42,25-44,M,2014
247,42,<18,M,429
248,42,65+,M,45
249,42,<18,F,139
250,43,18-24,M,1563
251,43,<18,M,495
252,43,25-44,F,537
253,43,25-44,M,2442
254,43,18-24,F,359
255,43,65+,M,36
256,43,45-64,F,181
257,43,45-64,M,782
258,43,<18,F,133
259,43,65+,F,12
260,44,45-64,F,270
261,44,65+,F,9
262,44,25-44,F,695
263,44,45-64,M,1495
264,44,18-24,F,472
265,44,<18,M,720
266,44,18-24,M,2594
267,44,65+,M,60
268,44,<18,F,154
269,44,25-44,M,3981
270,45,18-24,F,220
271,45,25-44,M,870
272,45,<18,M,203
273,45,65+,F,3
274,45,65+,M,12
275,45,18-24,M,539
276,45,45-64,M,353
277,45,<18,F,155
278,45,45-64,F,131
279,45,25-44,F,372
280,46,25-44,M,2435
281,46,25-44,F,481
282,46,65+,M,38
283,46,45-64,M,1013
284,46,<18,F,76
285,46,18-24,F,268
286,46,45-64,F,176
287,46,<18,M,361
288,46,18-24,M,1533
289,46,65+,F,2
290,47,25-44,F,449
291,47,<18,M,397
292,47,45-64,M,766
293,47,45-64,F,141
294,47,18-24,M,1415
295,47,65+,M,28
296,47,18-24,F,283
297,47,<18,F,96
298,47,25-44,M,2162
299,48,25-44,F,515
300,48,18-24,F,274
301,48,65+,F,2
302,48,<18,F,97
303,48,65+,M,37
304,48,18-24,M,1364
305,48,25-44,M,2339
306,48,45-64,M,944
307,48,<18,M,396
308,48,45-64,F,165
309,49,65+,F,2
310,49,45-64,F,102
311,49,25-44,F,254
312,49,45-64,M,542
313,49,18-24,F,166
314,49,25-44,M,1408
315,49,<18,M,229
316,49,18-24,M,889
317,49,<18,F,62
318,49,65+,M,28
319,50,65+,F,1
320,50,<18,F,17
321,50,45-64,M,241
322,50,25-44,M,788
323,50,18-24,F,97
324,50,18-24,M,502
325,50,<18,M,113
326,50,65+,M,10
327,50,25-44,F,166
328,50,45-64,F,46
329,52,<18,F,96
330,52,45-64,F,213
331,52,65+,M,45
332,52,18-24,F,327
333,52,25-44,F,567
334,52,45-64,M,1086
335,52,25-44,M,2893
336,52,18-24,M,1677
337,52,<18,M,414
338,52,65+,F,6
339,60,25-44,M,1933
340,60,45-64,M,724
341,60,<18,M,379
342,60,25-44,F,380
343,60,65+,M,34
344,60,18-24,F,203
345,60,18-24,M,1066
346,60,65+,F,9
347,60,45-64,F,149
348,60,<18,F,96
349,61,<18,F,31
350,61,18-24,M,674
351,61,18-24,F,85
352,61,45-64,M,316
353,61,65+,F,10
354,61,45-64,F,102
355,61,65+,M,21
356,61,<18,M,183
357,61,25-44,F,215
358,61,25-44,M,1173
359,62,<18,M,157
360,62,45-64,M,340
361,62,45-64,F,99
362,62,18-24,F,101
363,62,25-44,M,1177
364,62,25-44,F,273
365,62,<18,F,20
366,62,65+,F,4
367,62,18-24,M,570
368,62,65+,M,29
369,63,18-24,M,483
370,63,45-64,F,54
371,63,65+,F,3
372,63,25-44,F,194
373,63,18-24,F,104
374,63,<18,F,39
375,63,65+,M,15
376,63,25-44,M,883
377,63,45-64,M,285
378,63,<18,M,123
379,66,65+,M,18
380,66,<18,F,11
381,66,18-24,F,49
382,66,<18,M,116
383,66,18-24,M,503
384,66,45-64,M,263
385,66,65+,F,4
386,66,25-44,M,917
387,66,25-44,F,110
388,66,45-64,F,47
389,67,45-64,F,175
390,67,25-44,M,2839
391,67,25-44,F,485
392,67,18-24,M,1422
393,67,<18,M,301
394,67,18-24,F,303
395,67,45-64,M,1084
396,67,65+,F,5
397,67,<18,F,68
398,67,65+,M,72
399,68,18-24,M,500
400,68,25-44,M,906
401,68,25-44,F,162
402,68,<18,M,124
403,68,65+,M,13
404,68,18-24,F,66
405,68,45-64,M,300
406,68,<18,F,17
407,68,45-64,F,56
408,69,25-44,M,1122
409,69,25-44,F,249
410,69,18-24,M,681
411,69,45-64,M,412
412,69,<18,M,224
413,69,65+,F,4
414,69,<18,F,67
415,69,18-24,F,130
416,69,45-64,F,87
417,69,65+,M,9
418,70,45-64,F,132
419,70,<18,F,101
420,70,45-64,M,540
421,70,25-44,M,1706
422,70,18-24,M,932
423,70,18-24,F,206
424,70,65+,M,28
425,70,25-44,F,323
426,70,<18,M,408
427,70,65+,F,8
428,71,18-24,F,188
429,71,18-24,M,968
430,71,25-44,F,341
431,71,25-44,M,1899
432,71,65+,F,8
433,71,45-64,M,760
434,71,45-64,F,124
435,71,<18,F,87
436,71,<18,M,318
437,71,65+,M,40
438,72,25-44,M,1429
439,72,<18,F,23
440,72,18-24,M,699
441,72,25-44,F,220
442,72,<18,M,141
443,72,45-64,M,432
444,72,18-24,F,89
445,72,45-64,F,80
446,72,65+,F,4
447,72,65+,M,26
448,73,<18,M,581
449,73,25-44,M,3356
450,73,65+,F,4
451,73,45-64,F,281
452,73,65+,M,56
453,73,18-24,F,338
454,73,45-64,M,1682
455,73,25-44,F,669
456,73,<18,F,151
457,73,18-24,M,1842
458,75,<18,M,715
459,75,45-64,F,405
460,75,65+,M,74
461,75,25-44,F,1060
462,75,18-24,F,544
463,75,<18,F,172
464,75,45-64,M,1874
465,75,25-44,M,4394
466,75,18-24,M,2574
467,75,65+,F,18
468,76,25-44,F,105
469,76,<18,M,63
470,76,45-64,F,58
471,76,18-24,F,66
472,76,18-24,M,288
473,76,<18,F,21
474,76,45-64,M,299
475,76,25-44,M,719
476,76,65+,M,11
477,77,<18,M,238
478,77,65+,M,37
479,77,45-64,M,923
480,77,45-64,F,154
481,77,<18,F,34
482,77,18-24,F,193
483,77,25-44,M,1722
484,77,18-24,M,750
485,77,25-44,F,328
486,77,65+,F,8
487,78,65+,M,15
488,78,18-24,M,474
489,78,25-44,F,232
490,78,45-64,F,98
491,78,18-24,F,98
492,78,<18,F,34
493,78,45-64,M,464
494,78,25-44,M,866
495,78,<18,M,135
496,78,65+,F,4
497,79,65+,F,9
498,79,65+,M,44
499,79,<18,F,37
500,79,25-44,M,2003
501,79,25-44,F,331
502,79,18-24,M,947
503,79,45-64,F,159
504,79,45-64,M,1136
505,79,18-24,F,160
506,79,<18,M,261
507,81,18-24,F,174
508,81,<18,F,69
509,81,45-64,F,127
510,81,25-44,M,1445
511,81,18-24,M,899
512,81,<18,M,230
513,81,65+,M,21
514,81,25-44,F,288
515,81,65+,F,2
516,81,45-64,M,685
517,83,25-44,F,304
518,83,18-24,M,879
519,83,25-44,M,1854
520,83,65+,F,1
521,83,65+,M,22
522,83,45-64,M,808
523,83,<18,M,160
524,83,18-24,F,159
525,83,<18,F,37
526,83,45-64,F,107
527,84,45-64,F,185
528,84,25-44,M,1497
529,84,<18,F,109
530,84,45-64,M,738
531,84,65+,M,32
532,84,25-44,F,437
533,84,65+,F,5
534,84,18-24,F,261
535,84,<18,M,245
536,84,18-24,M,842
537,88,25-44,F,246
538,88,<18,F,39
539,88,18-24,F,127
540,88,65+,F,8
541,88,18-24,M,390
542,88,45-64,M,424
543,88,45-64,F,136
544,88,<18,M,155
545,88,25-44,M,773
546,88,65+,M,18
547,90,45-64,F,62
548,90,65+,M,16
549,90,65+,F,1
550,90,<18,F,54
551,90,25-44,F,187
552,90,<18,M,294
553,90,25-44,M,1506
554,90,18-24,M,852
555,90,45-64,M,500
556,90,18-24,F,136
557,94,25-44,M,654
558,94,65+,M,9
559,94,18-24,M,292
560,94,<18,F,24
561,94,45-64,M,240
562,94,45-64,F,27
563,94,<18,M,45
564,94,18-24,F,46
565,94,65+,F,1
566,94,25-44,F,75
567,100,45-64,F,69
568,100,<18,F,24
569,100,18-24,F,99
570,100,<18,M,177
571,100,18-24,M,492
572,100,25-44,M,723
573,100,65+,M,16
574,100,45-64,M,352
575,100,25-44,F,158
576,101,45-64,F,84
577,101,<18,F,56
578,101,65+,M,10
579,101,18-24,M,714
580,101,25-44,M,1285
581,101,45-64,M,419
582,101,<18,M,213
583,101,25-44,F,266
584,101,18-24,F,125
585,102,<18,F,42
586,102,18-24,F,126
587,102,25-44,F,275
588,102,65+,F,6
589,102,18-24,M,917
590,102,65+,M,22
591,102,25-44,M,1528
592,102,<18,M,222
593,102,45-64,M,485
594,102,45-64,F,113
595,103,25-44,F,671
596,103,65+,F,6
597,103,65+,M,61
598,103,<18,M,459
599,103,18-24,F,418
600,103,45-64,F,318
601,103,25-44,M,3394
602,103,45-64,M,1518
603,103,<18,F,114
604,103,18-24,M,2020
605,104,45-64,F,105
606,104,<18,M,185
607,104,45-64,M,474
608,104,25-44,M,1485
609,104,65+,F,5
610,104,25-44,F,261
611,104,18-24,M,817
612,104,65+,M,41
613,104,<18,F,39
614,104,18-24,F,131
615,105,18-24,M,839
616,105,18-24,F,233
617,105,25-44,M,1612
618,105,25-44,F,376
619,105,65+,M,24
620,105,<18,M,156
621,105,45-64,F,133
622,105,65+,F,3
623,105,<18,F,27
624,105,45-64,M,532
625,106,25-44,F,235
626,106,<18,F,24
627,106,45-64,M,494
628,106,65+,F,6
629,106,45-64,F,100
630,106,18-24,F,110
631,106,<18,M,216
632,106,25-44,M,1335
633,106,18-24,M,867
634,106,65+,M,34
635,107,45-64,M,375
636,107,18-24,F,120
637,107,45-64,F,77
638,107,<18,F,38
639,107,25-44,M,1034
640,107,<18,M,240
641,107,65+,F,6
642,107,25-44,F,202
643,107,18-24,M,724
644,107,65+,M,10
645,108,18-24,F,79
646,108,65+,M,16
647,108,25-44,M,1134
648,108,<18,M,111
649,108,45-64,F,46
650,108,<18,F,9
651,108,45-64,M,327
652,108,25-44,F,138
653,108,18-24,M,540
654,109,65+,F,14
655,109,25-44,F,512
656,109,65+,M,54
657,109,<18,F,83
658,109,18-24,M,885
659,109,<18,M,291
660,109,45-64,F,231
661,109,25-44,M,1565
662,109,18-24,F,173
663,109,45-64,M,665
664,110,65+,M,41
665,110,<18,F,159
666,110,<18,M,359
667,110,25-44,M,2067
668,110,18-24,M,1338
669,110,25-44,F,426
670,110,45-64,F,189
671,110,45-64,M,566
672,110,65+,F,20
673,110,18-24,F,302
674,111,<18,M,94
675,111,65+,M,13
676,111,<18,F,14
677,111,65+,F,4
678,111,18-24,M,340
679,111,25-44,M,517
680,111,25-44,F,156
681,111,45-64,M,192
682,111,45-64,F,70
683,111,18-24,F,70
684,112,25-44,M,854
685,112,65+,F,7
686,112,45-64,F,87
687,112,<18,F,19
688,112,18-24,M,444
689,112,25-44,F,205
690,112,45-64,M,355
691,112,18-24,F,105
692,112,65+,M,21
693,112,<18,M,137
694,113,45-64,F,194
695,113,<18,M,171
696,113,<18,F,73
697,113,65+,F,4
698,113,18-24,M,1283
699,113,25-44,F,532
700,113,45-64,M,1315
701,113,25-44,M,2990
702,113,65+,M,97
703,113,18-24,F,368
704,114,65+,F,9
705,114,65+,M,29
706,114,18-24,F,183
707,114,45-64,M,701
708,114,25-44,F,408
709,114,25-44,M,2289
710,114,45-64,F,149
711,114,<18,F,63
712,114,18-24,M,1213
713,114,<18,M,221
714,115,18-24,M,1490
715,115,65+,M,35
716,115,65+,F,6
717,115,18-24,F,186
718,115,25-44,M,2589
719,115,45-64,F,111
720,115,<18,M,217
721,115,<18,F,30
722,115,25-44,F,424
723,115,45-64,M,632
724,120,65+,F,4
725,120,<18,F,53
726,120,45-64,F,102
727,120,25-44,M,1594
728,120,25-44,F,332
729,120,18-24,M,815
730,120,65+,M,25
731,120,18-24,F,176
732,120,<18,M,292
733,120,45-64,M,573
734,121,25-44,F,475
735,121,45-64,F,118
736,121,65+,F,9
737,121,25-44,M,1382
738,121,18-24,M,796
739,121,45-64,M,461
740,121,<18,M,194
741,121,65+,M,26
742,121,<18,F,82
743,121,18-24,F,229
744,122,18-24,M,327
745,122,<18,M,131
746,122,65+,F,7
747,122,25-44,M,723
748,122,45-64,M,318
749,122,<18,F,28
750,122,45-64,F,93
751,122,65+,M,23
752,122,18-24,F,82
753,122,25-44,F,209
754,123,<18,F,14
755,123,65+,M,18
756,123,45-64,M,171
757,123,<18,M,111
758,123,25-44,M,618
759,123,45-64,F,40
760,123,25-44,F,146
761,123,18-24,M,252
762,123,65+,F,5
763,123,18-24,F,64
