,BoroCode,OfnsDesc,CrimeCount
0,1,ABORTION,1
1,1,DISORDERLY CONDUCT,770
2,1,OFFENSES AGAINST PUBLIC SAFETY,41
3,1,ARSON,40
4,1,OFFENSES INVOLVING FRAUD,947
5,1,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1004
6,1,BURGLARY,1130
7,1,OTHER TRAFFIC INFRACTION,1182
8,1,KIDNAPPING & RELATED OFFENSES,27
9,1,CRIMINAL MISCHIEF & RELATED OF,53
10,1,ANTICIPATORY OFFENSES,26
11,1,ROBBERY,1943
12,1,JOSTLING,24
13,1,LOITERING,22
14,1,INTOXICATED & IMPAIRED DRIVING,2047
15,1,LOITERING FOR DRUG PURPOSES,17
16,1,FELONY ASSAULT,2446
17,1,"LOITERING/GAMBLING (CARDS, DICE, ETC)",12
18,1,CRIMINAL MISCHIEF & RELATED OFFENSES,2507
19,1,FORGERY,1643
20,1,DANGEROUS WEAPONS,2572
21,1,OFFENSES RELATED TO CHILDREN,56
22,1,HARASSMENT,633
23,1,BURGLAR'S TOOLS,177
24,1,MOVING INFRACTIONS,151
25,1,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),149
26,1,OTHER STATE LAWS (NON PENAL LA,278
27,1,MURDER & NON-NEGL. MANSLAUGHTER,137
28,1,RAPE,126
29,1,THEFT-FRAUD,343
30,1,INTOXICATED/IMPAIRED DRIVING,125
31,1,HARRASSMENT 2,60
32,1,FORCIBLE TOUCHING,351
33,1,POSSESSION OF STOLEN PROPERTY,361
34,1,F.C.A. P.I.N.O.S.,364
35,1,GAMBLING,379
36,1,FRAUDS,476
37,1,FRAUDULENT ACCOSTING,101
38,1,GRAND LARCENY OF MOTOR VEHICLE,99
39,1,OFFENSES AGAINST THE PERSON,494
40,1,PROSTITUTION & RELATED OFFENSES,596
41,1,SEX CRIMES,360
42,1,MISCELLANEOUS PENAL LAW,2701
43,1,ALCOHOLIC BEVERAGE CONTROL LAW,220
44,1,GRAND LARCENY,3114
45,1,VEHICLE AND TRAFFIC LAWS,6939
46,1,PETIT LARCENY,4176
47,1,POSSESSION OF STOLEN PROPERTY 5,6980
48,1,OFF. AGNST PUB ORD SENSBLTY &,4
49,1,HOMICIDE-NEGLIGENT-VEHICLE,1
50,1,OTHER STATE LAWS,10829
51,1,OFFENSES AGAINST PUBLIC ADMINISTRATION,3167
52,1,DISRUPTION OF A RELIGIOUS SERVICE,3
53,1,CHILD ABANDONMENT/NON SUPPORT 1,6
54,1,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",1
55,1,ASSAULT 3 & RELATED OFFENSES,6877
56,1,CHILD ABANDONMENT/NON SUPPORT,1
57,1,OTHER STATE LAWS (NON PENAL LAW),4337
58,1,ESCAPE 3,7
59,1,CRIMINAL TRESPASS,4504
60,1,UNLAWFUL POSS. WEAP. ON SCHOOL GROUNDS,2
61,1,DANGEROUS DRUGS,19031
62,1,OTHER OFFENSES RELATED TO THEFT,12042
63,2,DISORDERLY CONDUCT,73
64,2,THEFT-FRAUD,80
65,2,"LOITERING/GAMBLING (CARDS, DICE, ETC)",1
66,2,OFFENSES AGAINST THE PERSON,476
67,2,ROBBERY,2805
68,2,UNLAWFUL POSS. WEAP. ON SCHOOL GROUNDS,1
69,2,PROSTITUTION & RELATED OFFENSES,735
70,2,VEHICLE AND TRAFFIC LAWS,5984
71,2,ALCOHOLIC BEVERAGE CONTROL LAW,69
72,2,ESCAPE 3,2
73,2,OFFENSES INVOLVING FRAUD,365
74,2,SEX CRIMES,434
75,2,MURDER & NON-NEGL. MANSLAUGHTER,223
76,2,DANGEROUS DRUGS,21216
77,2,INTOXICATED/IMPAIRED DRIVING,156
78,2,RAPE,154
79,2,F.C.A. P.I.N.O.S.,251
80,2,POSSESSION OF STOLEN PROPERTY,143
81,2,GRAND LARCENY OF MOTOR VEHICLE,103
82,2,FORCIBLE TOUCHING,135
83,2,ASSAULT 3 & RELATED OFFENSES,10487
84,2,GAMBLING,115
85,2,OTHER OFFENSES RELATED TO THEFT,8411
86,2,OTHER TRAFFIC INFRACTION,362
87,2,FRAUDS,374
88,2,OFFENSES RELATED TO CHILDREN,105
89,2,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),132
90,2,OFFENSES AGAINST PUBLIC SAFETY,50
91,2,HARRASSMENT 2,28
92,2,FORGERY,819
93,2,POSSESSION OF STOLEN PROPERTY 5,1746
94,2,ARSON,25
95,2,MISCELLANEOUS PENAL LAW,1660
96,2,KIDNAPPING & RELATED OFFENSES,26
97,2,HARASSMENT,761
98,2,DANGEROUS WEAPONS,3572
99,2,CHILD ABANDONMENT/NON SUPPORT 1,18
100,2,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1387
101,2,CRIMINAL MISCHIEF & RELATED OFFENSES,2274
102,2,FELONY ASSAULT,3609
103,2,OTHER STATE LAWS (NON PENAL LA,199
104,2,INTOXICATED & IMPAIRED DRIVING,1288
105,2,OTHER STATE LAWS,1875
106,2,GRAND LARCENY,1200
107,2,CHILD ABANDONMENT/NON SUPPORT,4
108,2,PETIT LARCENY,3060
109,2,BURGLAR'S TOOLS,46
110,2,OFFENSES AGAINST PUBLIC ADMINISTRATION,3691
111,2,DISRUPTION OF A RELIGIOUS SERVICE,7
112,2,FRAUDULENT ACCOSTING,9
113,2,ANTICIPATORY OFFENSES,8
114,2,MOVING INFRACTIONS,37
115,2,CRIMINAL TRESPASS,2849
116,2,LOITERING FOR DRUG PURPOSES,6
117,2,BURGLARY,893
118,2,OTHER STATE LAWS (NON PENAL LAW),864
119,2,CRIMINAL MISCHIEF & RELATED OF,44
120,3,OTHER STATE LAWS (NON PENAL LA,128
121,3,F.C.A. P.I.N.O.S.,129
122,3,THEFT-FRAUD,148
123,3,FORCIBLE TOUCHING,199
124,3,ANTICIPATORY OFFENSES,14
125,3,CHILD ABANDONMENT/NON SUPPORT 1,14
126,3,ESCAPE 3,4
127,3,JOSTLING,8
128,3,FRAUDULENT ACCOSTING,4
129,3,HOMICIDE-NEGLIGENT-VEHICLE,1
130,3,DISRUPTION OF A RELIGIOUS SERVICE,2
131,3,KIDNAPPING & RELATED OFFENSES,62
132,3,HARRASSMENT 2,67
133,3,CHILD ABANDONMENT/NON SUPPORT,4
134,3,ALCOHOLIC BEVERAGE CONTROL LAW,73
135,3,MOVING INFRACTIONS,75
136,3,UNLAWFUL POSS. WEAP. ON SCHOOL GROUNDS,1
