,BoroCode,OfnsDesc,CrimeCount
137,3,CRIMINAL MISCHIEF & RELATED OF,87
138,3,LOITERING,31
139,3,"LOITERING/GAMBLING (CARDS, DICE, ETC)",4
140,3,ARSON,30
141,3,OFFENSES AGAINST PUBLIC SAFETY,27
142,3,BURGLAR'S TOOLS,112
143,3,ADMINISTRATIVE CODE,1
144,3,OFFENSES RELATED TO CHILDREN,99
145,3,PARKING OFFENSES,8
146,3,DANGEROUS DRUGS,21903
147,3,GRAND LARCENY OF MOTOR VEHICLE,221
148,3,SEX CRIMES,557
149,3,DISORDERLY CONDUCT,593
150,3,HARASSMENT,683
151,3,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,928
152,3,PROSTITUTION & RELATED OFFENSES,947
153,3,OTHER STATE LAWS (NON PENAL LAW),1028
154,3,FORGERY,1385
155,3,BURGLARY,1698
156,3,INTOXICATED & IMPAIRED DRIVING,2045
157,3,GRAND LARCENY,2081
158,3,PETIT LARCENY,2516
159,3,FRAUDS,490
160,3,OFFENSES AGAINST PUBLIC ADMINISTRATION,2736
161,3,POSSESSION OF STOLEN PROPERTY 5,3342
162,3,ROBBERY,3470
163,3,CRIMINAL MISCHIEF & RELATED OFFENSES,3650
164,3,OTHER TRAFFIC INFRACTION,3940
165,3,DANGEROUS WEAPONS,4120
166,3,VEHICLE AND TRAFFIC LAWS,4528
167,3,FELONY ASSAULT,5042
168,3,MISCELLANEOUS PENAL LAW,5169
169,3,OTHER OFFENSES RELATED TO THEFT,8957
170,3,OTHER STATE LAWS,9848
171,3,ASSAULT 3 & RELATED OFFENSES,11219
172,3,CRIMINAL TRESPASS,2799
173,3,OFFENSES AGAINST THE PERSON,439
174,3,GAMBLING,216
175,3,RAPE,251
176,3,INTOXICATED/IMPAIRED DRIVING,246
177,3,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),345
178,3,OFFENSES INVOLVING FRAUD,245
179,3,MURDER & NON-NEGL. MANSLAUGHTER,232
180,3,POSSESSION OF STOLEN PROPERTY,267
181,4,HOMICIDE-NEGLIGENT-VEHICLE,6
182,4,CRIMINAL MISCHIEF & RELATED OFFENSES,3072
183,4,FELONY ASSAULT,3040
184,4,OFFENSES AGAINST PUBLIC ADMINISTRATION,2852
185,4,FRAUDS,281
186,4,POSSESSION OF STOLEN PROPERTY,286
187,4,POSSESSION OF STOLEN PROPERTY 5,2673
188,4,CHILD ABANDONMENT/NON SUPPORT 1,8
189,4,INTOXICATED & IMPAIRED DRIVING,2468
190,4,OTHER TRAFFIC INFRACTION,2373
191,4,PETIT LARCENY,2299
192,4,ROBBERY,2212
193,4,PARKING OFFENSES,18
194,4,ARSON,18
195,4,OFFENSES AGAINST PUBLIC SAFETY,22
196,4,MURDER & NON-NEGL. MANSLAUGHTER,131
197,4,CRIMINAL TRESPASS,1964
198,4,FRAUDULENT ACCOSTING,11
199,4,OTHER OFFENSES RELATED TO THEFT,3415
200,4,GRAND LARCENY OF MOTOR VEHICLE,291
201,4,F.C.A. P.I.N.O.S.,302
202,4,DANGEROUS DRUGS,11455
203,4,LOITERING FOR DRUG PURPOSES,1
204,4,JOSTLING,1
205,4,DISRUPTION OF A RELIGIOUS SERVICE,1
206,4,CHILD ABANDONMENT/NON SUPPORT,1
207,4,FORCIBLE TOUCHING,192
208,4,MOVING INFRACTIONS,186
209,4,ASSAULT 3 & RELATED OFFENSES,8226
210,4,"LOITERING/GAMBLING (CARDS, DICE, ETC)",4
211,4,OFFENSES INVOLVING FRAUD,182
212,4,RAPE,173
213,4,ADMINISTRATIVE CODE,2
214,4,OTHER STATE LAWS,4401
215,4,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",2
216,4,LOITERING,2
217,4,ANTICIPATORY OFFENSES,3
218,4,MISCELLANEOUS PENAL LAW,3891
219,4,DANGEROUS WEAPONS,3670
220,4,VEHICLE AND TRAFFIC LAWS,5033
221,4,GRAND LARCENY,1655
222,4,FORGERY,1311
223,4,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),315
224,4,OTHER STATE LAWS (NON PENAL LA,56
225,4,GAMBLING,59
226,4,DISORDERLY CONDUCT,740
227,4,ALCOHOLIC BEVERAGE CONTROL LAW,73
228,4,OTHER STATE LAWS (NON PENAL LAW),820
229,4,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,838
230,4,HARASSMENT,532
231,4,OFFENSES AGAINST THE PERSON,345
232,4,BURGLAR'S TOOLS,125
233,4,KIDNAPPING & RELATED OFFENSES,33
234,4,SEX CRIMES,497
235,4,CRIMINAL MISCHIEF & RELATED OF,78
236,4,INTOXICATED/IMPAIRED DRIVING,342
237,4,PROSTITUTION & RELATED OFFENSES,1356
238,4,THEFT-FRAUD,111
239,4,OFFENSES RELATED TO CHILDREN,99
240,4,HARRASSMENT 2,31
241,4,BURGLARY,1216
242,5,POSSESSION OF STOLEN PROPERTY 5,679
243,5,PETIT LARCENY,520
244,5,CRIMINAL MISCHIEF & RELATED OF,1
245,5,OFFENSES AGAINST PUBLIC ADMINISTRATION,637
246,5,HARASSMENT,67
247,5,MISCELLANEOUS PENAL LAW,591
248,5,CRIMINAL MISCHIEF & RELATED OFFENSES,572
249,5,ROBBERY,374
250,5,CHILD ABANDONMENT/NON SUPPORT 1,1
251,5,OTHER TRAFFIC INFRACTION,222
252,5,INTOXICATED & IMPAIRED DRIVING,549
253,5,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),99
254,5,FELONY ASSAULT,492
255,5,FORGERY,87
256,5,HOMICIDE-NEGLIGENT-VEHICLE,1
257,5,OFFENSES AGAINST THE PERSON,77
258,5,KIDNAPPING & RELATED OFFENSES,1
259,5,DANGEROUS WEAPONS,527
260,5,SEX CRIMES,79
261,5,OTHER OFFENSES RELATED TO THEFT,121
262,5,ARSON,5
263,5,CRIMINAL TRESPASS,253
264,5,MURDER & NON-NEGL. MANSLAUGHTER,25
265,5,FORCIBLE TOUCHING,24
266,5,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",1
267,5,PROSTITUTION & RELATED OFFENSES,29
268,5,OFFENSES INVOLVING FRAUD,20
269,5,THEFT-FRAUD,19
270,5,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,104
271,5,BURGLAR'S TOOLS,17
272,5,RAPE,32
273,5,F.C.A. P.I.N.O.S.,32
274,5,OFFENSES AGAINST PUBLIC SAFETY,13
275,5,OTHER STATE LAWS (NON PENAL LAW),35
276,5,OTHER STATE LAWS (NON PENAL LA,12
277,5,GAMBLING,11
278,5,BURGLARY,289
279,5,POSSESSION OF STOLEN PROPERTY,37
280,5,VEHICLE AND TRAFFIC LAWS,857
281,5,GRAND LARCENY OF MOTOR VEHICLE,47
282,5,DANGEROUS DRUGS,3069
283,5,ALCOHOLIC BEVERAGE CONTROL LAW,6
284,5,INTOXICATED/IMPAIRED DRIVING,52
285,5,OFFENSES RELATED TO CHILDREN,5
286,5,DISORDERLY CONDUCT,5
287,5,ASSAULT 3 & RELATED OFFENSES,1461
288,5,OTHER STATE LAWS,52
289,5,FRAUDS,53
290,5,HARRASSMENT 2,4
291,5,MOVING INFRACTIONS,4
292,5,GRAND LARCENY,430
