,Precinct,AgeGroup,PerpSex,CrimeCount
677,111,25-44,F,182
678,111,<18,M,115
679,111,18-24,M,330
680,111,45-64,M,219
681,111,25-44,M,533
682,111,65+,F,3
683,111,18-24,F,78
684,111,45-64,F,73
685,111,65+,M,17
686,111,<18,F,18
687,112,45-64,M,280
688,112,<18,M,137
689,112,18-24,F,59
690,112,25-44,F,160
691,112,45-64,F,67
692,112,65+,M,26
693,112,18-24,M,388
694,112,65+,F,4
695,112,<18,F,14
696,112,25-44,M,774
697,113,45-64,F,182
698,113,<18,F,61
699,113,<18,M,206
700,113,18-24,M,1259
701,113,45-64,M,1358
702,113,18-24,F,315
703,113,65+,F,11
704,113,25-44,F,552
705,113,65+,M,99
706,113,25-44,M,2707
707,114,25-44,M,2427
708,114,18-24,F,273
709,114,18-24,M,1320
710,114,<18,M,245
711,114,25-44,F,460
712,114,65+,M,42
713,114,<18,F,46
714,114,65+,F,6
715,114,45-64,F,151
716,114,45-64,M,788
717,115,45-64,F,118
718,115,65+,M,41
719,115,<18,M,184
720,115,18-24,F,154
721,115,18-24,M,1259
722,115,<18,F,25
723,115,25-44,M,2273
724,115,65+,F,7
725,115,25-44,F,350
726,115,45-64,M,618
727,120,<18,M,304
728,120,25-44,M,1981
729,120,18-24,F,206
730,120,45-64,M,647
731,120,18-24,M,1025
732,120,45-64,F,113
733,120,65+,M,38
734,120,25-44,F,455
735,120,<18,F,81
736,120,65+,F,1
737,121,65+,F,12
738,121,<18,M,174
739,121,65+,M,30
740,121,<18,F,79
741,121,45-64,F,132
742,121,18-24,F,256
743,121,45-64,M,499
744,121,25-44,M,1395
745,121,18-24,M,769
746,121,25-44,F,403
747,122,25-44,F,250
748,122,65+,M,27
749,122,45-64,M,357
750,122,25-44,M,824
751,122,18-24,F,83
752,122,65+,F,8
753,122,45-64,F,108
754,122,<18,M,132
755,122,18-24,M,359
756,122,<18,F,28
757,123,65+,M,10
758,123,18-24,M,306
759,123,45-64,M,215
760,123,25-44,M,644
761,123,25-44,F,167
762,123,<18,F,17
763,123,18-24,F,60
764,123,45-64,F,50
765,123,65+,F,1
766,123,<18,M,98
