,SchoolDist,OfnsDesc,CrimeCount
0,1,ADMINISTRATIVE CODE,1
1,1,BURGLARY,108
2,1,FOR OTHER AUTHORITIES,9
3,1,GRAND LARCENY OF MOTOR VEHICLE,12
4,1,FRAUDS,12
5,1,OFFENSES INVOLVING FRAUD,13
6,1,MURDER & NON-NEGL. MANSLAUGHTE,13
7,1,BURGLAR'S TOOLS,13
8,1,FELONY ASSAULT,244
9,1,GRAND LARCENY,221
10,1,NYS LAWS-UNCLASSIFIED FELONY,16
11,1,OFFENSES AGAINST THE PERSON,16
12,1,CRIMINAL MISCHIEF & RELATED OF,199
13,1,ROBBERY,178
14,1,OFFENSES AGAINST PUBLIC ADMINI,173
15,1,INTOXICATED & IMPAIRED DRIVING,30
16,1,OTHER OFFENSES RELATED TO THEF,39
17,1,SEX CRIMES,41
18,1,POSSESSION OF STOLEN PROPERTY,41
19,1,MISCELLANEOUS PENAL LAW,152
20,1,OTHER TRAFFIC INFRACTION,54
21,1,FORGERY,54
22,1,CRIMINAL TRESPASS,144
23,1,OFF. AGNST PUB ORD SENSBLTY &,82
24,1,VEHICLE AND TRAFFIC LAWS,321
25,1,DANGEROUS DRUGS,334
26,1,DANGEROUS WEAPONS,101
27,1,THEFT-FRAUD,4
28,1,DISRUPTION OF A RELIGIOUS SERV,1
29,1,UNAUTHORIZED USE OF A VEHICLE,1
30,1,FRAUDULENT ACCOSTING,1
31,1,JOSTLING,2
32,1,HARRASSMENT 2,2
33,1,NYS LAWS-UNCLASSIFIED VIOLATION,2
34,1,PETIT LARCENY,338
35,1,KIDNAPPING & RELATED OFFENSES,2
36,1,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,1
37,1,OFFENSES AGAINST PUBLIC SAFETY,1
38,1,THEFT OF SERVICES,1
39,1,ENDAN WELFARE INCOMP,2
40,1,OTHER STATE LAWS (NON PENAL LA,3
41,1,INTOXICATED/IMPAIRED DRIVING,3
42,1,RAPE,3
43,1,ARSON,4
44,1,DISORDERLY CONDUCT,4
45,1,OTHER STATE LAWS,4
46,1,PROSTITUTION & RELATED OFFENSES,4
47,1,ASSAULT 3 & RELATED OFFENSES,575
48,2,OFF. AGNST PUB ORD SENSBLTY &,376
49,2,PROSTITUTION & RELATED OFFENSES,135
50,2,DISORDERLY CONDUCT,520
51,2,SEX CRIMES,465
52,2,BURGLAR'S TOOLS,204
53,2,OTHER STATE LAWS,165
54,2,DANGEROUS WEAPONS,372
55,2,INTOXICATED & IMPAIRED DRIVING,361
56,2,OFFENSES INVOLVING FRAUD,234
57,2,THEFT OF SERVICES,245
58,2,OTHER TRAFFIC INFRACTION,288
59,2,NYS LAWS-UNCLASSIFIED FELONY,158
60,2,POSSESSION OF STOLEN PROPERTY,274
61,2,JOSTLING,17
62,2,FRAUDS,97
63,2,OFFENSES AGAINST PUBLIC SAFETY,1
64,2,UNLAWFUL POSS. WEAP. ON SCHOOL,1
65,2,ESCAPE 3,1
66,2,LOITERING FOR DRUG PURPOSES,2
67,2,ENDAN WELFARE INCOMP,2
68,2,CHILD ABANDONMENT/NON SUPPORT,2
69,2,OFFENSES RELATED TO CHILDREN,5
70,2,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,5
71,2,KIDNAPPING & RELATED OFFENSES,7
72,2,ALCOHOLIC BEVERAGE CONTROL LAW,8
73,2,MOVING INFRACTIONS,8
74,2,ANTICIPATORY OFFENSES,12
75,2,ARSON,14
76,2,INTOXICATED/IMPAIRED DRIVING,16
77,2,HARRASSMENT 2,16
78,2,GAMBLING,16
79,2,CRIMINAL TRESPASS,533
80,2,UNAUTHORIZED USE OF A VEHICLE,18
81,2,ADMINISTRATIVE CODE,18
82,2,GRAND LARCENY OF MOTOR VEHICLE,38
83,2,RAPE,44
84,2,OTHER STATE LAWS (NON PENAL LA,53
85,2,FRAUDULENT ACCOSTING,71
86,2,MURDER & NON-NEGL. MANSLAUGHTE,76
87,2,THEFT-FRAUD,84
88,2,OFFENSES AGAINST THE PERSON,99
89,2,FOR OTHER AUTHORITIES,549
90,2,PETIT LARCENY,5423
91,2,GRAND LARCENY,3349
92,2,DANGEROUS DRUGS,1814
93,2,ROBBERY,995
94,2,VEHICLE AND TRAFFIC LAWS,1159
95,2,OTHER OFFENSES RELATED TO THEF,791
96,2,OFFENSES AGAINST PUBLIC ADMINI,838
97,2,BURGLARY,802
98,2,ASSAULT 3 & RELATED OFFENSES,2463
99,2,CRIMINAL MISCHIEF & RELATED OF,1322
100,2,MISCELLANEOUS PENAL LAW,672
101,2,FELONY ASSAULT,1030
102,2,FORGERY,581
103,3,DANGEROUS WEAPONS,121
104,3,OTHER OFFENSES RELATED TO THEF,122
105,3,MURDER & NON-NEGL. MANSLAUGHTE,11
