,BoroCode,OfnsDesc,CrimeCount
159,3,BURGLARY,1482
160,3,KIDNAPPING & RELATED OFFENSES,71
161,3,ADMINISTRATIVE CODE,7
162,3,ESCAPE 3,8
163,3,FRAUDS,485
164,3,HOMICIDE-NEGLIGENT-VEHICLE,3
165,3,CHILD ABANDONMENT/NON SUPPORT 1,11
166,3,GAMBLING,383
167,3,HARASSMENT,375
168,3,OFFENSES AGAINST THE PERSON,438
169,3,DISORDERLY CONDUCT,567
170,3,LOITERING,5
171,3,GRAND LARCENY OF MOTOR VEHICLE,360
172,3,OTHER STATE LAWS (NON PENAL LAW),867
173,3,OFFENSES INVOLVING FRAUD,312
174,3,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",4
175,3,FRAUDULENT ACCOSTING,3
176,3,PROSTITUTION & RELATED OFFENSES,953
177,3,SEX CRIMES,617
178,4,CHILD ABANDONMENT/NON SUPPORT 1,11
179,4,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",1
180,4,"LOITERING/GAMBLING (CARDS, DICE, ETC)",16
181,4,HARRASSMENT 2,26
182,4,FRAUDULENT ACCOSTING,3
183,4,KIDNAPPING & RELATED OFFENSES,45
184,4,LOITERING FOR DRUG PURPOSES,1
185,4,ARSON,31
186,4,ANTICIPATORY OFFENSES,2
187,4,ESCAPE 3,6
188,4,PARKING OFFENSES,2
189,4,UNLAWFUL POSS. WEAP. ON SCHOOL GROUNDS,2
190,4,LOITERING,2
191,4,OFFENSES AGAINST PUBLIC SAFETY,36
192,4,OTHER STATE LAWS (NON PENAL LA,56
193,4,ADMINISTRATIVE CODE,6
194,4,HARASSMENT,246
195,4,GAMBLING,73
196,4,INTOXICATED & IMPAIRED DRIVING,2277
197,4,SEX CRIMES,500
198,4,FORGERY,1575
199,4,VEHICLE AND TRAFFIC LAWS,1545
200,4,PETIT LARCENY,1503
201,4,GRAND LARCENY,1183
202,4,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),248
203,4,INTOXICATED/IMPAIRED DRIVING,248
204,4,FRAUDS,251
205,4,OFFENSES INVOLVING FRAUD,306
206,4,OFFENSES AGAINST THE PERSON,307
207,4,F.C.A. P.I.N.O.S.,319
208,4,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1080
209,4,BURGLARY,1029
210,4,POSSESSION OF STOLEN PROPERTY,341
211,4,GRAND LARCENY OF MOTOR VEHICLE,378
212,4,OTHER STATE LAWS (NON PENAL LAW),917
213,4,DISORDERLY CONDUCT,899
214,4,MOVING INFRACTIONS,453
215,4,RAPE,218
216,4,CRIMINAL TRESPASS,2436
217,4,PROSTITUTION & RELATED OFFENSES,1634
218,4,ROBBERY,2483
219,4,ALCOHOLIC BEVERAGE CONTROL LAW,83
220,4,OTHER TRAFFIC INFRACTION,5344
221,4,OTHER STATE LAWS,5050
222,4,OTHER OFFENSES RELATED TO THEFT,2460
223,4,OFFENSES RELATED TO CHILDREN,102
224,4,POSSESSION OF STOLEN PROPERTY 5,3520
225,4,DANGEROUS WEAPONS,3353
226,4,MISCELLANEOUS PENAL LAW,2941
227,4,ASSAULT 3 & RELATED OFFENSES,7799
228,4,DANGEROUS DRUGS,13416
229,4,THEFT-FRAUD,160
230,4,OFFENSES AGAINST PUBLIC ADMINISTRATION,2757
231,4,CRIMINAL MISCHIEF & RELATED OFFENSES,2615
232,4,BURGLAR'S TOOLS,75
233,4,FORCIBLE TOUCHING,180
234,4,FELONY ASSAULT,2518
235,4,MURDER & NON-NEGL. MANSLAUGHTER,195
236,5,POSSESSION OF STOLEN PROPERTY 5,914
237,5,CRIMINAL MISCHIEF & RELATED OFFENSES,787
238,5,OTHER TRAFFIC INFRACTION,798
239,5,FRAUDULENT ACCOSTING,4
240,5,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",1
241,5,GAMBLING,3
242,5,DANGEROUS DRUGS,3864
243,5,ESCAPE 3,2
244,5,OTHER STATE LAWS (NON PENAL LA,3
245,5,ASSAULT 3 & RELATED OFFENSES,1563
246,5,OFFENSES RELATED TO CHILDREN,2
247,5,ANTICIPATORY OFFENSES,4
248,5,DANGEROUS WEAPONS,693
249,5,ROBBERY,392
250,5,MISCELLANEOUS PENAL LAW,531
251,5,BURGLARY,208
252,5,THEFT-FRAUD,32
253,5,DISORDERLY CONDUCT,36
254,5,MOVING INFRACTIONS,37
255,5,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,167
256,5,OTHER STATE LAWS,138
257,5,SEX CRIMES,120
258,5,HARASSMENT,42
259,5,RAPE,44
260,5,PROSTITUTION & RELATED OFFENSES,51
261,5,FRAUDS,99
262,5,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),97
263,5,OFFENSES AGAINST THE PERSON,94
264,5,GRAND LARCENY OF MOTOR VEHICLE,83
265,5,OTHER STATE LAWS (NON PENAL LAW),80
266,5,FORGERY,215
267,5,OFFENSES INVOLVING FRAUD,27
268,5,OFFENSES AGAINST PUBLIC SAFETY,26
269,5,FORCIBLE TOUCHING,26
270,5,CRIMINAL TRESPASS,456
271,5,VEHICLE AND TRAFFIC LAWS,407
272,5,HARRASSMENT 2,8
273,5,FELONY ASSAULT,394
274,5,POSSESSION OF STOLEN PROPERTY,70
275,5,INTOXICATED & IMPAIRED DRIVING,382
276,5,KIDNAPPING & RELATED OFFENSES,11
277,5,OFFENSES AGAINST PUBLIC ADMINISTRATION,657
278,5,ARSON,13
279,5,INTOXICATED/IMPAIRED DRIVING,16
280,5,BURGLAR'S TOOLS,1
281,5,OTHER OFFENSES RELATED TO THEFT,23
282,5,ALCOHOLIC BEVERAGE CONTROL LAW,24
283,5,MURDER & NON-NEGL. MANSLAUGHTER,24
284,5,F.C.A. P.I.N.O.S.,25
285,5,PETIT LARCENY,239
286,5,GRAND LARCENY,322
287,5,CHILD ABANDONMENT/NON SUPPORT 1,1
