,BoroCode,OfnsDesc,CrimeCount
0,1,CHILD ABANDONMENT/NON SUPPORT 1,6
1,1,MOVING INFRACTIONS,164
2,1,DISORDERLY CONDUCT,1294
3,1,KIDNAPPING & RELATED OFFENSES,42
4,1,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),151
5,1,DISRUPTION OF A RELIGIOUS SERVICE,2
6,1,MURDER & NON-NEGL. MANSLAUGHTER,149
7,1,HOMICIDE-NEGLIGENT-VEHICLE,2
8,1,INTOXICATED/IMPAIRED DRIVING,144
9,1,VEHICLE AND TRAFFIC LAWS,1581
10,1,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1609
11,1,PARKING OFFENSES,2
12,1,INTOXICATED & IMPAIRED DRIVING,1802
13,1,FORGERY,2078
14,1,UNLAWFUL POSS. WEAP. ON SCHOOL GROUNDS,2
15,1,ROBBERY,2299
16,1,CRIMINAL MISCHIEF & RELATED OFFENSES,2319
17,1,FELONY ASSAULT,2366
18,1,BURGLARY,1100
19,1,ALCOHOLIC BEVERAGE CONTROL LAW,131
20,1,FRAUDULENT ACCOSTING,171
21,1,ESCAPE 3,4
22,1,JOSTLING,17
23,1,OTHER STATE LAWS (NON PENAL LA,319
24,1,OFFENSES RELATED TO CHILDREN,15
25,1,FORCIBLE TOUCHING,339
26,1,"LOITERING/GAMBLING (CARDS, DICE, ETC)",14
27,1,LOITERING FOR DRUG PURPOSES,13
28,1,ADMINISTRATIVE CODE,18
29,1,ANTICIPATORY OFFENSES,21
30,1,HARASSMENT,392
31,1,F.C.A. P.I.N.O.S.,406
32,1,POSSESSION OF STOLEN PROPERTY,407
33,1,ARSON,23
34,1,SEX CRIMES,412
35,1,OFFENSES AGAINST THE PERSON,436
36,1,THEFT-FRAUD,506
37,1,FRAUDS,510
38,1,PROSTITUTION & RELATED OFFENSES,551
39,1,RAPE,172
40,1,MISCELLANEOUS PENAL LAW,2762
41,1,OFFENSES INVOLVING FRAUD,1593
42,1,GRAND LARCENY,2930
43,1,DANGEROUS DRUGS,22859
44,1,OTHER STATE LAWS,9556
45,1,POSSESSION OF STOLEN PROPERTY 5,9468
46,1,OTHER OFFENSES RELATED TO THEFT,9182
47,1,HARRASSMENT 2,78
48,1,ASSAULT 3 & RELATED OFFENSES,6851
49,1,OTHER TRAFFIC INFRACTION,5807
50,1,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",1
51,1,PETIT LARCENY,2813
52,1,OFFENSES AGAINST PUBLIC SAFETY,67
53,1,OTHER STATE LAWS (NON PENAL LAW),4822
54,1,GRAND LARCENY OF MOTOR VEHICLE,96
55,1,LOITERING,54
56,1,BURGLAR'S TOOLS,112
57,1,CRIMINAL TRESPASS,5110
58,1,GAMBLING,304
59,1,FORTUNE TELLING,1
60,1,DANGEROUS WEAPONS,3117
61,1,OFFENSES AGAINST PUBLIC ADMINISTRATION,3072
62,2,INTOXICATED/IMPAIRED DRIVING,69
63,2,ROBBERY,3099
64,2,OFFENSES AGAINST THE PERSON,549
65,2,RAPE,204
66,2,MOVING INFRACTIONS,79
67,2,THEFT-FRAUD,79
68,2,ARSON,28
69,2,SEX CRIMES,465
70,2,ANTICIPATORY OFFENSES,7
71,2,OTHER STATE LAWS,1963
72,2,OTHER STATE LAWS (NON PENAL LA,231
73,2,BURGLAR'S TOOLS,35
74,2,DISORDERLY CONDUCT,135
75,2,OTHER OFFENSES RELATED TO THEFT,7405
76,2,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",2
77,2,DANGEROUS DRUGS,30601
78,2,FRAUDS,286
79,2,OFFENSES INVOLVING FRAUD,318
80,2,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),126
81,2,JOSTLING,1
82,2,DISRUPTION OF A RELIGIOUS SERVICE,1
83,2,POSSESSION OF STOLEN PROPERTY,186
84,2,GAMBLING,277
85,2,HARASSMENT,378
86,2,LOITERING FOR DRUG PURPOSES,2
87,2,ASSAULT 3 & RELATED OFFENSES,9368
88,2,HOMICIDE-NEGLIGENT-VEHICLE,2
89,2,CRIMINAL TRESPASS,8839
90,2,ESCAPE 3,11
91,2,MURDER & NON-NEGL. MANSLAUGHTER,271
92,2,UNLAWFUL POSS. WEAP. ON SCHOOL GROUNDS,4
93,2,MISCELLANEOUS PENAL LAW,1958
94,2,FORGERY,834
95,2,POSSESSION OF STOLEN PROPERTY 5,1957
96,2,FELONY ASSAULT,3395
97,2,OFFENSES AGAINST PUBLIC SAFETY,42
98,2,HARRASSMENT 2,42
99,2,PETIT LARCENY,1980
100,2,GRAND LARCENY OF MOTOR VEHICLE,143
101,2,FORCIBLE TOUCHING,103
102,2,OFFENSES AGAINST PUBLIC ADMINISTRATION,3829
103,2,ALCOHOLIC BEVERAGE CONTROL LAW,100
104,2,OTHER TRAFFIC INFRACTION,4043
105,2,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,2113
106,2,BURGLARY,823
107,2,OFFENSES RELATED TO CHILDREN,66
108,2,CRIMINAL MISCHIEF & RELATED OFFENSES,2148
109,2,CHILD ABANDONMENT/NON SUPPORT 1,6
110,2,VEHICLE AND TRAFFIC LAWS,987
111,2,F.C.A. P.I.N.O.S.,181
112,2,DANGEROUS WEAPONS,5120
113,2,INTOXICATED & IMPAIRED DRIVING,1062
114,2,PROSTITUTION & RELATED OFFENSES,1044
115,2,OTHER STATE LAWS (NON PENAL LAW),1027
116,2,KIDNAPPING & RELATED OFFENSES,39
117,2,GRAND LARCENY,962
118,3,F.C.A. P.I.N.O.S.,194
119,3,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),282
120,3,ALCOHOLIC BEVERAGE CONTROL LAW,142
121,3,FORCIBLE TOUCHING,177
122,3,HARRASSMENT 2,74
123,3,OTHER STATE LAWS (NON PENAL LA,126
124,3,MURDER & NON-NEGL. MANSLAUGHTER,222
125,3,"LOITERING/GAMBLING (CARDS, DICE, ETC)",17
126,3,INTOXICATED/IMPAIRED DRIVING,167
127,3,OFFENSES AGAINST PUBLIC SAFETY,31
128,3,THEFT-FRAUD,156
129,3,BURGLAR'S TOOLS,68
130,3,ARSON,60
131,3,MOVING INFRACTIONS,162
132,3,RAPE,288
133,3,OFFENSES RELATED TO CHILDREN,57
134,3,DANGEROUS DRUGS,33381
135,3,ANTICIPATORY OFFENSES,17
136,3,FORGERY,1442
137,3,POSSESSION OF STOLEN PROPERTY,292
138,3,PETIT LARCENY,1502
139,3,GRAND LARCENY,1594
140,3,INTOXICATED & IMPAIRED DRIVING,1708
141,3,VEHICLE AND TRAFFIC LAWS,1768
142,3,"UNDER THE INFLUENCE, DRUGS",2
143,3,OFFENSES AGAINST PUBLIC ADMINISTRATION,3174
144,3,CRIMINAL MISCHIEF & RELATED OFFENSES,3633
145,3,ROBBERY,3696
146,3,JOSTLING,1
147,3,POSSESSION OF STOLEN PROPERTY 5,4114
148,3,FELONY ASSAULT,4127
149,3,MISCELLANEOUS PENAL LAW,4557
150,3,CRIMINAL TRESPASS,4568
151,3,DANGEROUS WEAPONS,4592
152,3,OTHER TRAFFIC INFRACTION,6384
153,3,OTHER OFFENSES RELATED TO THEFT,6470
154,3,LOITERING FOR DRUG PURPOSES,1
155,3,OTHER STATE LAWS,8774
156,3,ASSAULT 3 & RELATED OFFENSES,11218
157,3,DISRUPTION OF A RELIGIOUS SERVICE,2
158,3,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1131
