,Precinct,OfnsDesc,CrimeCount
0,1,BURGLARY,53
1,1,OFFENSES AGAINST THE PERSON,10
2,1,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),8
3,1,CRIMINAL MISCHIEF & RELATED OFFENSES,111
4,1,OTHER TRAFFIC INFRACTION,557
5,1,FRAUDS,11
6,1,DANGEROUS WEAPONS,56
7,1,INTOXICATED/IMPAIRED DRIVING,8
8,1,INTOXICATED & IMPAIRED DRIVING,58
9,1,DANGEROUS DRUGS,106
10,1,HOMICIDE-NEGLIGENT-VEHICLE,1
11,1,VEHICLE AND TRAFFIC LAWS,101
12,1,BURGLAR'S TOOLS,7
13,1,ROBBERY,51
14,1,ESCAPE 3,1
15,1,OTHER OFFENSES RELATED TO THEFT,223
16,1,FRAUDULENT ACCOSTING,4
17,1,THEFT-FRAUD,21
18,1,F.C.A. P.I.N.O.S.,17
19,1,FORCIBLE TOUCHING,7
20,1,OFFENSES AGAINST PUBLIC ADMINISTRATION,96
21,1,RAPE,1
22,1,OTHER STATE LAWS (NON PENAL LAW),900
23,1,HARRASSMENT 2,2
24,1,POSSESSION OF STOLEN PROPERTY 5,834
25,1,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,85
26,1,OTHER STATE LAWS,777
27,1,SEX CRIMES,13
28,1,POSSESSION OF STOLEN PROPERTY,26
29,1,GRAND LARCENY OF MOTOR VEHICLE,12
30,1,MISCELLANEOUS PENAL LAW,51
31,1,ARSON,4
32,1,CRIMINAL TRESPASS,35
33,1,GRAND LARCENY,172
34,1,PROSTITUTION & RELATED OFFENSES,4
35,1,FORGERY,172
36,1,OFFENSES AGAINST PUBLIC SAFETY,5
37,1,FELONY ASSAULT,51
38,1,KIDNAPPING & RELATED OFFENSES,3
39,1,DISORDERLY CONDUCT,31
40,1,MOVING INFRACTIONS,6
41,1,GAMBLING,5
42,1,MURDER & NON-NEGL. MANSLAUGHTER,6
43,1,HARASSMENT,9
44,1,OFFENSES INVOLVING FRAUD,380
45,1,ASSAULT 3 & RELATED OFFENSES,140
46,1,PETIT LARCENY,136
47,5,THEFT-FRAUD,76
48,5,ASSAULT 3 & RELATED OFFENSES,268
49,5,HARRASSMENT 2,2
50,5,ESCAPE 3,1
51,5,FORCIBLE TOUCHING,21
52,5,POSSESSION OF STOLEN PROPERTY 5,348
53,5,MOVING INFRACTIONS,1
54,5,OFFENSES AGAINST THE PERSON,8
55,5,ALCOHOLIC BEVERAGE CONTROL LAW,1
56,5,INTOXICATED & IMPAIRED DRIVING,27
57,5,DANGEROUS DRUGS,438
58,5,OTHER OFFENSES RELATED TO THEFT,264
59,5,OTHER STATE LAWS,618
60,5,OTHER STATE LAWS (NON PENAL LAW),422
61,5,GAMBLING,21
62,5,FRAUDULENT ACCOSTING,9
63,5,PROSTITUTION & RELATED OFFENSES,31
64,5,OFFENSES RELATED TO CHILDREN,2
65,5,BURGLARY,66
66,5,FORGERY,262
67,5,DISORDERLY CONDUCT,41
68,5,HARASSMENT,22
69,5,OFFENSES INVOLVING FRAUD,504
70,5,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,58
71,5,MISCELLANEOUS PENAL LAW,300
72,5,GRAND LARCENY,383
73,5,VEHICLE AND TRAFFIC LAWS,43
74,5,HOMICIDE-NEGLIGENT-VEHICLE,1
75,5,OFFENSES AGAINST PUBLIC SAFETY,2
76,5,MURDER & NON-NEGL. MANSLAUGHTER,17
77,5,CRIMINAL TRESPASS,141
78,5,KIDNAPPING & RELATED OFFENSES,6
79,5,OFFENSES AGAINST PUBLIC ADMINISTRATION,186
80,5,CRIMINAL MISCHIEF & RELATED OFFENSES,114
81,5,GRAND LARCENY OF MOTOR VEHICLE,3
82,5,RAPE,13
83,5,OTHER TRAFFIC INFRACTION,103
84,5,FRAUDS,17
85,5,INTOXICATED/IMPAIRED DRIVING,3
86,5,FELONY ASSAULT,145
87,5,BURGLAR'S TOOLS,6
88,5,ARSON,5
89,5,PETIT LARCENY,98
90,5,SEX CRIMES,17
91,5,F.C.A. P.I.N.O.S.,165
92,5,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),3
93,5,ANTICIPATORY OFFENSES,3
94,5,POSSESSION OF STOLEN PROPERTY,19
95,5,ROBBERY,241
96,5,DANGEROUS WEAPONS,84
97,6,MOVING INFRACTIONS,14
98,6,SEX CRIMES,11
99,6,INTOXICATED & IMPAIRED DRIVING,250
100,6,THEFT-FRAUD,7
101,6,OFFENSES AGAINST THE PERSON,7
102,6,DANGEROUS DRUGS,1320
103,6,BURGLARY,109
104,6,HARRASSMENT 2,2
105,6,ADMINISTRATIVE CODE,1
106,6,OTHER OFFENSES RELATED TO THEFT,202
107,6,ARSON,1
108,6,ROBBERY,198
109,6,F.C.A. P.I.N.O.S.,4
110,6,ASSAULT 3 & RELATED OFFENSES,195
111,6,DANGEROUS WEAPONS,45
112,6,FRAUDULENT ACCOSTING,8
113,6,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),2
114,6,GAMBLING,4
115,6,INTOXICATED/IMPAIRED DRIVING,15
116,6,OTHER STATE LAWS,369
117,6,MURDER & NON-NEGL. MANSLAUGHTER,2
118,6,VEHICLE AND TRAFFIC LAWS,23
119,6,FORCIBLE TOUCHING,8
120,6,MISCELLANEOUS PENAL LAW,59
121,6,PROSTITUTION & RELATED OFFENSES,182
122,6,BURGLAR'S TOOLS,1
123,6,OFFENSES INVOLVING FRAUD,14
124,6,FELONY ASSAULT,91
125,6,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,92
126,6,CRIMINAL MISCHIEF & RELATED OFFENSES,95
127,6,FRAUDS,12
128,6,OTHER TRAFFIC INFRACTION,165
129,6,PETIT LARCENY,98
130,6,JOSTLING,1
131,6,OFFENSES AGAINST PUBLIC ADMINISTRATION,72
132,6,KIDNAPPING & RELATED OFFENSES,2
133,6,GRAND LARCENY,158
134,6,FORGERY,40
135,6,OTHER STATE LAWS (NON PENAL LAW),72
136,6,POSSESSION OF STOLEN PROPERTY 5,595
137,6,CRIMINAL TRESPASS,41
138,6,DISORDERLY CONDUCT,35
139,6,OFFENSES RELATED TO CHILDREN,2
140,6,POSSESSION OF STOLEN PROPERTY,29
141,6,HARASSMENT,7
142,6,RAPE,1
143,6,OFFENSES AGAINST PUBLIC SAFETY,1
144,6,GRAND LARCENY OF MOTOR VEHICLE,3
145,7,HARASSMENT,9
146,7,OTHER STATE LAWS,150
147,7,INTOXICATED/IMPAIRED DRIVING,3
148,7,POSSESSION OF STOLEN PROPERTY 5,174
149,7,VEHICLE AND TRAFFIC LAWS,34
150,7,MOVING INFRACTIONS,5
151,7,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),5
