,Precinct,AgeGroup,PerpSex,CrimeCount
106,18,65+,M,33
107,19,25-44,M,1629
108,19,<18,M,157
109,19,25-44,F,350
110,19,45-64,F,137
111,19,65+,F,2
112,19,65+,M,29
113,19,935,M,1
114,19,45-64,M,565
115,19,309,M,1
116,19,<18,F,87
117,19,18-24,M,583
118,19,18-24,F,247
119,20,<18,M,197
120,20,18-24,M,358
121,20,18-24,F,83
122,20,45-64,F,51
123,20,45-64,M,364
124,20,<18,F,59
125,20,25-44,F,152
126,20,65+,M,18
127,20,65+,F,5
128,20,25-44,M,877
129,22,65+,M,4
130,22,<18,M,25
131,22,45-64,M,135
132,22,18-24,M,88
133,22,<18,F,3
134,22,45-64,F,10
135,22,25-44,M,357
136,22,18-24,F,4
137,22,25-44,F,16
138,23,25-44,M,2502
139,23,<18,F,90
140,23,945,M,1
141,23,65+,F,4
142,23,933,M,1
143,23,25-44,F,438
144,23,<18,M,428
145,23,740,M,1
146,23,45-64,M,1029
147,23,45-64,F,189
148,23,18-24,F,203
149,23,65+,M,48
150,23,18-24,M,1282
151,23,922,F,1
152,24,65+,M,18
153,24,18-24,F,92
154,24,18-24,M,511
155,24,45-64,F,92
156,24,45-64,M,608
157,24,<18,M,260
158,24,25-44,F,203
159,24,25-44,M,1109
160,24,65+,F,2
161,24,<18,F,42
162,24,194,M,1
163,25,18-24,M,1288
164,25,25-44,F,581
165,25,<18,M,329
166,25,910,M,1
167,25,<18,F,55
168,25,25-44,M,3706
169,25,951,M,1
170,25,65+,M,44
171,25,65+,F,4
172,25,45-64,F,175
173,25,18-24,F,168
174,25,45-64,M,1445
175,26,<18,F,45
176,26,18-24,F,94
177,26,18-24,M,572
178,26,25-44,F,155
179,26,<18,M,210
180,26,25-44,M,1198
181,26,UNKNOWN,M,2
182,26,65+,M,18
183,26,45-64,F,66
184,26,45-64,M,413
185,26,339,M,1
186,26,955,M,1
187,28,25-44,F,416
188,28,18-24,M,1032
189,28,25-44,M,2397
190,28,18-24,F,195
191,28,45-64,F,197
192,28,65+,F,9
193,28,45-64,M,1199
194,28,65+,M,52
195,28,<18,M,320
196,28,<18,F,55
197,30,<18,F,42
198,30,45-64,F,101
199,30,<18,M,336
200,30,18-24,F,126
201,30,25-44,M,1905
202,30,65+,F,4
203,30,18-24,M,1044
204,30,45-64,M,615
205,30,25-44,F,291
206,30,65+,M,31
207,32,45-64,F,208
208,32,25-44,F,592
209,32,25-44,M,2238
210,32,65+,F,6
211,32,<18,M,399
212,32,895,M,1
213,32,941,M,1
214,32,931,M,1
215,32,<18,F,91
216,32,65+,M,59
217,32,894,M,1
218,32,18-24,F,208
219,32,18-24,M,1309
220,32,45-64,M,1002
221,33,45-64,F,66
222,33,65+,F,3
223,33,<18,F,54
224,33,25-44,M,2372
225,33,18-24,F,161
226,33,320,M,1
227,33,25-44,F,247
228,33,45-64,M,607
229,33,18-24,M,1736
230,33,65+,M,22
231,33,<18,M,393
232,34,25-44,F,252
233,34,934,M,1
234,34,18-24,M,1958
235,34,<18,F,82
236,34,<18,M,604
237,34,65+,F,1
238,34,65+,M,16
239,34,45-64,F,51
240,34,25-44,M,2082
241,34,45-64,M,444
242,34,18-24,F,159
243,40,65+,M,70
244,40,18-24,M,2268
245,40,932,M,1
246,40,<18,F,189
247,40,25-44,M,4282
248,40,<18,M,856
249,40,65+,F,16
250,40,45-64,F,318
251,40,45-64,M,1706
252,40,25-44,F,859
253,40,18-24,F,393
254,40,912,F,1
255,41,45-64,F,163
256,41,65+,F,3
257,41,935,F,1
258,41,<18,F,127
259,41,65+,M,23
260,41,45-64,M,636
261,41,<18,M,387
262,41,18-24,M,1336
263,41,25-44,F,625
264,41,18-24,F,436
265,41,25-44,M,2168
266,42,<18,F,107
267,42,45-64,F,154
268,42,18-24,F,188
269,42,25-44,M,2034
270,42,18-24,M,1260
271,42,45-64,M,756
272,42,25-44,F,537
273,42,65+,F,3
274,42,65+,M,47
275,42,<18,M,509
276,43,18-24,F,397
277,43,45-64,F,264
278,43,65+,M,38
279,43,25-44,F,773
280,43,18-24,M,2777
281,43,25-44,M,3977
282,43,<18,F,187
283,43,65+,F,3
284,43,<18,M,1049
285,43,45-64,M,1221
286,43,935,M,1
287,44,25-44,M,4622
288,44,18-24,M,2579
289,44,949,M,1
290,44,932,M,1
291,44,45-64,F,332
292,44,18-24,F,332
293,44,894,M,1
294,44,25-44,F,931
295,44,65+,M,62
296,44,323,F,1
297,44,<18,M,977
298,44,947,M,2
299,44,65+,F,5
300,44,<18,F,150
301,44,45-64,M,1859
302,45,<18,F,80
303,45,65+,F,3
304,45,929,M,1
305,45,25-44,F,255
306,45,65+,M,17
307,45,25-44,M,991
308,45,956,F,1
309,45,18-24,F,137
310,45,952,M,1
311,45,895,F,1
312,45,45-64,M,326
313,45,18-24,M,648
314,45,<18,M,454
315,45,45-64,F,54
316,46,25-44,F,832
317,46,65+,F,9
318,46,951,M,1
319,46,65+,M,51
320,46,237,M,1
321,46,18-24,M,3039
322,46,<18,M,1000
323,46,<18,F,190
324,46,25-44,M,4946
325,46,18-24,F,389
326,46,45-64,F,297
327,46,45-64,M,1541
328,47,18-24,F,247
329,47,25-44,M,1992
330,47,45-64,F,96
331,47,18-24,M,1767
332,47,25-44,F,434
333,47,<18,F,78
334,47,45-64,M,558
335,47,65+,M,18
336,47,895,M,1
337,47,<18,M,587
338,47,65+,F,1
339,47,920,F,1
340,48,65+,M,16
341,48,65+,F,3
342,48,25-44,F,507
343,48,18-24,F,197
344,48,948,M,1
345,48,<18,F,89
346,48,18-24,M,1174
347,48,<18,M,424
348,48,25-44,M,2203
349,48,45-64,F,135
350,48,45-64,M,717
351,49,25-44,F,224
352,49,45-64,M,309
353,49,18-24,M,643
354,49,18-24,F,105
355,49,65+,F,1
356,49,894,M,1
357,49,45-64,F,48
358,49,<18,M,352
359,49,65+,M,12
360,49,25-44,M,973
361,49,<18,F,40
362,50,18-24,F,56
363,50,65+,M,3
364,50,921,M,1
365,50,25-44,F,126
366,50,935,M,1
367,50,45-64,F,39
368,50,<18,F,53
369,50,45-64,M,173
370,50,18-24,M,495
371,50,<18,M,298
372,50,25-44,M,642
373,52,952,M,1
374,52,18-24,F,276
375,52,45-64,M,814
376,52,935,F,1
377,52,25-44,M,2910
378,52,65+,M,27
379,52,45-64,F,220
380,52,18-24,M,1929
381,52,65+,F,1
382,52,25-44,F,695
383,52,<18,M,723
384,52,<18,F,142
385,60,65+,M,22
386,60,18-24,F,137
387,60,45-64,M,511
388,60,65+,F,4
389,60,<18,M,555
390,60,25-44,M,1657
391,60,<18,F,117
392,60,894,F,1
393,60,45-64,F,93
394,60,25-44,F,412
395,60,18-24,M,1104
396,61,<18,F,102
397,61,45-64,F,67
398,61,25-44,M,1096
399,61,<18,M,488
400,61,45-64,M,338
401,61,65+,F,2
402,61,18-24,F,95
403,61,25-44,F,205
404,61,65+,M,15
405,61,18-24,M,873
406,61,UNKNOWN,M,1
407,62,25-44,M,997
408,62,45-64,M,266
409,62,<18,M,317
410,62,18-24,F,94
411,62,<18,F,91
412,62,45-64,F,68
413,62,959,M,1
414,62,25-44,F,214
415,62,65+,F,6
416,62,18-24,M,549
417,62,65+,M,12
418,63,<18,F,77
419,63,18-24,F,116
420,63,45-64,M,220
421,63,18-24,M,541
422,63,25-44,M,701
423,63,65+,M,9
424,63,45-64,F,69
425,63,65+,F,7
426,63,25-44,F,175
427,63,<18,M,245
428,66,<18,F,23
429,66,65+,M,21
430,66,45-64,M,206
431,66,18-24,F,62
432,66,<18,M,275
433,66,25-44,F,104
434,66,65+,F,2
435,66,18-24,M,517
436,66,45-64,F,35
437,66,25-44,M,765
438,67,18-24,M,1655
439,67,<18,M,596
440,67,938,F,1
441,67,25-44,F,392
442,67,65+,M,47
443,67,920,M,1
444,67,45-64,F,102
445,67,<18,F,129
446,67,45-64,M,849
447,67,25-44,M,2595
448,67,18-24,F,221
449,67,65+,F,2
450,68,45-64,F,50
451,68,65+,M,11
452,68,45-64,M,193
453,68,65+,F,3
454,68,<18,M,207
455,68,18-24,M,429
456,68,<18,F,64
457,68,25-44,F,173
458,68,25-44,M,737
459,68,18-24,F,79
460,69,65+,M,15
461,69,25-44,M,976
462,69,45-64,M,253
463,69,45-64,F,46
464,69,25-44,F,195
465,69,<18,F,67
466,69,<18,M,307
467,69,944,M,1
468,69,18-24,M,803
469,69,18-24,F,107
470,70,45-64,F,136
471,70,65+,F,5
472,70,943,M,1
473,70,18-24,M,1378
474,70,45-64,M,659
475,70,<18,M,496
476,70,<18,F,80
477,70,25-44,F,410
478,70,25-44,M,2032
479,70,65+,M,26
480,70,18-24,F,212
481,71,<18,F,110
482,71,18-24,F,180
483,71,65+,F,2
484,71,330,M,1
485,71,18-24,M,1250
486,71,25-44,M,1824
487,71,65+,M,26
488,71,45-64,F,117
489,71,<18,M,527
490,71,45-64,M,602
491,71,25-44,F,311
492,72,45-64,M,570
493,72,<18,F,37
494,72,<18,M,320
495,72,25-44,F,328
496,72,18-24,F,134
497,72,25-44,M,1785
498,72,65+,F,4
499,72,45-64,F,84
500,72,18-24,M,983
501,72,65+,M,26
502,73,<18,F,163
503,73,932,F,1
504,73,45-64,M,1432
505,73,25-44,M,3430
506,73,65+,F,2
507,73,18-24,M,1938
508,73,65+,M,35
509,73,<18,M,829
510,73,18-24,F,322
511,73,25-44,F,683
512,73,45-64,F,246
513,75,25-44,M,4761
514,75,18-24,F,568
515,75,45-64,M,1459
516,75,<18,F,216
517,75,65+,F,2
518,75,25-44,F,1134
519,75,18-24,M,2818
520,75,946,M,1
521,75,45-64,F,280
522,75,65+,M,51
523,75,<18,M,914
524,76,<18,M,172
525,76,45-64,M,429
526,76,18-24,F,66
527,76,25-44,M,1079
528,76,18-24,M,484
529,76,25-44,F,260
530,76,45-64,F,85
531,76,65+,M,14
532,76,<18,F,43
533,77,<18,F,65
534,77,338,M,1
535,77,25-44,M,2330
536,77,18-24,M,1236
537,77,45-64,M,1108
538,77,65+,M,46
539,77,18-24,F,173
540,77,45-64,F,193
541,77,<18,M,388
542,77,25-44,F,547
543,77,65+,F,6
544,78,<18,M,233
545,78,<18,F,38
546,78,65+,F,1
547,78,942,M,1
548,78,45-64,M,303
549,78,25-44,F,154
550,78,45-64,F,45
551,78,18-24,M,364
552,78,25-44,M,816
553,78,18-24,F,58
554,78,65+,M,20
555,79,65+,M,54
556,79,65+,F,1
557,79,25-44,F,542
558,79,18-24,M,1393
559,79,45-64,M,1382
560,79,45-64,F,198
561,79,<18,M,393
562,79,<18,F,82
563,79,25-44,M,2682
564,79,18-24,F,216
565,81,18-24,M,873
566,81,65+,M,22
567,81,25-44,M,1460
568,81,25-44,F,333
569,81,<18,M,375
570,81,45-64,F,146
571,81,945,M,1
572,81,45-64,M,624
573,81,<18,F,65
574,81,18-24,F,125
575,81,65+,F,2
576,83,25-44,M,2844
577,83,<18,F,116
578,83,938,M,1
579,83,65+,M,10
580,83,65+,F,4
581,83,25-44,F,631
582,83,18-24,M,1400
583,83,<18,M,632
584,83,18-24,F,247
585,83,45-64,F,165
586,83,45-64,M,845
587,83,939,F,1
588,84,18-24,M,794
589,84,45-64,F,138
590,84,45-64,M,584
591,84,65+,M,24
592,84,<18,F,89
593,84,18-24,F,183
594,84,<18,M,340
595,84,25-44,F,400
596,84,25-44,M,1552
597,84,65+,F,6
598,88,<18,F,74
599,88,45-64,F,106
600,88,25-44,F,299
601,88,25-44,M,991
602,88,65+,M,10
603,88,18-24,M,587
604,88,45-64,M,397
605,88,<18,M,275
606,88,18-24,F,152
607,90,352,M,1
608,90,65+,M,17
609,90,25-44,F,260
610,90,18-24,M,861
611,90,65+,F,1
612,90,<18,M,369
613,90,18-24,F,123
614,90,45-64,M,532
615,90,45-64,F,61
616,90,25-44,M,1701
617,90,<18,F,79
618,94,45-64,F,14
619,94,18-24,M,304
620,94,25-44,M,696
621,94,25-44,F,60
622,94,45-64,M,230
623,94,65+,M,7
624,94,18-24,F,31
625,94,<18,F,15
626,94,<18,M,119
627,100,45-64,F,40
628,100,18-24,M,391
629,100,65+,M,10
630,100,<18,F,74
631,100,18-24,F,72
632,100,<18,M,196
633,100,25-44,F,104
634,100,25-44,M,531
635,100,45-64,M,203
636,101,45-64,M,316
637,101,18-24,F,99
638,101,65+,M,12
639,101,18-24,M,1053
640,101,25-44,M,1177
641,101,25-44,F,187
642,101,45-64,F,61
643,101,<18,M,422
644,101,<18,F,63
645,102,45-64,F,77
646,102,25-44,F,245
647,102,25-44,M,1618
648,102,65+,M,9
649,102,18-24,M,934
650,102,18-24,F,109
651,102,45-64,M,415
652,102,965,M,1
653,102,<18,F,68
654,102,816,F,1
655,102,65+,F,4
656,102,<18,M,358
657,103,<18,F,133
658,103,45-64,F,128
659,103,45-64,M,804
660,103,18-24,F,305
661,103,18-24,M,1780
662,103,25-44,F,473
663,103,25-44,M,2605
664,103,65+,F,2
665,103,930,F,1
666,103,65+,M,21
667,103,<18,M,580
668,104,65+,F,3
669,104,18-24,M,1049
670,104,45-64,F,61
671,104,65+,M,17
672,104,45-64,M,396
673,104,<18,F,55
674,104,25-44,F,261
675,104,18-24,F,126
676,104,25-44,M,1628
677,104,<18,M,385
678,105,<18,F,84
679,105,45-64,F,84
680,105,18-24,M,1288
681,105,45-64,M,540
682,105,25-44,M,2004
683,105,931,M,1
684,105,25-44,F,330
685,105,65+,M,23
686,105,65+,F,2
687,105,18-24,F,206
688,105,<18,M,415
689,106,446,M,1
690,106,65+,F,1
691,106,928,M,1
692,106,<18,M,386
693,106,25-44,F,175
694,106,65+,M,16
695,106,25-44,M,1298
696,106,18-24,M,855
697,106,18-24,F,95
698,106,45-64,M,394
699,106,45-64,F,37
700,106,<18,F,62
701,107,25-44,F,214
702,107,65+,F,6
703,107,45-64,F,82
704,107,929,M,1
705,107,<18,F,112
706,107,18-24,M,863
707,107,45-64,M,311
708,107,<18,M,473
709,107,25-44,M,1177
710,107,18-24,F,122
711,107,65+,M,22
712,108,65+,M,26
713,108,<18,M,274
714,108,<18,F,33
715,108,18-24,F,71
716,108,45-64,F,34
717,108,45-64,M,483
718,108,18-24,M,664
719,108,25-44,M,1484
720,108,25-44,F,181
721,108,65+,F,3
722,108,944,M,1
723,109,18-24,F,168
724,109,45-64,F,138
725,109,45-64,M,691
726,109,<18,F,110
727,109,18-24,M,1114
728,109,65+,M,26
729,109,25-44,F,396
730,109,<18,M,448
731,109,25-44,M,2082
732,109,65+,F,6
733,110,65+,F,5
734,110,<18,F,189
735,110,25-44,F,439
736,110,25-44,M,2418
737,110,<18,M,586
738,110,18-24,F,291
739,110,45-64,M,594
740,110,45-64,F,136
741,110,943,M,1
742,110,65+,M,24
743,110,18-24,M,1695
744,111,45-64,M,213
745,111,18-24,F,54
746,111,<18,F,50
747,111,65+,M,14
748,111,18-24,M,506
749,111,45-64,F,53
750,111,25-44,F,106
751,111,<18,M,305
752,111,25-44,M,647
753,111,65+,F,2
754,112,45-64,M,303
755,112,65+,M,18
756,112,<18,F,34
757,112,<18,M,244
758,112,940,M,1
759,112,65+,F,7
760,112,45-64,F,61
761,112,18-24,M,591
762,112,25-44,F,187
763,112,25-44,M,957
764,112,708,M,1
765,112,18-24,F,91
766,113,25-44,F,417
767,113,45-64,F,152
768,113,18-24,M,1118
769,113,<18,M,354
770,113,18-24,F,223
771,113,65+,M,38
772,113,25-44,M,2205
773,113,<18,F,70
774,113,945,M,1
775,113,45-64,M,981
776,113,65+,F,4
777,114,65+,M,39
778,114,UNKNOWN,M,1
779,114,45-64,F,138
780,114,25-44,M,2551
781,114,<18,F,124
782,114,65+,F,6
783,114,45-64,M,759
784,114,25-44,F,410
785,114,18-24,F,215
786,114,18-24,M,1657
787,114,<18,M,710
788,115,18-24,F,203
789,115,65+,M,31
790,115,18-24,M,2123
791,115,65+,F,7
792,115,25-44,F,346
793,115,<18,F,61
794,115,<18,M,447
795,115,45-64,M,680
796,115,45-64,F,110
797,115,25-44,M,3486
798,120,<18,F,195
799,120,25-44,M,2590
800,120,45-64,M,731
801,120,65+,M,28
802,120,25-44,F,672
803,120,18-24,F,312
804,120,UNKNOWN,F,1
805,120,912,M,1
806,120,18-24,M,1828
807,120,65+,F,3
808,120,<18,M,773
809,120,45-64,F,192
810,122,<18,F,150
811,122,25-44,M,1409
812,122,65+,M,19
813,122,65+,F,4
814,122,25-44,F,331
815,122,45-64,M,373
816,122,18-24,M,825
817,122,<18,M,450
818,122,45-64,F,115
819,122,18-24,F,244
820,123,<18,M,204
821,123,<18,F,28
822,123,18-24,M,269
823,123,316,M,1
824,123,25-44,M,411
825,123,25-44,F,61
826,123,65+,M,8
827,123,18-24,F,40
828,123,45-64,F,33
829,123,894,M,2
830,123,45-64,M,103
