,Precinct,OfnsDesc,CrimeCount
261,13,OFFENSES INVOLVING FRAUD,5
262,13,OFFENSES AGAINST THE PERSON,7
263,13,DISORDERLY CONDUCT,1
264,13,OFF. AGNST PUB ORD SENSBLTY &,48
265,13,MISCELLANEOUS PENAL LAW,34
266,13,FELONY ASSAULT,155
267,13,FRAUDULENT ACCOSTING,1
268,13,FRAUDS,5
269,13,HARRASSMENT 2,1
270,13,ASSAULT 3 & RELATED OFFENSES,251
271,13,ARSON,1
272,13,INTOXICATED/IMPAIRED DRIVING,1
273,13,CRIMINAL TRESPASS,47
274,14,ASSAULT 3 & RELATED OFFENSES,290
275,14,SEX CRIMES,44
276,14,THEFT OF SERVICES,22
277,14,OFF. AGNST PUB ORD SENSBLTY &,51
278,14,OFFENSES AGAINST THE PERSON,13
279,14,ROBBERY,101
280,14,FRAUDS,12
281,14,OFFENSES AGAINST PUBLIC ADMINI,101
282,14,VEHICLE AND TRAFFIC LAWS,87
283,14,FOR OTHER AUTHORITIES,14
284,14,GRAND LARCENY OF MOTOR VEHICLE,7
285,14,PETIT LARCENY,686
286,14,ARSON,3
287,14,GRAND LARCENY,314
288,14,MURDER & NON-NEGL. MANSLAUGHTE,7
289,14,MOVING INFRACTIONS,1
290,14,OTHER STATE LAWS (NON PENAL LA,4
291,14,CRIMINAL MISCHIEF & RELATED OF,163
292,14,UNAUTHORIZED USE OF A VEHICLE,6
293,14,DANGEROUS WEAPONS,53
294,14,BURGLAR'S TOOLS,32
295,14,INTOXICATED & IMPAIRED DRIVING,6
296,14,THEFT-FRAUD,1
297,14,JOSTLING,1
298,14,DANGEROUS DRUGS,276
299,14,NYS LAWS-UNCLASSIFIED FELONY,2
300,14,FELONY ASSAULT,149
301,14,OTHER OFFENSES RELATED TO THEF,68
302,14,FRAUDULENT ACCOSTING,1
303,14,DISORDERLY CONDUCT,1
304,14,BURGLARY,251
305,14,ADMINISTRATIVE CODE,1
306,14,RAPE,5
307,14,OFFENSES INVOLVING FRAUD,16
308,14,MISCELLANEOUS PENAL LAW,64
309,14,OTHER STATE LAWS,6
310,14,OTHER TRAFFIC INFRACTION,18
311,14,FORGERY,43
312,14,POSSESSION OF STOLEN PROPERTY,59
313,14,CRIMINAL TRESPASS,58
314,14,PROSTITUTION & RELATED OFFENSES,9
315,17,GRAND LARCENY OF MOTOR VEHICLE,8
316,17,DANGEROUS DRUGS,10
317,17,FELONY ASSAULT,38
318,17,MISCELLANEOUS PENAL LAW,9
319,17,BURGLARY,96
320,17,OFFENSES AGAINST PUBLIC ADMINI,19
321,17,ROBBERY,41
322,17,GRAND LARCENY,115
323,17,PETIT LARCENY,219
324,17,BURGLAR'S TOOLS,5
325,17,SEX CRIMES,7
326,17,NYS LAWS-UNCLASSIFIED FELONY,3
327,17,PROSTITUTION & RELATED OFFENSES,7
328,17,UNAUTHORIZED USE OF A VEHICLE,2
329,17,INTOXICATED & IMPAIRED DRIVING,16
330,17,THEFT OF SERVICES,2
331,17,POSSESSION OF STOLEN PROPERTY,18
332,17,OFF. AGNST PUB ORD SENSBLTY &,5
333,17,FORGERY,2
334,17,OFFENSES AGAINST THE PERSON,6
335,17,DANGEROUS WEAPONS,22
336,17,ASSAULT 3 & RELATED OFFENSES,91
337,17,OTHER TRAFFIC INFRACTION,21
338,17,OFFENSES INVOLVING FRAUD,11
339,17,MOVING INFRACTIONS,1
340,17,FRAUDS,1
341,17,VEHICLE AND TRAFFIC LAWS,43
342,17,INTOXICATED/IMPAIRED DRIVING,1
343,17,THEFT-FRAUD,1
344,17,CHILD ABANDONMENT/NON SUPPORT,1
345,17,CRIMINAL TRESPASS,11
346,17,CRIMINAL MISCHIEF & RELATED OF,30
347,17,OTHER OFFENSES RELATED TO THEF,6
348,18,POSSESSION OF STOLEN PROPERTY,28
349,18,FOR OTHER AUTHORITIES,6
350,18,ROBBERY,109
351,18,OTHER TRAFFIC INFRACTION,7
352,18,CRIMINAL MISCHIEF & RELATED OF,85
353,18,OFFENSES INVOLVING FRAUD,11
354,18,MURDER & NON-NEGL. MANSLAUGHTE,5
355,18,INTOXICATED & IMPAIRED DRIVING,20
356,18,MISCELLANEOUS PENAL LAW,37
357,18,FELONY ASSAULT,108
358,18,OTHER STATE LAWS,28
359,18,UNAUTHORIZED USE OF A VEHICLE,10
360,18,PROSTITUTION & RELATED OFFENSES,7
361,18,OTHER OFFENSES RELATED TO THEF,29
362,18,CRIMINAL TRESPASS,57
363,18,PETIT LARCENY,286
364,18,VEHICLE AND TRAFFIC LAWS,26
365,18,DANGEROUS DRUGS,39
366,18,BURGLARY,208
367,18,DISORDERLY CONDUCT,4
368,18,RAPE,2
369,18,THEFT-FRAUD,4
370,18,GRAND LARCENY OF MOTOR VEHICLE,8
371,18,BURGLAR'S TOOLS,8
372,18,MOVING INFRACTIONS,1
373,18,OFFENSES AGAINST PUBLIC ADMINI,96
374,18,DANGEROUS WEAPONS,27
375,18,FRAUDS,9
376,18,ARSON,1
377,18,OFFENSES AGAINST THE PERSON,4
378,18,NYS LAWS-UNCLASSIFIED FELONY,2
379,18,FORGERY,20
380,18,ASSAULT 3 & RELATED OFFENSES,172
381,18,FRAUDULENT ACCOSTING,7
382,18,SEX CRIMES,15
383,18,THEFT OF SERVICES,2
384,18,OFF. AGNST PUB ORD SENSBLTY &,55
385,18,GRAND LARCENY,358
386,19,FELONY ASSAULT,73
387,19,GRAND LARCENY OF MOTOR VEHICLE,3
388,19,OFFENSES INVOLVING FRAUD,4
389,19,CRIMINAL MISCHIEF & RELATED OF,53
390,19,VEHICLE AND TRAFFIC LAWS,31
391,19,NYS LAWS-UNCLASSIFIED FELONY,2
392,19,OFFENSES AGAINST THE PERSON,3
393,19,PROSTITUTION & RELATED OFFENSES,2
394,19,THEFT OF SERVICES,2
395,19,UNAUTHORIZED USE OF A VEHICLE,2
396,19,FRAUDS,3
397,19,FOR OTHER AUTHORITIES,6
398,19,ARSON,2
399,19,MISCELLANEOUS PENAL LAW,47
400,19,SEX CRIMES,13
401,19,MURDER & NON-NEGL. MANSLAUGHTE,3
402,19,GRAND LARCENY,226
403,19,BURGLARY,202
404,19,OFF. AGNST PUB ORD SENSBLTY &,21
405,19,OTHER OFFENSES RELATED TO THEF,7
406,19,ASSAULT 3 & RELATED OFFENSES,186
407,19,OTHER TRAFFIC INFRACTION,8
408,19,FORGERY,15
409,19,DANGEROUS DRUGS,9
410,19,INTOXICATED & IMPAIRED DRIVING,9
411,19,DANGEROUS WEAPONS,9
412,19,POSSESSION OF STOLEN PROPERTY,24
413,19,OFFENSES AGAINST PUBLIC ADMINI,21
414,19,PETIT LARCENY,370
415,19,ROBBERY,104
416,19,CRIMINAL TRESPASS,17
417,19,OTHER STATE LAWS,1
418,19,BURGLAR'S TOOLS,12
419,20,CRIMINAL MISCHIEF & RELATED OF,37
420,20,FOR OTHER AUTHORITIES,3
421,20,GRAND LARCENY,92
422,20,ROBBERY,47
423,20,OFFENSES AGAINST PUBLIC ADMINI,22
424,20,FELONY ASSAULT,28
425,20,GRAND LARCENY OF MOTOR VEHICLE,5
426,20,FORGERY,5
427,20,BURGLAR'S TOOLS,9
428,20,MISCELLANEOUS PENAL LAW,17
429,20,ARSON,1
430,20,UNAUTHORIZED USE OF A VEHICLE,1
431,20,OTHER STATE LAWS (NON PENAL LA,2
432,20,OFFENSES AGAINST THE PERSON,2
433,20,PETIT LARCENY,184
434,20,MURDER & NON-NEGL. MANSLAUGHTE,2
435,20,NYS LAWS-UNCLASSIFIED FELONY,1
436,20,THEFT OF SERVICES,1
437,20,OFFENSES INVOLVING FRAUD,2
438,20,FRAUDS,2
439,20,ASSAULT 3 & RELATED OFFENSES,80
440,20,BURGLARY,77
441,20,OFF. AGNST PUB ORD SENSBLTY &,15
442,20,CRIMINAL TRESPASS,4
443,20,INTOXICATED & IMPAIRED DRIVING,4
444,20,DANGEROUS WEAPONS,11
445,20,DANGEROUS DRUGS,48
446,20,VEHICLE AND TRAFFIC LAWS,13
447,20,POSSESSION OF STOLEN PROPERTY,11
448,20,OTHER STATE LAWS,3
449,20,OTHER OFFENSES RELATED TO THEF,7
450,20,SEX CRIMES,8
451,20,OTHER TRAFFIC INFRACTION,4
452,22,MISCELLANEOUS PENAL LAW,4
453,22,PETIT LARCENY,4
454,22,OFF. AGNST PUB ORD SENSBLTY &,2
455,22,FOR OTHER AUTHORITIES,1
456,22,ASSAULT 3 & RELATED OFFENSES,14
457,22,CHILD ABANDONMENT/NON SUPPORT,1
458,22,OFFENSES AGAINST PUBLIC ADMINI,2
459,22,MURDER & NON-NEGL. MANSLAUGHTE,1
460,22,BURGLARY,3
461,22,GRAND LARCENY,13
462,22,FELONY ASSAULT,4
463,22,SEX CRIMES,1
464,23,INTOXICATED/IMPAIRED DRIVING,3
465,23,POSSESSION OF STOLEN PROPERTY,13
466,23,SEX CRIMES,34
467,23,FORGERY,16
468,23,CRIMINAL TRESPASS,29
469,23,GAMBLING,6
470,23,THEFT-FRAUD,1
471,23,OFFENSES INVOLVING FRAUD,18
472,23,OFF. AGNST PUB ORD SENSBLTY &,75
473,23,OTHER TRAFFIC INFRACTION,6
474,23,GRAND LARCENY OF MOTOR VEHICLE,7
475,23,OTHER OFFENSES RELATED TO THEF,6
476,23,MISCELLANEOUS PENAL LAW,104
477,23,NEW YORK CITY HEALTH CODE,1
478,23,INTOXICATED & IMPAIRED DRIVING,11
479,23,GRAND LARCENY,71
480,23,DANGEROUS DRUGS,142
481,23,VEHICLE AND TRAFFIC LAWS,36
482,23,ROBBERY,99
483,23,NYS LAWS-UNCLASSIFIED FELONY,4
484,23,RAPE,4
485,23,MURDER & NON-NEGL. MANSLAUGHTE,37
486,23,DANGEROUS WEAPONS,124
487,23,BURGLAR'S TOOLS,3
488,23,FELONY ASSAULT,220
489,23,OFFENSES AGAINST PUBLIC ADMINI,175
490,23,PETIT LARCENY,117
491,23,FRAUDS,9
492,23,UNAUTHORIZED USE OF A VEHICLE,4
493,23,OFFENSES AGAINST THE PERSON,7
494,23,FOR OTHER AUTHORITIES,5
495,23,OTHER STATE LAWS (NON PENAL LA,2
496,23,BURGLARY,71
497,23,CRIMINAL MISCHIEF & RELATED OF,96
498,23,ASSAULT 3 & RELATED OFFENSES,379
499,23,ARSON,1
500,23,OFFENSES RELATED TO CHILDREN,1
501,24,FORGERY,8
502,24,NYS LAWS-UNCLASSIFIED FELONY,3
503,24,OFFENSES AGAINST THE PERSON,3
504,24,INTOXICATED & IMPAIRED DRIVING,20
505,24,CRIMINAL TRESPASS,29
506,24,POSSESSION OF STOLEN PROPERTY,9
507,24,ANTICIPATORY OFFENSES,1
508,24,ROBBERY,71
509,24,PROSTITUTION & RELATED OFFENSES,1
510,24,OTHER TRAFFIC INFRACTION,12
511,24,OFF. AGNST PUB ORD SENSBLTY &,16
512,24,VEHICLE AND TRAFFIC LAWS,58
513,24,GRAND LARCENY,41
514,24,OFFENSES AGAINST PUBLIC ADMINI,41
515,24,DANGEROUS WEAPONS,22
516,24,BURGLARY,95
517,24,MISCELLANEOUS PENAL LAW,70
518,24,PETIT LARCENY,226
519,24,ASSAULT 3 & RELATED OFFENSES,219
520,24,OTHER OFFENSES RELATED TO THEF,7
521,24,FOR OTHER AUTHORITIES,2
522,24,GRAND LARCENY OF MOTOR VEHICLE,2
523,24,DANGEROUS DRUGS,66
524,24,SEX CRIMES,13
525,24,BURGLAR'S TOOLS,3
526,24,DISORDERLY CONDUCT,1
527,24,GAMBLING,5
528,24,FRAUDS,5
529,24,OFFENSES INVOLVING FRAUD,2
530,24,MURDER & NON-NEGL. MANSLAUGHTE,14
531,24,UNAUTHORIZED USE OF A VEHICLE,2
532,24,CRIMINAL MISCHIEF & RELATED OF,53
533,24,FRAUDULENT ACCOSTING,1
534,24,RAPE,2
535,24,FELONY ASSAULT,110
536,25,MISCELLANEOUS PENAL LAW,73
537,25,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,1
538,25,ASSAULT 3 & RELATED OFFENSES,314
539,25,RAPE,12
540,25,"LOITERING/GAMBLING (CARDS, DIC",12
541,25,OFFENSES AGAINST THE PERSON,9
542,25,INTOXICATED/IMPAIRED DRIVING,3
543,25,CHILD ABANDONMENT/NON SUPPORT,2
544,25,DANGEROUS WEAPONS,189
545,25,CRIMINAL TRESPASS,17
546,25,OFFENSES INVOLVING FRAUD,59
547,25,FELONY ASSAULT,172
548,25,NYS LAWS-UNCLASSIFIED FELONY,17
549,25,GRAND LARCENY OF MOTOR VEHICLE,10
550,25,FOR OTHER AUTHORITIES,14
551,25,FORGERY,33
552,25,BURGLARY,67
553,25,BURGLAR'S TOOLS,9
554,25,INTOXICATED & IMPAIRED DRIVING,34
555,25,ADMINISTRATIVE CODE,2
556,25,OFF. AGNST PUB ORD SENSBLTY &,44
557,25,GRAND LARCENY,56
558,25,KIDNAPPING & RELATED OFFENSES,1
559,25,OTHER STATE LAWS (NON PENAL LA,5
560,25,HOMICIDE-NEGLIGENT-VEHICLE,1
561,25,OFFENSES AGAINST PUBLIC ADMINI,123
562,25,DANGEROUS DRUGS,901
563,25,ROBBERY,110
564,25,PETIT LARCENY,110
565,25,GAMBLING,7
566,25,OFFENSES AGAINST PUBLIC SAFETY,2
567,25,VEHICLE AND TRAFFIC LAWS,101
568,25,THEFT OF SERVICES,6
569,25,SEX CRIMES,45
570,25,OTHER TRAFFIC INFRACTION,6
571,25,OTHER OFFENSES RELATED TO THEF,7
572,25,UNAUTHORIZED USE OF A VEHICLE,9
573,25,MURDER & NON-NEGL. MANSLAUGHTE,22
574,25,FRAUDS,3
575,25,POSSESSION OF STOLEN PROPERTY,26
576,25,CRIMINAL MISCHIEF & RELATED OF,155
577,26,POSSESSION OF STOLEN PROPERTY,13
578,26,GRAND LARCENY,66
579,26,ASSAULT 3 & RELATED OFFENSES,129
580,26,BURGLARY,88
581,26,DANGEROUS WEAPONS,36
582,26,OFFENSES AGAINST THE PERSON,7
583,26,OFF. AGNST PUB ORD SENSBLTY &,35
584,26,FOR OTHER AUTHORITIES,2
585,26,DANGEROUS DRUGS,63
586,26,ARSON,2
587,26,GAMBLING,2
588,26,GRAND LARCENY OF MOTOR VEHICLE,5
589,26,SEX CRIMES,13
590,26,UNAUTHORIZED USE OF A VEHICLE,3
591,26,BURGLAR'S TOOLS,2
592,26,FRAUDS,2
593,26,VEHICLE AND TRAFFIC LAWS,36
594,26,FORGERY,10
595,26,OTHER TRAFFIC INFRACTION,5
596,26,CRIMINAL TRESPASS,24
597,26,ROBBERY,52
598,26,CRIMINAL MISCHIEF & RELATED OF,48
599,26,FELONY ASSAULT,76
600,26,INTOXICATED & IMPAIRED DRIVING,20
601,26,DISORDERLY CONDUCT,1
602,26,MISCELLANEOUS PENAL LAW,74
603,26,ENDAN WELFARE INCOMP,1
604,26,ESCAPE 3,1
605,26,THEFT-FRAUD,3
606,26,NYS LAWS-UNCLASSIFIED FELONY,1
607,26,OTHER OFFENSES RELATED TO THEF,8
608,26,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,1
609,26,PETIT LARCENY,110
610,26,OFFENSES AGAINST PUBLIC ADMINI,56
611,26,MURDER & NON-NEGL. MANSLAUGHTE,6
612,26,OFFENSES INVOLVING FRAUD,14
613,28,FELONY ASSAULT,101
614,28,OTHER STATE LAWS (NON PENAL LA,1
615,28,CRIMINAL TRESPASS,34
616,28,OFFENSES AGAINST PUBLIC SAFETY,2
617,28,GRAND LARCENY,39
618,28,ROBBERY,66
619,28,OTHER STATE LAWS,2
620,28,BURGLAR'S TOOLS,5
621,28,OFFENSES INVOLVING FRAUD,7
622,28,INTOXICATED & IMPAIRED DRIVING,10
623,28,DANGEROUS DRUGS,246
624,28,POSSESSION OF STOLEN PROPERTY,18
625,28,BURGLARY,53
626,28,GAMBLING,7
627,28,FOR OTHER AUTHORITIES,12
628,28,ASSAULT 3 & RELATED OFFENSES,210
629,28,MURDER & NON-NEGL. MANSLAUGHTE,7
630,28,MISCELLANEOUS PENAL LAW,55
631,28,UNAUTHORIZED USE OF A VEHICLE,4
632,28,GRAND LARCENY OF MOTOR VEHICLE,4
633,28,OFF. AGNST PUB ORD SENSBLTY &,17
634,28,VEHICLE AND TRAFFIC LAWS,49
635,28,"HOMICIDE-NEGLIGENT,UNCLASSIFIE",1
636,28,ADMINISTRATIVE CODE,1
637,28,NYS LAWS-UNCLASSIFIED FELONY,5
638,28,THEFT-FRAUD,3
639,28,SEX CRIMES,19
640,28,OTHER OFFENSES RELATED TO THEF,4
