,SchoolDist,AgeGroup,PerpSex,CrimeCount
0,1,65+,F,5
1,1,<18,M,344
2,1,18-24,F,308
3,1,25-44,M,2891
4,1,65+,M,41
5,1,45-64,M,1212
6,1,25-44,F,415
7,1,18-24,M,1602
8,1,45-64,F,120
9,1,<18,F,111
10,2,25-44,M,19108
11,2,25-44,F,3908
12,2,<18,F,1162
13,2,18-24,F,2962
14,2,65+,M,452
15,2,45-64,F,1666
16,2,45-64,M,10002
17,2,<18,M,1980
18,2,18-24,M,9246
19,2,65+,F,76
20,3,65+,F,17
21,3,45-64,M,2524
22,3,65+,M,105
23,3,25-44,F,676
24,3,45-64,F,349
25,3,<18,M,576
26,3,18-24,F,410
27,3,25-44,M,3607
28,3,18-24,M,1950
29,3,<18,F,188
30,4,<18,M,795
31,4,45-64,M,1931
32,4,65+,F,3
33,4,18-24,F,395
34,4,18-24,M,2298
35,4,25-44,M,3820
36,4,65+,M,98
37,4,<18,F,156
38,4,25-44,F,522
39,4,45-64,F,264
40,5,65+,F,16
41,5,25-44,M,6270
42,5,25-44,F,1221
43,5,65+,M,200
44,5,18-24,M,3480
45,5,<18,F,319
46,5,18-24,F,770
47,5,45-64,F,702
48,5,45-64,M,3991
49,5,<18,M,1166
50,6,45-64,F,308
51,6,25-44,F,807
52,6,<18,F,200
53,6,65+,M,95
54,6,45-64,M,2050
55,6,65+,F,7
56,6,<18,M,1210
57,6,18-24,F,593
58,6,18-24,M,4678
59,6,25-44,M,6457
60,7,25-44,M,4876
61,7,18-24,M,2814
62,7,<18,F,292
63,7,<18,M,1122
64,7,25-44,F,855
65,7,18-24,F,586
66,7,65+,M,67
67,7,65+,F,5
68,7,45-64,M,2048
69,7,45-64,F,444
70,8,<18,M,1449
71,8,65+,M,78
72,8,18-24,F,945
73,8,45-64,M,1728
74,8,25-44,M,5093
75,8,65+,F,7
76,8,18-24,M,3480
77,8,45-64,F,428
78,8,<18,F,434
79,8,25-44,F,1307
80,9,18-24,F,854
81,9,45-64,M,3192
82,9,65+,F,14
83,9,65+,M,129
84,9,18-24,M,5496
85,9,25-44,M,7427
86,9,<18,M,2465
87,9,25-44,F,1437
88,9,45-64,F,627
89,9,<18,F,510
90,10,18-24,F,1080
91,10,45-64,F,729
92,10,65+,M,126
93,10,18-24,M,6289
94,10,25-44,M,9529
95,10,<18,M,2144
96,10,<18,F,566
97,10,25-44,F,1751
98,10,45-64,M,3680
99,10,65+,F,21
100,11,65+,F,13
101,11,65+,M,51
102,11,25-44,M,4280
103,11,<18,F,357
104,11,18-24,F,642
105,11,45-64,M,1388
106,11,<18,M,1470
107,11,45-64,F,315
108,11,18-24,M,3275
109,11,25-44,F,921
110,12,65+,F,6
111,12,<18,F,321
112,12,25-44,F,989
113,12,18-24,F,522
114,12,65+,M,83
115,12,<18,M,1216
116,12,25-44,M,3806
117,12,45-64,F,387
118,12,18-24,M,2908
119,12,45-64,M,1769
120,13,<18,F,234
121,13,<18,M,856
122,13,25-44,M,4562
123,13,18-24,M,2258
124,13,45-64,F,477
125,13,65+,F,11
126,13,45-64,M,2530
127,13,25-44,F,1035
128,13,65+,M,108
129,13,18-24,F,504
130,14,18-24,M,2048
131,14,45-64,F,206
132,14,65+,F,9
133,14,45-64,M,1276
134,14,25-44,M,3140
135,14,<18,F,130
136,14,65+,M,34
137,14,18-24,F,310
138,14,25-44,F,509
139,14,<18,M,705
140,15,65+,F,11
141,15,18-24,M,1847
142,15,65+,M,47
143,15,25-44,F,691
144,15,<18,F,192
145,15,18-24,F,313
146,15,45-64,F,256
147,15,45-64,M,1275
148,15,25-44,M,3268
149,15,<18,M,771
150,16,65+,F,7
151,16,18-24,F,375
152,16,18-24,M,1959
153,16,45-64,F,324
154,16,45-64,M,1552
155,16,25-44,F,619
156,16,65+,M,74
157,16,<18,M,572
158,16,<18,F,135
159,16,25-44,M,3044
160,17,45-64,M,2395
161,17,25-44,F,1003
162,17,45-64,F,431
163,17,<18,M,1356
164,17,18-24,M,4039
165,17,18-24,F,624
166,17,25-44,M,6156
167,17,65+,M,95
168,17,<18,F,357
169,17,65+,F,11
170,18,<18,F,108
171,18,65+,M,18
172,18,45-64,F,117
173,18,18-24,F,208
174,18,<18,M,465
175,18,25-44,F,347
176,18,65+,F,2
177,18,18-24,M,1428
178,18,45-64,M,679
179,18,25-44,M,2189
180,19,25-44,F,1157
181,19,<18,F,266
182,19,65+,M,69
183,19,<18,M,1188
184,19,45-64,M,1959
185,19,25-44,M,5744
186,19,45-64,F,304
187,19,18-24,M,4080
188,19,18-24,F,814
189,19,65+,F,7
190,20,45-64,M,664
191,20,65+,F,9
192,20,<18,M,708
193,20,65+,M,29
194,20,18-24,F,269
195,20,<18,F,143
196,20,25-44,M,2204
197,20,25-44,F,463
198,20,18-24,M,1704
199,20,45-64,F,170
200,21,45-64,M,817
201,21,18-24,F,245
202,21,45-64,F,237
203,21,65+,M,48
204,21,<18,M,869
205,21,25-44,F,412
206,21,65+,F,7
207,21,18-24,M,1983
208,21,25-44,M,2578
209,21,<18,F,148
210,22,45-64,M,870
211,22,18-24,F,475
212,22,<18,F,247
213,22,25-44,F,516
214,22,18-24,M,2452
215,22,65+,M,31
216,22,<18,M,842
217,22,45-64,F,191
218,22,65+,F,11
219,22,25-44,M,2967
220,23,65+,F,5
221,23,25-44,F,763
222,23,45-64,F,332
223,23,25-44,M,4203
224,23,<18,F,213
225,23,<18,M,921
226,23,18-24,F,512
227,23,18-24,M,2636
228,23,45-64,M,1850
229,23,65+,M,55
230,24,<18,M,1268
231,24,25-44,F,1000
232,24,65+,M,59
233,24,25-44,M,5762
234,24,18-24,M,3601
235,24,<18,F,438
236,24,45-64,M,1410
237,24,18-24,F,730
238,24,65+,F,19
239,24,45-64,F,373
240,25,45-64,F,233
241,25,45-64,M,951
242,25,25-44,F,490
243,25,<18,F,131
244,25,25-44,M,2168
245,25,<18,M,646
246,25,65+,F,12
247,25,18-24,F,301
248,25,65+,M,49
249,25,18-24,M,1493
250,26,45-64,F,87
251,26,65+,M,17
252,26,65+,F,5
253,26,<18,F,63
254,26,18-24,F,131
255,26,45-64,M,322
256,26,18-24,M,697
257,26,25-44,M,714
258,26,<18,M,282
259,26,25-44,F,194
260,27,25-44,F,789
261,27,18-24,M,3985
262,27,45-64,M,1667
263,27,65+,F,8
264,27,45-64,F,276
265,27,<18,M,1409
266,27,18-24,F,584
267,27,65+,M,62
268,27,<18,F,226
269,27,25-44,M,5254
270,28,65+,F,9
271,28,45-64,F,340
272,28,18-24,F,685
273,28,25-44,M,4789
274,28,25-44,F,921
275,28,45-64,M,1625
276,28,<18,F,265
277,28,18-24,M,3474
278,28,65+,M,75
279,28,<18,M,973
280,29,45-64,M,1115
281,29,65+,F,3
282,29,18-24,M,2607
283,29,<18,M,620
284,29,<18,F,123
285,29,18-24,F,414
286,29,45-64,F,179
287,29,25-44,F,538
288,29,25-44,M,3580
289,29,65+,M,31
290,30,45-64,F,275
291,30,45-64,M,1789
292,30,65+,F,15
293,30,<18,M,1056
294,30,18-24,M,3353
295,30,65+,M,99
296,30,25-44,M,5653
297,30,25-44,F,825
298,30,<18,F,213
299,30,18-24,F,519
300,31,45-64,F,449
301,31,18-24,M,3507
302,31,<18,F,476
303,31,<18,M,1406
304,31,25-44,F,1157
305,31,25-44,M,4881
306,31,18-24,F,882
307,31,45-64,M,1423
308,31,65+,M,70
309,31,65+,F,10
310,32,65+,F,4
311,32,25-44,M,2746
312,32,18-24,M,1723
313,32,25-44,F,591
314,32,65+,M,26
315,32,<18,F,120
316,32,18-24,F,316
317,32,<18,M,663
318,32,45-64,F,202
319,32,45-64,M,1062
