,BoroCode,OfnsDesc,CrimeCount
0,1,CHILD ABANDONMENT/NON SUPPORT 1,4
1,1,ESCAPE 3,7
2,1,FORTUNE TELLING,6
3,1,SEX CRIMES,431
4,1,GAMBLING,483
5,1,POSSESSION OF STOLEN PROPERTY,492
6,1,OFFENSES AGAINST THE PERSON,549
7,1,LOITERING,45
8,1,HOMICIDE-NEGLIGENT-VEHICLE,3
9,1,FRAUDS,376
10,1,PROSTITUTION & RELATED OFFENSES,1179
11,1,DISORDERLY CONDUCT,1271
12,1,OFFENSES INVOLVING FRAUD,1370
13,1,UNLAWFUL POSS. WEAP. ON SCHOOL GROUNDS,2
14,1,VEHICLE AND TRAFFIC LAWS,1962
15,1,INTOXICATED & IMPAIRED DRIVING,2019
16,1,PETIT LARCENY,2051
17,1,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,2202
18,1,CRIMINAL MISCHIEF & RELATED OFFENSES,2252
19,1,BURGLARY,1271
20,1,HARASSMENT,10
21,1,FORCIBLE TOUCHING,338
22,1,JOSTLING,11
23,1,LOITERING FOR DRUG PURPOSES,46
24,1,KIDNAPPING & RELATED OFFENSES,46
25,1,OFFENSES AGAINST PUBLIC SAFETY,43
26,1,ALCOHOLIC BEVERAGE CONTROL LAW,56
27,1,BURGLAR'S TOOLS,62
28,1,HARRASSMENT 2,79
29,1,ADMINISTRATIVE CODE,37
30,1,ARSON,33
31,1,GRAND LARCENY OF MOTOR VEHICLE,125
32,1,FRAUDULENT ACCOSTING,127
33,1,MURDER & NON-NEGL. MANSLAUGHTER,167
34,1,RAPE,168
35,1,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),174
36,1,ANTICIPATORY OFFENSES,22
37,1,OFFENSES RELATED TO CHILDREN,21
38,1,MOVING INFRACTIONS,229
39,1,INTOXICATED/IMPAIRED DRIVING,235
40,1,THEFT-FRAUD,294
41,1,F.C.A. P.I.N.O.S.,295
42,1,PARKING OFFENSES,1
43,1,FORGERY,2657
44,1,"LOITERING/GAMBLING (CARDS, DICE, ETC)",43
45,1,CRIMINAL TRESPASS,6101
46,1,POSSESSION OF STOLEN PROPERTY 5,7614
47,1,OTHER STATE LAWS (NON PENAL LAW),5134
48,1,GRAND LARCENY,2950
49,1,MISCELLANEOUS PENAL LAW,2925
50,1,FELONY ASSAULT,2833
51,1,DANGEROUS WEAPONS,3265
52,1,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",1
53,1,OTHER STATE LAWS,6671
54,1,ASSAULT 3 & RELATED OFFENSES,6412
55,1,OFFENSES AGAINST PUBLIC ADMINISTRATION,3477
56,1,ROBBERY,2701
57,1,DANGEROUS DRUGS,24125
58,1,OTHER TRAFFIC INFRACTION,5476
59,1,DISRUPTION OF A RELIGIOUS SERVICE,1
60,1,OTHER OFFENSES RELATED TO THEFT,7492
61,2,OFFENSES INVOLVING FRAUD,214
62,2,PARKING OFFENSES,1
63,2,BURGLAR'S TOOLS,20
64,2,GRAND LARCENY OF MOTOR VEHICLE,220
65,2,POSSESSION OF STOLEN PROPERTY,268
66,2,GAMBLING,290
67,2,OTHER OFFENSES RELATED TO THEFT,4481
68,2,FRAUDULENT ACCOSTING,10
69,2,DANGEROUS WEAPONS,4268
70,2,ANTICIPATORY OFFENSES,7
71,2,FELONY ASSAULT,3512
72,2,ESCAPE 3,6
73,2,OFFENSES AGAINST THE PERSON,496
74,2,RAPE,268
75,2,INTOXICATED/IMPAIRED DRIVING,187
76,2,ROBBERY,2610
77,2,FRAUDS,183
78,2,DANGEROUS DRUGS,33618
79,2,OFFENSES AGAINST PUBLIC SAFETY,47
80,2,HOMICIDE-NEGLIGENT-VEHICLE,1
81,2,KIDNAPPING & RELATED OFFENSES,49
82,2,CRIMINAL TRESPASS,10356
83,2,HARRASSMENT 2,41
84,2,FORCIBLE TOUCHING,67
85,2,ASSAULT 3 & RELATED OFFENSES,7982
86,2,F.C.A. P.I.N.O.S.,185
87,2,LOITERING FOR DRUG PURPOSES,79
88,2,THEFT-FRAUD,91
89,2,ALCOHOLIC BEVERAGE CONTROL LAW,94
90,2,MOVING INFRACTIONS,112
91,2,ARSON,29
92,2,DISORDERLY CONDUCT,145
93,2,CHILD ABANDONMENT/NON SUPPORT 1,26
94,2,SEX CRIMES,531
95,2,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),182
96,2,OFFENSES RELATED TO CHILDREN,87
97,2,OFFENSES AGAINST PUBLIC ADMINISTRATION,3316
98,2,MURDER & NON-NEGL. MANSLAUGHTER,340
99,2,VEHICLE AND TRAFFIC LAWS,1431
100,2,OTHER STATE LAWS,990
101,2,POSSESSION OF STOLEN PROPERTY 5,1572
102,2,BURGLARY,939
103,2,PROSTITUTION & RELATED OFFENSES,801
104,2,"LOITERING/GAMBLING (CARDS, DICE, ETC)",3
105,2,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1921
106,2,OTHER STATE LAWS (NON PENAL LAW),1612
107,2,OTHER TRAFFIC INFRACTION,2820
108,2,UNLAWFUL POSS. WEAP. ON SCHOOL GROUNDS,3
109,2,LOITERING,1
110,2,MISCELLANEOUS PENAL LAW,2105
111,2,CRIMINAL MISCHIEF & RELATED OFFENSES,2323
112,2,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",3
113,2,GRAND LARCENY,1106
114,2,FORGERY,1122
115,2,PETIT LARCENY,1306
116,2,INTOXICATED & IMPAIRED DRIVING,1129
117,3,OTHER OFFENSES RELATED TO THEFT,3044
118,3,ALCOHOLIC BEVERAGE CONTROL LAW,161
119,3,BURGLARY,1552
120,3,HARASSMENT,1
121,3,F.C.A. P.I.N.O.S.,175
122,3,MOVING INFRACTIONS,182
123,3,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),185
124,3,OFFENSES AGAINST PUBLIC SAFETY,23
125,3,OFFENSES AGAINST THE PERSON,582
126,3,OTHER STATE LAWS,7018
127,3,ANTICIPATORY OFFENSES,26
128,3,ARSON,42
129,3,HOMICIDE-NEGLIGENT-VEHICLE,2
130,3,ASSAULT 3 & RELATED OFFENSES,10990
131,3,KIDNAPPING & RELATED OFFENSES,59
132,3,"LOITERING/GAMBLING (CARDS, DICE, ETC)",66
133,3,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,2093
134,3,INTOXICATED & IMPAIRED DRIVING,1968
135,3,HARRASSMENT 2,81
136,3,OFFENSES AGAINST MARRIAGE UNCLASSIFIED,1
137,3,BURGLAR'S TOOLS,89
138,3,PARKING OFFENSES,2
139,3,FORGERY,1843
140,3,VEHICLE AND TRAFFIC LAWS,1761
141,3,GRAND LARCENY,1680
142,3,DISRUPTION OF A RELIGIOUS SERVICE,1
