,BoroCode,OfnsDesc,CrimeCount
143,3,CRIMINAL TRESPASS,3316
144,3,FORCIBLE TOUCHING,135
145,3,THEFT-FRAUD,143
146,3,OFFENSES AGAINST PUBLIC ADMINISTRATION,3108
147,3,OFFENSES INVOLVING FRAUD,193
148,3,PETIT LARCENY,1231
149,3,GRAND LARCENY OF MOTOR VEHICLE,537
150,3,UNLAWFUL POSS. WEAP. ON SCHOOL GROUNDS,4
151,3,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",4
152,3,SEX CRIMES,675
153,3,CRIMINAL MISCHIEF & RELATED OFFENSES,3343
154,3,ESCAPE 3,5
155,3,DISORDERLY CONDUCT,722
156,3,POSSESSION OF STOLEN PROPERTY 5,3530
157,3,GAMBLING,392
158,3,MISCELLANEOUS PENAL LAW,3762
159,3,ROBBERY,3944
160,3,PROSTITUTION & RELATED OFFENSES,912
161,3,DANGEROUS WEAPONS,4309
162,3,POSSESSION OF STOLEN PROPERTY,325
163,3,FRAUDULENT ACCOSTING,10
164,3,DANGEROUS DRUGS,35898
165,3,OTHER TRAFFIC INFRACTION,4703
166,3,FELONY ASSAULT,4393
167,3,JOSTLING,1
168,3,MURDER & NON-NEGL. MANSLAUGHTER,263
169,3,LOITERING,15
170,3,OTHER STATE LAWS (NON PENAL LAW),1001
171,3,INTOXICATED/IMPAIRED DRIVING,257
172,3,ADMINISTRATIVE CODE,14
173,3,CHILD ABANDONMENT/NON SUPPORT 1,17
174,3,LOITERING FOR DRUG PURPOSES,11
175,3,FRAUDS,282
176,3,RAPE,283
177,3,OFFENSES RELATED TO CHILDREN,16
178,4,CHILD ABANDONMENT/NON SUPPORT 1,5
179,4,LOITERING FOR DRUG PURPOSES,1
180,4,FORTUNE TELLING,1
181,4,ADMINISTRATIVE CODE,3
182,4,JOSTLING,3
183,4,ABORTION,1
184,4,ANTICIPATORY OFFENSES,4
185,4,HARASSMENT,4
186,4,KIDNAPPING & RELATED OFFENSES,41
187,4,OFFENSES AGAINST PUBLIC SAFETY,15
188,4,ARSON,38
189,4,ESCAPE 3,6
190,4,FRAUDULENT ACCOSTING,6
191,4,ALCOHOLIC BEVERAGE CONTROL LAW,35
192,4,PARKING OFFENSES,3
193,4,LOITERING,7
194,4,HARRASSMENT 2,33
195,4,DISRUPTION OF A RELIGIOUS SERVICE,1
196,4,"LOITERING/GAMBLING (CARDS, DICE, ETC)",4
197,4,HOMICIDE-NEGLIGENT-VEHICLE,2
198,4,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),218
199,4,UNLAWFUL POSS. WEAP. ON SCHOOL GROUNDS,1
200,4,MURDER & NON-NEGL. MANSLAUGHTER,202
201,4,FELONY ASSAULT,2298
202,4,SEX CRIMES,565
203,4,OTHER OFFENSES RELATED TO THEFT,1944
204,4,MOVING INFRACTIONS,401
205,4,POSSESSION OF STOLEN PROPERTY,266
206,4,RAPE,267
207,4,FORGERY,1761
208,4,VEHICLE AND TRAFFIC LAWS,1629
209,4,GRAND LARCENY OF MOTOR VEHICLE,301
210,4,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1452
211,4,GRAND LARCENY,1409
212,4,OFFENSES INVOLVING FRAUD,377
213,4,OFFENSES AGAINST THE PERSON,341
214,4,INTOXICATED/IMPAIRED DRIVING,355
215,4,PETIT LARCENY,1241
216,4,F.C.A. P.I.N.O.S.,374
217,4,BURGLARY,986
218,4,DISORDERLY CONDUCT,1140
219,4,CRIMINAL MISCHIEF & RELATED OFFENSES,2379
220,4,CRIMINAL TRESPASS,2457
221,4,DANGEROUS DRUGS,13333
222,4,BURGLAR'S TOOLS,74
223,4,ASSAULT 3 & RELATED OFFENSES,7066
224,4,OTHER STATE LAWS (NON PENAL LAW),690
225,4,OTHER TRAFFIC INFRACTION,6296
226,4,OTHER STATE LAWS,5208
227,4,OFFENSES RELATED TO CHILDREN,102
228,4,FRAUDS,178
229,4,GAMBLING,115
230,4,POSSESSION OF STOLEN PROPERTY 5,2868
231,4,DANGEROUS WEAPONS,2779
232,4,INTOXICATED & IMPAIRED DRIVING,2720
233,4,OFFENSES AGAINST PUBLIC ADMINISTRATION,2695
234,4,FORCIBLE TOUCHING,161
235,4,ROBBERY,2546
236,4,MISCELLANEOUS PENAL LAW,2500
237,4,THEFT-FRAUD,167
238,4,PROSTITUTION & RELATED OFFENSES,1063
239,5,OFFENSES AGAINST PUBLIC ADMINISTRATION,761
240,5,CRIMINAL MISCHIEF & RELATED OFFENSES,612
241,5,OFFENSES RELATED TO CHILDREN,3
242,5,ALCOHOLIC BEVERAGE CONTROL LAW,2
243,5,"LOITERING/GAMBLING (CARDS, DICE, ETC)",2
244,5,ESCAPE 3,2
245,5,FRAUDULENT ACCOSTING,2
246,5,DANGEROUS DRUGS,3314
247,5,LOITERING FOR DRUG PURPOSES,1
248,5,CHILD ABANDONMENT/NON SUPPORT 1,1
249,5,ASSAULT 3 & RELATED OFFENSES,1393
250,5,POSSESSION OF STOLEN PROPERTY 5,526
251,5,OTHER STATE LAWS (NON PENAL LAW),48
252,5,DANGEROUS WEAPONS,490
253,5,BURGLARY,199
254,5,OFFENSES INVOLVING FRAUD,22
255,5,FORCIBLE TOUCHING,24
256,5,F.C.A. P.I.N.O.S.,25
257,5,THEFT-FRAUD,26
258,5,OTHER STATE LAWS,136
259,5,SEX CRIMES,122
260,5,PROSTITUTION & RELATED OFFENSES,119
261,5,MURDER & NON-NEGL. MANSLAUGHTER,34
262,5,OFFENSES AGAINST THE PERSON,96
263,5,POSSESSION OF STOLEN PROPERTY,37
264,5,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),79
265,5,DISORDERLY CONDUCT,40
266,5,GRAND LARCENY OF MOTOR VEHICLE,63
267,5,RAPE,41
268,5,MOVING INFRACTIONS,20
269,5,INTOXICATED & IMPAIRED DRIVING,519
270,5,INTOXICATED/IMPAIRED DRIVING,19
271,5,GAMBLING,18
272,5,VEHICLE AND TRAFFIC LAWS,470
273,5,OTHER TRAFFIC INFRACTION,462
274,5,HARRASSMENT 2,6
275,5,MISCELLANEOUS PENAL LAW,414
276,5,FRAUDS,47
277,5,ARSON,7
278,5,PETIT LARCENY,375
279,5,BURGLAR'S TOOLS,9
280,5,KIDNAPPING & RELATED OFFENSES,10
281,5,OFFENSES AGAINST PUBLIC SAFETY,10
282,5,ROBBERY,318
283,5,CRIMINAL TRESPASS,276
284,5,FORGERY,275
285,5,GRAND LARCENY,268
286,5,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,250
287,5,OTHER OFFENSES RELATED TO THEFT,18
288,5,FELONY ASSAULT,399
