,SchoolDist,OfnsDesc,CrimeCount
67,2,OFFENSES AGAINST PUBLIC SAFETY,8
68,2,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),35
69,2,F.C.A. P.I.N.O.S.,310
70,2,THEFT-FRAUD,270
71,2,OTHER STATE LAWS (NON PENAL LAW),3026
72,2,UNLAWFUL POSS. WEAP. ON SCHOOL GROUNDS,1
73,2,FRAUDS,167
74,2,ARSON,7
75,2,HARASSMENT,73
76,2,BURGLARY,640
77,2,ALCOHOLIC BEVERAGE CONTROL LAW,6
78,2,OTHER STATE LAWS,3966
79,2,VEHICLE AND TRAFFIC LAWS,663
80,2,MURDER & NON-NEGL. MANSLAUGHTER,58
81,2,OFFENSES AGAINST THE PERSON,160
82,2,OFFENSES RELATED TO CHILDREN,5
83,2,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,699
84,2,ASSAULT 3 & RELATED OFFENSES,2223
85,2,ROBBERY,970
86,2,"LOITERING/GAMBLING (CARDS, DICE, ETC)",9
87,2,JOSTLING,12
88,2,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",1
89,2,CRIMINAL MISCHIEF & RELATED OFFENSES,1117
90,2,INTOXICATED & IMPAIRED DRIVING,1100
91,2,OFFENSES AGAINST PUBLIC ADMINISTRATION,1213
92,2,HOMICIDE-NEGLIGENT-VEHICLE,1
93,2,FORCIBLE TOUCHING,295
94,2,MISCELLANEOUS PENAL LAW,1059
95,2,POSSESSION OF STOLEN PROPERTY,213
96,2,DANGEROUS DRUGS,4627
97,2,CRIMINAL TRESPASS,1014
98,2,ADMINISTRATIVE CODE,45
99,2,POSSESSION OF STOLEN PROPERTY 5,6778
100,2,OFFENSES INVOLVING FRAUD,1155
101,2,FORGERY,1367
102,2,SEX CRIMES,132
103,2,GAMBLING,117
104,2,PETIT LARCENY,1417
105,2,DANGEROUS WEAPONS,984
106,3,GAMBLING,36
107,3,OFFENSES RELATED TO CHILDREN,1
108,3,OTHER TRAFFIC INFRACTION,672
109,3,MOVING INFRACTIONS,16
110,3,FRAUDS,32
111,3,OTHER STATE LAWS,669
112,3,MISCELLANEOUS PENAL LAW,256
113,3,POSSESSION OF STOLEN PROPERTY 5,665
114,3,ROBBERY,348
115,3,DANGEROUS WEAPONS,258
116,3,OFFENSES AGAINST THE PERSON,41
117,3,OTHER STATE LAWS (NON PENAL LAW),537
118,3,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,137
119,3,KIDNAPPING & RELATED OFFENSES,6
120,3,FELONY ASSAULT,262
121,3,F.C.A. P.I.N.O.S.,6
122,3,INTOXICATED/IMPAIRED DRIVING,8
123,3,GRAND LARCENY OF MOTOR VEHICLE,14
124,3,OTHER OFFENSES RELATED TO THEFT,674
125,3,CHILD ABANDONMENT/NON SUPPORT 1,1
126,3,OFFENSES INVOLVING FRAUD,24
127,3,DANGEROUS DRUGS,2603
128,3,ADMINISTRATIVE CODE,1
129,3,"LOITERING/GAMBLING (CARDS, DICE, ETC)",7
130,3,PROSTITUTION & RELATED OFFENSES,24
131,3,ESCAPE 3,1
132,3,SEX CRIMES,18
133,3,LOITERING FOR DRUG PURPOSES,5
134,3,OFFENSES AGAINST PUBLIC ADMINISTRATION,381
135,3,POSSESSION OF STOLEN PROPERTY,48
136,3,FORCIBLE TOUCHING,11
137,3,ALCOHOLIC BEVERAGE CONTROL LAW,2
138,3,ARSON,2
139,3,JOSTLING,2
140,3,CRIMINAL TRESPASS,830
141,3,OFFENSES AGAINST PUBLIC SAFETY,1
142,3,THEFT-FRAUD,29
143,3,ANTICIPATORY OFFENSES,2
144,3,FRAUDULENT ACCOSTING,3
145,3,GRAND LARCENY,294
146,3,RAPE,10
147,3,BURGLARY,89
148,3,DISORDERLY CONDUCT,86
149,3,HARASSMENT,12
150,3,BURGLAR'S TOOLS,15
151,3,CRIMINAL MISCHIEF & RELATED OFFENSES,244
152,3,MURDER & NON-NEGL. MANSLAUGHTER,16
153,3,HARRASSMENT 2,10
154,3,VEHICLE AND TRAFFIC LAWS,124
155,3,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),13
156,3,PETIT LARCENY,241
157,3,ASSAULT 3 & RELATED OFFENSES,736
158,3,INTOXICATED & IMPAIRED DRIVING,149
159,3,FORGERY,197
160,4,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",1
161,4,FRAUDS,35
162,4,VEHICLE AND TRAFFIC LAWS,299
163,4,DANGEROUS WEAPONS,438
164,4,CRIMINAL MISCHIEF & RELATED OFFENSES,170
165,4,FORCIBLE TOUCHING,16
166,4,INTOXICATED/IMPAIRED DRIVING,16
167,4,HOMICIDE-NEGLIGENT-VEHICLE,1
168,4,PROSTITUTION & RELATED OFFENSES,36
169,4,OFFENSES AGAINST THE PERSON,36
170,4,OTHER OFFENSES RELATED TO THEFT,536
171,4,INTOXICATED & IMPAIRED DRIVING,169
172,4,POSSESSION OF STOLEN PROPERTY,16
173,4,HARASSMENT,13
174,4,KIDNAPPING & RELATED OFFENSES,5
175,4,BURGLARY,63
176,4,GRAND LARCENY OF MOTOR VEHICLE,17
177,4,LOITERING,1
178,4,GRAND LARCENY,113
179,4,DISORDERLY CONDUCT,115
180,4,SEX CRIMES,116
181,4,FORGERY,217
182,4,OFFENSES AGAINST PUBLIC SAFETY,2
183,4,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,145
184,4,ROBBERY,339
185,4,OTHER STATE LAWS (NON PENAL LAW),121
186,4,OFFENSES INVOLVING FRAUD,28
187,4,BURGLAR'S TOOLS,2
188,4,HARRASSMENT 2,2
189,4,CRIMINAL TRESPASS,1264
190,4,PETIT LARCENY,137
191,4,MOVING INFRACTIONS,24
192,4,ANTICIPATORY OFFENSES,2
193,4,OTHER STATE LAWS,393
194,4,OFFENSES AGAINST PUBLIC ADMINISTRATION,332
195,4,ASSAULT 3 & RELATED OFFENSES,746
196,4,GAMBLING,34
197,4,DANGEROUS DRUGS,2678
198,4,POSSESSION OF STOLEN PROPERTY 5,70
199,4,ARSON,6
200,4,F.C.A. P.I.N.O.S.,6
201,4,MISCELLANEOUS PENAL LAW,357
202,4,ADMINISTRATIVE CODE,1
203,4,RAPE,83
204,4,FELONY ASSAULT,301
205,4,OTHER TRAFFIC INFRACTION,325
206,4,MURDER & NON-NEGL. MANSLAUGHTER,19
207,4,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),19
208,4,THEFT-FRAUD,4
209,5,FELONY ASSAULT,438
210,5,THEFT-FRAUD,16
211,5,FORCIBLE TOUCHING,20
212,5,"LOITERING/GAMBLING (CARDS, DICE, ETC)",28
213,5,INTOXICATED/IMPAIRED DRIVING,19
214,5,RAPE,31
215,5,PROSTITUTION & RELATED OFFENSES,38
216,5,ROBBERY,347
217,5,DANGEROUS DRUGS,4886
218,5,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),25
219,5,GRAND LARCENY,191
220,5,FORGERY,316
221,5,LOITERING,1
222,5,HARASSMENT,15
223,5,OFFENSES AGAINST THE PERSON,78
224,5,HARRASSMENT 2,5
225,5,INTOXICATED & IMPAIRED DRIVING,195
226,5,OFFENSES AGAINST PUBLIC ADMINISTRATION,701
227,5,LOITERING FOR DRUG PURPOSES,4
228,5,OFFENSES AGAINST PUBLIC SAFETY,4
229,5,CRIMINAL MISCHIEF & RELATED OFFENSES,239
230,5,ARSON,3
231,5,KIDNAPPING & RELATED OFFENSES,6
232,5,DANGEROUS WEAPONS,830
233,5,OTHER STATE LAWS,995
234,5,OFFENSES RELATED TO CHILDREN,2
235,5,DISORDERLY CONDUCT,217
236,5,CRIMINAL TRESPASS,1077
237,5,ASSAULT 3 & RELATED OFFENSES,1130
238,5,FRAUDS,131
239,5,OTHER OFFENSES RELATED TO THEFT,1224
240,5,BURGLAR'S TOOLS,1
241,5,OTHER TRAFFIC INFRACTION,972
242,5,BURGLARY,73
243,5,MISCELLANEOUS PENAL LAW,584
244,5,ALCOHOLIC BEVERAGE CONTROL LAW,8
245,5,F.C.A. P.I.N.O.S.,14
246,5,MOVING INFRACTIONS,44
247,5,POSSESSION OF STOLEN PROPERTY 5,469
248,5,GRAND LARCENY OF MOTOR VEHICLE,12
249,5,OTHER STATE LAWS (NON PENAL LAW),599
250,5,MURDER & NON-NEGL. MANSLAUGHTER,56
251,5,POSSESSION OF STOLEN PROPERTY,57
252,5,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,273
253,5,PETIT LARCENY,529
254,5,OFFENSES INVOLVING FRAUD,55
255,5,VEHICLE AND TRAFFIC LAWS,266
256,5,SEX CRIMES,63
257,5,GAMBLING,58
258,6,PETIT LARCENY,207
259,6,INTOXICATED/IMPAIRED DRIVING,25
260,6,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,302
261,6,MURDER & NON-NEGL. MANSLAUGHTER,32
262,6,OTHER STATE LAWS (NON PENAL LAW),145
263,6,BURGLARY,127
264,6,OFFENSES INVOLVING FRAUD,37
265,6,OFFENSES AGAINST PUBLIC SAFETY,37
266,6,POSSESSION OF STOLEN PROPERTY 5,123
267,6,GRAND LARCENY OF MOTOR VEHICLE,28
268,6,VEHICLE AND TRAFFIC LAWS,245
269,6,OFFENSES AGAINST THE PERSON,120
270,6,FRAUDS,48
271,6,INTOXICATED & IMPAIRED DRIVING,288
272,6,DISORDERLY CONDUCT,109
273,6,PROSTITUTION & RELATED OFFENSES,32
274,6,GRAND LARCENY,225
275,6,THEFT-FRAUD,31
276,6,GAMBLING,148
277,6,MOVING INFRACTIONS,40
278,6,SEX CRIMES,57
279,6,POSSESSION OF STOLEN PROPERTY,59
280,6,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),32
281,6,FORGERY,254
282,6,MISCELLANEOUS PENAL LAW,410
283,6,KIDNAPPING & RELATED OFFENSES,9
284,6,F.C.A. P.I.N.O.S.,13
285,6,FELONY ASSAULT,473
286,6,CRIMINAL MISCHIEF & RELATED OFFENSES,417
287,6,OFFENSES AGAINST PUBLIC ADMINISTRATION,495
288,6,ALCOHOLIC BEVERAGE CONTROL LAW,24
289,6,HARRASSMENT 2,8
290,6,ARSON,6
291,6,DANGEROUS WEAPONS,665
292,6,BURGLAR'S TOOLS,6
293,6,OTHER STATE LAWS,673
294,6,ROBBERY,401
295,6,OTHER OFFENSES RELATED TO THEFT,779
296,6,ANTICIPATORY OFFENSES,3
297,6,OTHER TRAFFIC INFRACTION,925
298,6,FORCIBLE TOUCHING,22
299,6,LOITERING FOR DRUG PURPOSES,4
300,6,ASSAULT 3 & RELATED OFFENSES,1059
301,6,DANGEROUS DRUGS,6999
302,6,FRAUDULENT ACCOSTING,1
303,6,JOSTLING,1
304,6,HARASSMENT,23
305,6,RAPE,15
306,6,CRIMINAL TRESPASS,1128
307,7,"LOITERING/GAMBLING (CARDS, DICE, ETC)",3
308,7,GRAND LARCENY OF MOTOR VEHICLE,9
309,7,ALCOHOLIC BEVERAGE CONTROL LAW,10
310,7,OFFENSES RELATED TO CHILDREN,10
311,7,MURDER & NON-NEGL. MANSLAUGHTER,51
312,7,F.C.A. P.I.N.O.S.,50
313,7,ESCAPE 3,1
314,7,VEHICLE AND TRAFFIC LAWS,50
315,7,FORGERY,107
316,7,FELONY ASSAULT,475
317,7,OFFENSES AGAINST THE PERSON,46
318,7,DANGEROUS DRUGS,4150
319,7,HARASSMENT,12
320,7,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,295
321,7,INTOXICATED & IMPAIRED DRIVING,105
322,7,BURGLARY,103
323,7,CHILD ABANDONMENT/NON SUPPORT 1,1
324,7,KIDNAPPING & RELATED OFFENSES,7
325,7,HARRASSMENT 2,3
326,7,OTHER OFFENSES RELATED TO THEFT,800
327,7,GRAND LARCENY,128
328,7,THEFT-FRAUD,3
329,7,DANGEROUS WEAPONS,462
330,7,OTHER STATE LAWS (NON PENAL LAW),244
331,7,SEX CRIMES,64
332,7,PETIT LARCENY,211
333,7,MISCELLANEOUS PENAL LAW,246
334,7,OFFENSES AGAINST PUBLIC SAFETY,1
335,7,CRIMINAL TRESPASS,1812
336,7,CRIMINAL MISCHIEF & RELATED OFFENSES,255
337,7,ANTICIPATORY OFFENSES,1
338,7,ASSAULT 3 & RELATED OFFENSES,974
339,7,ARSON,5
340,7,BURGLAR'S TOOLS,1
341,7,OTHER TRAFFIC INFRACTION,183
342,7,ROBBERY,397
343,7,POSSESSION OF STOLEN PROPERTY 5,327
344,7,OFFENSES INVOLVING FRAUD,23
345,7,POSSESSION OF STOLEN PROPERTY,38
346,7,OTHER STATE LAWS,397
347,7,INTOXICATED/IMPAIRED DRIVING,16
348,7,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),15
349,7,RAPE,18
350,7,FRAUDS,24
351,7,MOVING INFRACTIONS,15
352,7,PROSTITUTION & RELATED OFFENSES,20
353,7,DISORDERLY CONDUCT,24
354,7,FORCIBLE TOUCHING,26
355,7,GAMBLING,24
356,7,OFFENSES AGAINST PUBLIC ADMINISTRATION,404
357,8,OFFENSES AGAINST PUBLIC ADMINISTRATION,826
358,8,VEHICLE AND TRAFFIC LAWS,260
359,8,OTHER OFFENSES RELATED TO THEFT,232
360,8,INTOXICATED/IMPAIRED DRIVING,30
361,8,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),20
362,8,ANTICIPATORY OFFENSES,3
363,8,OFFENSES INVOLVING FRAUD,18
364,8,OFFENSES AGAINST THE PERSON,85
365,8,GRAND LARCENY,188
366,8,MISCELLANEOUS PENAL LAW,405
367,8,GAMBLING,18
368,8,OTHER TRAFFIC INFRACTION,330
369,8,F.C.A. P.I.N.O.S.,31
370,8,BURGLAR'S TOOLS,3
371,8,GRAND LARCENY OF MOTOR VEHICLE,38
372,8,OFFENSES AGAINST PUBLIC SAFETY,2
373,8,OTHER STATE LAWS (NON PENAL LAW),105
374,8,OTHER STATE LAWS,177
375,8,DANGEROUS DRUGS,4650
376,8,SEX CRIMES,169
377,8,CRIMINAL MISCHIEF & RELATED OFFENSES,366
378,8,JOSTLING,1
379,8,BURGLARY,156
380,8,DISORDERLY CONDUCT,26
381,8,HARASSMENT,27
382,8,PETIT LARCENY,225
383,8,RAPE,141
384,8,THEFT-FRAUD,27
385,8,CRIMINAL TRESPASS,1222
386,8,MOVING INFRACTIONS,23
387,8,FORGERY,121
388,8,HOMICIDE-NEGLIGENT-VEHICLE,2
389,8,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",2
390,8,ARSON,7
391,8,FRAUDS,29
392,8,ASSAULT 3 & RELATED OFFENSES,1497
393,8,FELONY ASSAULT,608
394,8,CHILD ABANDONMENT/NON SUPPORT 1,3
395,8,FORCIBLE TOUCHING,17
396,8,DANGEROUS WEAPONS,517
397,8,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,490
398,8,KIDNAPPING & RELATED OFFENSES,10
399,8,INTOXICATED & IMPAIRED DRIVING,272
400,8,POSSESSION OF STOLEN PROPERTY,37
401,8,ALCOHOLIC BEVERAGE CONTROL LAW,9
402,8,MURDER & NON-NEGL. MANSLAUGHTER,62
403,8,PROSTITUTION & RELATED OFFENSES,312
404,8,ROBBERY,429
405,8,OFFENSES RELATED TO CHILDREN,10
406,8,POSSESSION OF STOLEN PROPERTY 5,305
407,8,LOITERING FOR DRUG PURPOSES,14
408,8,HARRASSMENT 2,15
409,9,POSSESSION OF STOLEN PROPERTY 5,145
410,9,RAPE,29
411,9,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),22
412,9,OFFENSES AGAINST THE PERSON,121
413,9,DISORDERLY CONDUCT,17
414,9,DANGEROUS WEAPONS,1038
415,9,HARASSMENT,23
416,9,DANGEROUS DRUGS,7627
417,9,OTHER TRAFFIC INFRACTION,1063
418,9,HOMICIDE-NEGLIGENT-VEHICLE,1
419,9,INTOXICATED/IMPAIRED DRIVING,39
420,9,OTHER OFFENSES RELATED TO THEFT,1171
421,9,FORCIBLE TOUCHING,12
422,9,OTHER STATE LAWS (NON PENAL LAW),420
423,9,PETIT LARCENY,202
424,9,BURGLARY,133
425,9,OFFENSES AGAINST PUBLIC SAFETY,15
426,9,FORGERY,210
427,9,KIDNAPPING & RELATED OFFENSES,11
428,9,GRAND LARCENY,208
429,9,ESCAPE 3,1
430,9,CRIMINAL TRESPASS,2111
431,9,ASSAULT 3 & RELATED OFFENSES,1643
432,9,THEFT-FRAUD,14
433,9,FRAUDS,45
434,9,UNLAWFUL POSS. WEAP. ON SCHOOL GROUNDS,1
435,9,BURGLAR'S TOOLS,3
436,9,OFFENSES RELATED TO CHILDREN,24
437,9,POSSESSION OF STOLEN PROPERTY,52
438,9,OTHER STATE LAWS,261
439,9,PROSTITUTION & RELATED OFFENSES,70
440,9,SEX CRIMES,66
441,9,CHILD ABANDONMENT/NON SUPPORT 1,7
442,9,GRAND LARCENY OF MOTOR VEHICLE,33
443,9,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,408
444,9,ARSON,5
445,9,FELONY ASSAULT,691
446,9,HARRASSMENT 2,5
447,9,ANTICIPATORY OFFENSES,9
448,9,OFFENSES AGAINST PUBLIC ADMINISTRATION,765
449,9,MISCELLANEOUS PENAL LAW,395
450,9,MOVING INFRACTIONS,20
451,9,ROBBERY,522
452,9,GAMBLING,96
453,9,OFFENSES INVOLVING FRAUD,31
454,9,F.C.A. P.I.N.O.S.,57
455,9,MURDER & NON-NEGL. MANSLAUGHTER,103
456,9,CRIMINAL MISCHIEF & RELATED OFFENSES,513
457,9,INTOXICATED & IMPAIRED DRIVING,229
458,9,VEHICLE AND TRAFFIC LAWS,235
459,9,ALCOHOLIC BEVERAGE CONTROL LAW,34
460,10,HARASSMENT,41
461,10,THEFT-FRAUD,26
462,10,OFFENSES RELATED TO CHILDREN,14
463,10,FRAUDS,54
464,10,HOMICIDE-NEGLIGENT-VEHICLE,1
465,10,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",1
466,10,RAPE,21
467,10,UNLAWFUL POSS. WEAP. ON SCHOOL GROUNDS,1
468,10,OFFENSES INVOLVING FRAUD,54
469,10,KIDNAPPING & RELATED OFFENSES,25
470,10,LOITERING FOR DRUG PURPOSES,2
471,10,ALCOHOLIC BEVERAGE CONTROL LAW,39
472,10,F.C.A. P.I.N.O.S.,38
473,10,HARRASSMENT 2,8
474,10,OFFENSES AGAINST PUBLIC SAFETY,8
475,10,INTOXICATED/IMPAIRED DRIVING,33
476,10,ARSON,6
477,10,BURGLAR'S TOOLS,6
478,10,MURDER & NON-NEGL. MANSLAUGHTER,78
479,10,GRAND LARCENY OF MOTOR VEHICLE,44
480,10,GAMBLING,142
481,10,MOVING INFRACTIONS,34
482,10,FORCIBLE TOUCHING,27
483,10,DISORDERLY CONDUCT,17
484,10,CHILD ABANDONMENT/NON SUPPORT 1,2
485,10,OFFENSES AGAINST THE PERSON,135
486,10,POSSESSION OF STOLEN PROPERTY,57
487,10,DISRUPTION OF A RELIGIOUS SERVICE,1
488,10,FRAUDULENT ACCOSTING,11
489,10,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),35
490,10,SEX CRIMES,70
491,10,DANGEROUS DRUGS,7976
492,10,ASSAULT 3 & RELATED OFFENSES,2039
493,10,MISCELLANEOUS PENAL LAW,427
494,10,FELONY ASSAULT,761
495,10,PETIT LARCENY,548
496,10,FORGERY,224
497,10,ROBBERY,623
498,10,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,367
499,10,POSSESSION OF STOLEN PROPERTY 5,352
500,10,BURGLARY,216
501,10,OTHER OFFENSES RELATED TO THEFT,1262
502,10,CRIMINAL TRESPASS,2364
503,10,PROSTITUTION & RELATED OFFENSES,192
504,10,OTHER STATE LAWS,503
505,10,OTHER STATE LAWS (NON PENAL LAW),211
506,10,CRIMINAL MISCHIEF & RELATED OFFENSES,735
507,10,OTHER TRAFFIC INFRACTION,987
508,10,DANGEROUS WEAPONS,1007
509,10,VEHICLE AND TRAFFIC LAWS,306
510,10,GRAND LARCENY,273
511,10,INTOXICATED & IMPAIRED DRIVING,303
512,10,OFFENSES AGAINST PUBLIC ADMINISTRATION,702
513,11,FORGERY,132
514,11,ARSON,4
515,11,DANGEROUS WEAPONS,635
516,11,OTHER OFFENSES RELATED TO THEFT,656
517,11,MISCELLANEOUS PENAL LAW,222
518,11,OFFENSES AGAINST PUBLIC SAFETY,4
519,11,FELONY ASSAULT,531
520,11,ROBBERY,525
521,11,HARASSMENT,10
522,11,KIDNAPPING & RELATED OFFENSES,5
523,11,CRIMINAL TRESPASS,761
524,11,HARRASSMENT 2,10
525,11,INTOXICATED & IMPAIRED DRIVING,215
526,11,OTHER STATE LAWS,393
527,11,PROSTITUTION & RELATED OFFENSES,86
528,11,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,238
529,11,GRAND LARCENY OF MOTOR VEHICLE,49
530,11,F.C.A. P.I.N.O.S.,53
531,11,OTHER STATE LAWS (NON PENAL LAW),40
532,11,POSSESSION OF STOLEN PROPERTY,39
533,11,SEX CRIMES,38
534,11,CRIMINAL MISCHIEF & RELATED OFFENSES,310
535,11,OFFENSES AGAINST THE PERSON,58
536,11,MURDER & NON-NEGL. MANSLAUGHTER,58
537,11,OFFENSES INVOLVING FRAUD,32
538,11,ALCOHOLIC BEVERAGE CONTROL LAW,32
539,11,OFFENSES RELATED TO CHILDREN,12
540,11,FRAUDS,28
541,11,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),26
542,11,POSSESSION OF STOLEN PROPERTY 5,371
543,11,THEFT-FRAUD,21
544,11,DISORDERLY CONDUCT,20
545,11,FORCIBLE TOUCHING,20
546,11,MOVING INFRACTIONS,20
547,11,INTOXICATED/IMPAIRED DRIVING,20
548,11,RAPE,18
549,11,OFFENSES AGAINST PUBLIC ADMINISTRATION,414
550,11,OTHER TRAFFIC INFRACTION,435
551,11,GAMBLING,28
552,11,BURGLARY,146
553,11,PETIT LARCENY,225
554,11,ASSAULT 3 & RELATED OFFENSES,1120
555,11,LOITERING FOR DRUG PURPOSES,1
556,11,ANTICIPATORY OFFENSES,2
557,11,GRAND LARCENY,155
558,11,DANGEROUS DRUGS,4082
559,11,VEHICLE AND TRAFFIC LAWS,201
560,11,ESCAPE 3,1
561,11,CHILD ABANDONMENT/NON SUPPORT 1,1
562,12,ANTICIPATORY OFFENSES,2
563,12,ARSON,6
564,12,GRAND LARCENY OF MOTOR VEHICLE,23
565,12,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),10
566,12,OFFENSES INVOLVING FRAUD,22
567,12,ALCOHOLIC BEVERAGE CONTROL LAW,21
568,12,CHILD ABANDONMENT/NON SUPPORT 1,2
569,12,THEFT-FRAUD,10
570,12,INTOXICATED & IMPAIRED DRIVING,74
571,12,CRIMINAL TRESPASS,1527
572,12,OTHER TRAFFIC INFRACTION,165
573,12,DANGEROUS WEAPONS,608
574,12,PETIT LARCENY,254
575,12,ADMINISTRATIVE CODE,1
576,12,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,82
577,12,INTOXICATED/IMPAIRED DRIVING,10
578,12,LOITERING FOR DRUG PURPOSES,25
579,12,DISORDERLY CONDUCT,18
580,12,OFFENSES RELATED TO CHILDREN,12
581,12,MURDER & NON-NEGL. MANSLAUGHTER,16
582,12,PROSTITUTION & RELATED OFFENSES,86
583,12,OTHER STATE LAWS (NON PENAL LAW),111
584,12,GRAND LARCENY,86
585,12,FORGERY,88
586,12,HARRASSMENT 2,9
587,12,MOVING INFRACTIONS,9
588,12,FRAUDS,15
589,12,OTHER OFFENSES RELATED TO THEFT,472
590,12,MISCELLANEOUS PENAL LAW,167
591,12,ROBBERY,284
592,12,OFFENSES AGAINST PUBLIC SAFETY,1
593,12,GAMBLING,51
594,12,OFFENSES AGAINST PUBLIC ADMINISTRATION,289
595,12,JOSTLING,3
596,12,HARASSMENT,3
597,12,ASSAULT 3 & RELATED OFFENSES,851
598,12,DANGEROUS DRUGS,5048
599,12,BURGLARY,40
600,12,KIDNAPPING & RELATED OFFENSES,4
601,12,CRIMINAL MISCHIEF & RELATED OFFENSES,280
602,12,POSSESSION OF STOLEN PROPERTY 5,204
603,12,ESCAPE 3,1
604,12,F.C.A. P.I.N.O.S.,35
605,12,OTHER STATE LAWS,308
606,12,VEHICLE AND TRAFFIC LAWS,72
607,12,FELONY ASSAULT,327
608,12,OFFENSES AGAINST THE PERSON,57
609,12,POSSESSION OF STOLEN PROPERTY,29
610,13,VEHICLE AND TRAFFIC LAWS,162
611,13,GRAND LARCENY,327
612,13,MURDER & NON-NEGL. MANSLAUGHTER,45
613,13,OFFENSES INVOLVING FRAUD,46
614,13,CRIMINAL TRESPASS,442
615,13,MOVING INFRACTIONS,14
616,13,MISCELLANEOUS PENAL LAW,462
