,Precinct,AgeGroup,PerpSex,CrimeCount
259,44,18-24,F,274
260,44,25-44,M,3123
261,44,18-24,M,1267
262,44,<18,F,67
263,44,65+,F,5
264,44,<18,M,205
265,44,25-44,F,634
266,45,65+,M,19
267,45,<18,M,138
268,45,65+,F,3
269,45,45-64,F,103
270,45,18-24,F,163
271,45,<18,F,74
272,45,45-64,M,387
273,45,25-44,M,1022
274,45,25-44,F,287
275,45,18-24,M,421
276,46,18-24,F,193
277,46,45-64,F,209
278,46,<18,M,209
279,46,18-24,M,1066
280,46,45-64,M,978
281,46,25-44,M,2380
282,46,65+,F,7
283,46,25-44,F,606
284,46,65+,M,42
285,46,<18,F,53
286,47,18-24,M,946
287,47,65+,F,5
288,47,18-24,F,206
289,47,25-44,F,549
290,47,45-64,F,143
291,47,65+,M,45
292,47,<18,M,170
293,47,45-64,M,800
294,47,25-44,M,2257
295,47,<18,F,55
296,48,45-64,M,696
297,48,<18,F,76
298,48,25-44,M,1870
299,48,25-44,F,479
300,48,65+,M,31
301,48,18-24,F,201
302,48,65+,F,1
303,48,45-64,F,140
304,48,18-24,M,893
305,48,<18,M,217
306,49,25-44,M,1523
307,49,18-24,F,140
308,49,45-64,F,116
309,49,25-44,F,332
310,49,65+,M,39
311,49,<18,F,34
312,49,<18,M,125
313,49,18-24,M,547
314,49,65+,F,4
315,49,45-64,M,484
316,50,65+,M,16
317,50,<18,M,53
318,50,18-24,M,223
319,50,<18,F,23
320,50,18-24,F,70
321,50,25-44,F,130
322,50,65+,F,1
323,50,25-44,M,570
324,50,45-64,F,36
325,50,45-64,M,195
326,52,25-44,M,2528
327,52,65+,F,5
328,52,45-64,F,158
329,52,<18,M,254
330,52,18-24,M,1244
331,52,65+,M,43
332,52,45-64,M,810
333,52,25-44,F,564
334,52,<18,F,49
335,52,18-24,F,260
336,60,<18,F,51
337,60,65+,F,4
338,60,45-64,F,87
339,60,25-44,F,291
340,60,65+,M,37
341,60,<18,M,191
342,60,25-44,M,1683
343,60,45-64,M,604
344,60,18-24,M,797
345,60,18-24,F,134
346,61,45-64,F,90
347,61,18-24,F,58
348,61,<18,M,114
349,61,65+,F,7
350,61,45-64,M,300
351,61,25-44,M,1017
352,61,18-24,M,387
353,61,25-44,F,214
354,61,65+,M,23
355,61,<18,F,21
356,62,65+,F,4
357,62,25-44,F,144
358,62,25-44,M,752
359,62,<18,M,90
360,62,45-64,M,238
361,62,18-24,F,41
362,62,45-64,F,63
363,62,18-24,M,276
364,62,65+,M,25
365,62,<18,F,20
366,63,65+,M,22
367,63,18-24,M,360
368,63,45-64,F,80
369,63,65+,F,6
370,63,<18,M,112
371,63,18-24,F,118
372,63,<18,F,48
373,63,45-64,M,260
374,63,25-44,M,841
375,63,25-44,F,204
376,66,65+,F,6
377,66,45-64,F,37
378,66,65+,M,14
379,66,<18,F,7
380,66,18-24,F,28
381,66,25-44,F,86
382,66,<18,M,67
383,66,25-44,M,620
384,66,45-64,M,172
385,66,18-24,M,256
386,67,<18,M,151
387,67,25-44,M,2117
388,67,25-44,F,422
389,67,65+,F,12
390,67,18-24,F,170
391,67,18-24,M,843
392,67,45-64,M,784
393,67,<18,F,32
394,67,65+,M,61
395,67,45-64,F,144
396,68,65+,M,21
397,68,45-64,M,387
398,68,18-24,M,515
399,68,<18,F,13
400,68,18-24,F,56
401,68,25-44,M,1241
402,68,<18,M,40
403,68,25-44,F,147
404,68,65+,F,5
405,68,45-64,F,77
406,69,45-64,M,284
407,69,<18,M,106
408,69,<18,F,27
409,69,18-24,F,80
410,69,25-44,M,919
411,69,25-44,F,189
412,69,45-64,F,64
413,69,65+,M,18
414,69,18-24,M,489
415,70,45-64,F,136
416,70,45-64,M,572
417,70,25-44,F,321
418,70,<18,M,202
419,70,<18,F,41
420,70,65+,F,9
421,70,65+,M,40
422,70,18-24,M,704
423,70,18-24,F,157
424,70,25-44,M,1692
425,71,18-24,F,100
426,71,<18,M,138
427,71,45-64,F,92
428,71,65+,F,3
429,71,25-44,M,1322
430,71,25-44,F,274
431,71,65+,M,42
432,71,45-64,M,604
433,71,<18,F,25
434,71,18-24,M,472
435,72,25-44,M,1488
436,72,18-24,F,89
437,72,<18,F,21
438,72,45-64,M,543
439,72,65+,M,36
440,72,45-64,F,106
441,72,<18,M,113
442,72,18-24,M,590
443,72,65+,F,6
444,72,25-44,F,294
445,73,45-64,F,147
446,73,65+,F,6
447,73,25-44,F,503
448,73,18-24,F,209
449,73,<18,F,61
450,73,<18,M,237
451,73,25-44,M,2283
452,73,18-24,M,1048
453,73,45-64,M,947
454,73,65+,M,41
455,75,18-24,M,1237
456,75,25-44,F,735
457,75,25-44,M,2779
458,75,65+,F,6
459,75,<18,F,76
460,75,45-64,M,981
461,75,65+,M,47
462,75,18-24,F,386
463,75,45-64,F,219
464,75,<18,M,228
465,76,18-24,F,55
466,76,25-44,F,174
467,76,18-24,M,323
468,76,65+,F,4
469,76,<18,F,27
470,76,45-64,M,433
471,76,45-64,F,64
472,76,65+,M,16
473,76,25-44,M,939
474,76,<18,M,45
475,77,<18,M,186
476,77,25-44,F,263
477,77,<18,F,34
478,77,25-44,M,1526
479,77,45-64,M,711
480,77,18-24,F,130
481,77,65+,F,3
482,77,45-64,F,87
483,77,65+,M,39
484,77,18-24,M,671
485,78,<18,F,32
486,78,18-24,M,229
487,78,<18,M,88
488,78,25-44,F,201
489,78,45-64,M,364
490,78,65+,F,4
491,78,25-44,M,697
492,78,45-64,F,79
493,78,18-24,F,69
494,78,65+,M,20
495,79,45-64,F,121
496,79,45-64,M,831
497,79,65+,M,61
498,79,18-24,M,636
499,79,<18,F,31
500,79,18-24,F,125
501,79,25-44,F,310
502,79,25-44,M,1580
503,79,65+,F,7
504,79,<18,M,126
505,81,<18,M,82
506,81,18-24,F,93
507,81,45-64,M,362
508,81,18-24,M,339
509,81,65+,F,4
510,81,65+,M,17
511,81,<18,F,30
512,81,25-44,M,902
513,81,25-44,F,242
514,81,45-64,F,86
515,83,45-64,F,102
516,83,25-44,M,1348
517,83,25-44,F,278
518,83,45-64,M,563
519,83,<18,M,94
520,83,65+,M,25
521,83,<18,F,19
522,83,18-24,F,124
523,83,18-24,M,500
524,84,25-44,M,1450
525,84,18-24,F,191
526,84,<18,F,45
527,84,45-64,F,126
528,84,18-24,M,557
529,84,65+,F,13
530,84,65+,M,42
531,84,<18,M,143
532,84,25-44,F,393
533,84,45-64,M,647
534,88,25-44,M,535
535,88,65+,F,5
536,88,45-64,M,255
537,88,<18,M,34
538,88,45-64,F,108
539,88,18-24,M,177
540,88,25-44,F,221
541,88,<18,F,12
542,88,65+,M,9
543,88,18-24,F,59
544,90,65+,F,2
545,90,25-44,M,1145
546,90,18-24,F,108
547,90,45-64,F,61
548,90,25-44,F,208
549,90,<18,M,109
550,90,45-64,M,376
551,90,18-24,M,479
552,90,<18,F,31
553,90,65+,M,20
554,94,65+,F,1
555,94,25-44,M,668
556,94,45-64,F,27
557,94,<18,F,3
558,94,25-44,F,114
559,94,<18,M,33
560,94,18-24,F,60
561,94,65+,M,5
562,94,18-24,M,235
563,94,45-64,M,219
564,100,45-64,M,290
565,100,65+,F,3
566,100,65+,M,16
567,100,<18,F,18
568,100,25-44,M,582
569,100,18-24,M,273
570,100,25-44,F,132
571,100,<18,M,117
572,100,45-64,F,62
573,100,18-24,F,59
574,101,<18,M,187
575,101,18-24,M,530
576,101,25-44,M,1108
577,101,65+,M,28
578,101,18-24,F,116
579,101,45-64,F,103
580,101,25-44,F,243
581,101,45-64,M,338
582,101,<18,F,43
583,102,<18,M,107
584,102,65+,F,4
585,102,18-24,F,97
586,102,25-44,F,309
587,102,45-64,F,80
588,102,45-64,M,463
589,102,65+,M,30
590,102,<18,F,11
591,102,18-24,M,821
592,102,25-44,M,1574
593,103,18-24,F,178
594,103,25-44,F,345
595,103,45-64,M,675
596,103,65+,F,2
597,103,<18,F,50
598,103,45-64,F,102
599,103,25-44,M,1752
600,103,65+,M,36
601,103,<18,M,164
602,103,18-24,M,828
603,104,<18,F,15
604,104,65+,F,5
605,104,25-44,M,1194
606,104,<18,M,98
607,104,18-24,F,100
608,104,45-64,F,85
609,104,18-24,M,491
610,104,25-44,F,234
611,104,65+,M,23
612,104,45-64,M,379
613,105,65+,F,10
614,105,45-64,F,96
615,105,25-44,M,1382
616,105,65+,M,44
617,105,45-64,M,465
618,105,<18,M,119
619,105,18-24,F,160
620,105,<18,F,29
621,105,25-44,F,336
622,105,18-24,M,554
623,106,45-64,F,76
624,106,65+,M,44
625,106,<18,F,16
626,106,45-64,M,471
627,106,<18,M,98
628,106,18-24,F,87
629,106,65+,F,7
630,106,25-44,M,1267
631,106,18-24,M,508
632,106,25-44,F,203
633,107,65+,M,25
634,107,45-64,M,290
635,107,65+,F,7
636,107,<18,F,28
637,107,<18,M,120
638,107,45-64,F,51
639,107,25-44,M,987
640,107,18-24,F,88
641,107,18-24,M,522
642,107,25-44,F,191
643,108,65+,M,12
644,108,<18,F,10
645,108,65+,F,4
646,108,25-44,M,971
647,108,18-24,M,353
648,108,25-44,F,132
649,108,18-24,F,38
650,108,45-64,F,39
651,108,<18,M,49
652,108,45-64,M,321
653,109,45-64,M,650
654,109,25-44,F,445
655,109,18-24,F,143
656,109,<18,F,58
657,109,65+,M,49
658,109,<18,M,183
659,109,65+,F,32
660,109,18-24,M,685
661,109,45-64,F,180
662,109,25-44,M,1534
663,110,18-24,M,631
664,110,<18,M,206
665,110,65+,M,27
666,110,25-44,F,371
667,110,65+,F,13
668,110,45-64,F,129
669,110,45-64,M,447
670,110,25-44,M,1568
671,110,18-24,F,184
672,110,<18,F,79
673,111,18-24,F,45
674,111,<18,F,10
675,111,65+,F,7
676,111,25-44,M,425
677,111,45-64,F,37
678,111,45-64,M,154
679,111,18-24,M,196
680,111,<18,M,54
681,111,25-44,F,107
682,111,65+,M,14
683,112,25-44,M,702
684,112,45-64,F,63
685,112,<18,M,92
686,112,<18,F,18
687,112,25-44,F,150
688,112,45-64,M,271
689,112,65+,M,34
690,112,65+,F,9
691,112,18-24,F,48
692,112,18-24,M,241
693,113,25-44,M,2608
694,113,65+,F,13
695,113,25-44,F,575
696,113,18-24,F,253
697,113,18-24,M,1026
698,113,<18,F,62
699,113,45-64,F,163
700,113,65+,M,137
701,113,45-64,M,1270
702,113,<18,M,144
703,114,65+,F,9
704,114,<18,M,154
705,114,25-44,F,361
706,114,25-44,M,2018
707,114,18-24,F,158
708,114,45-64,F,112
709,114,18-24,M,867
710,114,<18,F,35
711,114,65+,M,26
712,114,45-64,M,541
713,115,45-64,M,580
714,115,45-64,F,135
715,115,<18,M,125
716,115,65+,F,16
717,115,25-44,M,2188
718,115,18-24,M,729
719,115,18-24,F,168
720,115,<18,F,25
721,115,65+,M,56
722,115,25-44,F,348
723,120,65+,M,39
724,120,18-24,F,176
725,120,45-64,F,171
726,120,65+,F,4
727,120,25-44,M,1850
728,120,25-44,F,505
729,120,45-64,M,743
730,120,<18,M,248
731,120,18-24,M,786
732,120,<18,F,65
733,121,65+,F,6
734,121,45-64,F,137
735,121,25-44,F,336
736,121,<18,F,43
737,121,65+,M,22
738,121,<18,M,105
739,121,18-24,F,157
740,121,18-24,M,415
741,121,45-64,M,395
742,121,25-44,M,993
743,122,18-24,M,272
744,122,45-64,F,103
745,122,18-24,F,55
746,122,45-64,M,346
747,122,65+,F,8
748,122,25-44,M,897
749,122,65+,M,25
750,122,25-44,F,201
751,122,<18,M,78
752,122,<18,F,19
753,123,45-64,F,62
754,123,45-64,M,195
755,123,18-24,F,56
756,123,<18,M,51
757,123,<18,F,12
758,123,65+,F,11
759,123,25-44,F,129
760,123,18-24,M,155
761,123,65+,M,14
762,123,25-44,M,539
