,BoroCode,OfnsDesc,CrimeCount
94,2,OTHER STATE LAWS (NON PENAL LAW),27
95,2,KIDNAPPING,1
96,2,PETIT LARCENY,3623
97,2,FELONY ASSAULT,4023
98,2,ARSON,36
99,2,DANGEROUS DRUGS,6458
100,2,FRAUDULENT ACCOSTING,20
101,2,THEFT OF SERVICES,62
102,2,OTHER STATE LAWS (NON PENAL LA,201
103,2,ADMINISTRATIVE CODE,77
104,2,"LOITERING/GAMBLING (CARDS, DIC",3
105,2,GRAND LARCENY,1214
106,2,BURGLARY,749
107,2,UNAUTHORIZED USE OF A VEHICLE,102
108,2,INTOXICATED & IMPAIRED DRIVING,757
109,2,BURGLAR'S TOOLS,75
110,2,OFF. AGNST PUB ORD SENSBLTY &,1099
111,2,INTOXICATED/IMPAIRED DRIVING,99
112,2,ENDAN WELFARE INCOMP,17
113,2,OTHER OFFENSES RELATED TO THEF,992
114,2,FORGERY,792
115,2,KIDNAPPING & RELATED OFFENSES,15
116,3,NEW YORK CITY HEALTH CODE,11
117,3,OFFENSES RELATED TO CHILDREN,38
118,3,OTHER STATE LAWS (NON PENAL LA,190
119,3,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,23
120,3,ENDAN WELFARE INCOMP,12
121,3,UNAUTHORIZED USE OF A VEHICLE,201
122,3,INTOXICATED/IMPAIRED DRIVING,159
123,3,BURGLAR'S TOOLS,177
124,3,THEFT OF SERVICES,51
125,3,DISORDERLY CONDUCT,58
126,3,THEFT-FRAUD,70
127,3,HARRASSMENT 2,11
128,3,KIDNAPPING & RELATED OFFENSES,19
129,3,FOR OTHER AUTHORITIES,186
130,3,OFFENSES AGAINST PUBLIC SAFETY,12
131,3,ALCOHOLIC BEVERAGE CONTROL LAW,368
132,3,ADMINISTRATIVE CODES,7
133,3,SEX CRIMES,1040
134,3,JOSTLING,2
135,3,FRAUDS,204
136,3,HOMICIDE-NEGLIGENT-VEHICLE,2
137,3,OFF. AGNST PUB ORD SENSBLTY &,1133
138,3,DISRUPTION OF A RELIGIOUS SERV,2
139,3,OTHER OFFENSES RELATED TO THEF,1378
140,3,BURGLARY,1383
141,3,OFFENSES AGAINST PUBLIC ADMINI,1546
142,3,ANTICIPATORY OFFENSES,2
143,3,FORGERY,1804
144,3,GRAND LARCENY,2153
145,3,CRIMINAL MISCHIEF & RELATED OF,2588
146,3,ROBBERY,2765
147,3,DANGEROUS WEAPONS,2962
148,3,VEHICLE AND TRAFFIC LAWS,3381
149,3,FELONY ASSAULT,4424
150,3,MISCELLANEOUS PENAL LAW,4567
151,3,PETIT LARCENY,4914
152,3,DANGEROUS DRUGS,5402
153,3,ASSAULT 3 & RELATED OFFENSES,8129
154,3,OTHER TRAFFIC INFRACTION,1006
155,3,CRIMINAL TRESPASS,849
156,3,INTOXICATED & IMPAIRED DRIVING,1123
157,3,PARKING OFFENSES,2
158,3,MURDER & NON-NEGL. MANSLAUGHTE,221
159,3,OFFENSES INVOLVING FRAUD,225
160,3,OFFENSES AGAINST THE PERSON,238
161,3,PROSTITUTION & RELATED OFFENSES,241
162,3,"LOITERING/GAMBLING (CARDS, DIC",7
163,3,RAPE,264
164,3,OTHER STATE LAWS (NON PENAL LAW),7
165,3,CHILD ABANDONMENT/NON SUPPORT,6
166,3,GAMBLING,350
167,3,"HOMICIDE-NEGLIGENT,UNCLASSIFIE",5
168,3,ARSON,32
169,3,NYS LAWS-UNCLASSIFIED FELONY,345
170,3,GRAND LARCENY OF MOTOR VEHICLE,413
171,3,POSSESSION OF STOLEN PROPERTY,652
172,3,FRAUDULENT ACCOSTING,3
173,3,ESCAPE 3,4
174,3,KIDNAPPING,5
175,3,MOVING INFRACTIONS,31
176,3,OTHER STATE LAWS,441
177,3,ADMINISTRATIVE CODE,419
178,4,"HOMICIDE-NEGLIGENT,UNCLASSIFIE",1
179,4,ANTICIPATORY OFFENSES,2
180,4,ENDAN WELFARE INCOMP,17
181,4,ARSON,29
182,4,MOVING INFRACTIONS,29
183,4,HOMICIDE-NEGLIGENT-VEHICLE,1
184,4,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,28
185,4,HARRASSMENT 2,11
186,4,FRAUDULENT ACCOSTING,27
187,4,OTHER STATE LAWS (NON PENAL LAW),3
188,4,CHILD ABANDONMENT/NON SUPPORT,2
189,4,PARKING OFFENSES,1
190,4,OFFENSES AGAINST PUBLIC SAFETY,23
191,4,KIDNAPPING,1
192,4,JOSTLING,3
193,4,"LOITERING/GAMBLING (CARDS, DIC",2
194,4,KIDNAPPING & RELATED OFFENSES,25
195,4,DISRUPTION OF A RELIGIOUS SERV,1
196,4,GAMBLING,37
197,4,INTOXICATED/IMPAIRED DRIVING,201
198,4,NYS LAWS-UNCLASSIFIED FELONY,207
199,4,FOR OTHER AUTHORITIES,212
200,4,OFFENSES AGAINST THE PERSON,215
201,4,RAPE,219
202,4,UNAUTHORIZED USE OF A VEHICLE,243
203,4,GRAND LARCENY OF MOTOR VEHICLE,300
204,4,POSSESSION OF STOLEN PROPERTY,504
205,4,OTHER STATE LAWS (NON PENAL LA,572
206,4,OTHER OFFENSES RELATED TO THEF,597
207,4,CRIMINAL TRESPASS,608
208,4,BURGLARY,812
209,4,OFF. AGNST PUB ORD SENSBLTY &,836
210,4,FRAUDS,181
211,4,FORGERY,915
212,4,SEX CRIMES,1124
213,4,INTOXICATED & IMPAIRED DRIVING,1268
214,4,OFFENSES AGAINST PUBLIC ADMINI,1429
215,4,DANGEROUS WEAPONS,1451
216,4,ROBBERY,1639
217,4,GRAND LARCENY,1749
218,4,CRIMINAL MISCHIEF & RELATED OF,2070
219,4,DANGEROUS DRUGS,2964
220,4,FELONY ASSAULT,3362
221,4,MISCELLANEOUS PENAL LAW,3483
222,4,VEHICLE AND TRAFFIC LAWS,3665
223,4,PETIT LARCENY,3756
224,4,ASSAULT 3 & RELATED OFFENSES,7169
225,4,OTHER TRAFFIC INFRACTION,1074
226,4,MURDER & NON-NEGL. MANSLAUGHTE,166
227,4,PROSTITUTION & RELATED OFFENSES,477
228,4,OTHER STATE LAWS,61
229,4,BURGLAR'S TOOLS,166
230,4,OFFENSES INVOLVING FRAUD,156
231,4,DISORDERLY CONDUCT,37
232,4,OFFENSES RELATED TO CHILDREN,40
233,4,ADMINISTRATIVE CODE,113
234,4,THEFT-FRAUD,67
235,4,ALCOHOLIC BEVERAGE CONTROL LAW,68
236,4,THEFT OF SERVICES,93
237,5,OTHER STATE LAWS (NON PENAL LA,48
238,5,ASSAULT 3 & RELATED OFFENSES,1200
239,5,OTHER OFFENSES RELATED TO THEF,56
240,5,OFF. AGNST PUB ORD SENSBLTY &,174
241,5,DANGEROUS DRUGS,942
242,5,PETIT LARCENY,864
243,5,MISCELLANEOUS PENAL LAW,844
244,5,INTOXICATED/IMPAIRED DRIVING,59
245,5,DISORDERLY CONDUCT,2
246,5,FRAUDS,46
247,5,THEFT-FRAUD,21
248,5,PROSTITUTION & RELATED OFFENSES,44
249,5,GRAND LARCENY OF MOTOR VEHICLE,44
250,5,OFFENSES INVOLVING FRAUD,25
251,5,UNAUTHORIZED USE OF A VEHICLE,43
252,5,"HOMICIDE-NEGLIGENT,UNCLASSIFIE",1
253,5,MURDER & NON-NEGL. MANSLAUGHTE,43
254,5,OTHER STATE LAWS (NON PENAL LAW),1
255,5,OFFENSES AGAINST THE PERSON,42
256,5,RAPE,28
257,5,ENDAN WELFARE INCOMP,1
258,5,ESCAPE 3,1
259,5,DISRUPTION OF A RELIGIOUS SERV,2
260,5,CHILD ABANDONMENT/NON SUPPORT,2
261,5,HARRASSMENT 2,2
262,5,OFFENSES RELATED TO CHILDREN,2
263,5,ALCOHOLIC BEVERAGE CONTROL LAW,10
264,5,KIDNAPPING,1
265,5,SEX CRIMES,123
266,5,BURGLARY,113
267,5,ARSON,12
268,5,ROBBERY,235
269,5,FORGERY,108
270,5,POSSESSION OF STOLEN PROPERTY,107
271,5,DANGEROUS WEAPONS,304
272,5,OFFENSES AGAINST PUBLIC ADMINI,355
273,5,GRAND LARCENY,360
274,5,FOR OTHER AUTHORITIES,33
275,5,OFFENSES AGAINST PUBLIC SAFETY,4
276,5,CRIMINAL MISCHIEF & RELATED OF,495
277,5,CRIMINAL TRESPASS,95
278,5,MOVING INFRACTIONS,4
279,5,FELONY ASSAULT,561
280,5,FRAUDULENT ACCOSTING,3
281,5,INTOXICATED & IMPAIRED DRIVING,564
282,5,OTHER STATE LAWS,3
283,5,NYS LAWS-UNCLASSIFIED FELONY,90
284,5,ADMINISTRATIVE CODE,3
285,5,VEHICLE AND TRAFFIC LAWS,733
286,5,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,3
287,5,KIDNAPPING & RELATED OFFENSES,2
288,5,BURGLAR'S TOOLS,19
289,5,OTHER TRAFFIC INFRACTION,151
