,Precinct,AgeGroup,PerpSex,CrimeCount
369,63,18-24,F,175
370,63,<18,M,220
371,63,18-24,M,608
372,63,25-44,F,143
373,63,45-64,M,219
374,63,25-44,M,780
375,63,<18,F,79
376,63,45-64,F,49
377,63,65+,M,9
378,63,65+,F,5
379,66,65+,M,14
380,66,45-64,F,42
381,66,25-44,F,112
382,66,18-24,M,450
383,66,<18,M,191
384,66,25-44,M,706
385,66,18-24,F,59
386,66,<18,F,30
387,66,45-64,M,233
388,67,18-24,M,1695
389,67,<18,F,115
390,67,65+,M,20
391,67,45-64,M,865
392,67,25-44,M,2655
393,67,25-44,F,390
394,67,45-64,F,141
395,67,18-24,F,246
396,67,<18,M,463
397,68,65+,M,11
398,68,25-44,F,203
399,68,45-64,M,253
400,68,45-64,F,79
401,68,65+,F,7
402,68,18-24,M,644
403,68,<18,F,65
404,68,18-24,F,126
405,68,25-44,M,832
406,68,<18,M,256
407,69,45-64,F,69
408,69,<18,F,62
409,69,25-44,M,1061
410,69,45-64,M,309
411,69,65+,F,2
412,69,25-44,F,203
413,69,18-24,F,132
414,69,18-24,M,827
415,69,65+,M,8
416,69,<18,M,330
417,70,25-44,F,410
418,70,65+,F,5
419,70,18-24,M,1731
420,70,25-44,M,2279
421,70,45-64,F,122
422,70,65+,M,26
423,70,<18,F,160
424,70,45-64,M,638
425,70,<18,M,628
426,70,18-24,F,287
427,71,25-44,F,307
428,71,45-64,F,105
429,71,25-44,M,2201
430,71,65+,M,42
431,71,<18,F,150
432,71,18-24,M,1437
433,71,<18,M,502
434,71,45-64,M,845
435,71,18-24,F,231
436,71,65+,F,7
437,72,25-44,F,246
438,72,18-24,M,1072
439,72,18-24,F,103
440,72,65+,M,15
441,72,45-64,M,436
442,72,<18,M,445
443,72,65+,F,2
444,72,25-44,M,1567
445,72,<18,F,33
446,72,45-64,F,79
447,73,25-44,M,4824
448,73,18-24,M,3013
449,73,<18,M,1031
450,73,<18,F,234
451,73,45-64,M,2090
452,73,45-64,F,382
453,73,65+,F,5
454,73,18-24,F,576
455,73,25-44,F,867
456,73,65+,M,65
457,75,65+,M,65
458,75,18-24,F,805
459,75,<18,M,1172
460,75,25-44,F,1146
461,75,18-24,M,4021
462,75,45-64,M,1903
463,75,65+,F,7
464,75,25-44,M,5632
465,75,45-64,F,303
466,75,<18,F,263
467,76,45-64,F,59
468,76,65+,F,3
469,76,18-24,M,394
470,76,<18,F,71
471,76,25-44,M,779
472,76,<18,M,158
473,76,25-44,F,157
474,76,65+,M,15
475,76,18-24,F,79
476,76,45-64,M,361
477,77,25-44,M,2594
478,77,18-24,M,1538
479,77,<18,F,135
480,77,<18,M,498
481,77,45-64,M,1287
482,77,45-64,F,272
483,77,25-44,F,469
484,77,18-24,F,232
485,77,65+,F,3
486,77,65+,M,49
487,78,18-24,M,279
488,78,25-44,M,545
489,78,<18,F,18
490,78,<18,M,126
491,78,25-44,F,129
492,78,45-64,M,272
493,78,18-24,F,44
494,78,65+,F,2
495,78,45-64,F,43
496,78,65+,M,12
497,79,45-64,M,1806
498,79,18-24,F,308
499,79,45-64,F,320
500,79,<18,M,424
501,79,<18,F,112
502,79,65+,M,78
503,79,65+,F,8
504,79,18-24,M,1545
505,79,25-44,F,660
506,79,25-44,M,3125
507,81,45-64,F,255
508,81,<18,M,442
509,81,65+,M,48
510,81,25-44,M,2173
511,81,18-24,M,1400
512,81,65+,F,5
513,81,25-44,F,461
514,81,45-64,M,1089
515,81,18-24,F,278
516,81,<18,F,90
517,83,45-64,F,189
518,83,65+,M,32
519,83,25-44,F,528
520,83,65+,F,7
521,83,<18,M,617
522,83,25-44,M,2558
523,83,18-24,F,292
524,83,<18,F,109
525,83,18-24,M,1620
526,83,45-64,M,971
527,84,18-24,M,915
528,84,18-24,F,234
529,84,45-64,M,920
530,84,65+,F,7
531,84,25-44,F,451
532,84,<18,M,352
533,84,45-64,F,204
534,84,25-44,M,1753
535,84,65+,M,36
536,84,<18,F,125
537,88,25-44,M,1017
538,88,65+,M,17
539,88,25-44,F,279
540,88,18-24,F,154
541,88,<18,F,94
542,88,18-24,M,583
543,88,45-64,F,131
544,88,<18,M,304
545,88,65+,F,3
546,88,45-64,M,538
547,90,45-64,M,541
548,90,65+,M,12
549,90,65+,F,1
550,90,<18,F,84
551,90,45-64,F,70
552,90,25-44,M,1474
553,90,18-24,F,168
554,90,<18,M,419
555,90,18-24,M,1031
556,90,25-44,F,245
557,94,65+,F,5
558,94,<18,F,18
559,94,18-24,M,465
560,94,18-24,F,58
561,94,25-44,F,106
562,94,65+,M,8
563,94,45-64,M,255
564,94,45-64,F,28
565,94,<18,M,147
566,94,25-44,M,786
567,100,25-44,F,134
568,100,<18,M,268
569,100,<18,F,55
570,100,45-64,F,58
571,100,65+,F,1
572,100,25-44,M,672
573,100,45-64,M,259
574,100,18-24,M,544
575,100,65+,M,11
576,100,18-24,F,98
577,101,45-64,M,411
578,101,<18,F,64
579,101,25-44,M,1371
580,101,<18,M,367
581,101,18-24,M,1171
582,101,65+,M,15
583,101,45-64,F,60
584,101,25-44,F,187
585,101,18-24,F,138
586,101,65+,F,1
587,102,25-44,F,285
588,102,<18,M,408
589,102,<18,F,41
590,102,65+,M,25
591,102,18-24,M,1230
592,102,18-24,F,161
593,102,25-44,M,1676
594,102,45-64,M,467
595,102,65+,F,4
596,102,45-64,F,87
597,103,45-64,F,230
598,103,25-44,F,550
599,103,65+,M,31
600,103,<18,F,152
601,103,65+,F,2
602,103,18-24,F,426
603,103,25-44,M,3132
604,103,18-24,M,2356
605,103,<18,M,583
606,103,45-64,M,1148
607,104,25-44,F,326
608,104,65+,M,17
609,104,18-24,F,221
610,104,45-64,F,103
611,104,<18,M,644
612,104,45-64,M,532
613,104,<18,F,106
614,104,18-24,M,1232
615,104,25-44,M,1831
616,104,65+,F,2
617,105,25-44,F,289
618,105,18-24,M,1291
619,105,45-64,M,516
620,105,25-44,M,1713
621,105,65+,F,2
622,105,<18,F,52
623,105,65+,M,15
624,105,18-24,F,237
625,105,<18,M,324
626,105,45-64,F,87
627,106,65+,M,12
628,106,<18,F,29
629,106,<18,M,333
630,106,25-44,M,1493
631,106,65+,F,1
632,106,18-24,F,128
633,106,18-24,M,1010
634,106,45-64,F,60
635,106,45-64,M,456
636,106,25-44,F,183
637,107,<18,M,447
638,107,25-44,F,193
639,107,<18,F,79
640,107,65+,F,4
641,107,45-64,M,369
642,107,45-64,F,79
643,107,25-44,M,1011
644,107,18-24,M,910
645,107,65+,M,21
646,107,18-24,F,178
647,108,65+,M,20
648,108,18-24,F,95
649,108,65+,F,3
650,108,<18,M,235
651,108,45-64,F,44
652,108,45-64,M,420
653,108,18-24,M,687
654,108,<18,F,30
655,108,25-44,M,1284
656,108,25-44,F,137
657,109,65+,F,11
658,109,45-64,F,179
659,109,<18,M,440
660,109,45-64,M,721
661,109,18-24,M,1079
662,109,65+,M,33
663,109,<18,F,101
664,109,18-24,F,218
665,109,25-44,M,1642
666,109,25-44,F,374
667,110,65+,F,13
668,110,25-44,F,485
669,110,25-44,M,2414
670,110,<18,F,292
671,110,18-24,M,1605
672,110,45-64,M,598
673,110,65+,M,24
674,110,45-64,F,196
675,110,18-24,F,420
676,110,<18,M,449
677,111,18-24,M,507
678,111,<18,M,204
679,111,<18,F,30
680,111,45-64,F,59
681,111,65+,M,13
682,111,25-44,M,557
683,111,45-64,M,251
684,111,65+,F,3
685,111,25-44,F,134
686,111,18-24,F,75
687,112,25-44,F,233
688,112,65+,M,32
689,112,18-24,M,618
690,112,45-64,M,293
691,112,18-24,F,124
692,112,<18,F,50
693,112,<18,M,241
694,112,25-44,M,920
695,112,65+,F,5
696,112,45-64,F,90
697,113,<18,F,159
698,113,65+,F,4
699,113,<18,M,342
700,113,45-64,F,146
701,113,25-44,M,2924
702,113,18-24,F,359
703,113,45-64,M,1107
704,113,18-24,M,1667
705,113,25-44,F,442
706,113,65+,M,44
707,114,25-44,F,394
708,114,18-24,F,251
709,114,45-64,M,743
710,114,65+,M,33
711,114,<18,F,144
712,114,18-24,M,1316
713,114,45-64,F,147
714,114,65+,F,6
715,114,25-44,M,2156
716,114,<18,M,546
717,115,18-24,F,251
718,115,45-64,F,154
719,115,25-44,F,466
720,115,25-44,M,3794
721,115,18-24,M,2153
722,115,<18,F,73
723,115,45-64,M,951
724,115,65+,F,8
725,115,65+,M,64
726,115,<18,M,426
727,120,<18,M,767
728,120,45-64,M,875
729,120,18-24,M,2241
730,120,<18,F,262
731,120,25-44,M,3136
732,120,65+,M,39
733,120,18-24,F,502
734,120,25-44,F,725
735,120,45-64,F,244
736,120,65+,F,6
737,122,25-44,M,1170
738,122,<18,F,185
739,122,18-24,F,325
740,122,65+,F,4
741,122,18-24,M,904
742,122,<18,M,493
743,122,45-64,M,370
744,122,45-64,F,161
745,122,65+,M,23
746,122,25-44,F,339
747,123,18-24,F,55
748,123,25-44,M,575
749,123,<18,F,29
750,123,45-64,F,44
751,123,18-24,M,362
752,123,45-64,M,178
753,123,<18,M,146
754,123,25-44,F,93
755,123,65+,M,8
