,Precinct,OfnsDesc,CrimeCount
96,6,OTHER OFFENSES RELATED TO THEF,43
97,6,FORGERY,44
98,6,OTHER TRAFFIC INFRACTION,7
99,6,FRAUDULENT ACCOSTING,4
100,6,INTOXICATED & IMPAIRED DRIVING,45
101,6,POSSESSION OF STOLEN PROPERTY,48
102,6,SEX CRIMES,23
103,6,OTHER STATE LAWS,6
104,6,OFFENSES INVOLVING FRAUD,4
105,6,OFFENSES AGAINST THE PERSON,6
106,6,PROSTITUTION & RELATED OFFENSES,5
107,6,CRIMINAL TRESPASS,64
108,6,ALCOHOLIC BEVERAGE CONTROL LAW,1
109,6,OFFENSES AGAINST PUBLIC ADMINI,73
110,6,ASSAULT 3 & RELATED OFFENSES,200
111,6,DISORDERLY CONDUCT,1
112,6,THEFT-FRAUD,2
113,6,GRAND LARCENY OF MOTOR VEHICLE,2
114,6,ROBBERY,213
115,6,FRAUDS,12
116,6,FOR OTHER AUTHORITIES,2
117,6,GRAND LARCENY,224
118,6,FELONY ASSAULT,106
119,6,RAPE,1
120,6,UNAUTHORIZED USE OF A VEHICLE,2
121,6,KIDNAPPING & RELATED OFFENSES,1
122,6,HARRASSMENT 2,3
123,6,INTOXICATED/IMPAIRED DRIVING,3
124,6,BURGLARY,51
125,6,JOSTLING,1
126,6,BURGLAR'S TOOLS,34
127,6,CRIMINAL MISCHIEF & RELATED OF,107
128,7,HARRASSMENT 2,1
129,7,RAPE,2
130,7,DISORDERLY CONDUCT,2
131,7,NYS LAWS-UNCLASSIFIED VIOLATION,2
132,7,OFF. AGNST PUB ORD SENSBLTY &,57
133,7,GRAND LARCENY OF MOTOR VEHICLE,1
134,7,FOR OTHER AUTHORITIES,4
135,7,BURGLAR'S TOOLS,4
136,7,THEFT-FRAUD,4
137,7,VEHICLE AND TRAFFIC LAWS,273
138,7,PETIT LARCENY,177
139,7,JOSTLING,2
140,7,INTOXICATED/IMPAIRED DRIVING,2
141,7,KIDNAPPING & RELATED OFFENSES,2
142,7,OTHER STATE LAWS,2
143,7,OTHER TRAFFIC INFRACTION,50
144,7,OTHER STATE LAWS (NON PENAL LA,3
145,7,BURGLARY,55
146,7,FRAUDULENT ACCOSTING,1
147,7,SEX CRIMES,22
148,7,NYS LAWS-UNCLASSIFIED FELONY,9
149,7,ROBBERY,113
150,7,INTOXICATED & IMPAIRED DRIVING,24
151,7,GRAND LARCENY,89
152,7,CRIMINAL TRESPASS,83
153,7,THEFT OF SERVICES,19
154,7,UNAUTHORIZED USE OF A VEHICLE,1
155,7,ASSAULT 3 & RELATED OFFENSES,348
156,7,OFFENSES AGAINST THE PERSON,10
157,7,OFFENSES AGAINST PUBLIC ADMINI,94
158,7,DANGEROUS DRUGS,109
159,7,FELONY ASSAULT,126
160,7,MISCELLANEOUS PENAL LAW,68
161,7,OFFENSES INVOLVING FRAUD,14
162,7,POSSESSION OF STOLEN PROPERTY,21
163,7,PROSTITUTION & RELATED OFFENSES,5
164,7,DANGEROUS WEAPONS,58
165,7,CRIMINAL MISCHIEF & RELATED OF,150
166,7,FRAUDS,6
167,7,OTHER OFFENSES RELATED TO THEF,21
168,7,FORGERY,45
169,7,MURDER & NON-NEGL. MANSLAUGHTE,8
170,9,VEHICLE AND TRAFFIC LAWS,84
171,9,OFFENSES AGAINST PUBLIC ADMINI,91
172,9,BURGLAR'S TOOLS,17
173,9,CRIMINAL MISCHIEF & RELATED OF,100
174,9,SEX CRIMES,19
175,9,DANGEROUS DRUGS,238
176,9,THEFT OF SERVICES,2
177,9,DANGEROUS WEAPONS,56
178,9,PETIT LARCENY,225
179,9,MISCELLANEOUS PENAL LAW,94
180,9,PROSTITUTION & RELATED OFFENSES,2
181,9,POSSESSION OF STOLEN PROPERTY,18
182,9,MURDER & NON-NEGL. MANSLAUGHTE,5
183,9,OTHER OFFENSES RELATED TO THEF,51
184,9,BURGLARY,52
185,9,GRAND LARCENY,142
186,9,FOR OTHER AUTHORITIES,6
187,9,FELONY ASSAULT,139
188,9,FRAUDS,7
189,9,NYS LAWS-UNCLASSIFIED FELONY,7
190,9,INTOXICATED & IMPAIRED DRIVING,7
191,9,ARSON,4
192,9,OFF. AGNST PUB ORD SENSBLTY &,27
193,9,OTHER STATE LAWS,9
194,9,ROBBERY,77
195,9,OTHER TRAFFIC INFRACTION,10
196,9,FORGERY,31
197,9,OFFENSES INVOLVING FRAUD,3
198,9,DISORDERLY CONDUCT,2
199,9,OFFENSES AGAINST THE PERSON,5
200,9,GRAND LARCENY OF MOTOR VEHICLE,11
201,9,CRIMINAL TRESPASS,72
202,9,ENDAN WELFARE INCOMP,2
203,9,DISRUPTION OF A RELIGIOUS SERV,1
204,9,OFFENSES AGAINST PUBLIC SAFETY,1
205,9,OTHER STATE LAWS (NON PENAL LA,1
206,9,INTOXICATED/IMPAIRED DRIVING,2
207,9,ASSAULT 3 & RELATED OFFENSES,276
208,9,ADMINISTRATIVE CODE,1
209,9,RAPE,1
210,9,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,1
211,9,THEFT-FRAUD,1
212,10,FRAUDS,6
213,10,OTHER STATE LAWS (NON PENAL LA,1
214,10,DANGEROUS DRUGS,129
215,10,DANGEROUS WEAPONS,34
216,10,INTOXICATED & IMPAIRED DRIVING,129
217,10,BURGLAR'S TOOLS,9
218,10,VEHICLE AND TRAFFIC LAWS,181
219,10,DISORDERLY CONDUCT,100
220,10,ASSAULT 3 & RELATED OFFENSES,175
221,10,NYS LAWS-UNCLASSIFIED FELONY,4
222,10,OTHER OFFENSES RELATED TO THEF,18
223,10,ADMINISTRATIVE CODE,1
224,10,GAMBLING,4
225,10,FOR OTHER AUTHORITIES,122
226,10,BURGLARY,73
227,10,OFFENSES RELATED TO CHILDREN,2
228,10,OFFENSES AGAINST THE PERSON,10
229,10,GRAND LARCENY OF MOTOR VEHICLE,2
230,10,MISCELLANEOUS PENAL LAW,36
231,10,MURDER & NON-NEGL. MANSLAUGHTE,7
232,10,ROBBERY,84
233,10,CRIMINAL TRESPASS,70
234,10,FORGERY,28
235,10,PETIT LARCENY,138
236,10,OFFENSES INVOLVING FRAUD,3
237,10,CRIMINAL MISCHIEF & RELATED OF,90
238,10,GRAND LARCENY,157
239,10,OFFENSES AGAINST PUBLIC SAFETY,1
240,10,OFF. AGNST PUB ORD SENSBLTY &,22
241,10,FELONY ASSAULT,82
242,10,RAPE,2
243,10,OFFENSES AGAINST PUBLIC ADMINI,56
244,10,FRAUDULENT ACCOSTING,1
245,10,POSSESSION OF STOLEN PROPERTY,15
246,10,THEFT-FRAUD,7
247,10,SEX CRIMES,15
248,10,PROSTITUTION & RELATED OFFENSES,5
249,10,INTOXICATED/IMPAIRED DRIVING,3
250,10,UNAUTHORIZED USE OF A VEHICLE,2
251,10,OTHER TRAFFIC INFRACTION,63
252,13,SEX CRIMES,68
253,13,DANGEROUS WEAPONS,41
254,13,CRIMINAL MISCHIEF & RELATED OF,118
255,13,UNAUTHORIZED USE OF A VEHICLE,1
256,13,FOR OTHER AUTHORITIES,3
257,13,FRAUDULENT ACCOSTING,1
258,13,DANGEROUS DRUGS,196
259,13,FELONY ASSAULT,119
260,13,CRIMINAL TRESPASS,35
261,13,OTHER STATE LAWS (NON PENAL LA,1
262,13,OFFENSES AGAINST PUBLIC ADMINI,86
263,13,GRAND LARCENY OF MOTOR VEHICLE,5
264,13,OTHER OFFENSES RELATED TO THEF,138
265,13,THEFT OF SERVICES,8
266,13,FRAUDS,8
267,13,ADMINISTRATIVE CODE,1
268,13,FORGERY,33
269,13,INTOXICATED & IMPAIRED DRIVING,33
270,13,BURGLAR'S TOOLS,34
271,13,ROBBERY,170
272,13,PROSTITUTION & RELATED OFFENSES,4
273,13,BURGLARY,123
274,13,INTOXICATED/IMPAIRED DRIVING,4
275,13,OTHER STATE LAWS,20
276,13,NYS LAWS-UNCLASSIFIED FELONY,9
277,13,OFFENSES INVOLVING FRAUD,9
278,13,ASSAULT 3 & RELATED OFFENSES,353
279,13,OFFENSES AGAINST THE PERSON,13
280,13,VEHICLE AND TRAFFIC LAWS,63
281,13,PETIT LARCENY,702
282,13,MISCELLANEOUS PENAL LAW,57
283,13,HARRASSMENT 2,1
284,13,THEFT-FRAUD,2
285,13,OTHER TRAFFIC INFRACTION,13
286,13,ARSON,2
287,13,DISORDERLY CONDUCT,2
288,13,CHILD ABANDONMENT/NON SUPPORT,1
289,13,POSSESSION OF STOLEN PROPERTY,47
290,13,ALCOHOLIC BEVERAGE CONTROL LAW,1
291,13,OFF. AGNST PUB ORD SENSBLTY &,58
292,13,RAPE,3
293,13,MOVING INFRACTIONS,2
294,13,GRAND LARCENY,209
295,13,MURDER & NON-NEGL. MANSLAUGHTE,2
296,14,OTHER TRAFFIC INFRACTION,63
297,14,FELONY ASSAULT,159
298,14,OFFENSES AGAINST THE PERSON,20
299,14,SEX CRIMES,109
300,14,OTHER STATE LAWS (NON PENAL LA,19
301,14,OFF. AGNST PUB ORD SENSBLTY &,91
302,14,JOSTLING,4
303,14,FORGERY,171
304,14,ROBBERY,106
305,14,ARSON,1
306,14,FRAUDULENT ACCOSTING,34
307,14,UNAUTHORIZED USE OF A VEHICLE,2
308,14,MURDER & NON-NEGL. MANSLAUGHTE,2
309,14,MOVING INFRACTIONS,1
310,14,ENDAN WELFARE INCOMP,1
311,14,OFFENSES INVOLVING FRAUD,19
312,14,CRIMINAL TRESPASS,166
313,14,DISORDERLY CONDUCT,163
314,14,INTOXICATED & IMPAIRED DRIVING,36
315,14,OTHER STATE LAWS,36
316,14,THEFT OF SERVICES,54
317,14,BURGLAR'S TOOLS,49
318,14,NYS LAWS-UNCLASSIFIED FELONY,9
319,14,POSSESSION OF STOLEN PROPERTY,66
320,14,FOR OTHER AUTHORITIES,16
321,14,MISCELLANEOUS PENAL LAW,100
322,14,OFFENSES AGAINST PUBLIC ADMINI,205
323,14,GRAND LARCENY,596
324,14,PROSTITUTION & RELATED OFFENSES,16
325,14,RAPE,6
326,14,VEHICLE AND TRAFFIC LAWS,268
327,14,DANGEROUS WEAPONS,87
328,14,ASSAULT 3 & RELATED OFFENSES,389
329,14,FRAUDS,26
330,14,THEFT-FRAUD,6
331,14,PETIT LARCENY,1699
332,14,INTOXICATED/IMPAIRED DRIVING,1
333,14,ALCOHOLIC BEVERAGE CONTROL LAW,5
334,14,LOITERING FOR DRUG PURPOSES,2
335,14,BURGLARY,109
336,14,HARRASSMENT 2,6
337,14,ADMINISTRATIVE CODE,5
338,14,CRIMINAL MISCHIEF & RELATED OF,154
339,14,GRAND LARCENY OF MOTOR VEHICLE,3
340,14,DANGEROUS DRUGS,681
341,14,OFFENSES RELATED TO CHILDREN,3
342,14,OTHER OFFENSES RELATED TO THEF,274
343,14,ANTICIPATORY OFFENSES,2
344,17,CRIMINAL TRESPASS,31
345,17,FRAUDS,4
346,17,PETIT LARCENY,248
347,17,OTHER STATE LAWS (NON PENAL LA,1
348,17,OTHER TRAFFIC INFRACTION,23
349,17,GRAND LARCENY OF MOTOR VEHICLE,4
350,17,SEX CRIMES,29
351,17,POSSESSION OF STOLEN PROPERTY,13
352,17,OFFENSES INVOLVING FRAUD,7
353,17,OTHER OFFENSES RELATED TO THEF,52
354,17,DANGEROUS DRUGS,56
355,17,ARSON,1
356,17,BURGLAR'S TOOLS,7
357,17,RAPE,1
358,17,OFFENSES AGAINST PUBLIC ADMINI,32
359,17,JOSTLING,2
360,17,VEHICLE AND TRAFFIC LAWS,83
361,17,ASSAULT 3 & RELATED OFFENSES,149
362,17,ENDAN WELFARE INCOMP,1
363,17,BURGLARY,56
364,17,THEFT-FRAUD,3
365,17,PROSTITUTION & RELATED OFFENSES,16
366,17,CRIMINAL MISCHIEF & RELATED OF,37
367,17,ADMINISTRATIVE CODE,2
368,17,FORGERY,37
369,17,MURDER & NON-NEGL. MANSLAUGHTE,1
370,17,OFF. AGNST PUB ORD SENSBLTY &,12
371,17,OTHER STATE LAWS,4
372,17,OFFENSES AGAINST THE PERSON,3
373,17,ROBBERY,36
374,17,FOR OTHER AUTHORITIES,2
375,17,NYS LAWS-UNCLASSIFIED FELONY,2
376,17,THEFT OF SERVICES,1
377,17,MISCELLANEOUS PENAL LAW,20
378,17,DISORDERLY CONDUCT,39
379,17,DANGEROUS WEAPONS,16
380,17,GRAND LARCENY,196
381,17,INTOXICATED & IMPAIRED DRIVING,16
382,17,FELONY ASSAULT,64
383,18,INTOXICATED/IMPAIRED DRIVING,2
384,18,MISCELLANEOUS PENAL LAW,60
385,18,FOR OTHER AUTHORITIES,19
386,18,POSSESSION OF STOLEN PROPERTY,27
387,18,OTHER STATE LAWS (NON PENAL LA,7
388,18,PETIT LARCENY,599
389,18,OFFENSES AGAINST PUBLIC ADMINI,83
390,18,JOSTLING,1
391,18,ARSON,5
392,18,FELONY ASSAULT,116
393,18,FORGERY,47
394,18,PROSTITUTION & RELATED OFFENSES,27
395,18,ALCOHOLIC BEVERAGE CONTROL LAW,1
396,18,BURGLARY,86
397,18,GRAND LARCENY,676
398,18,ASSAULT 3 & RELATED OFFENSES,349
399,18,KIDNAPPING & RELATED OFFENSES,1
400,18,INTOXICATED & IMPAIRED DRIVING,27
401,18,MURDER & NON-NEGL. MANSLAUGHTE,5
402,18,THEFT OF SERVICES,7
403,18,OTHER TRAFFIC INFRACTION,27
404,18,RAPE,3
405,18,CRIMINAL TRESPASS,34
406,18,ROBBERY,120
407,18,OTHER STATE LAWS,49
408,18,FRAUDS,12
409,18,GRAND LARCENY OF MOTOR VEHICLE,4
410,18,THEFT-FRAUD,4
411,18,DANGEROUS DRUGS,104
412,18,FRAUDULENT ACCOSTING,15
413,18,DANGEROUS WEAPONS,33
414,18,OFFENSES INVOLVING FRAUD,35
415,18,SEX CRIMES,39
416,18,DISORDERLY CONDUCT,92
417,18,UNAUTHORIZED USE OF A VEHICLE,4
418,18,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,1
419,18,CRIMINAL MISCHIEF & RELATED OF,103
420,18,BURGLAR'S TOOLS,13
421,18,OTHER OFFENSES RELATED TO THEF,120
422,18,ADMINISTRATIVE CODE,2
423,18,VEHICLE AND TRAFFIC LAWS,79
424,18,UNLAWFUL POSS. WEAP. ON SCHOOL,1
425,18,OFF. AGNST PUB ORD SENSBLTY &,37
426,18,NYS LAWS-UNCLASSIFIED FELONY,4
427,18,OFFENSES AGAINST THE PERSON,19
428,19,OFFENSES AGAINST THE PERSON,8
429,19,ROBBERY,96
430,19,INTOXICATED & IMPAIRED DRIVING,20
431,19,BURGLARY,113
432,19,FELONY ASSAULT,97
433,19,OTHER STATE LAWS,16
434,19,OTHER TRAFFIC INFRACTION,12
435,19,CHILD ABANDONMENT/NON SUPPORT,1
436,19,THEFT OF SERVICES,1
437,19,MURDER & NON-NEGL. MANSLAUGHTE,1
438,19,DANGEROUS WEAPONS,22
439,19,POSSESSION OF STOLEN PROPERTY,22
440,19,INTOXICATED/IMPAIRED DRIVING,1
441,19,BURGLAR'S TOOLS,22
442,19,OTHER STATE LAWS (NON PENAL LA,1
443,19,PROSTITUTION & RELATED OFFENSES,18
444,19,GRAND LARCENY,460
445,19,PETIT LARCENY,705
446,19,ARSON,3
447,19,RAPE,2
448,19,DANGEROUS DRUGS,31
449,19,MISCELLANEOUS PENAL LAW,61
450,19,FRAUDULENT ACCOSTING,4
451,19,UNAUTHORIZED USE OF A VEHICLE,2
452,19,VEHICLE AND TRAFFIC LAWS,163
453,19,OFF. AGNST PUB ORD SENSBLTY &,28
454,19,ADMINISTRATIVE CODE,3
455,19,CRIMINAL MISCHIEF & RELATED OF,66
456,19,SEX CRIMES,27
457,19,FORGERY,27
458,19,NYS LAWS-UNCLASSIFIED FELONY,4
459,19,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,2
460,19,OFFENSES INVOLVING FRAUD,3
461,19,ASSAULT 3 & RELATED OFFENSES,265
462,19,OTHER OFFENSES RELATED TO THEF,38
463,19,OFFENSES AGAINST PUBLIC ADMINI,42
464,19,CRIMINAL TRESPASS,35
465,19,FOR OTHER AUTHORITIES,2
466,19,THEFT-FRAUD,2
467,19,FRAUDS,3
468,19,GRAND LARCENY OF MOTOR VEHICLE,3
469,19,DISORDERLY CONDUCT,30
470,20,POSSESSION OF STOLEN PROPERTY,20
471,20,PROSTITUTION & RELATED OFFENSES,9
472,20,DISORDERLY CONDUCT,35
473,20,ENDAN WELFARE INCOMP,1
474,20,OFFENSES AGAINST PUBLIC SAFETY,1
475,20,FRAUDS,1
476,20,VEHICLE AND TRAFFIC LAWS,73
477,20,MURDER & NON-NEGL. MANSLAUGHTE,4
478,20,CRIMINAL MISCHIEF & RELATED OF,43
479,20,OTHER OFFENSES RELATED TO THEF,37
480,20,BURGLARY,43
481,20,DANGEROUS WEAPONS,17
482,20,GRAND LARCENY,119
483,20,INTOXICATED & IMPAIRED DRIVING,41
484,20,CRIMINAL TRESPASS,18
485,20,OFFENSES AGAINST PUBLIC ADMINI,40
486,20,NYS LAWS-UNCLASSIFIED FELONY,4
487,20,BURGLAR'S TOOLS,17
488,20,PETIT LARCENY,519
489,20,GRAND LARCENY OF MOTOR VEHICLE,2
490,20,INTOXICATED/IMPAIRED DRIVING,1
491,20,DANGEROUS DRUGS,24
492,20,MISCELLANEOUS PENAL LAW,25
493,20,OTHER TRAFFIC INFRACTION,6
494,20,OFFENSES AGAINST THE PERSON,7
495,20,FORGERY,13
496,20,OTHER STATE LAWS,7
497,20,UNAUTHORIZED USE OF A VEHICLE,1
498,20,ASSAULT 3 & RELATED OFFENSES,154
499,20,OFFENSES INVOLVING FRAUD,2
500,20,SEX CRIMES,13
501,20,OFF. AGNST PUB ORD SENSBLTY &,15
502,20,ROBBERY,60
503,20,FELONY ASSAULT,63
504,20,FOR OTHER AUTHORITIES,1
505,20,CHILD ABANDONMENT/NON SUPPORT,1
506,22,MURDER & NON-NEGL. MANSLAUGHTE,1
507,22,OFFENSES AGAINST PUBLIC ADMINI,3
508,22,FORGERY,2
509,22,OTHER STATE LAWS (NON PENAL LA,2
510,22,CRIMINAL MISCHIEF & RELATED OF,2
511,22,ASSAULT 3 & RELATED OFFENSES,21
512,22,CRIMINAL TRESPASS,1
513,22,FELONY ASSAULT,1
514,22,GRAND LARCENY OF MOTOR VEHICLE,1
515,22,OFF. AGNST PUB ORD SENSBLTY &,6
516,22,MISCELLANEOUS PENAL LAW,2
517,22,SEX CRIMES,3
518,22,DANGEROUS WEAPONS,1
519,22,DANGEROUS DRUGS,12
520,22,POSSESSION OF STOLEN PROPERTY,1
521,22,INTOXICATED & IMPAIRED DRIVING,1
522,22,VEHICLE AND TRAFFIC LAWS,2
523,22,PETIT LARCENY,8
524,22,GRAND LARCENY,9
525,22,ROBBERY,9
526,23,DANGEROUS DRUGS,240
527,23,CRIMINAL MISCHIEF & RELATED OF,109
528,23,SEX CRIMES,63
529,23,DISORDERLY CONDUCT,3
530,23,ADMINISTRATIVE CODE,2
531,23,VEHICLE AND TRAFFIC LAWS,237
532,23,PETIT LARCENY,235
533,23,THEFT-FRAUD,2
534,23,FELONY ASSAULT,226
535,23,PROSTITUTION & RELATED OFFENSES,2
536,23,GAMBLING,24
537,23,OTHER OFFENSES RELATED TO THEF,33
538,23,BURGLAR'S TOOLS,3
539,23,NYS LAWS-UNCLASSIFIED FELONY,8
540,23,GRAND LARCENY OF MOTOR VEHICLE,5
541,23,FOR OTHER AUTHORITIES,8
542,23,CHILD ABANDONMENT/NON SUPPORT,1
543,23,POSSESSION OF STOLEN PROPERTY,31
544,23,OTHER STATE LAWS (NON PENAL LA,5
545,23,CRIMINAL TRESPASS,82
546,23,OFFENSES INVOLVING FRAUD,8
547,23,OFFENSES AGAINST PUBLIC ADMINI,159
548,23,GRAND LARCENY,90
549,23,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,1
550,23,ASSAULT 3 & RELATED OFFENSES,460
551,23,OFF. AGNST PUB ORD SENSBLTY &,83
552,23,OTHER STATE LAWS,1
553,23,DANGEROUS WEAPONS,146
554,23,HOMICIDE-NEGLIGENT-VEHICLE,1
555,23,MISCELLANEOUS PENAL LAW,143
556,23,ALCOHOLIC BEVERAGE CONTROL LAW,1
557,23,FORGERY,78
558,23,OTHER TRAFFIC INFRACTION,36
559,23,RAPE,4
560,23,INTOXICATED & IMPAIRED DRIVING,25
561,23,UNAUTHORIZED USE OF A VEHICLE,4
562,23,FRAUDS,18
563,23,INTOXICATED/IMPAIRED DRIVING,3
564,23,BURGLARY,37
565,23,THEFT OF SERVICES,3
566,23,KIDNAPPING & RELATED OFFENSES,1
567,23,ROBBERY,128
568,23,MURDER & NON-NEGL. MANSLAUGHTE,34
569,23,OFFENSES AGAINST THE PERSON,33
570,23,ENDAN WELFARE INCOMP,1
571,24,FORGERY,25
572,24,FELONY ASSAULT,107
573,24,INTOXICATED & IMPAIRED DRIVING,40
574,24,OFFENSES AGAINST PUBLIC ADMINI,38
575,24,CRIMINAL TRESPASS,25
576,24,MISCELLANEOUS PENAL LAW,40
577,24,CRIMINAL MISCHIEF & RELATED OF,49
578,24,SEX CRIMES,21
579,24,VEHICLE AND TRAFFIC LAWS,94
580,24,GAMBLING,15
581,24,BURGLARY,46
582,24,GRAND LARCENY,75
583,24,OTHER OFFENSES RELATED TO THEF,31
584,24,DANGEROUS DRUGS,63
585,24,OFF. AGNST PUB ORD SENSBLTY &,36
586,24,DANGEROUS WEAPONS,41
587,24,ADMINISTRATIVE CODE,2
588,24,ASSAULT 3 & RELATED OFFENSES,205
589,24,OTHER STATE LAWS (NON PENAL LA,1
590,24,FOR OTHER AUTHORITIES,3
591,24,GRAND LARCENY OF MOTOR VEHICLE,3
592,24,OTHER TRAFFIC INFRACTION,9
593,24,OFFENSES AGAINST THE PERSON,9
594,24,FRAUDS,2
595,24,BURGLAR'S TOOLS,1
596,24,THEFT-FRAUD,1
597,24,INTOXICATED/IMPAIRED DRIVING,5
598,24,NYS LAWS-UNCLASSIFIED FELONY,3
599,24,PETIT LARCENY,267
600,24,OTHER STATE LAWS,6
601,24,DISORDERLY CONDUCT,1
602,24,ENDAN WELFARE INCOMP,1
603,24,ROBBERY,115
604,24,MURDER & NON-NEGL. MANSLAUGHTE,4
605,24,OFFENSES INVOLVING FRAUD,2
606,24,ARSON,2
607,24,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,1
608,24,POSSESSION OF STOLEN PROPERTY,12
609,24,RAPE,3
610,25,OFFENSES RELATED TO CHILDREN,1
611,25,OFFENSES AGAINST PUBLIC ADMINI,163
612,25,ENDAN WELFARE INCOMP,1
613,25,FRAUDS,19
614,25,ASSAULT 3 & RELATED OFFENSES,487
615,25,CRIMINAL TRESPASS,34
616,25,BURGLAR'S TOOLS,4
617,25,ADMINISTRATIVE CODE,1
618,25,HARRASSMENT 2,1
619,25,FORGERY,137
620,25,DANGEROUS WEAPONS,162
621,25,SEX CRIMES,162
622,25,POSSESSION OF STOLEN PROPERTY,31
623,25,GAMBLING,9
624,25,OTHER TRAFFIC INFRACTION,29
625,25,CRIMINAL MISCHIEF & RELATED OF,150
626,25,INTOXICATED/IMPAIRED DRIVING,6
627,25,MISCELLANEOUS PENAL LAW,145
628,25,ARSON,1
629,25,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,1
630,25,NYS LAWS-UNCLASSIFIED FELONY,21
631,25,MURDER & NON-NEGL. MANSLAUGHTE,22
632,25,OTHER STATE LAWS,8
633,25,UNAUTHORIZED USE OF A VEHICLE,9
634,25,ALCOHOLIC BEVERAGE CONTROL LAW,3
635,25,GRAND LARCENY,90
636,25,PETIT LARCENY,500
