,Precinct,OfnsDesc,CrimeCount
104,6,OTHER OFFENSES RELATED TO THEFT,153
105,6,RAPE,2
106,6,OFFENSES AGAINST THE PERSON,8
107,6,FELONY ASSAULT,105
108,6,SEX CRIMES,22
109,6,FORCIBLE TOUCHING,7
110,6,PETIT LARCENY,75
111,6,INTOXICATED & IMPAIRED DRIVING,73
112,6,POSSESSION OF STOLEN PROPERTY,14
113,6,MOVING INFRACTIONS,14
114,6,FRAUDS,13
115,6,HARRASSMENT 2,1
116,6,JOSTLING,1
117,6,CRIMINAL TRESPASS,59
118,6,OTHER TRAFFIC INFRACTION,81
119,6,INTOXICATED/IMPAIRED DRIVING,7
120,6,ESCAPE 3,1
121,6,PROSTITUTION & RELATED OFFENSES,256
122,6,FORGERY,71
123,6,CRIMINAL MISCHIEF & RELATED OFFENSES,116
124,6,BURGLAR'S TOOLS,1
125,6,ALCOHOLIC BEVERAGE CONTROL LAW,1
126,6,DISORDERLY CONDUCT,104
127,6,POSSESSION OF STOLEN PROPERTY 5,296
128,6,THEFT-FRAUD,3
129,6,ROBBERY,168
130,6,VEHICLE AND TRAFFIC LAWS,30
131,6,OTHER STATE LAWS (NON PENAL LAW),103
132,6,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),4
133,6,MISCELLANEOUS PENAL LAW,51
134,6,ASSAULT 3 & RELATED OFFENSES,176
135,6,OFFENSES AGAINST PUBLIC ADMINISTRATION,99
136,6,OTHER STATE LAWS,179
137,6,MURDER & NON-NEGL. MANSLAUGHTER,3
138,7,INTOXICATED/IMPAIRED DRIVING,3
139,7,SEX CRIMES,16
140,7,GRAND LARCENY OF MOTOR VEHICLE,1
141,7,HARRASSMENT 2,3
142,7,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),8
143,7,OTHER TRAFFIC INFRACTION,244
144,7,FORGERY,87
145,7,DISORDERLY CONDUCT,10
146,7,VEHICLE AND TRAFFIC LAWS,52
147,7,ALCOHOLIC BEVERAGE CONTROL LAW,1
148,7,DANGEROUS WEAPONS,132
149,7,PETIT LARCENY,62
150,7,GRAND LARCENY,48
151,7,FORCIBLE TOUCHING,1
152,7,PROSTITUTION & RELATED OFFENSES,9
153,7,INTOXICATED & IMPAIRED DRIVING,39
154,7,FRAUDS,13
155,7,OFFENSES AGAINST PUBLIC ADMINISTRATION,97
156,7,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,72
157,7,ASSAULT 3 & RELATED OFFENSES,265
158,7,OTHER STATE LAWS (NON PENAL LAW),77
159,7,CRIMINAL TRESPASS,319
160,7,OTHER STATE LAWS,73
161,7,POSSESSION OF STOLEN PROPERTY,14
162,7,GAMBLING,9
163,7,CRIMINAL MISCHIEF & RELATED OFFENSES,112
164,7,OTHER OFFENSES RELATED TO THEFT,26
165,7,OFFENSES AGAINST PUBLIC SAFETY,1
166,7,FELONY ASSAULT,93
167,7,OFFENSES AGAINST THE PERSON,11
168,7,THEFT-FRAUD,10
169,7,POSSESSION OF STOLEN PROPERTY 5,107
170,7,BURGLARY,44
171,7,ROBBERY,106
172,7,DANGEROUS DRUGS,791
173,7,ANTICIPATORY OFFENSES,2
174,7,BURGLAR'S TOOLS,2
175,7,F.C.A. P.I.N.O.S.,2
176,7,OFFENSES RELATED TO CHILDREN,2
177,7,OFFENSES INVOLVING FRAUD,18
178,7,RAPE,2
179,7,MOVING INFRACTIONS,6
180,7,MISCELLANEOUS PENAL LAW,92
181,7,MURDER & NON-NEGL. MANSLAUGHTER,5
182,9,MURDER & NON-NEGL. MANSLAUGHTER,1
183,9,BURGLAR'S TOOLS,4
184,9,BURGLARY,91
185,9,GRAND LARCENY OF MOTOR VEHICLE,5
186,9,SEX CRIMES,25
187,9,OTHER STATE LAWS (NON PENAL LAW),76
188,9,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),7
189,9,GAMBLING,4
190,9,HARRASSMENT 2,7
191,9,FRAUDULENT ACCOSTING,1
192,9,CRIMINAL TRESPASS,328
193,9,FORCIBLE TOUCHING,7
194,9,ASSAULT 3 & RELATED OFFENSES,286
195,9,FELONY ASSAULT,157
196,9,INTOXICATED & IMPAIRED DRIVING,36
197,9,OFFENSES AGAINST THE PERSON,28
198,9,POSSESSION OF STOLEN PROPERTY 5,460
199,9,KIDNAPPING & RELATED OFFENSES,1
200,9,PROSTITUTION & RELATED OFFENSES,30
201,9,RAPE,7
202,9,OTHER OFFENSES RELATED TO THEFT,125
203,9,ARSON,1
204,9,POSSESSION OF STOLEN PROPERTY,22
205,9,THEFT-FRAUD,14
206,9,VEHICLE AND TRAFFIC LAWS,38
207,9,F.C.A. P.I.N.O.S.,7
208,9,LOITERING,1
209,9,OFFENSES RELATED TO CHILDREN,1
210,9,JOSTLING,1
211,9,CHILD ABANDONMENT/NON SUPPORT 1,2
212,9,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,88
213,9,OFFENSES AGAINST PUBLIC ADMINISTRATION,149
214,9,ALCOHOLIC BEVERAGE CONTROL LAW,1
215,9,ADMINISTRATIVE CODE,1
216,9,OTHER STATE LAWS,236
217,9,OTHER TRAFFIC INFRACTION,127
218,9,FORGERY,102
219,9,DISORDERLY CONDUCT,57
220,9,MISCELLANEOUS PENAL LAW,148
221,9,DANGEROUS WEAPONS,135
222,9,PETIT LARCENY,50
223,9,ROBBERY,136
224,9,INTOXICATED/IMPAIRED DRIVING,3
225,9,OFFENSES INVOLVING FRAUD,6
226,9,DANGEROUS DRUGS,859
227,9,GRAND LARCENY,90
228,9,CRIMINAL MISCHIEF & RELATED OFFENSES,173
229,9,MOVING INFRACTIONS,5
230,9,FRAUDS,13
231,10,SEX CRIMES,7
232,10,ALCOHOLIC BEVERAGE CONTROL LAW,2
233,10,OFFENSES AGAINST PUBLIC SAFETY,2
234,10,ROBBERY,121
235,10,MURDER & NON-NEGL. MANSLAUGHTER,6
236,10,RAPE,2
237,10,FRAUDS,33
238,10,GRAND LARCENY OF MOTOR VEHICLE,8
239,10,DANGEROUS WEAPONS,120
240,10,GRAND LARCENY,87
241,10,BURGLARY,31
242,10,CRIMINAL TRESPASS,234
243,10,FORGERY,119
244,10,MISCELLANEOUS PENAL LAW,77
245,10,KIDNAPPING & RELATED OFFENSES,4
246,10,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),4
247,10,HARASSMENT,10
248,10,F.C.A. P.I.N.O.S.,162
249,10,PROSTITUTION & RELATED OFFENSES,23
250,10,INTOXICATED & IMPAIRED DRIVING,140
251,10,OTHER STATE LAWS,161
252,10,POSSESSION OF STOLEN PROPERTY 5,159
253,10,VEHICLE AND TRAFFIC LAWS,80
254,10,OFFENSES AGAINST PUBLIC ADMINISTRATION,91
255,10,GAMBLING,4
256,10,ASSAULT 3 & RELATED OFFENSES,248
257,10,THEFT-FRAUD,13
258,10,FELONY ASSAULT,96
259,10,PETIT LARCENY,30
260,10,FORCIBLE TOUCHING,3
261,10,DISORDERLY CONDUCT,27
262,10,OFFENSES AGAINST THE PERSON,7
263,10,OFFENSES INVOLVING FRAUD,37
264,10,CRIMINAL MISCHIEF & RELATED OFFENSES,69
265,10,OTHER TRAFFIC INFRACTION,430
266,10,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,38
267,10,INTOXICATED/IMPAIRED DRIVING,15
268,10,DANGEROUS DRUGS,944
269,10,POSSESSION OF STOLEN PROPERTY,16
270,10,OTHER OFFENSES RELATED TO THEFT,73
271,10,MOVING INFRACTIONS,18
272,10,OTHER STATE LAWS (NON PENAL LAW),18
273,10,HARRASSMENT 2,1
274,13,GAMBLING,27
275,13,ESCAPE 3,1
276,13,GRAND LARCENY,149
277,13,PETIT LARCENY,94
278,13,GRAND LARCENY OF MOTOR VEHICLE,4
279,13,UNLAWFUL POSS. WEAP. ON SCHOOL GROUNDS,1
280,13,BURGLARY,93
281,13,OFFENSES AGAINST THE PERSON,11
282,13,POSSESSION OF STOLEN PROPERTY,17
283,13,THEFT-FRAUD,6
284,13,CHILD ABANDONMENT/NON SUPPORT 1,2
285,13,ANTICIPATORY OFFENSES,2
286,13,DANGEROUS DRUGS,388
287,13,OTHER STATE LAWS,411
288,13,OTHER STATE LAWS (NON PENAL LAW),178
289,13,FORCIBLE TOUCHING,39
290,13,RAPE,2
291,13,INTOXICATED & IMPAIRED DRIVING,43
292,13,ASSAULT 3 & RELATED OFFENSES,255
293,13,MISCELLANEOUS PENAL LAW,63
294,13,DANGEROUS WEAPONS,104
295,13,POSSESSION OF STOLEN PROPERTY 5,460
296,13,BURGLAR'S TOOLS,7
297,13,MOVING INFRACTIONS,9
298,13,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,59
299,13,OTHER OFFENSES RELATED TO THEFT,168
300,13,CRIMINAL MISCHIEF & RELATED OFFENSES,98
301,13,CRIMINAL TRESPASS,74
302,13,PROSTITUTION & RELATED OFFENSES,76
303,13,VEHICLE AND TRAFFIC LAWS,40
304,13,OFFENSES INVOLVING FRAUD,39
305,13,JOSTLING,1
306,13,OFFENSES AGAINST PUBLIC ADMINISTRATION,102
307,13,ROBBERY,141
308,13,FRAUDS,7
309,13,OTHER TRAFFIC INFRACTION,170
310,13,DISORDERLY CONDUCT,76
311,13,F.C.A. P.I.N.O.S.,5
312,13,HARRASSMENT 2,1
313,13,INTOXICATED/IMPAIRED DRIVING,7
314,13,MURDER & NON-NEGL. MANSLAUGHTER,8
315,13,LOITERING,3
316,13,FELONY ASSAULT,125
317,13,FORGERY,210
318,13,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),7
319,13,SEX CRIMES,25
320,14,FELONY ASSAULT,191
321,14,FRAUDULENT ACCOSTING,110
322,14,ROBBERY,144
323,14,BURGLAR'S TOOLS,12
324,14,ANTICIPATORY OFFENSES,1
325,14,MOVING INFRACTIONS,12
326,14,FORCIBLE TOUCHING,111
327,14,PROSTITUTION & RELATED OFFENSES,164
328,14,SEX CRIMES,56
329,14,MISCELLANEOUS PENAL LAW,452
330,14,OFFENSES AGAINST PUBLIC SAFETY,1
331,14,DANGEROUS DRUGS,1089
332,14,"LOITERING/GAMBLING (CARDS, DICE, ETC)",1
333,14,LOITERING FOR DRUG PURPOSES,1
334,14,HARASSMENT,1
335,14,ESCAPE 3,1
336,14,GRAND LARCENY OF MOTOR VEHICLE,8
337,14,OFFENSES RELATED TO CHILDREN,2
338,14,DANGEROUS WEAPONS,212
339,14,OTHER STATE LAWS,920
340,14,INTOXICATED/IMPAIRED DRIVING,8
341,14,HARRASSMENT 2,17
342,14,PETIT LARCENY,420
343,14,LOITERING,61
344,14,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,218
345,14,ARSON,1
346,14,INTOXICATED & IMPAIRED DRIVING,67
347,14,GRAND LARCENY,446
348,14,ASSAULT 3 & RELATED OFFENSES,448
349,14,RAPE,2
350,14,OTHER STATE LAWS (NON PENAL LAW),1265
351,14,JOSTLING,5
352,14,BURGLARY,244
353,14,VEHICLE AND TRAFFIC LAWS,126
354,14,POSSESSION OF STOLEN PROPERTY,80
355,14,CRIMINAL MISCHIEF & RELATED OFFENSES,152
356,14,OTHER OFFENSES RELATED TO THEFT,1797
357,14,CRIMINAL TRESPASS,154
358,14,F.C.A. P.I.N.O.S.,42
359,14,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),10
360,14,THEFT-FRAUD,53
361,14,DISORDERLY CONDUCT,254
362,14,GAMBLING,33
363,14,FRAUDS,48
364,14,OFFENSES AGAINST PUBLIC ADMINISTRATION,355
365,14,FORGERY,743
366,14,OFFENSES AGAINST THE PERSON,27
367,14,OFFENSES INVOLVING FRAUD,245
368,14,OTHER TRAFFIC INFRACTION,618
369,14,ALCOHOLIC BEVERAGE CONTROL LAW,4
370,14,POSSESSION OF STOLEN PROPERTY 5,2331
371,14,MURDER & NON-NEGL. MANSLAUGHTER,4
372,14,ADMINISTRATIVE CODE,47
373,14,KIDNAPPING & RELATED OFFENSES,3
374,17,THEFT-FRAUD,6
375,17,OTHER STATE LAWS (NON PENAL LAW),153
376,17,OFFENSES AGAINST THE PERSON,11
377,17,FORCIBLE TOUCHING,11
378,17,DISORDERLY CONDUCT,155
379,17,OFFENSES AGAINST PUBLIC ADMINISTRATION,90
380,17,FORGERY,77
381,17,CRIMINAL TRESPASS,36
382,17,FRAUDS,23
383,17,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),7
384,17,OTHER STATE LAWS,142
385,17,OFFENSES INVOLVING FRAUD,18
386,17,SEX CRIMES,5
387,17,DANGEROUS WEAPONS,13
388,17,PROSTITUTION & RELATED OFFENSES,53
389,17,GRAND LARCENY OF MOTOR VEHICLE,4
390,17,OTHER TRAFFIC INFRACTION,271
391,17,HARRASSMENT 2,1
392,17,INTOXICATED/IMPAIRED DRIVING,11
393,17,OTHER OFFENSES RELATED TO THEFT,25
394,17,ROBBERY,47
395,17,ASSAULT 3 & RELATED OFFENSES,130
396,17,VEHICLE AND TRAFFIC LAWS,85
397,17,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,30
398,17,FELONY ASSAULT,47
399,17,POSSESSION OF STOLEN PROPERTY 5,60
400,17,DANGEROUS DRUGS,93
401,17,POSSESSION OF STOLEN PROPERTY,12
402,17,CRIMINAL MISCHIEF & RELATED OFFENSES,55
403,17,BURGLAR'S TOOLS,1
404,17,GRAND LARCENY,56
405,17,PETIT LARCENY,33
406,17,ARSON,1
407,17,RAPE,2
408,17,MISCELLANEOUS PENAL LAW,30
409,17,MURDER & NON-NEGL. MANSLAUGHTER,2
410,17,BURGLARY,44
411,17,INTOXICATED & IMPAIRED DRIVING,87
412,17,GAMBLING,7
413,17,MOVING INFRACTIONS,10
414,18,RAPE,3
415,18,DANGEROUS DRUGS,478
416,18,CRIMINAL MISCHIEF & RELATED OFFENSES,97
417,18,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),10
418,18,F.C.A. P.I.N.O.S.,4
419,18,DISORDERLY CONDUCT,90
420,18,ESCAPE 3,1
421,18,MURDER & NON-NEGL. MANSLAUGHTER,10
422,18,HARRASSMENT 2,4
423,18,BURGLAR'S TOOLS,1
424,18,GAMBLING,5
425,18,OFFENSES AGAINST THE PERSON,30
426,18,ALCOHOLIC BEVERAGE CONTROL LAW,1
427,18,VEHICLE AND TRAFFIC LAWS,63
428,18,INTOXICATED/IMPAIRED DRIVING,5
429,18,FORGERY,145
430,18,FRAUDS,19
431,18,OTHER OFFENSES RELATED TO THEFT,173
432,18,SEX CRIMES,26
433,18,POSSESSION OF STOLEN PROPERTY,27
434,18,MISCELLANEOUS PENAL LAW,47
435,18,ROBBERY,129
436,18,INTOXICATED & IMPAIRED DRIVING,73
437,18,OFFENSES AGAINST PUBLIC ADMINISTRATION,134
438,18,FELONY ASSAULT,120
439,18,KIDNAPPING & RELATED OFFENSES,1
440,18,FORCIBLE TOUCHING,16
441,18,HOMICIDE-NEGLIGENT-VEHICLE,1
442,18,BURGLARY,78
443,18,DANGEROUS WEAPONS,70
444,18,OTHER TRAFFIC INFRACTION,210
445,18,POSSESSION OF STOLEN PROPERTY 5,407
446,18,PROSTITUTION & RELATED OFFENSES,414
447,18,GRAND LARCENY OF MOTOR VEHICLE,2
448,18,MOVING INFRACTIONS,8
449,18,THEFT-FRAUD,20
450,18,GRAND LARCENY,302
451,18,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,110
452,18,FRAUDULENT ACCOSTING,15
453,18,OTHER STATE LAWS (NON PENAL LAW),333
454,18,PETIT LARCENY,113
455,18,CRIMINAL TRESPASS,60
456,18,OFFENSES INVOLVING FRAUD,232
457,18,ASSAULT 3 & RELATED OFFENSES,262
458,18,JOSTLING,2
459,18,OTHER STATE LAWS,219
460,19,ASSAULT 3 & RELATED OFFENSES,243
461,19,MOVING INFRACTIONS,12
462,19,FELONY ASSAULT,86
463,19,MISCELLANEOUS PENAL LAW,68
464,19,CRIMINAL MISCHIEF & RELATED OFFENSES,120
465,19,INTOXICATED/IMPAIRED DRIVING,13
466,19,POSSESSION OF STOLEN PROPERTY,24
467,19,POSSESSION OF STOLEN PROPERTY 5,732
468,19,CRIMINAL TRESPASS,51
469,19,PROSTITUTION & RELATED OFFENSES,24
470,19,PETIT LARCENY,94
471,19,KIDNAPPING & RELATED OFFENSES,7
472,19,OTHER TRAFFIC INFRACTION,720
473,19,F.C.A. P.I.N.O.S.,7
474,19,OTHER STATE LAWS (NON PENAL LAW),94
475,19,OFFENSES AGAINST THE PERSON,15
476,19,INTOXICATED & IMPAIRED DRIVING,72
477,19,SEX CRIMES,15
478,19,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,71
479,19,THEFT-FRAUD,13
480,19,DISORDERLY CONDUCT,43
481,19,HARRASSMENT 2,3
482,19,FORGERY,122
483,19,BURGLAR'S TOOLS,11
484,19,OFFENSES INVOLVING FRAUD,28
485,19,MURDER & NON-NEGL. MANSLAUGHTER,2
486,19,HOMICIDE-NEGLIGENT-VEHICLE,1
487,19,VEHICLE AND TRAFFIC LAWS,97
488,19,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),8
489,19,GAMBLING,1
490,19,BURGLARY,90
491,19,GRAND LARCENY OF MOTOR VEHICLE,9
492,19,ESCAPE 3,1
493,19,FRAUDULENT ACCOSTING,2
494,19,GRAND LARCENY,212
495,19,OTHER OFFENSES RELATED TO THEFT,137
496,19,DANGEROUS DRUGS,169
497,19,DANGEROUS WEAPONS,39
498,19,OFFENSES AGAINST PUBLIC ADMINISTRATION,109
499,19,FORCIBLE TOUCHING,20
500,19,JOSTLING,3
501,19,ROBBERY,110
502,19,OTHER STATE LAWS,61
503,19,RAPE,3
504,19,ANTICIPATORY OFFENSES,1
505,19,FRAUDS,24
506,19,CHILD ABANDONMENT/NON SUPPORT 1,1
507,20,OTHER TRAFFIC INFRACTION,298
508,20,SEX CRIMES,10
509,20,PETIT LARCENY,64
510,20,OTHER STATE LAWS (NON PENAL LAW),30
511,20,FORGERY,59
512,20,OTHER STATE LAWS,64
513,20,DANGEROUS DRUGS,159
514,20,DISORDERLY CONDUCT,25
515,20,INTOXICATED/IMPAIRED DRIVING,10
516,20,OTHER OFFENSES RELATED TO THEFT,74
517,20,PROSTITUTION & RELATED OFFENSES,18
518,20,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),4
519,20,FORCIBLE TOUCHING,23
520,20,GRAND LARCENY OF MOTOR VEHICLE,11
521,20,DANGEROUS WEAPONS,40
522,20,ESCAPE 3,1
523,20,ASSAULT 3 & RELATED OFFENSES,204
524,20,F.C.A. P.I.N.O.S.,1
525,20,GAMBLING,1
526,20,THEFT-FRAUD,2
527,20,OFFENSES RELATED TO CHILDREN,2
528,20,FRAUDULENT ACCOSTING,2
529,20,MURDER & NON-NEGL. MANSLAUGHTER,2
530,20,LOITERING FOR DRUG PURPOSES,2
531,20,BURGLAR'S TOOLS,6
532,20,INTOXICATED & IMPAIRED DRIVING,89
533,20,POSSESSION OF STOLEN PROPERTY,15
534,20,FELONY ASSAULT,69
535,20,BURGLARY,32
536,20,OFFENSES AGAINST THE PERSON,20
537,20,ROBBERY,87
538,20,RAPE,3
539,20,CRIMINAL TRESPASS,63
540,20,GRAND LARCENY,100
541,20,FRAUDS,7
542,20,VEHICLE AND TRAFFIC LAWS,48
543,20,HARRASSMENT 2,1
544,20,POSSESSION OF STOLEN PROPERTY 5,231
545,20,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,47
546,20,OFFENSES AGAINST PUBLIC ADMINISTRATION,85
547,20,MOVING INFRACTIONS,12
548,20,CRIMINAL MISCHIEF & RELATED OFFENSES,93
549,20,OFFENSES INVOLVING FRAUD,12
550,20,MISCELLANEOUS PENAL LAW,37
551,20,ARSON,1
552,22,ASSAULT 3 & RELATED OFFENSES,19
553,22,POSSESSION OF STOLEN PROPERTY 5,4
554,22,OTHER TRAFFIC INFRACTION,105
555,22,FELONY ASSAULT,6
556,22,VEHICLE AND TRAFFIC LAWS,18
557,22,DANGEROUS DRUGS,106
558,22,OTHER STATE LAWS,5
559,22,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,55
560,22,FORGERY,3
561,22,FRAUDS,2
562,22,DISORDERLY CONDUCT,3
563,22,FORCIBLE TOUCHING,1
564,22,CRIMINAL MISCHIEF & RELATED OFFENSES,3
565,22,OTHER OFFENSES RELATED TO THEFT,2
566,22,OTHER STATE LAWS (NON PENAL LAW),237
567,22,OFFENSES AGAINST PUBLIC ADMINISTRATION,10
568,22,DANGEROUS WEAPONS,10
569,22,CRIMINAL TRESPASS,2
570,22,SEX CRIMES,2
571,22,MISCELLANEOUS PENAL LAW,3
572,22,POSSESSION OF STOLEN PROPERTY,1
573,22,PETIT LARCENY,1
574,22,GRAND LARCENY,22
575,22,ROBBERY,17
576,22,OFFENSES AGAINST THE PERSON,1
577,22,OFFENSES INVOLVING FRAUD,1
578,22,INTOXICATED & IMPAIRED DRIVING,3
579,23,ASSAULT 3 & RELATED OFFENSES,488
580,23,JOSTLING,1
581,23,"LOITERING/GAMBLING (CARDS, DICE, ETC)",1
582,23,DISRUPTION OF A RELIGIOUS SERVICE,1
583,23,MURDER & NON-NEGL. MANSLAUGHTER,8
584,23,MISCELLANEOUS PENAL LAW,213
585,23,INTOXICATED & IMPAIRED DRIVING,43
586,23,OTHER OFFENSES RELATED TO THEFT,76
587,23,ARSON,2
588,23,DANGEROUS WEAPONS,207
589,23,PROSTITUTION & RELATED OFFENSES,2
590,23,GRAND LARCENY,51
591,23,VEHICLE AND TRAFFIC LAWS,91
592,23,LOITERING,2
593,23,ALCOHOLIC BEVERAGE CONTROL LAW,2
594,23,DISORDERLY CONDUCT,90
595,23,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),3
596,23,HARRASSMENT 2,9
597,23,OFFENSES RELATED TO CHILDREN,3
598,23,CRIMINAL TRESPASS,898
599,23,BURGLARY,45
600,23,FORGERY,104
601,23,INTOXICATED/IMPAIRED DRIVING,10
602,23,CRIMINAL MISCHIEF & RELATED OFFENSES,101
603,23,ADMINISTRATIVE CODE,1
604,23,BURGLAR'S TOOLS,1
605,23,GRAND LARCENY OF MOTOR VEHICLE,5
606,23,POSSESSION OF STOLEN PROPERTY 5,82
607,23,OTHER TRAFFIC INFRACTION,341
608,23,ESCAPE 3,1
609,23,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,96
610,23,POSSESSION OF STOLEN PROPERTY,18
611,23,THEFT-FRAUD,7
612,23,FORCIBLE TOUCHING,4
613,23,MOVING INFRACTIONS,6
614,23,SEX CRIMES,34
615,23,ROBBERY,170
616,23,OFFENSES AGAINST PUBLIC ADMINISTRATION,286
617,23,OFFENSES INVOLVING FRAUD,35
618,23,OTHER STATE LAWS,550
619,23,OTHER STATE LAWS (NON PENAL LAW),173
620,23,FRAUDS,18
621,23,F.C.A. P.I.N.O.S.,6
622,23,DANGEROUS DRUGS,1621
623,23,GAMBLING,21
624,23,FELONY ASSAULT,165
625,23,RAPE,6
626,23,OFFENSES AGAINST THE PERSON,49
627,23,PETIT LARCENY,69
628,24,PETIT LARCENY,40
