,BoroCode,OfnsDesc,CrimeCount
67,2.0,KIDNAPPING & RELATED OFFENSES,47
68,2.0,INTOXICATED/IMPAIRED DRIVING,117
69,2.0,PROSTITUTION & RELATED OFFENSES,966
70,2.0,SEX CRIMES,419
71,2.0,BURGLARY,787
72,2.0,THEFT-FRAUD,95
73,2.0,FORCIBLE TOUCHING,111
74,2.0,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),117
75,2.0,FORGERY,857
76,2.0,ALCOHOLIC BEVERAGE CONTROL LAW,121
77,2.0,FRAUDS,235
78,2.0,LOITERING FOR DRUG PURPOSES,29
79,2.0,OFFENSES AGAINST PUBLIC ADMINISTRATION,3776
80,2.0,FRAUDULENT ACCOSTING,4
81,2.0,"LOITERING/GAMBLING (CARDS, DICE, ETC)",3
82,2.0,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",3
83,2.0,DANGEROUS WEAPONS,4788
84,2.0,GAMBLING,301
85,2.0,MURDER & NON-NEGL. MANSLAUGHTER,297
86,2.0,OTHER TRAFFIC INFRACTION,3591
87,2.0,UNLAWFUL POSS. WEAP. ON SCHOOL GROUNDS,3
88,2.0,OTHER OFFENSES RELATED TO THEFT,6846
89,2.0,HOMICIDE-NEGLIGENT-VEHICLE,2
90,2.0,POSSESSION OF STOLEN PROPERTY,202
91,2.0,ASSAULT 3 & RELATED OFFENSES,8709
92,2.0,CRIMINAL TRESPASS,9598
93,2.0,JOSTLING,2
94,2.0,DANGEROUS DRUGS,32462
95,2.0,RAPE,196
96,2.0,HARRASSMENT 2,37
97,2.0,FELONY ASSAULT,3161
98,2.0,GRAND LARCENY OF MOTOR VEHICLE,181
99,2.0,OTHER STATE LAWS (NON PENAL LAW),1398
100,2.0,BURGLAR'S TOOLS,28
101,2.0,F.C.A. P.I.N.O.S.,228
102,2.0,PETIT LARCENY,1738
103,2.0,OFFENSES AGAINST PUBLIC SAFETY,22
104,2.0,POSSESSION OF STOLEN PROPERTY 5,1783
105,2.0,ESCAPE 3,8
106,2.0,OFFENSES INVOLVING FRAUD,332
107,2.0,MISCELLANEOUS PENAL LAW,2063
108,2.0,CRIMINAL MISCHIEF & RELATED OFFENSES,2428
109,2.0,ANTICIPATORY OFFENSES,13
110,2.0,ROBBERY,2712
111,2.0,CHILD ABANDONMENT/NON SUPPORT 1,11
112,2.0,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1902
113,2.0,OTHER STATE LAWS,1858
114,3.0,F.C.A. P.I.N.O.S.,166
115,3.0,INTOXICATED/IMPAIRED DRIVING,200
116,3.0,FORCIBLE TOUCHING,168
117,3.0,MOVING INFRACTIONS,174
118,3.0,ANTICIPATORY OFFENSES,24
119,3.0,ALCOHOLIC BEVERAGE CONTROL LAW,85
120,3.0,PARKING OFFENSES,2
121,3.0,LOITERING FOR DRUG PURPOSES,2
122,3.0,ADMINISTRATIVE CODE,2
123,3.0,DISRUPTION OF A RELIGIOUS SERVICE,3
124,3.0,HOMICIDE-NEGLIGENT-VEHICLE,3
125,3.0,"UNDER THE INFLUENCE, DRUGS",3
126,3.0,FRAUDULENT ACCOSTING,5
127,3.0,ESCAPE 3,6
128,3.0,LOITERING,10
129,3.0,CHILD ABANDONMENT/NON SUPPORT 1,12
130,3.0,OFFENSES RELATED TO CHILDREN,13
131,3.0,"LOITERING/GAMBLING (CARDS, DICE, ETC)",19
132,3.0,ARSON,24
133,3.0,OFFENSES AGAINST PUBLIC SAFETY,37
134,3.0,HARRASSMENT 2,69
135,3.0,KIDNAPPING & RELATED OFFENSES,70
136,3.0,BURGLAR'S TOOLS,78
137,3.0,THEFT-FRAUD,142
138,3.0,RAPE,241
139,3.0,DANGEROUS DRUGS,34297
140,3.0,MURDER & NON-NEGL. MANSLAUGHTER,257
141,3.0,SEX CRIMES,604
142,3.0,DISORDERLY CONDUCT,642
143,3.0,OTHER STATE LAWS (NON PENAL LAW),795
144,3.0,PROSTITUTION & RELATED OFFENSES,922
145,3.0,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1230
146,3.0,BURGLARY,1369
147,3.0,FORGERY,1419
148,3.0,PETIT LARCENY,1457
149,3.0,GRAND LARCENY,1755
150,3.0,VEHICLE AND TRAFFIC LAWS,1779
151,3.0,INTOXICATED & IMPAIRED DRIVING,1936
152,3.0,OFFENSES AGAINST PUBLIC ADMINISTRATION,3325
153,3.0,CRIMINAL MISCHIEF & RELATED OFFENSES,3608
154,3.0,ROBBERY,3792
155,3.0,FELONY ASSAULT,4153
156,3.0,POSSESSION OF STOLEN PROPERTY 5,4176
157,3.0,MISCELLANEOUS PENAL LAW,4393
158,3.0,CRIMINAL TRESPASS,4728
159,3.0,DANGEROUS WEAPONS,4937
160,3.0,OTHER OFFENSES RELATED TO THEFT,5407
161,3.0,OTHER TRAFFIC INFRACTION,6153
162,3.0,OTHER STATE LAWS,8083
163,3.0,ASSAULT 3 & RELATED OFFENSES,11048
164,3.0,OFFENSES AGAINST THE PERSON,468
165,3.0,FRAUDS,397
166,3.0,JOSTLING,1
167,3.0,GAMBLING,327
168,3.0,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),257
169,3.0,GRAND LARCENY OF MOTOR VEHICLE,383
170,3.0,OFFENSES INVOLVING FRAUD,305
171,3.0,HARASSMENT,359
172,3.0,POSSESSION OF STOLEN PROPERTY,312
173,4.0,OFFENSES AGAINST PUBLIC SAFETY,29
174,4.0,INTOXICATED/IMPAIRED DRIVING,267
175,4.0,ARSON,30
176,4.0,THEFT-FRAUD,209
177,4.0,HARRASSMENT 2,31
178,4.0,POSSESSION OF STOLEN PROPERTY,209
179,4.0,PARKING OFFENSES,3
180,4.0,OFFENSES AGAINST THE PERSON,336
181,4.0,HARASSMENT,214
182,4.0,OTHER STATE LAWS,5204
183,4.0,FORCIBLE TOUCHING,191
184,4.0,FRAUDS,241
185,4.0,PROSTITUTION & RELATED OFFENSES,1455
186,4.0,VEHICLE AND TRAFFIC LAWS,1814
187,4.0,FORGERY,1304
188,4.0,ESCAPE 3,7
189,4.0,"LOITERING/GAMBLING (CARDS, DICE, ETC)",7
190,4.0,DANGEROUS WEAPONS,3249
191,4.0,OFFENSES AGAINST PUBLIC ADMINISTRATION,2886
192,4.0,MISCELLANEOUS PENAL LAW,2723
193,4.0,INTOXICATED & IMPAIRED DRIVING,2723
194,4.0,PETIT LARCENY,1540
195,4.0,POSSESSION OF STOLEN PROPERTY 5,2719
196,4.0,ADMINISTRATIVE CODE,13
197,4.0,CRIMINAL MISCHIEF & RELATED OFFENSES,2467
198,4.0,OTHER OFFENSES RELATED TO THEFT,2460
199,4.0,FELONY ASSAULT,2417
200,4.0,ROBBERY,2390
201,4.0,GRAND LARCENY OF MOTOR VEHICLE,296
202,4.0,CRIMINAL TRESPASS,2556
203,4.0,GRAND LARCENY,1303
204,4.0,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1317
205,4.0,DISORDERLY CONDUCT,1101
206,4.0,HOMICIDE-NEGLIGENT-VEHICLE,1
207,4.0,DISRUPTION OF A RELIGIOUS SERVICE,1
208,4.0,OFFENSES INVOLVING FRAUD,403
209,4.0,ANTICIPATORY OFFENSES,1
210,4.0,LOITERING FOR DRUG PURPOSES,1
211,4.0,MOVING INFRACTIONS,534
212,4.0,DANGEROUS DRUGS,13033
213,4.0,SEX CRIMES,626
214,4.0,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),157
215,4.0,"UNDER THE INFLUENCE, DRUGS",2
216,4.0,MURDER & NON-NEGL. MANSLAUGHTER,166
217,4.0,LOITERING,2
218,4.0,BURGLAR'S TOOLS,77
219,4.0,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",2
220,4.0,GAMBLING,80
221,4.0,ALCOHOLIC BEVERAGE CONTROL LAW,74
222,4.0,KIDNAPPING & RELATED OFFENSES,43
223,4.0,BURGLARY,968
224,4.0,OTHER TRAFFIC INFRACTION,6984
225,4.0,ASSAULT 3 & RELATED OFFENSES,7352
226,4.0,JOSTLING,1
227,4.0,RAPE,236
228,4.0,F.C.A. P.I.N.O.S.,339
229,4.0,CHILD ABANDONMENT/NON SUPPORT 1,5
230,4.0,OTHER STATE LAWS (NON PENAL LAW),851
231,4.0,OFFENSES RELATED TO CHILDREN,69
232,5.0,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",4
233,5.0,BURGLARY,232
234,5.0,DANGEROUS DRUGS,3719
235,5.0,HOMICIDE-NEGLIGENT-VEHICLE,3
236,5.0,KIDNAPPING & RELATED OFFENSES,2
237,5.0,ALCOHOLIC BEVERAGE CONTROL LAW,1
238,5.0,BURGLAR'S TOOLS,3
239,5.0,PARKING OFFENSES,1
240,5.0,LOITERING FOR DRUG PURPOSES,1
241,5.0,ANTICIPATORY OFFENSES,4
242,5.0,"LOITERING,BEGGING",1
243,5.0,PETIT LARCENY,271
244,5.0,GAMBLING,4
245,5.0,ESCAPE 3,1
246,5.0,FRAUDULENT ACCOSTING,1
247,5.0,PROSTITUTION & RELATED OFFENSES,141
248,5.0,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,191
249,5.0,POSSESSION OF STOLEN PROPERTY 5,798
250,5.0,CRIMINAL MISCHIEF & RELATED OFFENSES,751
251,5.0,OFFENSES AGAINST PUBLIC ADMINISTRATION,728
252,5.0,GRAND LARCENY OF MOTOR VEHICLE,83
253,5.0,DANGEROUS WEAPONS,653
254,5.0,FORGERY,149
255,5.0,OFFENSES AGAINST THE PERSON,108
256,5.0,SEX CRIMES,109
257,5.0,MISCELLANEOUS PENAL LAW,514
258,5.0,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),111
259,5.0,OTHER STATE LAWS,148
260,5.0,VEHICLE AND TRAFFIC LAWS,411
261,5.0,INTOXICATED & IMPAIRED DRIVING,405
262,5.0,CRIMINAL TRESPASS,401
263,5.0,FELONY ASSAULT,398
264,5.0,FRAUDS,68
265,5.0,OTHER STATE LAWS (NON PENAL LAW),53
266,5.0,POSSESSION OF STOLEN PROPERTY,50
267,5.0,RAPE,48
268,5.0,ARSON,7
269,5.0,HARRASSMENT 2,12
270,5.0,INTOXICATED/IMPAIRED DRIVING,16
271,5.0,OFFENSES INVOLVING FRAUD,19
272,5.0,ROBBERY,332
273,5.0,GRAND LARCENY,332
274,5.0,ASSAULT 3 & RELATED OFFENSES,1377
275,5.0,OFFENSES RELATED TO CHILDREN,5
276,5.0,DISORDERLY CONDUCT,30
277,5.0,MURDER & NON-NEGL. MANSLAUGHTER,32
278,5.0,OTHER OFFENSES RELATED TO THEFT,33
279,5.0,OFFENSES AGAINST PUBLIC SAFETY,33
280,5.0,F.C.A. P.I.N.O.S.,36
281,5.0,THEFT-FRAUD,36
282,5.0,HARASSMENT,41
283,5.0,OTHER TRAFFIC INFRACTION,1002
284,5.0,FORCIBLE TOUCHING,30
285,5.0,MOVING INFRACTIONS,32
