,SchoolDist,AgeGroup,PerpSex,CrimeCount
138,10,951,M,1
139,10,25-44,M,7593
140,10,45-64,M,2248
141,10,<18,M,1883
142,10,18-24,F,694
143,10,25-44,F,1532
144,10,18-24,M,4885
145,11,894,M,1
146,11,920,F,1
147,11,<18,M,1220
148,11,45-64,F,191
149,11,45-64,M,1042
150,11,895,F,1
151,11,25-44,M,3486
152,11,65+,F,2
153,11,895,M,1
154,11,18-24,F,421
155,11,<18,F,168
156,11,18-24,M,2798
157,11,65+,M,37
158,11,25-44,F,807
159,12,25-44,F,810
160,12,18-24,F,300
161,12,18-24,M,2215
162,12,25-44,M,3715
163,12,45-64,F,255
164,12,65+,F,3
165,12,<18,M,737
166,12,948,M,1
167,12,65+,M,52
168,12,45-64,M,1301
169,12,<18,F,141
170,13,25-44,M,4280
171,13,65+,F,8
172,13,942,M,1
173,13,18-24,F,416
174,13,18-24,M,2177
175,13,45-64,F,340
176,13,25-44,F,956
177,13,65+,M,81
178,13,<18,F,182
179,13,<18,M,866
180,13,45-64,M,1901
181,14,18-24,M,1568
182,14,18-24,F,212
183,14,65+,F,2
184,14,65+,M,34
185,14,45-64,M,1113
186,14,352,M,1
187,14,25-44,F,467
188,14,<18,M,606
189,14,45-64,F,142
190,14,<18,F,122
191,14,25-44,M,3160
192,15,25-44,F,824
193,15,65+,M,50
194,15,45-64,M,1353
195,15,45-64,F,254
196,15,<18,M,712
197,15,18-24,M,1926
198,15,25-44,M,3742
199,15,18-24,F,298
200,15,<18,F,145
201,15,65+,F,4
202,16,338,M,1
203,16,18-24,M,1313
204,16,18-24,F,202
205,16,45-64,F,196
206,16,932,F,1
207,16,<18,F,89
208,16,65+,F,1
209,16,65+,M,35
210,16,25-44,M,2197
211,16,25-44,F,482
212,16,<18,M,491
213,16,45-64,M,918
214,17,938,F,1
215,17,18-24,M,3255
216,17,25-44,M,5370
217,17,<18,M,1229
218,17,45-64,F,358
219,17,25-44,F,1106
220,17,65+,M,86
221,17,18-24,F,491
222,17,65+,F,12
223,17,<18,F,246
224,17,45-64,M,2113
225,18,<18,M,578
226,18,18-24,M,1451
227,18,<18,F,117
228,18,18-24,F,176
229,18,45-64,F,80
230,18,45-64,M,612
231,18,330,M,1
232,18,65+,M,39
233,18,25-44,M,2044
234,18,25-44,F,302
235,18,944,M,1
236,19,65+,M,52
237,19,65+,F,2
238,19,45-64,M,1497
239,19,25-44,M,4905
240,19,18-24,F,579
241,19,18-24,M,2952
242,19,45-64,F,288
243,19,<18,M,960
244,19,946,M,1
245,19,25-44,F,1154
246,19,<18,F,220
247,20,45-64,M,635
248,20,<18,M,696
249,20,18-24,M,1336
250,20,959,M,1
251,20,65+,M,41
252,20,25-44,M,2301
253,20,65+,F,8
254,20,18-24,F,220
255,20,45-64,F,134
256,20,25-44,F,490
257,20,<18,F,152
258,21,65+,F,8
259,21,18-24,M,1772
260,21,<18,F,169
261,21,45-64,F,155
262,21,25-44,F,587
263,21,894,F,1
264,21,45-64,M,799
265,21,25-44,M,2673
266,21,65+,M,38
267,21,18-24,F,234
268,21,<18,M,879
269,22,65+,M,40
270,22,<18,F,226
271,22,<18,M,957
272,22,25-44,M,2750
273,22,943,M,1
274,22,25-44,F,564
275,22,18-24,F,319
276,22,18-24,M,2173
277,22,65+,F,11
278,22,920,M,1
279,22,UNKNOWN,M,1
280,22,45-64,F,200
281,22,45-64,M,842
282,23,65+,M,31
283,23,65+,F,2
284,23,18-24,M,1759
285,23,45-64,M,1366
286,23,25-44,M,3228
287,23,18-24,F,302
288,23,45-64,F,228
289,23,<18,F,154
290,23,<18,M,743
291,23,25-44,F,644
292,24,943,M,1
293,24,65+,F,13
294,24,45-64,M,1222
295,24,<18,M,1168
296,24,<18,F,256
297,24,25-44,M,5419
298,24,18-24,F,489
299,24,25-44,F,805
300,24,18-24,M,3595
301,24,65+,M,48
302,24,45-64,F,248
303,25,25-44,F,515
304,25,929,M,1
305,25,<18,M,634
306,25,18-24,M,1645
307,25,25-44,M,2795
308,25,45-64,M,917
309,25,65+,F,7
310,25,18-24,F,221
311,25,<18,F,151
312,25,45-64,F,177
313,25,65+,M,40
314,26,18-24,M,644
315,26,65+,M,17
316,26,<18,F,72
317,26,45-64,F,73
318,26,18-24,F,84
319,26,45-64,M,274
320,26,<18,M,420
321,26,65+,F,3
322,26,25-44,F,160
323,26,25-44,M,793
324,27,18-24,M,3225
325,27,25-44,M,4624
326,27,816,F,1
327,27,928,M,1
328,27,965,M,1
329,27,45-64,F,258
330,27,<18,M,1381
331,27,<18,F,273
332,27,65+,M,49
333,27,45-64,M,1416
334,27,18-24,F,435
335,27,25-44,F,815
336,27,65+,F,7
337,28,930,F,1
338,28,<18,F,223
339,28,45-64,F,243
340,28,<18,M,1066
341,28,446,M,1
342,28,65+,M,63
343,28,18-24,M,2837
344,28,65+,F,14
345,28,940,M,1
346,28,708,M,1
347,28,45-64,M,1626
348,28,25-44,M,4770
349,28,25-44,F,775
350,28,18-24,F,453
351,29,<18,M,691
352,29,25-44,F,575
353,29,45-64,F,166
354,29,18-24,F,357
355,29,25-44,M,3424
356,29,65+,M,42
357,29,45-64,M,972
358,29,945,M,1
359,29,65+,F,3
360,29,18-24,M,2245
361,29,931,M,1
362,29,<18,F,139
363,30,<18,F,205
364,30,UNKNOWN,M,1
365,30,18-24,M,3505
366,30,25-44,M,6075
367,30,65+,F,11
368,30,65+,M,85
369,30,25-44,F,823
370,30,45-64,M,1650
371,30,45-64,F,231
372,30,944,M,1
373,30,18-24,F,420
374,30,<18,M,1223
375,31,18-24,F,596
376,31,25-44,M,4410
377,31,<18,F,373
378,31,45-64,F,340
379,31,45-64,M,1207
380,31,25-44,F,1064
381,31,UNKNOWN,F,1
382,31,912,M,1
383,31,316,M,1
384,31,894,M,2
385,31,65+,F,7
386,31,<18,M,1427
387,31,65+,M,55
388,31,18-24,M,2922
389,32,25-44,M,2795
390,32,18-24,M,1418
391,32,65+,M,14
392,32,18-24,F,241
393,32,65+,F,4
394,32,<18,F,119
395,32,45-64,M,836
396,32,939,F,1
397,32,45-64,F,162
398,32,25-44,F,641
399,32,945,M,1
400,32,<18,M,648
401,32,938,M,1
