,SchoolDist,AgeGroup,PerpSex,CrimeCount
0,1,18-24,M,1299
1,1,25-44,M,2630
2,1,<18,F,92
3,1,65+,M,53
4,1,945,M,1
5,1,25-44,F,388
6,1,<18,M,382
7,1,921,M,1
8,1,45-64,F,138
9,1,65+,F,5
10,1,45-64,M,933
11,1,18-24,F,203
12,2,65+,F,41
13,2,935,M,1
14,2,943,F,1
15,2,45-64,F,1346
16,2,945,M,1
17,2,928,M,1
18,2,723,M,1
19,2,894,M,1
20,2,<18,M,1636
21,2,18-24,F,2606
22,2,25-44,M,19570
23,2,927,M,1
24,2,18-24,M,7860
25,2,45-64,M,7483
26,2,65+,M,331
27,2,<18,F,846
28,2,25-44,F,3782
29,3,<18,M,784
30,3,45-64,M,2081
31,3,18-24,M,1905
32,3,18-24,F,318
33,3,65+,M,70
34,3,25-44,F,706
35,3,<18,F,148
36,3,65+,F,14
37,3,25-44,M,4456
38,3,194,M,1
39,3,UNKNOWN,M,2
40,3,45-64,F,314
41,4,18-24,F,268
42,4,45-64,F,249
43,4,45-64,M,1422
44,4,18-24,M,1911
45,4,<18,F,125
46,4,65+,M,71
47,4,<18,M,609
48,4,65+,F,5
49,4,25-44,M,3833
50,4,945,M,1
51,4,933,M,1
52,4,922,F,1
53,4,740,M,1
54,4,309,M,1
55,4,25-44,F,642
56,5,895,M,1
57,5,45-64,M,2746
58,5,<18,F,180
59,5,65+,F,12
60,5,18-24,M,2728
61,5,894,M,1
62,5,<18,M,823
63,5,65+,M,122
64,5,25-44,M,6299
65,5,25-44,F,1229
66,5,18-24,F,486
67,5,339,M,1
68,5,951,M,1
69,5,45-64,F,440
70,5,941,M,1
71,5,931,M,1
72,5,910,M,1
73,5,955,M,1
74,6,65+,M,69
75,6,<18,M,1315
76,6,18-24,M,4731
77,6,<18,F,177
78,6,25-44,F,781
79,6,45-64,F,213
80,6,45-64,M,1657
81,6,25-44,M,6304
82,6,934,M,1
83,6,18-24,F,435
84,6,320,M,1
85,6,65+,F,8
86,7,<18,F,214
87,7,25-44,F,976
88,7,25-44,M,4780
89,7,45-64,F,337
90,7,18-24,F,428
91,7,<18,M,965
92,7,18-24,M,2519
93,7,894,M,1
94,7,65+,M,70
95,7,45-64,M,1810
96,7,947,M,1
97,7,932,M,1
98,7,912,F,1
99,7,65+,F,17
100,8,952,M,1
101,8,<18,M,1245
102,8,<18,F,295
103,8,18-24,M,3241
104,8,65+,F,10
105,8,935,M,1
106,8,25-44,M,4955
107,8,929,M,1
108,8,956,F,1
109,8,65+,M,62
110,8,935,F,1
111,8,25-44,F,1209
112,8,18-24,F,758
113,8,45-64,M,1505
114,8,45-64,F,339
115,9,25-44,M,7227
116,9,65+,F,7
117,9,45-64,F,505
118,9,<18,M,1566
119,9,18-24,F,552
120,9,65+,M,98
121,9,947,M,1
122,9,25-44,F,1464
123,9,45-64,M,2711
124,9,<18,F,269
125,9,949,M,1
126,9,323,F,1
127,9,18-24,M,4263
128,9,932,M,1
129,10,935,F,1
130,10,921,M,1
131,10,<18,F,345
132,10,935,M,1
133,10,65+,F,9
134,10,952,M,1
135,10,65+,M,65
136,10,45-64,F,493
137,10,237,M,1
