,Precinct,AgeGroup,PerpSex,CrimeCount
0,1,25-44,M,1752
1,1,45-64,F,137
2,1,<18,F,90
3,1,18-24,F,284
4,1,65+,M,66
5,1,25-44,F,406
6,1,18-24,M,789
7,1,<18,M,169
8,1,65+,F,8
9,1,45-64,M,975
10,5,65+,F,21
11,5,45-64,M,1297
12,5,18-24,F,222
13,5,25-44,M,2292
14,5,18-24,M,1031
15,5,<18,F,73
16,5,45-64,F,322
17,5,65+,M,68
18,5,25-44,F,509
19,5,<18,M,211
20,6,65+,M,53
21,6,65+,F,6
22,6,45-64,M,952
23,6,25-44,M,1853
24,6,45-64,F,75
25,6,25-44,F,250
26,6,<18,M,119
27,6,18-24,M,954
28,6,<18,F,27
29,6,18-24,F,187
30,7,45-64,M,521
31,7,18-24,M,721
32,7,25-44,F,243
33,7,<18,M,233
34,7,25-44,M,1342
35,7,<18,F,48
36,7,45-64,F,66
37,7,65+,M,44
38,7,65+,F,3
39,7,18-24,F,147
40,9,18-24,M,878
41,9,<18,M,121
42,9,18-24,F,174
43,9,65+,M,37
44,9,45-64,F,92
45,9,25-44,M,1630
46,9,45-64,M,714
47,9,<18,F,42
48,9,65+,F,2
49,9,25-44,F,236
50,10,<18,F,12
51,10,65+,M,28
52,10,45-64,M,650
53,10,25-44,M,1307
54,10,18-24,M,635
55,10,18-24,F,150
56,10,<18,M,60
57,10,25-44,F,189
58,10,45-64,F,75
59,10,65+,F,1
60,13,18-24,F,256
61,13,25-44,M,2157
62,13,45-64,M,1321
63,13,18-24,M,1063
64,13,65+,M,66
65,13,65+,F,7
66,13,<18,M,191
67,13,<18,F,103
68,13,25-44,F,335
69,13,45-64,F,142
70,14,65+,F,17
71,14,<18,M,322
72,14,18-24,F,865
73,14,65+,M,119
74,14,25-44,F,1234
75,14,<18,F,250
76,14,45-64,F,583
77,14,25-44,M,5543
78,14,45-64,M,3085
79,14,18-24,M,2855
80,17,45-64,M,356
81,17,65+,M,21
82,17,25-44,F,184
83,17,45-64,F,76
84,17,25-44,M,801
85,17,65+,F,9
86,17,18-24,M,352
87,17,18-24,F,129
88,17,<18,M,28
89,17,<18,F,13
90,18,<18,F,52
91,18,65+,M,61
92,18,65+,F,10
93,18,25-44,M,2302
94,18,45-64,F,200
95,18,45-64,M,1203
96,18,18-24,M,1325
97,18,18-24,F,320
98,18,25-44,F,526
99,18,<18,M,232
100,19,25-44,F,274
101,19,<18,M,80
102,19,25-44,M,1104
103,19,65+,M,59
104,19,45-64,M,664
105,19,18-24,M,423
106,19,<18,F,50
107,19,45-64,F,159
108,19,65+,F,24
109,19,18-24,F,117
110,20,45-64,F,112
111,20,25-44,F,184
112,20,45-64,M,452
113,20,65+,F,6
114,20,<18,M,105
115,20,18-24,M,379
116,20,25-44,M,832
117,20,18-24,F,109
118,20,<18,F,33
119,20,65+,M,37
120,22,<18,M,22
121,22,65+,M,3
122,22,18-24,M,91
123,22,18-24,F,7
124,22,45-64,F,6
125,22,45-64,M,89
126,22,25-44,M,166
127,22,25-44,F,10
128,23,<18,F,57
129,23,<18,M,266
130,23,45-64,M,1138
131,23,45-64,F,183
132,23,18-24,M,1156
133,23,25-44,M,2012
134,23,65+,M,48
135,23,65+,F,9
136,23,18-24,F,300
137,23,25-44,F,333
138,24,65+,M,50
139,24,18-24,M,514
140,24,65+,F,7
141,24,25-44,F,208
142,24,<18,M,162
143,24,45-64,M,680
144,24,18-24,F,114
145,24,45-64,F,117
146,24,<18,F,30
147,24,25-44,M,961
148,25,25-44,M,4137
