,BoroCode,OfnsDesc,CrimeCount
51,1,OTHER STATE LAWS,5541
52,1,OTHER STATE LAWS (NON PENAL LAW),5251
53,1,PARKING OFFENSES,2
54,1,HOMICIDE-NEGLIGENT-VEHICLE,4
55,1,FORGERY,3219
56,1,OFFENSES AGAINST PUBLIC ADMINISTRATION,3199
57,1,CRIMINAL TRESPASS,5153
58,1,ROBBERY,2786
59,1,MISCELLANEOUS PENAL LAW,2788
60,2,MISCELLANEOUS PENAL LAW,1792
61,2,FRAUDS,174
62,2,BURGLARY,784
63,2,JOSTLING,1
64,2,HARASSMENT,6
65,2,ALCOHOLIC BEVERAGE CONTROL LAW,58
66,2,KIDNAPPING & RELATED OFFENSES,58
67,2,OFFENSES AGAINST PUBLIC SAFETY,60
68,2,POSSESSION OF STOLEN PROPERTY,267
69,2,ESCAPE 3,8
70,2,OTHER STATE LAWS,589
71,2,OFFENSES RELATED TO CHILDREN,72
72,2,INTOXICATED/IMPAIRED DRIVING,171
73,2,FORCIBLE TOUCHING,75
74,2,ROBBERY,2489
75,2,LOITERING FOR DRUG PURPOSES,76
76,2,SEX CRIMES,510
77,2,ASSAULT 3 & RELATED OFFENSES,7256
78,2,CRIMINAL TRESPASS,7823
79,2,OFFENSES AGAINST THE PERSON,424
80,2,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),142
81,2,DISORDERLY CONDUCT,220
82,2,RAPE,271
83,2,THEFT-FRAUD,108
84,2,DANGEROUS DRUGS,28346
85,2,INTOXICATED & IMPAIRED DRIVING,859
86,2,OFFENSES INVOLVING FRAUD,289
87,2,PROSTITUTION & RELATED OFFENSES,890
88,2,GRAND LARCENY,1000
89,2,MOVING INFRACTIONS,109
90,2,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1740
91,2,OTHER TRAFFIC INFRACTION,3157
92,2,FRAUDULENT ACCOSTING,18
93,2,POSSESSION OF STOLEN PROPERTY 5,1536
94,2,OTHER STATE LAWS (NON PENAL LAW),1515
95,2,BURGLAR'S TOOLS,20
96,2,CHILD ABANDONMENT/NON SUPPORT 1,20
97,2,LOITERING,5
98,2,MURDER & NON-NEGL. MANSLAUGHTER,299
99,2,OFFENSES AGAINST PUBLIC ADMINISTRATION,3350
100,2,UNLAWFUL POSS. WEAP. ON SCHOOL GROUNDS,6
101,2,ANTICIPATORY OFFENSES,6
102,2,HARRASSMENT 2,30
103,2,PETIT LARCENY,1314
104,2,"LOITERING/GAMBLING (CARDS, DICE, ETC)",4
105,2,GRAND LARCENY OF MOTOR VEHICLE,212
106,2,ARSON,39
107,2,OTHER OFFENSES RELATED TO THEFT,4271
108,2,F.C.A. P.I.N.O.S.,214
109,2,GAMBLING,270
110,2,VEHICLE AND TRAFFIC LAWS,1200
111,2,FELONY ASSAULT,3028
112,2,CRIMINAL MISCHIEF & RELATED OFFENSES,1924
113,2,FORGERY,1059
114,2,DANGEROUS WEAPONS,3671
115,3,MOVING INFRACTIONS,191
116,3,F.C.A. P.I.N.O.S.,198
117,3,THEFT-FRAUD,175
118,3,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),209
119,3,DANGEROUS DRUGS,31003
120,3,HARRASSMENT 2,86
121,3,"UNDER THE INFLUENCE, DRUGS",1
122,3,HARASSMENT,2
123,3,DISRUPTION OF A RELIGIOUS SERVICE,2
124,3,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",4
125,3,PARKING OFFENSES,6
126,3,UNLAWFUL POSS. WEAP. ON SCHOOL GROUNDS,6
127,3,FRAUDULENT ACCOSTING,8
128,3,LOITERING FOR DRUG PURPOSES,8
129,3,ADMINISTRATIVE CODE,9
130,3,ALCOHOLIC BEVERAGE CONTROL LAW,103
131,3,OFFENSES RELATED TO CHILDREN,18
132,3,ESCAPE 3,20
133,3,LOITERING,25
134,3,ANTICIPATORY OFFENSES,28
135,3,OFFENSES AGAINST PUBLIC SAFETY,47
136,3,"LOITERING/GAMBLING (CARDS, DICE, ETC)",47
137,3,ARSON,51
138,3,KIDNAPPING & RELATED OFFENSES,53
139,3,BURGLAR'S TOOLS,74
140,3,FORCIBLE TOUCHING,81
141,3,CHILD ABANDONMENT/NON SUPPORT 1,18
142,3,INTOXICATED/IMPAIRED DRIVING,224
143,3,OFFENSES INVOLVING FRAUD,225
144,3,JOSTLING,1
145,3,CRIMINAL TRESPASS,3109
146,3,CRIMINAL MISCHIEF & RELATED OFFENSES,2940
147,3,OFFENSES AGAINST PUBLIC ADMINISTRATION,2913
148,3,POSSESSION OF STOLEN PROPERTY,385
149,3,GRAND LARCENY OF MOTOR VEHICLE,511
150,3,GAMBLING,626
151,3,SEX CRIMES,716
152,3,POSSESSION OF STOLEN PROPERTY 5,3266
153,3,DISORDERLY CONDUCT,769
154,3,INTOXICATED & IMPAIRED DRIVING,1865
155,3,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1847
156,3,GRAND LARCENY,1623
157,3,OTHER STATE LAWS (NON PENAL LAW),1010
158,3,PETIT LARCENY,1171
159,3,VEHICLE AND TRAFFIC LAWS,1377
160,3,BURGLARY,1361
161,3,FORGERY,1887
162,3,OTHER OFFENSES RELATED TO THEFT,3323
163,3,OFFENSES AGAINST THE PERSON,473
164,3,PROSTITUTION & RELATED OFFENSES,1322
165,3,FELONY ASSAULT,4296
166,3,OTHER TRAFFIC INFRACTION,5247
167,3,OTHER STATE LAWS,5672
168,3,FRAUDS,263
169,3,MURDER & NON-NEGL. MANSLAUGHTER,256
170,3,ROBBERY,4020
171,3,RAPE,311
172,3,MISCELLANEOUS PENAL LAW,3580
173,3,DANGEROUS WEAPONS,3709
174,3,ASSAULT 3 & RELATED OFFENSES,10245
175,4,ARSON,25
176,4,FELONY ASSAULT,2286
177,4,CRIMINAL MISCHIEF & RELATED OFFENSES,2255
178,4,MISCELLANEOUS PENAL LAW,2215
179,4,PROSTITUTION & RELATED OFFENSES,1358
180,4,DISRUPTION OF A RELIGIOUS SERVICE,1
181,4,FORGERY,1815
182,4,ASSAULT 3 & RELATED OFFENSES,6882
183,4,OFFENSES AGAINST PUBLIC ADMINISTRATION,2332
184,4,OTHER OFFENSES RELATED TO THEFT,1469
185,4,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,1434
186,4,DANGEROUS DRUGS,12466
187,4,OTHER TRAFFIC INFRACTION,7699
188,4,JOSTLING,4
189,4,FRAUDULENT ACCOSTING,12
190,4,OTHER STATE LAWS,3447
191,4,HARASSMENT,4
192,4,PARKING OFFENSES,3
193,4,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",3
194,4,ADMINISTRATIVE CODE,6
195,4,ANTICIPATORY OFFENSES,7
196,4,LOITERING,8
197,4,DANGEROUS WEAPONS,2808
198,4,OFFENSES AGAINST PUBLIC SAFETY,30
199,4,UNLAWFUL POSS. WEAP. ON SCHOOL GROUNDS,3
200,4,POSSESSION OF STOLEN PROPERTY 5,2733
201,4,INTOXICATED & IMPAIRED DRIVING,2620
202,4,CHILD ABANDONMENT/NON SUPPORT 1,9
203,4,ROBBERY,2610
204,4,CRIMINAL TRESPASS,2534
205,4,LOITERING FOR DRUG PURPOSES,10
206,4,"LOITERING/GAMBLING (CARDS, DICE, ETC)",11
207,4,HOMICIDE-NEGLIGENT-VEHICLE,4
208,4,ESCAPE 3,12
209,4,DISORDERLY CONDUCT,1340
210,4,MOVING INFRACTIONS,410
211,4,GRAND LARCENY OF MOTOR VEHICLE,386
212,4,VEHICLE AND TRAFFIC LAWS,1307
213,4,SEX CRIMES,533
214,4,BURGLAR'S TOOLS,75
215,4,INTOXICATED/IMPAIRED DRIVING,361
216,4,GAMBLING,152
217,4,ALCOHOLIC BEVERAGE CONTROL LAW,66
218,4,OFFENSES AGAINST THE PERSON,316
219,4,OFFENSES INVOLVING FRAUD,305
220,4,OTHER STATE LAWS (NON PENAL LAW),641
221,4,KIDNAPPING & RELATED OFFENSES,55
222,4,FRAUDS,184
223,4,RAPE,304
224,4,FORCIBLE TOUCHING,123
225,4,OFFENSES RELATED TO CHILDREN,47
226,4,PETIT LARCENY,1062
227,4,POSSESSION OF STOLEN PROPERTY,302
228,4,MURDER & NON-NEGL. MANSLAUGHTER,238
229,4,F.C.A. P.I.N.O.S.,245
230,4,HARRASSMENT 2,44
231,4,THEFT-FRAUD,191
232,4,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),198
233,4,GRAND LARCENY,1276
234,4,BURGLARY,906
235,5,FELONY ASSAULT,370
236,5,PROSTITUTION & RELATED OFFENSES,139
237,5,KIDNAPPING & RELATED OFFENSES,4
238,5,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,202
239,5,VEHICLE AND TRAFFIC LAWS,346
240,5,MISCELLANEOUS PENAL LAW,273
241,5,LOITERING,1
242,5,ALCOHOLIC BEVERAGE CONTROL LAW,4
243,5,HARASSMENT,4
244,5,ANTICIPATORY OFFENSES,4
245,5,UNLAWFUL POSS. WEAP. ON SCHOOL GROUNDS,1
246,5,LOITERING FOR DRUG PURPOSES,3
247,5,SEX CRIMES,129
248,5,ESCAPE 3,3
249,5,GAMBLING,3
250,5,GRAND LARCENY,304
251,5,ROBBERY,340
252,5,BURGLARY,180
253,5,ASSAULT 3 & RELATED OFFENSES,1308
254,5,HARRASSMENT 2,6
255,5,MURDER & NON-NEGL. MANSLAUGHTER,36
256,5,THEFT-FRAUD,31
257,5,OTHER STATE LAWS (NON PENAL LAW),37
258,5,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",1
259,5,FORCIBLE TOUCHING,27
260,5,MOVING INFRACTIONS,26
261,5,F.C.A. P.I.N.O.S.,39
262,5,RAPE,41
263,5,INTOXICATED/IMPAIRED DRIVING,21
264,5,OFFENSES AGAINST PUBLIC ADMINISTRATION,796
265,5,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),54
266,5,FRAUDS,54
267,5,OFFENSES AGAINST PUBLIC SAFETY,57
268,5,OFFENSES INVOLVING FRAUD,17
269,5,POSSESSION OF STOLEN PROPERTY 5,658
270,5,OTHER TRAFFIC INFRACTION,654
271,5,GRAND LARCENY OF MOTOR VEHICLE,63
272,5,OTHER OFFENSES RELATED TO THEFT,12
273,5,DISORDERLY CONDUCT,65
274,5,ARSON,11
275,5,INTOXICATED & IMPAIRED DRIVING,616
276,5,DANGEROUS WEAPONS,540
277,5,CRIMINAL MISCHIEF & RELATED OFFENSES,535
278,5,POSSESSION OF STOLEN PROPERTY,74
279,5,BURGLAR'S TOOLS,9
280,5,PETIT LARCENY,462
281,5,OFFENSES AGAINST THE PERSON,103
282,5,CRIMINAL TRESPASS,372
283,5,OTHER STATE LAWS,122
284,5,DANGEROUS DRUGS,3014
285,5,FORGERY,233
