,SchoolDist,AgeGroup,PerpSex,CrimeCount
101,11,18-24,M,3063
102,11,25-44,F,896
103,11,65+,F,18
104,11,<18,F,319
105,11,45-64,F,335
106,11,65+,M,53
107,11,45-64,M,1382
108,11,25-44,M,4108
109,11,<18,M,1344
110,12,65+,M,73
111,12,45-64,F,419
112,12,45-64,M,1733
113,12,18-24,F,564
114,12,25-44,M,4090
115,12,18-24,M,2892
116,12,<18,F,313
117,12,65+,F,7
118,12,25-44,F,878
119,12,<18,M,1187
120,13,25-44,F,901
121,13,<18,F,230
122,13,65+,M,111
123,13,18-24,M,2424
124,13,18-24,F,507
125,13,25-44,M,4265
126,13,45-64,F,525
127,13,45-64,M,2631
128,13,65+,F,12
129,13,<18,M,835
130,14,65+,F,12
131,14,<18,F,127
132,14,18-24,M,2208
133,14,45-64,F,177
134,14,25-44,F,481
135,14,18-24,F,344
136,14,25-44,M,3439
137,14,65+,M,53
138,14,45-64,M,1390
139,14,<18,M,746
140,15,45-64,M,1277
141,15,65+,M,45
142,15,18-24,M,1771
143,15,25-44,M,3105
144,15,45-64,F,257
145,15,25-44,F,621
146,15,18-24,F,358
147,15,<18,M,645
148,15,65+,F,9
149,15,<18,F,182
150,16,25-44,F,535
151,16,25-44,M,2652
152,16,18-24,F,315
153,16,<18,M,673
154,16,18-24,M,1660
155,16,45-64,M,1635
156,16,65+,M,68
157,16,45-64,F,326
158,16,65+,F,11
159,16,<18,F,105
160,17,18-24,F,614
161,17,25-44,M,5888
162,17,65+,M,109
163,17,<18,M,1299
164,17,45-64,M,2532
165,17,45-64,F,491
166,17,<18,F,312
167,17,18-24,M,3531
168,17,65+,F,12
169,17,25-44,F,938
170,18,<18,M,478
171,18,45-64,F,127
172,18,18-24,F,218
173,18,65+,M,32
174,18,<18,F,96
175,18,25-44,M,2196
176,18,18-24,M,1479
177,18,25-44,F,360
178,18,45-64,M,799
179,19,<18,F,271
180,19,45-64,F,441
181,19,65+,M,60
182,19,65+,F,4
183,19,25-44,M,5685
184,19,18-24,F,995
185,19,25-44,F,1365
186,19,45-64,M,2177
187,19,18-24,M,3825
188,19,<18,M,1217
189,20,45-64,F,185
190,20,25-44,M,2132
191,20,18-24,M,1583
192,20,45-64,M,657
193,20,65+,M,28
194,20,18-24,F,249
195,20,<18,F,121
196,20,65+,F,8
197,20,<18,M,512
198,20,25-44,F,385
199,21,25-44,F,438
200,21,25-44,M,2322
201,21,18-24,M,2021
202,21,<18,M,660
203,21,65+,M,31
204,21,45-64,M,814
205,21,65+,F,13
206,21,<18,F,151
207,21,45-64,F,169
208,21,18-24,F,302
209,22,45-64,F,221
210,22,<18,F,217
211,22,<18,M,946
212,22,45-64,M,839
213,22,18-24,F,506
214,22,18-24,M,2525
215,22,65+,M,33
216,22,25-44,M,2721
217,22,25-44,F,553
218,22,65+,F,7
219,23,<18,M,1048
220,23,65+,F,6
221,23,18-24,F,565
222,23,25-44,M,4458
223,23,<18,F,249
224,23,45-64,F,377
225,23,25-44,F,842
226,23,18-24,M,2785
227,23,65+,M,96
228,23,45-64,M,2210
229,24,<18,M,1238
230,24,18-24,M,3521
231,24,25-44,M,5161
232,24,65+,F,22
233,24,65+,M,51
234,24,45-64,M,1180
235,24,25-44,F,897
236,24,<18,F,374
237,24,45-64,F,312
238,24,18-24,F,691
239,25,18-24,M,1744
240,25,25-44,M,2316
241,25,<18,F,133
242,25,65+,M,56
243,25,45-64,M,954
244,25,<18,M,697
245,25,18-24,F,315
246,25,65+,F,18
247,25,25-44,F,510
248,25,45-64,F,274
249,26,<18,F,51
250,26,25-44,M,679
251,26,65+,F,4
252,26,65+,M,12
253,26,45-64,F,87
254,26,18-24,F,116
255,26,18-24,M,610
256,26,45-64,M,232
257,26,<18,M,261
258,26,25-44,F,175
259,27,65+,M,42
260,27,25-44,F,740
261,27,<18,M,1317
262,27,45-64,F,301
263,27,18-24,M,3547
264,27,<18,F,187
265,27,25-44,M,4650
266,27,45-64,M,1685
267,27,18-24,F,574
268,27,65+,F,7
269,28,45-64,F,365
270,28,65+,F,17
271,28,18-24,M,3332
272,28,25-44,M,4776
273,28,<18,F,213
274,28,25-44,F,903
275,28,18-24,F,656
276,28,45-64,M,1836
277,28,65+,M,84
278,28,<18,M,879
279,29,25-44,M,3443
280,29,25-44,F,621
281,29,18-24,F,463
282,29,<18,M,691
283,29,<18,F,142
284,29,65+,M,46
285,29,45-64,M,1166
286,29,45-64,F,189
287,29,18-24,M,2479
288,29,65+,F,8
289,30,25-44,M,5058
290,30,18-24,M,3411
291,30,45-64,F,286
292,30,18-24,F,555
293,30,<18,F,180
294,30,45-64,M,1546
295,30,65+,F,13
296,30,<18,M,1133
297,30,65+,M,60
298,30,25-44,F,785
299,31,45-64,F,405
300,31,65+,M,64
301,31,45-64,M,1493
302,31,25-44,M,4971
303,31,25-44,F,1131
304,31,18-24,F,806
305,31,18-24,M,3409
306,31,<18,F,396
307,31,65+,F,19
308,31,<18,M,1331
309,32,45-64,F,207
310,32,<18,M,635
311,32,65+,M,38
312,32,18-24,M,1829
313,32,25-44,M,3105
314,32,45-64,M,1164
315,32,65+,F,6
316,32,25-44,F,541
317,32,<18,F,143
318,32,18-24,F,324
