,SchoolDist,AgeGroup,PerpSex,CrimeCount
0,1,45-64,F,129
1,1,25-44,M,2850
2,1,65+,M,92
3,1,25-44,F,424
4,1,<18,F,98
5,1,18-24,F,374
6,1,18-24,M,1552
7,1,65+,F,6
8,1,45-64,M,1307
9,1,<18,M,283
10,2,<18,M,1858
11,2,45-64,F,1786
12,2,65+,F,99
13,2,25-44,F,4163
14,2,18-24,F,2983
15,2,<18,F,1116
16,2,25-44,M,18484
17,2,45-64,M,10109
18,2,18-24,M,9617
19,2,65+,M,431
20,3,<18,F,179
21,3,65+,F,19
22,3,45-64,M,2349
23,3,18-24,M,1912
24,3,18-24,F,426
25,3,25-44,F,654
26,3,<18,M,674
27,3,65+,M,117
28,3,45-64,F,402
29,3,25-44,M,3264
30,4,45-64,M,1700
31,4,<18,F,214
32,4,25-44,F,596
33,4,65+,M,74
34,4,18-24,M,2357
35,4,<18,M,743
36,4,45-64,F,263
37,4,18-24,F,458
38,4,25-44,M,3427
39,4,65+,F,10
40,5,65+,M,183
41,5,45-64,M,3805
42,5,18-24,F,757
43,5,45-64,F,693
44,5,<18,F,323
45,5,<18,M,884
46,5,18-24,M,3231
47,5,25-44,M,5936
48,5,25-44,F,1220
49,5,65+,F,16
50,6,18-24,M,4482
51,6,<18,M,1193
52,6,65+,M,114
53,6,45-64,M,2153
54,6,<18,F,188
55,6,25-44,F,840
56,6,45-64,F,298
57,6,18-24,F,658
58,6,25-44,M,6091
59,6,65+,F,12
60,7,25-44,F,886
61,7,<18,F,253
62,7,65+,F,5
63,7,45-64,F,409
64,7,18-24,F,559
65,7,<18,M,950
66,7,25-44,M,4601
67,7,45-64,M,2029
68,7,65+,M,70
69,7,18-24,M,2632
70,8,25-44,M,5278
71,8,25-44,F,1219
72,8,45-64,M,1912
73,8,18-24,F,1026
74,8,<18,F,428
75,8,65+,M,77
76,8,65+,F,8
77,8,<18,M,1449
78,8,45-64,F,443
79,8,18-24,M,3814
80,9,18-24,F,838
81,9,18-24,M,5023
82,9,25-44,F,1333
83,9,45-64,F,678
84,9,<18,M,2125
85,9,25-44,M,6935
86,9,<18,F,520
87,9,65+,F,18
88,9,45-64,M,3058
89,9,65+,M,128
90,10,45-64,F,728
91,10,25-44,F,1691
92,10,65+,F,19
93,10,18-24,M,5832
94,10,<18,F,531
95,10,65+,M,137
96,10,45-64,M,3621
97,10,25-44,M,8841
98,10,<18,M,2006
99,10,18-24,F,1085
100,11,18-24,F,603
