,SchoolDist,OfnsDesc,CrimeCount
134,3,CRIMINAL MISCHIEF & RELATED OFFENSES,229
135,3,MURDER & NON-NEGL. MANSLAUGHTER,7
136,3,ROBBERY,235
137,3,DANGEROUS WEAPONS,186
138,3,LOITERING FOR DRUG PURPOSES,4
139,3,OTHER TRAFFIC INFRACTION,57
140,3,HARASSMENT,33
141,3,FORCIBLE TOUCHING,31
142,3,OTHER STATE LAWS (NON PENAL LAW),328
143,3,VEHICLE AND TRAFFIC LAWS,514
144,3,OFFENSES RELATED TO CHILDREN,3
145,3,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),21
146,3,CRIMINAL TRESPASS,431
147,3,FRAUDULENT ACCOSTING,1
148,3,MISCELLANEOUS PENAL LAW,291
149,3,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,145
150,3,BURGLAR'S TOOLS,16
151,3,ASSAULT 3 & RELATED OFFENSES,732
152,3,POSSESSION OF STOLEN PROPERTY 5,764
153,3,PROSTITUTION & RELATED OFFENSES,14
154,3,THEFT-FRAUD,19
155,3,"LOITERING/GAMBLING (CARDS, DICE, ETC)",1
156,3,INTOXICATED & IMPAIRED DRIVING,119
157,3,SEX CRIMES,17
158,3,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",1
159,3,GRAND LARCENY,312
160,3,ANTICIPATORY OFFENSES,1
161,3,CHILD ABANDONMENT/NON SUPPORT 1,1
162,3,DISORDERLY CONDUCT,108
163,3,FORGERY,82
164,3,OTHER STATE LAWS (NON PENAL LA,17
165,4,CRIMINAL TRESPASS,720
166,4,MISCELLANEOUS PENAL LAW,310
167,4,OTHER STATE LAWS (NON PENAL LAW),138
168,4,ALCOHOLIC BEVERAGE CONTROL LAW,28
169,4,RAPE,63
170,4,FELONY ASSAULT,305
171,4,VEHICLE AND TRAFFIC LAWS,249
172,4,ANTICIPATORY OFFENSES,1
173,4,HARASSMENT,60
174,4,OFFENSES AGAINST THE PERSON,57
175,4,DANGEROUS DRUGS,2688
176,4,BURGLAR'S TOOLS,1
177,4,FRAUDULENT ACCOSTING,1
178,4,INTOXICATED/IMPAIRED DRIVING,18
179,4,OFFENSES AGAINST PUBLIC ADMINISTRATION,387
180,4,MOVING INFRACTIONS,4
181,4,POSSESSION OF STOLEN PROPERTY,16
182,4,FRAUDS,34
183,4,"LOITERING/GAMBLING (CARDS, DICE, ETC)",6
184,4,HARRASSMENT 2,4
185,4,DANGEROUS WEAPONS,294
186,4,OFFENSES INVOLVING FRAUD,27
187,4,OFFENSES AGAINST PUBLIC SAFETY,8
188,4,CRIMINAL MISCHIEF & RELATED OF,15
189,4,GRAND LARCENY,81
190,4,KIDNAPPING & RELATED OFFENSES,1
191,4,THEFT-FRAUD,12
192,4,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,154
193,4,GRAND LARCENY OF MOTOR VEHICLE,5
194,4,OFFENSES RELATED TO CHILDREN,5
195,4,JOSTLING,1
196,4,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),12
197,4,OTHER TRAFFIC INFRACTION,23
198,4,CRIMINAL MISCHIEF & RELATED OFFENSES,165
199,4,FORGERY,74
200,4,PETIT LARCENY,168
201,4,OTHER OFFENSES RELATED TO THEFT,905
202,4,PROSTITUTION & RELATED OFFENSES,25
203,4,GAMBLING,41
204,4,BURGLARY,88
205,4,F.C.A. P.I.N.O.S.,3
206,4,MURDER & NON-NEGL. MANSLAUGHTER,44
207,4,OTHER STATE LAWS (NON PENAL LA,69
208,4,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",2
209,4,SEX CRIMES,105
210,4,POSSESSION OF STOLEN PROPERTY 5,266
211,4,INTOXICATED & IMPAIRED DRIVING,123
212,4,ARSON,2
213,4,OTHER STATE LAWS,579
214,4,LOITERING FOR DRUG PURPOSES,5
215,4,ASSAULT 3 & RELATED OFFENSES,832
216,4,FORCIBLE TOUCHING,43
217,4,DISORDERLY CONDUCT,92
218,4,ROBBERY,212
219,5,FELONY ASSAULT,413
220,5,F.C.A. P.I.N.O.S.,13
221,5,FORCIBLE TOUCHING,19
222,5,OFFENSES AGAINST PUBLIC SAFETY,6
223,5,GRAND LARCENY OF MOTOR VEHICLE,12
224,5,MOVING INFRACTIONS,12
225,5,INTOXICATED/IMPAIRED DRIVING,21
226,5,RAPE,14
227,5,PETIT LARCENY,338
228,5,OTHER OFFENSES RELATED TO THEFT,2015
229,5,HARRASSMENT 2,19
230,5,BURGLAR'S TOOLS,6
231,5,CRIMINAL MISCHIEF & RELATED OFFENSES,263
232,5,CRIMINAL MISCHIEF & RELATED OF,9
233,5,"LOITERING/GAMBLING (CARDS, DICE, ETC)",15
234,5,ROBBERY,259
235,5,THEFT-FRAUD,8
236,5,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),30
237,5,KIDNAPPING & RELATED OFFENSES,7
238,5,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,233
239,5,ALCOHOLIC BEVERAGE CONTROL LAW,19
240,5,FORGERY,127
241,5,OFFENSES INVOLVING FRAUD,45
242,5,DISORDERLY CONDUCT,172
243,5,FRAUDS,103
244,5,OTHER STATE LAWS (NON PENAL LAW),484
245,5,INTOXICATED & IMPAIRED DRIVING,173
246,5,OFFENSES AGAINST THE PERSON,84
247,5,OTHER STATE LAWS,1275
248,5,LOITERING FOR DRUG PURPOSES,3
249,5,OTHER STATE LAWS (NON PENAL LA,152
250,5,OTHER TRAFFIC INFRACTION,179
251,5,POSSESSION OF STOLEN PROPERTY 5,625
252,5,ASSAULT 3 & RELATED OFFENSES,1172
253,5,FRAUDULENT ACCOSTING,3
254,5,OFFENSES AGAINST PUBLIC ADMINISTRATION,586
255,5,ANTICIPATORY OFFENSES,2
256,5,ARSON,2
257,5,DANGEROUS DRUGS,4279
258,5,PROSTITUTION & RELATED OFFENSES,55
259,5,DANGEROUS WEAPONS,478
260,5,GAMBLING,92
261,5,GRAND LARCENY,138
262,5,SEX CRIMES,46
263,5,OFFENSES RELATED TO CHILDREN,5
264,5,CHILD ABANDONMENT/NON SUPPORT 1,1
265,5,POSSESSION OF STOLEN PROPERTY,44
266,5,BURGLARY,112
267,5,CHILD ABANDONMENT/NON SUPPORT,1
268,5,MISCELLANEOUS PENAL LAW,464
269,5,CRIMINAL TRESPASS,741
270,5,MURDER & NON-NEGL. MANSLAUGHTER,50
271,5,HARASSMENT,109
272,5,VEHICLE AND TRAFFIC LAWS,1135
273,6,GRAND LARCENY,157
274,6,OTHER STATE LAWS,589
275,6,ASSAULT 3 & RELATED OFFENSES,1149
276,6,CRIMINAL MISCHIEF & RELATED OFFENSES,269
277,6,RAPE,10
278,6,CRIMINAL TRESPASS,828
279,6,DISORDERLY CONDUCT,113
280,6,OTHER STATE LAWS (NON PENAL LAW),171
281,6,F.C.A. P.I.N.O.S.,22
282,6,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,153
283,6,ESCAPE 3,1
284,6,OFFENSES AGAINST PUBLIC SAFETY,16
285,6,PETIT LARCENY,277
286,6,ANTICIPATORY OFFENSES,13
287,6,FORCIBLE TOUCHING,18
288,6,INTOXICATED/IMPAIRED DRIVING,16
289,6,GAMBLING,84
290,6,ALCOHOLIC BEVERAGE CONTROL LAW,150
291,6,OFFENSES AGAINST THE PERSON,96
292,6,MOVING INFRACTIONS,14
293,6,DANGEROUS DRUGS,5251
294,6,BURGLARY,108
295,6,PROSTITUTION & RELATED OFFENSES,153
296,6,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",2
297,6,ROBBERY,292
298,6,GRAND LARCENY OF MOTOR VEHICLE,41
299,6,FORGERY,171
300,6,THEFT-FRAUD,31
301,6,INTOXICATED & IMPAIRED DRIVING,237
302,6,DANGEROUS WEAPONS,501
303,6,FRAUDS,56
304,6,OFFENSES RELATED TO CHILDREN,7
305,6,"LOITERING/GAMBLING (CARDS, DICE, ETC)",4
306,6,VEHICLE AND TRAFFIC LAWS,1107
307,6,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),51
308,6,HARRASSMENT 2,6
309,6,CRIMINAL MISCHIEF & RELATED OF,4
310,6,POSSESSION OF STOLEN PROPERTY 5,226
311,6,FELONY ASSAULT,409
312,6,SEX CRIMES,36
313,6,OTHER OFFENSES RELATED TO THEFT,1470
314,6,OFFENSES AGAINST PUBLIC ADMINISTRATION,454
315,6,OTHER STATE LAWS (NON PENAL LA,44
316,6,ARSON,3
317,6,MISCELLANEOUS PENAL LAW,374
318,6,BURGLAR'S TOOLS,7
319,6,KIDNAPPING & RELATED OFFENSES,8
320,6,OTHER TRAFFIC INFRACTION,173
321,6,HARASSMENT,66
322,6,OFFENSES INVOLVING FRAUD,66
323,6,CHILD ABANDONMENT/NON SUPPORT 1,3
324,6,MURDER & NON-NEGL. MANSLAUGHTER,29
325,6,LOITERING FOR DRUG PURPOSES,3
326,6,POSSESSION OF STOLEN PROPERTY,27
327,7,CRIMINAL TRESPASS,1216
328,7,DISORDERLY CONDUCT,19
329,7,MISCELLANEOUS PENAL LAW,263
330,7,OFFENSES INVOLVING FRAUD,26
331,7,BURGLARY,62
332,7,F.C.A. P.I.N.O.S.,70
333,7,OFFENSES AGAINST THE PERSON,71
334,7,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,215
335,7,OTHER TRAFFIC INFRACTION,34
336,7,POSSESSION OF STOLEN PROPERTY 5,230
337,7,OTHER STATE LAWS (NON PENAL LA,24
338,7,INTOXICATED & IMPAIRED DRIVING,65
339,7,FORCIBLE TOUCHING,22
340,7,FRAUDS,52
341,7,RAPE,23
342,7,OTHER STATE LAWS (NON PENAL LAW),142
343,7,GRAND LARCENY,145
344,7,MURDER & NON-NEGL. MANSLAUGHTER,64
345,7,CRIMINAL MISCHIEF & RELATED OFFENSES,273
346,7,HARASSMENT,81
347,7,POSSESSION OF STOLEN PROPERTY,21
348,7,OTHER OFFENSES RELATED TO THEFT,1583
349,7,FORGERY,61
350,7,SEX CRIMES,51
351,7,ASSAULT 3 & RELATED OFFENSES,1463
352,7,OFFENSES RELATED TO CHILDREN,1
353,7,DANGEROUS WEAPONS,619
354,7,ALCOHOLIC BEVERAGE CONTROL LAW,2
355,7,FELONY ASSAULT,356
356,7,VEHICLE AND TRAFFIC LAWS,351
357,7,CRIMINAL MISCHIEF & RELATED OF,8
358,7,DANGEROUS DRUGS,3663
359,7,KIDNAPPING & RELATED OFFENSES,1
360,7,GAMBLING,3
361,7,CHILD ABANDONMENT/NON SUPPORT 1,1
362,7,HARRASSMENT 2,4
363,7,MOVING INFRACTIONS,2
364,7,BURGLAR'S TOOLS,6
365,7,LOITERING,4
366,7,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),12
367,7,PROSTITUTION & RELATED OFFENSES,13
368,7,INTOXICATED/IMPAIRED DRIVING,11
369,7,DISRUPTION OF A RELIGIOUS SERVICE,1
370,7,OTHER STATE LAWS,297
371,7,THEFT-FRAUD,5
372,7,ARSON,4
373,7,GRAND LARCENY OF MOTOR VEHICLE,15
374,7,OFFENSES AGAINST PUBLIC ADMINISTRATION,458
375,7,ROBBERY,361
376,7,PETIT LARCENY,316
377,7,OFFENSES AGAINST PUBLIC SAFETY,5
378,8,MURDER & NON-NEGL. MANSLAUGHTER,45
379,8,ARSON,2
380,8,CRIMINAL MISCHIEF & RELATED OFFENSES,448
381,8,ROBBERY,477
382,8,OFFENSES AGAINST PUBLIC SAFETY,2
383,8,FORCIBLE TOUCHING,29
384,8,FORGERY,70
385,8,DANGEROUS WEAPONS,479
386,8,OFFENSES AGAINST PUBLIC ADMINISTRATION,928
387,8,OTHER STATE LAWS (NON PENAL LAW),39
388,8,DISORDERLY CONDUCT,7
389,8,OTHER STATE LAWS,378
390,8,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,292
391,8,DANGEROUS DRUGS,3462
392,8,BURGLAR'S TOOLS,5
393,8,OFFENSES INVOLVING FRAUD,52
394,8,GRAND LARCENY,179
395,8,ALCOHOLIC BEVERAGE CONTROL LAW,3
396,8,BURGLARY,179
397,8,HARRASSMENT 2,5
398,8,KIDNAPPING & RELATED OFFENSES,6
399,8,POSSESSION OF STOLEN PROPERTY 5,229
400,8,FRAUDS,53
401,8,OFFENSES AGAINST THE PERSON,69
402,8,MISCELLANEOUS PENAL LAW,473
403,8,CRIMINAL MISCHIEF & RELATED OF,5
404,8,HARASSMENT,161
405,8,ASSAULT 3 & RELATED OFFENSES,1804
406,8,PROSTITUTION & RELATED OFFENSES,278
407,8,GAMBLING,12
408,8,INTOXICATED & IMPAIRED DRIVING,276
409,8,OTHER STATE LAWS (NON PENAL LA,21
410,8,THEFT-FRAUD,12
411,8,OTHER OFFENSES RELATED TO THEFT,700
412,8,RAPE,76
413,8,FELONY ASSAULT,650
414,8,CHILD ABANDONMENT/NON SUPPORT 1,1
415,8,HOMICIDE-NEGLIGENT-VEHICLE,1
416,8,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),10
417,8,PETIT LARCENY,343
418,8,ESCAPE 3,1
419,8,VEHICLE AND TRAFFIC LAWS,653
420,8,F.C.A. P.I.N.O.S.,26
421,8,SEX CRIMES,155
422,8,MOVING INFRACTIONS,26
423,8,CRIMINAL TRESPASS,633
424,8,POSSESSION OF STOLEN PROPERTY,24
425,8,OTHER TRAFFIC INFRACTION,78
426,8,INTOXICATED/IMPAIRED DRIVING,24
427,8,GRAND LARCENY OF MOTOR VEHICLE,24
428,9,BURGLARY,131
429,9,DANGEROUS DRUGS,5846
430,9,INTOXICATED & IMPAIRED DRIVING,117
431,9,LOITERING,1
432,9,OFFENSES AGAINST PUBLIC ADMINISTRATION,757
433,9,OFFENSES AGAINST THE PERSON,108
434,9,ESCAPE 3,1
435,9,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",1
436,9,ROBBERY,464
437,9,SEX CRIMES,77
438,9,CRIMINAL MISCHIEF & RELATED OF,5
439,9,POSSESSION OF STOLEN PROPERTY 5,448
440,9,JOSTLING,1
441,9,"LOITERING/GAMBLING (CARDS, DICE, ETC)",2
442,9,DANGEROUS WEAPONS,952
443,9,FRAUDS,71
444,9,OFF. AGNST PUB ORD SENSBLTY &,1
445,9,PETIT LARCENY,498
446,9,CHILD ABANDONMENT/NON SUPPORT 1,2
447,9,UNLAWFUL POSS. WEAP. ON SCHOOL GROUNDS,1
448,9,FELONY ASSAULT,691
449,9,HARASSMENT,86
450,9,GAMBLING,63
451,9,HARRASSMENT 2,2
452,9,ANTICIPATORY OFFENSES,3
453,9,OFFENSES INVOLVING FRAUD,81
454,9,OTHER STATE LAWS,176
455,9,OTHER OFFENSES RELATED TO THEFT,1337
456,9,MURDER & NON-NEGL. MANSLAUGHTER,74
457,9,PROSTITUTION & RELATED OFFENSES,44
458,9,DISORDERLY CONDUCT,16
459,9,FORGERY,226
460,9,POSSESSION OF STOLEN PROPERTY,33
461,9,KIDNAPPING & RELATED OFFENSES,8
462,9,CRIMINAL TRESPASS,997
463,9,ARSON,8
464,9,OFFENSES AGAINST PUBLIC SAFETY,8
465,9,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,392
466,9,F.C.A. P.I.N.O.S.,42
467,9,MOVING INFRACTIONS,14
468,9,FORCIBLE TOUCHING,28
469,9,THEFT-FRAUD,26
470,9,OTHER STATE LAWS (NON PENAL LA,34
471,9,ALCOHOLIC BEVERAGE CONTROL LAW,8
472,9,MISCELLANEOUS PENAL LAW,338
473,9,BURGLAR'S TOOLS,11
474,9,CRIMINAL MISCHIEF & RELATED OFFENSES,412
475,9,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),22
476,9,OFFENSES RELATED TO CHILDREN,16
477,9,OTHER TRAFFIC INFRACTION,41
478,9,INTOXICATED/IMPAIRED DRIVING,5
479,9,RAPE,23
480,9,GRAND LARCENY,272
481,9,VEHICLE AND TRAFFIC LAWS,863
482,9,GRAND LARCENY OF MOTOR VEHICLE,36
483,9,OTHER STATE LAWS (NON PENAL LAW),414
484,9,ASSAULT 3 & RELATED OFFENSES,2012
485,10,ROBBERY,572
486,10,RAPE,23
487,10,FRAUDS,70
488,10,SEX CRIMES,85
489,10,DISORDERLY CONDUCT,11
490,10,ALCOHOLIC BEVERAGE CONTROL LAW,12
491,10,BURGLAR'S TOOLS,8
492,10,OFFENSES RELATED TO CHILDREN,2
493,10,FELONY ASSAULT,666
494,10,LOITERING,1
495,10,INTOXICATED/IMPAIRED DRIVING,23
496,10,OTHER STATE LAWS (NON PENAL LAW),143
497,10,DISRUPTION OF A RELIGIOUS SERVICE,1
498,10,ESCAPE 3,1
499,10,GRAND LARCENY OF MOTOR VEHICLE,28
500,10,CRIMINAL TRESPASS,632
501,10,PROSTITUTION & RELATED OFFENSES,252
502,10,MURDER & NON-NEGL. MANSLAUGHTER,76
503,10,ANTICIPATORY OFFENSES,1
504,10,OTHER STATE LAWS (NON PENAL LA,26
505,10,FORGERY,249
506,10,OFFENSES AGAINST PUBLIC ADMINISTRATION,605
507,10,OFFENSES AGAINST PUBLIC SAFETY,13
508,10,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),32
509,10,OTHER STATE LAWS,780
510,10,OFFENSES AGAINST THE PERSON,112
511,10,PETIT LARCENY,894
512,10,OTHER TRAFFIC INFRACTION,221
513,10,ASSAULT 3 & RELATED OFFENSES,2282
514,10,OTHER OFFENSES RELATED TO THEFT,1920
515,10,INTOXICATED & IMPAIRED DRIVING,196
516,10,POSSESSION OF STOLEN PROPERTY,37
517,10,MISCELLANEOUS PENAL LAW,416
518,10,DANGEROUS DRUGS,6345
519,10,POSSESSION OF STOLEN PROPERTY 5,455
520,10,CHILD ABANDONMENT/NON SUPPORT 1,5
521,10,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,207
522,10,THEFT-FRAUD,16
523,10,FRAUDULENT ACCOSTING,5
524,10,OFFENSES INVOLVING FRAUD,111
525,10,HARRASSMENT 2,8
526,10,LOITERING FOR DRUG PURPOSES,1
527,10,HARASSMENT,111
528,10,CRIMINAL MISCHIEF & RELATED OF,7
529,10,"LOITERING/GAMBLING (CARDS, DICE, ETC)",1
530,10,MOVING INFRACTIONS,14
531,10,FORCIBLE TOUCHING,33
532,10,VEHICLE AND TRAFFIC LAWS,1640
533,10,GRAND LARCENY,279
534,10,DANGEROUS WEAPONS,961
535,10,KIDNAPPING & RELATED OFFENSES,7
536,10,CHILD ABANDONMENT/NON SUPPORT,3
537,10,ARSON,6
538,10,JOSTLING,3
539,10,GAMBLING,60
540,10,F.C.A. P.I.N.O.S.,124
541,10,BURGLARY,227
542,10,CRIMINAL MISCHIEF & RELATED OFFENSES,492
543,11,INTOXICATED/IMPAIRED DRIVING,11
544,11,OFFENSES RELATED TO CHILDREN,19
545,11,HARASSMENT,96
546,11,FORGERY,97
547,11,FRAUDS,42
548,11,BURGLAR'S TOOLS,1
549,11,MOVING INFRACTIONS,5
550,11,GRAND LARCENY OF MOTOR VEHICLE,44
551,11,OTHER TRAFFIC INFRACTION,49
552,11,ASSAULT 3 & RELATED OFFENSES,1525
553,11,OFFENSES AGAINST PUBLIC SAFETY,4
554,11,MURDER & NON-NEGL. MANSLAUGHTER,52
555,11,DANGEROUS DRUGS,2671
556,11,SEX CRIMES,56
557,11,HARRASSMENT 2,6
558,11,F.C.A. P.I.N.O.S.,59
559,11,OTHER STATE LAWS (NON PENAL LAW),34
560,11,LOITERING FOR DRUG PURPOSES,3
561,11,HOMICIDE-NEGLIGENT-VEHICLE,1
562,11,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),33
563,11,"HOMICIDE-NEGLIGENT,UNCLASSIFIED",2
564,11,GAMBLING,7
565,11,DISORDERLY CONDUCT,7
566,11,OTHER STATE LAWS (NON PENAL LA,29
567,11,ALCOHOLIC BEVERAGE CONTROL LAW,28
568,11,OFFENSES AGAINST THE PERSON,74
569,11,FORCIBLE TOUCHING,27
570,11,KIDNAPPING & RELATED OFFENSES,8
571,11,ARSON,9
572,11,CRIMINAL MISCHIEF & RELATED OF,10
573,11,FORTUNE TELLING,1
574,11,OFFENSES INVOLVING FRAUD,83
575,11,RAPE,7
576,11,THEFT-FRAUD,17
577,11,POSSESSION OF STOLEN PROPERTY,38
578,11,FELONY ASSAULT,575
579,11,GRAND LARCENY,142
580,11,OFFENSES AGAINST PUBLIC ADMINISTRATION,378
581,11,CRIMINAL TRESPASS,376
582,11,PROSTITUTION & RELATED OFFENSES,148
583,11,CRIMINAL MISCHIEF & RELATED OFFENSES,371
584,11,PETIT LARCENY,251
585,11,OTHER OFFENSES RELATED TO THEFT,1209
586,11,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,194
587,11,ROBBERY,459
588,11,MISCELLANEOUS PENAL LAW,190
589,11,INTOXICATED & IMPAIRED DRIVING,157
590,11,BURGLARY,205
591,11,VEHICLE AND TRAFFIC LAWS,675
592,11,POSSESSION OF STOLEN PROPERTY 5,419
593,11,OTHER STATE LAWS,333
594,11,DANGEROUS WEAPONS,679
595,12,MISCELLANEOUS PENAL LAW,183
596,12,MOVING INFRACTIONS,70
597,12,CRIMINAL TRESPASS,547
598,12,GRAND LARCENY,50
599,12,FORGERY,50
600,12,GRAND LARCENY OF MOTOR VEHICLE,19
601,12,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),14
602,12,GAMBLING,52
603,12,F.C.A. P.I.N.O.S.,8
604,12,PROSTITUTION & RELATED OFFENSES,146
605,12,HARASSMENT,24
606,12,OFFENSES AGAINST PUBLIC SAFETY,11
607,12,OFFENSES AGAINST THE PERSON,69
608,12,POSSESSION OF STOLEN PROPERTY 5,183
609,12,OTHER OFFENSES RELATED TO THEFT,1612
610,12,KIDNAPPING & RELATED OFFENSES,9
